# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              NH3              H2S              N2               H2O(s)          
  27               3.30903207E-02   9.33266331E+01   8.38085359E-01   1.60466039E-01   7.79825449E-04   5.30809389E-04   1.00455354E-04   2.29809028E-05   1.02447608E-05   0.00000000E+00  
  28               4.00868905E-02   9.92146295E+01   8.38085360E-01   1.60466039E-01   7.79825382E-04   5.30809343E-04   1.00455345E-04   2.29809028E-05   1.02447599E-05   4.97926126E-18  
  29               4.85286500E-02   1.02247767E+02   8.38084912E-01   1.60465953E-01   7.79825208E-04   5.30809225E-04   1.00455323E-04   2.29808905E-05   1.02447576E-05   2.45976986E-16  
  30               5.87176352E-02   1.09039202E+02   8.38085359E-01   1.60466039E-01   7.79825408E-04   5.30809361E-04   1.00455349E-04   2.29809028E-05   1.02447603E-05   1.05632202E-15  
  31               7.10164384E-02   1.12815858E+02   8.38082201E-01   1.60465434E-01   7.79823578E-04   5.30808115E-04   1.00455113E-04   2.29808162E-05   1.02447362E-05   3.63031564E-14  
  32               8.58668948E-02   1.20727134E+02   8.38078780E-01   1.60464779E-01   7.79823700E-04   5.30808199E-04   1.00455129E-04   2.29807224E-05   1.02447378E-05   1.76863796E-13  
  33               1.03805317E-01   1.25584688E+02   8.37993636E-01   1.60448477E-01   7.79746622E-04   5.30755733E-04   1.00445200E-04   2.29783877E-05   1.02437252E-05   4.58638490E-12  
  34               1.25473933E-01   1.34718321E+02   8.38085214E-01   1.60466011E-01   7.79920357E-04   5.30873990E-04   1.00467580E-04   2.29808988E-05   1.02460076E-05   2.04381372E-11  
  35               1.51651102E-01   1.40495273E+02   8.38085214E-01   1.60466011E-01   7.79920128E-04   5.30873834E-04   1.00467550E-04   2.29808988E-05   1.02460046E-05   3.61128815E-10  
  36               1.83297035E-01   1.50585488E+02   8.38085214E-01   1.60466011E-01   7.79919856E-04   5.30873649E-04   1.00467515E-04   2.29808988E-05   1.02460010E-05   1.38922213E-09  
  37               2.21580229E-01   1.57255364E+02   8.38085202E-01   1.60466008E-01   7.79919533E-04   5.30873430E-04   1.00467474E-04   2.29808985E-05   1.02459968E-05   1.63438614E-08  
  38               2.67903657E-01   1.68090285E+02   8.38085176E-01   1.60466004E-01   7.79919162E-04   5.30873177E-04   1.00467426E-04   2.29808978E-05   1.02459919E-05   4.73033749E-08  
  39               3.23983119E-01   1.75192456E+02   8.38084905E-01   1.60465952E-01   7.79918639E-04   5.30872821E-04   1.00467358E-04   2.29808903E-05   1.02459850E-05   3.71560143E-07  
  40               3.91953086E-01   1.86298259E+02   8.38084494E-01   1.60465873E-01   7.79918193E-04   5.30872518E-04   1.00467301E-04   2.29808791E-05   1.02459792E-05   8.61819588E-07  
  41               4.74412527E-01   1.93885769E+02   8.38072329E-01   1.60463544E-01   7.79916284E-04   5.30871218E-04   1.00467055E-04   2.29805455E-05   1.02459541E-05   1.53598916E-05  
  42               5.74282589E-01   2.05826252E+02   8.38085208E-01   1.60466009E-01   7.79924702E-04   5.30876948E-04   1.00468139E-04   2.29808986E-05   1.02460647E-05   0.00000000E+00  
  43               6.95107327E-01   2.13623573E+02   8.37994045E-01   1.60448555E-01   7.79866771E-04   5.30837516E-04   1.00460677E-04   2.29783989E-05   1.02453037E-05   1.08725535E-04  
  44               8.41244181E-01   2.25222089E+02   8.38085071E-01   1.60465983E-01   7.80014204E-04   5.30937870E-04   1.00479669E-04   2.29808949E-05   1.02472405E-05   0.00000000E+00  
  45               1.01806294E+00   2.33006998E+02   8.37534717E-01   1.60360608E-01   7.79871680E-04   5.30840857E-04   1.00461309E-04   2.29658038E-05   1.02453681E-05   6.56006146E-04  
  46               1.23230831E+00   2.45118040E+02   8.38084895E-01   1.60465950E-01   7.80129201E-04   5.31016146E-04   1.00494483E-04   2.29808900E-05   1.02487513E-05   0.00000000E+00  
  47               1.49196687E+00   2.54215446E+02   8.38084284E-01   1.60465833E-01   7.80528256E-04   5.31287774E-04   1.00545888E-04   2.29808733E-05   1.02539938E-05   0.00000000E+00  
  48               1.80658718E+00   2.68001149E+02   8.38084286E-01   1.60465833E-01   7.80527304E-04   5.31287125E-04   1.00545765E-04   2.29808734E-05   1.02539812E-05   0.00000000E+00  
  49               2.18757271E+00   2.79643613E+02   8.38084287E-01   1.60465833E-01   7.80526235E-04   5.31286398E-04   1.00545628E-04   2.29808734E-05   1.02539672E-05   0.00000000E+00  
  50               2.64764021E+00   2.97051053E+02   8.38084289E-01   1.60465834E-01   7.80525032E-04   5.31285579E-04   1.00545473E-04   2.29808734E-05   1.02539514E-05   0.00000000E+00  
  51               3.20102889E+00   3.13961393E+02   8.38084291E-01   1.60465834E-01   7.80523672E-04   5.31284653E-04   1.00545297E-04   2.29808735E-05   1.02539335E-05   0.00000000E+00  
  52               3.86441551E+00   3.33123335E+02   8.38084294E-01   1.60465834E-01   7.80522137E-04   5.31283608E-04   1.00545100E-04   2.29808736E-05   1.02539134E-05   0.00000000E+00  
  53               4.65869748E+00   3.51650102E+02   8.38084296E-01   1.60465835E-01   7.80520411E-04   5.31282434E-04   1.00544877E-04   2.29808736E-05   1.02538907E-05   0.00000000E+00  
  54               5.60812228E+00   3.72703794E+02   8.38084298E-01   1.60465835E-01   7.80518478E-04   5.31281118E-04   1.00544628E-04   2.29808737E-05   1.02538653E-05   0.00000000E+00  
  55               6.73859255E+00   3.92958757E+02   8.38084063E-01   1.60465790E-01   7.80516383E-04   5.31279692E-04   1.00544358E-04   2.29808672E-05   1.02538378E-05   0.00000000E+00  
  56               8.07730713E+00   4.15905032E+02   8.38084091E-01   1.60465768E-01   7.80513387E-04   5.31277652E-04   1.00543972E-04   2.29808641E-05   1.02537984E-05   0.00000000E+00  
  57               9.65762705E+00   4.37807309E+02   8.38084080E-01   1.60465766E-01   7.80520123E-04   5.31282238E-04   1.00544840E-04   2.29808638E-05   1.02538869E-05   0.00000000E+00  
  58               1.15127903E+01   4.62571186E+02   8.38084064E-01   1.60465764E-01   7.80517237E-04   5.31280273E-04   1.00544468E-04   2.29808634E-05   1.02538490E-05   0.00000000E+00  
  59               1.36749176E+01   4.85931042E+02   8.38083668E-01   1.60465705E-01   7.80513952E-04   5.31278037E-04   1.00544045E-04   2.29808550E-05   1.02538059E-05   0.00000000E+00  
  60               1.61796058E+01   5.12236054E+02   8.38083367E-01   1.60466000E-01   7.80517600E-04   5.31280520E-04   1.00544515E-04   2.29808972E-05   1.02538538E-05   0.00000000E+00  
  61               1.90859894E+01   5.36958570E+02   8.38080527E-01   1.60465455E-01   7.80513974E-04   5.31278052E-04   1.00544048E-04   2.29808192E-05   1.02538062E-05   0.00000000E+00  
  62               2.24566738E+01   5.62411624E+02   8.38080816E-01   1.60465183E-01   7.80504968E-04   5.31271922E-04   1.00542888E-04   2.29807803E-05   1.02536879E-05   0.00000000E+00  
  63               2.63466008E+01   5.88148034E+02   8.38080733E-01   1.60465164E-01   7.80561175E-04   5.31310181E-04   1.00550128E-04   2.29807775E-05   1.02544263E-05   0.00000000E+00  
  64               3.08030510E+01   6.16287031E+02   8.38080746E-01   1.60465159E-01   7.80556796E-04   5.31307200E-04   1.00549564E-04   2.29807768E-05   1.02543688E-05   0.00000000E+00  
  65               3.59045934E+01   6.45116686E+02   8.38080764E-01   1.60465149E-01   7.80552155E-04   5.31304041E-04   1.00548966E-04   2.29807754E-05   1.02543078E-05   0.00000000E+00  
  66               4.17490261E+01   6.74817321E+02   8.38080789E-01   1.60465132E-01   7.80547238E-04   5.31300694E-04   1.00548333E-04   2.29807730E-05   1.02542432E-05   0.00000000E+00  
  67               4.84224693E+01   7.05247063E+02   8.38080824E-01   1.60465106E-01   7.80542066E-04   5.31297174E-04   1.00547666E-04   2.29807692E-05   1.02541753E-05   0.00000000E+00  
  68               5.60034698E+01   7.36441041E+02   8.38080874E-01   1.60465065E-01   7.80536617E-04   5.31293465E-04   1.00546964E-04   2.29807634E-05   1.02541037E-05   0.00000000E+00  
  69               6.45790432E+01   7.68193967E+02   8.38080940E-01   1.60465007E-01   7.80530935E-04   5.31289597E-04   1.00546232E-04   2.29807550E-05   1.02540291E-05   0.00000000E+00  
  70               7.43530306E+01   8.00969362E+02   8.38081024E-01   1.60464923E-01   7.80525004E-04   5.31285560E-04   1.00545468E-04   2.29807429E-05   1.02539512E-05   0.00000000E+00  
  71               8.55438234E+01   8.34770073E+02   8.38081121E-01   1.60464807E-01   7.80518889E-04   5.31281398E-04   1.00544681E-04   2.29807262E-05   1.02538709E-05   0.00000000E+00  
  72               9.83278233E+01   8.69779742E+02   8.38081051E-01   1.60464617E-01   7.80512736E-04   5.31277210E-04   1.00543888E-04   2.29806986E-05   1.02537900E-05   0.00000000E+00  
  73               1.12828843E+02   9.05535422E+02   8.38081231E-01   1.60464432E-01   7.80512137E-04   5.31276802E-04   1.00543811E-04   2.29806713E-05   1.02537822E-05   0.00000000E+00  
  74               1.29117458E+02   9.42036946E+02   8.38081280E-01   1.60464176E-01   7.80504887E-04   5.31271866E-04   1.00542877E-04   2.29845233E-05   1.02536869E-05   0.00000000E+00  
  75               1.47429786E+02   9.79026951E+02   8.38081513E-01   1.60463916E-01   7.80501497E-04   5.31269559E-04   1.00542440E-04   2.29872391E-05   1.02536424E-05   0.00000000E+00  
  76               1.68037509E+02   1.01698915E+03   8.38081738E-01   1.60463613E-01   7.80494454E-04   5.31264766E-04   1.00541533E-04   2.30080706E-05   1.02535499E-05   0.00000000E+00  
  77               1.91155159E+02   1.05539239E+03   8.38081867E-01   1.60463270E-01   7.80488129E-04   5.31260460E-04   1.00540718E-04   2.30595179E-05   1.02534668E-05   0.00000000E+00  
  78               2.16959494E+02   1.09462195E+03   8.38081756E-01   1.60462867E-01   7.80483734E-04   5.31257466E-04   1.00540151E-04   2.31833242E-05   1.02534092E-05   0.00000000E+00  
  79               2.45610029E+02   1.13392710E+03   8.38080898E-01   1.60462346E-01   7.80483446E-04   5.31257253E-04   1.00540112E-04   2.34570880E-05   1.02534058E-05   0.00000000E+00  
  80               2.77383839E+02   1.17398401E+03   8.38079702E-01   1.60461857E-01   7.80495495E-04   5.31265335E-04   1.00541650E-04   2.42858854E-05   1.02535661E-05   0.00000000E+00  
  81               3.12890476E+02   1.21442807E+03   8.38080031E-01   1.60461519E-01   7.80488681E-04   5.31259912E-04   1.00540668E-04   2.42857391E-05   1.02534849E-05   0.00000000E+00  
  82               3.52694668E+02   1.25616030E+03   8.38080347E-01   1.60461177E-01   7.80485106E-04   5.31253686E-04   1.00539717E-04   2.42855367E-05   1.02534825E-05   0.00000000E+00  
  83               3.97208241E+02   1.29832682E+03   8.38080614E-01   1.60460856E-01   7.80492214E-04   5.31243638E-04   1.00538808E-04   2.42852602E-05   1.02538243E-05   0.00000000E+00  
  84               4.46758518E+02   1.34158040E+03   8.38080830E-01   1.60460537E-01   7.80522958E-04   5.31221039E-04   1.00537693E-04   2.42848694E-05   1.02555104E-05   0.00000000E+00  
  85               5.01617338E+02   1.38488171E+03   8.38080966E-01   1.60460244E-01   7.80578662E-04   5.31175289E-04   1.00534971E-04   2.42843340E-05   1.02618967E-05   0.00000000E+00  
  86               5.61141665E+02   1.42831492E+03   8.38081034E-01   1.60459964E-01   7.80635971E-04   5.31104770E-04   1.00526017E-04   2.42835973E-05   1.02821399E-05   0.00000000E+00  
  87               6.26681450E+02   1.47166581E+03   8.38081002E-01   1.60459710E-01   7.80678958E-04   5.31010345E-04   1.00498294E-04   2.42825948E-05   1.03364770E-05   0.00000000E+00  
  88               7.00337879E+02   1.51680956E+03   8.38080852E-01   1.60459450E-01   7.80702714E-04   5.30881905E-04   1.00421619E-04   2.42811356E-05   1.04585829E-05   0.00000000E+00  
  89               7.84501175E+02   1.56348668E+03   8.38080539E-01   1.60459205E-01   7.80706207E-04   5.30714181E-04   1.00246836E-04   2.42789345E-05   1.06570283E-05   0.00000000E+00  
  90               8.82075112E+02   1.61342191E+03   8.38080017E-01   1.60458945E-01   7.80690062E-04   5.30487245E-04   9.99420025E-05   2.42751554E-05   1.08832010E-05   0.00000000E+00  
  91               9.96792715E+02   1.66621108E+03   8.38061790E-01   1.60455365E-01   7.80655987E-04   5.30181475E-04   9.96460074E-05   2.42673774E-05   1.10332202E-05   0.00000000E+00  
  92               1.13317738E+03   1.72360404E+03   8.38039747E-01   1.60455038E-01   8.01982534E-04   5.29746185E-04   9.94645055E-05   2.34307065E-05   1.11226127E-05   0.00000000E+00  
  93               1.29403054E+03   1.78391392E+03   8.38037180E-01   1.60454604E-01   8.01671423E-04   5.29236774E-04   9.95035053E-05   2.34558384E-05   1.10988959E-05   0.00000000E+00  
  94               1.48235410E+03   1.84794164E+03   8.38032885E-01   1.60454008E-01   8.01414115E-04   5.28588789E-04   9.96898005E-05   2.34749066E-05   1.10014439E-05   0.00000000E+00  
  95               1.70208738E+03   1.91409190E+03   8.38025117E-01   1.60453053E-01   8.01399096E-04   5.27815699E-04   1.00102107E-04   2.34871954E-05   1.07893917E-05   0.00000000E+00  
  96               1.95821000E+03   1.98367604E+03   8.38009754E-01   1.60451322E-01   8.03010797E-04   5.26865120E-04   1.00651684E-04   2.34773852E-05   1.05062817E-05   0.00000000E+00  
  97               2.25659155E+03   2.05512614E+03   8.37975621E-01   1.60447808E-01   8.10834314E-04   5.25737295E-04   1.01402896E-04   2.34030625E-05   1.01192257E-05   0.00000000E+00  
  98               2.60169345E+03   2.12943840E+03   8.37895406E-01   1.60439954E-01   8.36462558E-04   5.24276432E-04   1.02256279E-04   2.31736054E-05   9.67613658E-06   0.00000000E+00  
  99               2.98671401E+03   2.20239242E+03   8.37771089E-01   1.60432284E-01   8.98217706E-04   5.22407633E-04   1.03227968E-04   2.27090721E-05   9.17120451E-06   0.00000000E+00  
  100              3.38744367E+03   2.27122674E+03   8.37737135E-01   1.60429055E-01   8.97479217E-04   5.20953508E-04   1.04168791E-04   2.27241401E-05   8.68104531E-06   0.00000000E+00  
  101              3.85550687E+03   2.34265724E+03   8.37643754E-01   1.60416829E-01   9.01498422E-04   5.19307126E-04   1.05213590E-04   2.27389921E-05   8.13150983E-06   0.00000000E+00  
