# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               SiO             
  1                1.00000000E-05   3.03373163E+02   8.38525133E-01   1.60522658E-01   3.21426427E-33   5.29520974E-04   3.27964927E-04   6.05124449E-05   0.00000000E+00   0.00000000E+00  
  2                1.89940286E-05   3.58952452E+02   8.38531000E-01   1.60516803E-01   1.52848175E-27   5.29514142E-04   3.27960696E-04   6.05116691E-05   0.00000000E+00   0.00000000E+00  
  3                2.89151692E-05   3.85481384E+02   8.38531389E-01   1.60516406E-01   1.90805630E-25   5.29517629E-04   3.27962856E-04   6.05120765E-05   0.00000000E+00   0.00000000E+00  
  4                4.03482696E-05   4.03840916E+02   8.38531488E-01   1.60516282E-01   3.58719269E-24   5.29517704E-04   3.27962904E-04   6.05120974E-05   0.00000000E+00   0.00000000E+00  
  5                5.37324757E-05   4.15472790E+02   8.38531120E-01   1.60516192E-01   1.92486321E-23   5.29517986E-04   3.27963080E-04   6.05121456E-05   0.00000000E+00   0.00000000E+00  
  6                6.94985427E-05   4.27631096E+02   8.38530859E-01   1.60516451E-01   1.02431635E-22   5.29519243E-04   3.27963860E-04   6.05123087E-05   0.00000000E+00   0.00000000E+00  
  7                8.81336497E-05   4.36024580E+02   8.38530865E-01   1.60516445E-01   2.97401998E-22   5.29519622E-04   3.27964097E-04   6.05123751E-05   0.00000000E+00   0.00000000E+00  
  8                1.10203683E-04   4.46379956E+02   8.38530883E-01   1.60516426E-01   1.07911006E-21   5.29520049E-04   3.27964364E-04   6.05124506E-05   0.00000000E+00   0.00000000E+00  
  9                1.36368480E-04   4.53817626E+02   8.38530883E-01   1.60516425E-01   2.55066388E-21   5.29520559E-04   3.27964683E-04   6.05125394E-05   0.00000000E+00   0.00000000E+00  
  10               1.67407480E-04   4.63671891E+02   8.38530896E-01   1.60516411E-01   7.90255239E-21   5.29521120E-04   3.27965033E-04   6.05126379E-05   0.00000000E+00   0.00000000E+00  
  11               2.04241904E-04   4.70776053E+02   8.38530894E-01   1.60516412E-01   1.68623781E-20   5.29521766E-04   3.27965437E-04   6.05127501E-05   0.00000000E+00   0.00000000E+00  
  12               2.47969321E-04   4.80327203E+02   8.38530904E-01   1.60516401E-01   4.65728315E-20   5.29522473E-04   3.27965879E-04   6.05128731E-05   0.00000000E+00   0.00000000E+00  
  13               2.99895008E-04   4.87054640E+02   8.38530899E-01   1.60516404E-01   9.03625812E-20   5.29523244E-04   3.27966361E-04   6.05130075E-05   0.00000000E+00   0.00000000E+00  
  14               3.61575683E-04   4.96238543E+02   8.38530905E-01   1.60516397E-01   2.24072266E-19   5.29524089E-04   3.27966889E-04   6.05131541E-05   0.00000000E+00   0.00000000E+00  
  15               4.34860369E-04   5.02612784E+02   8.38530898E-01   1.60516402E-01   4.00829449E-19   5.29524992E-04   3.27967453E-04   6.05133110E-05   0.00000000E+00   0.00000000E+00  
  16               5.21944343E-04   5.11621645E+02   8.38530902E-01   1.60516396E-01   9.21673652E-19   5.29525940E-04   3.27968045E-04   6.05134765E-05   0.00000000E+00   0.00000000E+00  
  17               6.25445381E-04   5.17898718E+02   8.38530894E-01   1.60516403E-01   1.57282963E-18   5.29526948E-04   3.27968675E-04   6.05136520E-05   0.00000000E+00   0.00000000E+00  
  18               7.48471779E-04   5.27085473E+02   8.38530897E-01   1.60516398E-01   3.49385977E-18   5.29527987E-04   3.27969324E-04   6.05138342E-05   0.00000000E+00   0.00000000E+00  
  19               8.94705919E-04   5.33564596E+02   8.38530888E-01   1.60516404E-01   5.86933859E-18   5.29529132E-04   3.27970040E-04   6.05140313E-05   0.00000000E+00   0.00000000E+00  
  20               1.06852379E-03   5.42986618E+02   8.38530891E-01   1.60516400E-01   1.26718631E-17   5.29530263E-04   3.27970746E-04   6.05142294E-05   0.00000000E+00   0.00000000E+00  
  21               1.27512509E-03   5.49566148E+02   8.38530882E-01   1.60516407E-01   2.07618760E-17   5.29531433E-04   3.27971477E-04   6.05144343E-05   0.00000000E+00   0.00000000E+00  
  22               1.52068242E-03   5.59156090E+02   8.38530884E-01   1.60516402E-01   4.33441925E-17   5.29532692E-04   3.27972263E-04   6.05146517E-05   0.00000000E+00   0.00000000E+00  
  23               1.81251419E-03   5.65858041E+02   8.38530874E-01   1.60516410E-01   6.94684726E-17   5.29533946E-04   3.27973046E-04   6.05148707E-05   0.00000000E+00   0.00000000E+00  
  24               2.15929275E-03   5.75667916E+02   8.38530876E-01   1.60516406E-01   1.41028512E-16   5.29535189E-04   3.27973823E-04   6.05150904E-05   0.00000000E+00   0.00000000E+00  
  25               2.57126982E-03   5.82577231E+02   8.38530864E-01   1.60516413E-01   2.22755023E-16   5.29536674E-04   3.27974749E-04   6.05153396E-05   0.00000000E+00   0.00000000E+00  
  26               3.06051135E-03   5.92877521E+02   8.38530867E-01   1.60516407E-01   4.49090624E-16   5.29538032E-04   3.27975597E-04   6.05155763E-05   0.00000000E+00   0.00000000E+00  
  27               3.64118395E-03   6.00411358E+02   8.38530859E-01   1.60516413E-01   7.20476648E-16   5.29539340E-04   3.27976414E-04   6.05158092E-05   0.00000000E+00   0.00000000E+00  
  28               4.32991685E-03   6.11520260E+02   8.38530862E-01   1.60516400E-01   1.47060152E-15   5.29541250E-04   3.27977604E-04   6.05161129E-05   0.00000000E+00   0.00000000E+00  
  29               5.14619446E-03   6.19834769E+02   8.38530858E-01   1.60516402E-01   2.40986901E-15   5.29542835E-04   3.27978592E-04   6.05163815E-05   0.00000000E+00   0.00000000E+00  
  30               6.11305423E-03   6.31877384E+02   8.38530862E-01   1.60516379E-01   4.98820737E-15   5.29544114E-04   3.27979391E-04   6.05166174E-05   0.00000000E+00   0.00000000E+00  
  31               7.25777455E-03   6.41249964E+02   8.38530863E-01   1.60516370E-01   8.44431871E-15   5.29548194E-04   3.27981925E-04   6.05171757E-05   0.00000000E+00   0.00000000E+00  
  32               8.61243998E-03   6.54371085E+02   8.38530853E-01   1.60516320E-01   1.77401150E-14   5.29550441E-04   3.27983324E-04   6.05175272E-05   0.00000000E+00   0.00000000E+00  
  33               1.02144563E-02   6.64839194E+02   8.38530878E-01   1.60516293E-01   3.08090967E-14   5.29551826E-04   3.27984189E-04   6.05177832E-05   0.00000000E+00   0.00000000E+00  
  34               1.21072184E-02   6.79353246E+02   8.38530795E-01   1.60516172E-01   6.63009032E-14   5.29553051E-04   3.27984955E-04   6.05180242E-05   0.00000000E+00   0.00000000E+00  
  35               1.43407736E-02   6.91427390E+02   8.38530871E-01   1.60516090E-01   1.20401929E-13   5.29557254E-04   3.27987565E-04   6.05186089E-05   0.00000000E+00   0.00000000E+00  
  36               1.69728183E-02   7.07707678E+02   8.38530882E-01   1.60515835E-01   2.67398628E-13   5.29558412E-04   3.27988290E-04   6.05188497E-05   0.00000000E+00   0.00000000E+00  
  37               2.00689802E-02   7.21635965E+02   8.38531113E-01   1.60515600E-01   5.06935004E-13   5.29559414E-04   3.27988918E-04   6.05190765E-05   0.00000000E+00   0.00000000E+00  
  38               2.37031931E-02   7.40183725E+02   8.38531702E-01   1.60515010E-01   1.17223152E-12   5.29559940E-04   3.27989251E-04   6.05192532E-05   0.00000000E+00   0.00000000E+00  
  39               2.79574849E-02   7.56743277E+02   8.38532448E-01   1.60514257E-01   2.36624056E-12   5.29559921E-04   3.27989247E-04   6.05193721E-05   0.00000000E+00   0.00000000E+00  
  40               3.29268217E-02   7.78214650E+02   8.38534266E-01   1.60512427E-01   5.74322031E-12   5.29558414E-04   3.27988321E-04   6.05193257E-05   0.00000000E+00   0.00000000E+00  
  41               3.87233654E-02   7.97833990E+02   8.38536769E-01   1.60509880E-01   1.22657584E-11   5.29555124E-04   3.27986291E-04   6.05190800E-05   0.00000000E+00   0.00000000E+00  
  42               4.54706037E-02   8.22789700E+02   8.38542625E-01   1.60503902E-01   3.11103416E-11   5.29547343E-04   3.27981480E-04   6.05183258E-05   0.00000000E+00   0.00000000E+00  
  43               5.32999342E-02   8.46239444E+02   8.38550872E-01   1.60495277E-01   7.04126560E-11   5.29535634E-04   3.27974235E-04   6.05171273E-05   0.00000000E+00   0.00000000E+00  
  44               6.23503672E-02   8.75353957E+02   8.38567422E-01   1.60477347E-01   1.85423027E-10   5.29515399E-04   3.27961710E-04   6.05149593E-05   0.00000000E+00   0.00000000E+00  
  45               7.27611216E-02   9.03051931E+02   8.38588238E-01   1.60454761E-01   4.36699443E-10   5.29488866E-04   3.27945283E-04   6.05120757E-05   0.00000000E+00   0.00000000E+00  
  46               8.46702752E-02   9.36563308E+02   8.38623264E-01   1.60419865E-01   1.16474777E-09   5.29437132E-04   3.27913248E-04   6.05063158E-05   0.00000000E+00   0.00000000E+00  
  47               9.82521422E-02   9.68750531E+02   8.38656919E-01   1.60386355E-01   2.78746696E-09   5.29385391E-04   3.27881208E-04   6.05005582E-05   1.54229881E-16   8.23450821E-16  
  48               1.13710035E-01   1.00672149E+03   8.38694185E-01   1.60349247E-01   7.33268228E-09   5.29331530E-04   3.27847853E-04   6.04945599E-05   1.84509605E-15   1.12005405E-14  
  49               1.31236011E-01   1.04338588E+03   8.38721742E-01   1.60321803E-01   1.73602019E-08   5.29290236E-04   3.27822277E-04   6.04899977E-05   1.67079756E-14   1.13775479E-13  
  50               1.50997529E-01   1.08623622E+03   8.38745712E-01   1.60297905E-01   4.45320001E-08   5.29256324E-04   3.27801259E-04   6.04862771E-05   1.81659075E-13   1.40074385E-12  
  51               1.73098612E-01   1.12923227E+03   8.38760840E-01   1.60282770E-01   1.06410278E-07   5.29234578E-04   3.27787754E-04   6.04839417E-05   1.59429799E-12   1.37925616E-11  
  52               1.97777023E-01   1.17288625E+03   8.38769943E-01   1.60273544E-01   2.41024489E-07   5.29221788E-04   3.27779844E-04   6.04826179E-05   1.18513602E-11   1.14228798E-10  
  53               2.25391146E-01   1.21686841E+03   8.38775023E-01   1.60268164E-01   5.16531596E-07   5.29215256E-04   3.27776383E-04   6.04819845E-05   7.49733789E-11   7.99363445E-10  
  54               2.56291833E-01   1.26168993E+03   8.38777585E-01   1.60264989E-01   1.06180739E-06   5.29212568E-04   3.27778261E-04   6.04817422E-05   4.21039037E-10   4.93898567E-09  
  55               2.90818122E-01   1.30687896E+03   8.38778282E-01   1.60263084E-01   2.08403902E-06   5.29212831E-04   3.27793869E-04   6.04817477E-05   2.09016933E-09   2.68160431E-08  
  56               3.29302860E-01   1.35291782E+03   8.38777027E-01   1.60261786E-01   3.94958883E-06   5.29216882E-04   3.27853120E-04   6.04820315E-05   9.45552267E-09   1.32074043E-07  
  57               3.72084440E-01   1.39931501E+03   8.38772423E-01   1.60260631E-01   7.19519619E-06   5.29227592E-04   3.28046822E-04   6.04828352E-05   3.85899779E-08   5.83871473E-07  
  58               4.19585937E-01   1.44637426E+03   8.38751832E-01   1.60257258E-01   1.26916661E-05   5.29259683E-04   3.28622849E-04   6.04857783E-05   1.44116142E-07   2.35206138E-06  
  59               4.72099308E-01   1.49356882E+03   8.38739949E-01   1.60259018E-01   2.15912513E-05   5.29453965E-04   3.30198681E-04   6.05070608E-05   3.04511325E-07   1.85593386E-05  
  60               5.29453237E-01   1.54067996E+03   8.38721161E-01   1.60256981E-01   3.54692418E-05   5.29496621E-04   3.33009035E-04   6.05112033E-05   1.72576790E-06   1.92994744E-05  
  61               5.90105954E-01   1.58614682E+03   8.38681800E-01   1.60252947E-01   5.55943185E-05   5.29564842E-04   3.38660340E-04   6.05194734E-05   7.57394235E-06   2.21019300E-05  
  62               6.52343207E-01   1.62924197E+03   8.38613235E-01   1.60247084E-01   8.30755108E-05   5.29760873E-04   3.48199323E-04   6.05449246E-05   2.38222021E-05   2.98493525E-05  
  63               7.13066493E-01   1.66814155E+03   8.38515551E-01   1.60243884E-01   1.17135655E-04   5.30012997E-04   3.60603455E-04   6.05796334E-05   6.61793328E-05   5.03379657E-05  
  64               7.67002821E-01   1.70063121E+03   8.38474917E-01   1.60239626E-01   1.54101995E-04   5.30318932E-04   3.68130923E-04   6.06227979E-05   6.61366999E-05   5.04215240E-05  
  65               8.12988829E-01   1.72678195E+03   8.38437380E-01   1.60235923E-01   1.90613064E-04   5.30261294E-04   3.72871461E-04   6.06239052E-05   6.61010265E-05   5.04874359E-05  
  66               8.64773958E-01   1.75495730E+03   8.38360295E-01   1.60225693E-01   2.37900886E-04   5.30202746E-04   3.74990407E-04   6.06242678E-05   6.60589486E-05   5.05554244E-05  
  67               9.23662991E-01   1.78527431E+03   8.38303024E-01   1.60220614E-01   2.99430504E-04   5.30114767E-04   3.75839805E-04   6.06215521E-05   6.60146872E-05   5.06293907E-05  
  68               9.73635879E-01   1.80993475E+03   8.38247402E-01   1.60215653E-01   3.58892972E-04   5.30426157E-04   3.76541653E-04   6.06726940E-05   6.59773990E-05   5.06886369E-05  
  69               1.01328860E+00   1.82864374E+03   8.38200072E-01   1.60211508E-01   4.10263826E-04   5.30347051E-04   3.76679219E-04   6.06712217E-05   6.59482037E-05   5.07331092E-05  
