# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               CO               H2O              H                CH4              N2               H2S             
  16               3.50054976E-03   2.62765516E+02   8.38436516E-01   1.60533264E-01   3.64209088E-04   4.05141592E-04   2.73972347E-40   1.71748627E-04   5.97003526E-05   2.29903709E-05  
  17               4.10920336E-03   2.67917965E+02   8.38436514E-01   1.60533264E-01   3.64210006E-04   4.05142613E-04   1.71951335E-39   1.71749060E-04   5.97005031E-05   2.29903709E-05  
  18               4.81328500E-03   2.76304469E+02   8.38436512E-01   1.60533263E-01   3.64210971E-04   4.05143686E-04   3.09014567E-38   1.71749515E-04   5.97006613E-05   2.29903708E-05  
  19               5.62752613E-03   2.81688658E+02   8.38436509E-01   1.60533263E-01   3.64211987E-04   4.05144817E-04   1.75082008E-37   1.71749994E-04   5.97008280E-05   2.29903707E-05  
  20               6.56915099E-03   2.90276801E+02   8.38436507E-01   1.60533262E-01   3.64213057E-04   4.05146007E-04   2.54149721E-36   1.71750498E-04   5.97010034E-05   2.29903706E-05  
  21               7.65804000E-03   2.95818343E+02   8.38436504E-01   1.60533262E-01   3.64214185E-04   4.05147261E-04   1.27779287E-35   1.71751030E-04   5.97011883E-05   2.29903705E-05  
  22               8.91734200E-03   3.04528957E+02   8.38436502E-01   1.60533261E-01   3.64215372E-04   4.05148582E-04   1.49417630E-34   1.71751590E-04   5.97013829E-05   2.29903704E-05  
  23               1.03733366E-02   3.10353206E+02   8.38436499E-01   1.60533260E-01   3.64216626E-04   4.05149977E-04   6.97272851E-34   1.71752182E-04   5.97015886E-05   2.29903703E-05  
  24               1.20563263E-02   3.19440806E+02   8.38436497E-01   1.60533258E-01   3.64217944E-04   4.05151443E-04   7.16056098E-33   1.71752803E-04   5.97018047E-05   2.29903701E-05  
  25               1.40008066E-02   3.25788984E+02   8.38436494E-01   1.60533257E-01   3.64219341E-04   4.05152997E-04   3.29228995E-32   1.71753462E-04   5.97020338E-05   2.29903698E-05  
  26               1.62466560E-02   3.35423242E+02   8.38436492E-01   1.60533253E-01   3.64220802E-04   4.05154623E-04   3.08997374E-31   1.71754151E-04   5.97022734E-05   2.29903693E-05  
  27               1.88390130E-02   3.42408387E+02   8.38436491E-01   1.60533249E-01   3.64222365E-04   4.05156361E-04   1.41611794E-30   1.71754888E-04   5.97025297E-05   2.29903688E-05  
  28               2.18299672E-02   3.52736194E+02   8.38436480E-01   1.60533238E-01   3.64223977E-04   4.05158155E-04   1.24190651E-29   1.71755648E-04   5.97027940E-05   2.29903671E-05  
  29               2.52789818E-02   3.60508739E+02   8.38436485E-01   1.60533228E-01   3.64225814E-04   4.05160197E-04   5.74559497E-29   1.71756514E-04   5.97030951E-05   2.29903657E-05  
  30               2.92548070E-02   3.71645539E+02   8.38436503E-01   1.60533205E-01   3.64227596E-04   4.05162179E-04   4.74110682E-28   1.71757354E-04   5.97033873E-05   2.29903624E-05  
  31               3.38347496E-02   3.80350618E+02   8.38436522E-01   1.60533180E-01   3.64229368E-04   4.05164151E-04   2.22350286E-27   1.71758190E-04   5.97036779E-05   2.29903589E-05  
  32               3.91063051E-02   3.92570752E+02   8.38436319E-01   1.60533066E-01   3.64233659E-04   4.05168925E-04   1.77741978E-26   1.71760214E-04   5.97043815E-05   2.29903425E-05  
  33               4.51656592E-02   4.02687240E+02   8.38436414E-01   1.60532966E-01   3.64235570E-04   4.05171050E-04   8.89647021E-26   1.71761115E-04   5.97046948E-05   2.29903282E-05  
  34               5.21194771E-02   4.16622102E+02   8.38436605E-01   1.60532769E-01   3.64237589E-04   4.05173296E-04   7.35942707E-25   1.71762067E-04   5.97050259E-05   2.29903000E-05  
  35               6.00860742E-02   4.28694200E+02   8.38436849E-01   1.60532514E-01   3.64239627E-04   4.05175564E-04   4.05768768E-24   1.71763028E-04   5.97053601E-05   2.29902635E-05  
  36               6.92020313E-02   4.44740828E+02   8.38437408E-01   1.60531893E-01   3.64240281E-04   4.05176291E-04   3.46475495E-23   1.71763337E-04   5.97054675E-05   2.29901745E-05  
  37               7.96098559E-02   4.59625750E+02   8.38434987E-01   1.60530451E-01   3.64274417E-04   4.05214263E-04   2.19769572E-22   1.71779434E-04   5.97110630E-05   2.29899680E-05  
  38               9.14591586E-02   4.78978685E+02   8.38436838E-01   1.60528601E-01   3.64274483E-04   4.05214337E-04   2.07781083E-21   1.71779465E-04   5.97110741E-05   2.29897031E-05  
  39               1.04894384E-01   4.98788525E+02   8.38439428E-01   1.60526011E-01   3.64274697E-04   4.05214575E-04   1.72601161E-20   1.71779566E-04   5.97111093E-05   2.29893321E-05  
  40               1.20100620E-01   5.19880273E+02   8.38442669E-01   1.60522771E-01   3.64274382E-04   4.05214225E-04   1.37813823E-19   1.71779417E-04   5.97110579E-05   2.29888682E-05  
  41               1.37305107E-01   5.40821343E+02   8.38445840E-01   1.60519600E-01   3.64274532E-04   4.05214392E-04   9.20076474E-19   1.71779488E-04   5.97110827E-05   2.29884141E-05  
  42               1.56761779E-01   5.63190867E+02   8.38448921E-01   1.60516519E-01   3.64274946E-04   4.05214852E-04   5.98776554E-18   1.71779684E-04   5.97111507E-05   2.29879728E-05  
  43               1.78740401E-01   5.85378372E+02   8.38451424E-01   1.60514011E-01   3.64276347E-04   4.05216410E-04   3.31921355E-17   1.71780344E-04   5.97113805E-05   2.29876137E-05  
  44               2.03526546E-01   6.09084486E+02   8.38453594E-01   1.60511837E-01   3.64278354E-04   4.05218644E-04   1.80415430E-16   1.71781291E-04   5.97117099E-05   2.29873022E-05  
  45               2.31432259E-01   6.32530162E+02   8.38455226E-01   1.60510195E-01   3.64281408E-04   4.05222040E-04   8.46446295E-16   1.71782731E-04   5.97122106E-05   2.29870672E-05  
  46               2.62847383E-01   6.57615554E+02   8.38456589E-01   1.60508819E-01   3.64285356E-04   4.05226432E-04   3.92055647E-15   1.71784592E-04   5.97128581E-05   2.29868700E-05  
  47               2.98203244E-01   6.82437070E+02   8.38457583E-01   1.60507799E-01   3.64290661E-04   4.05232334E-04   1.59333274E-14   1.71787094E-04   5.97137281E-05   2.29867240E-05  
  48               3.37937542E-01   7.09018260E+02   8.38458389E-01   1.60506940E-01   3.64297540E-04   4.05239986E-04   6.42195094E-14   1.71790338E-04   5.97148561E-05   2.29866010E-05  
  49               3.82490779E-01   7.35225241E+02   8.38458815E-01   1.60506275E-01   3.64308300E-04   4.05251955E-04   2.29108364E-13   1.71795412E-04   5.97166203E-05   2.29865055E-05  
  50               4.32309120E-01   7.63224189E+02   8.38459100E-01   1.60505692E-01   3.64318980E-04   4.05263836E-04   8.10595492E-13   1.71800449E-04   5.97183717E-05   2.29864219E-05  
  51               4.87964852E-01   7.90731169E+02   8.38459472E-01   1.60505277E-01   3.64332623E-04   4.05279013E-04   2.56135261E-12   1.71806882E-04   5.97206088E-05   2.29863620E-05  
  52               5.50165393E-01   8.20188141E+02   8.38459815E-01   1.60504883E-01   3.64345464E-04   4.05293297E-04   8.07143792E-12   1.71812938E-04   5.97227144E-05   2.29900522E-05  
  53               6.19619942E-01   8.49081018E+02   8.38460106E-01   1.60504507E-01   3.64359202E-04   4.05308578E-04   2.29426537E-11   1.71819416E-04   5.97249670E-05   2.29997898E-05  
  54               6.97030586E-01   8.80041464E+02   8.38460443E-01   1.60503986E-01   3.64373715E-04   4.05324721E-04   6.52135623E-11   1.71826259E-04   5.97273467E-05   2.30310190E-05  
  55               7.83091130E-01   9.10236435E+02   8.38460772E-01   1.60503201E-01   3.64389118E-04   4.05341847E-04   1.68040446E-10   1.71833519E-04   5.97298712E-05   2.31178051E-05  
  56               8.78506978E-01   9.42541836E+02   8.38460888E-01   1.60501635E-01   3.64407291E-04   4.05362028E-04   4.33211012E-10   1.71842074E-04   5.97328460E-05   2.33713597E-05  
  57               9.84297795E-01   9.73886686E+02   8.38461517E-01   1.60499153E-01   3.64427258E-04   4.05384091E-04   1.01847750E-09   1.71851426E-04   5.97360981E-05   2.42916005E-05  
  58               1.10160954E+00   1.00754926E+03   8.38465965E-01   1.60494711E-01   3.64437744E-04   4.05395176E-04   2.40778487E-09   1.71856120E-04   5.97377334E-05   2.42908642E-05  
  59               1.23163459E+00   1.04017000E+03   8.38472921E-01   1.60487757E-01   3.64447503E-04   4.05403818E-04   5.23488748E-09   1.71859742E-04   5.97390139E-05   2.42897074E-05  
  60               1.37560287E+00   1.07519236E+03   8.38484508E-01   1.60476175E-01   3.64456968E-04   4.05406469E-04   1.14531559E-08   1.71860600E-04   5.97394447E-05   2.42877679E-05  
  61               1.53478241E+00   1.10909978E+03   8.38499714E-01   1.60460955E-01   3.64480357E-04   4.05404952E-04   2.32253115E-08   1.71858312E-04   5.97394594E-05   2.42851757E-05  
  62               1.71052537E+00   1.14534325E+03   8.38520326E-01   1.60440290E-01   3.64549793E-04   4.05390399E-04   4.72770603E-08   1.71843296E-04   5.97385628E-05   2.42815612E-05  
  63               1.90463512E+00   1.18053326E+03   8.38542325E-01   1.60418132E-01   3.64778687E-04   4.05344179E-04   9.00791384E-08   1.71778515E-04   5.97379093E-05   2.42774875E-05  
  64               2.11926833E+00   1.21802544E+03   8.38566746E-01   1.60393403E-01   3.65469554E-04   4.05155464E-04   1.72017443E-07   1.71491775E-04   5.97371809E-05   2.42725868E-05  
  65               2.35696733E+00   1.25466863E+03   8.38589127E-01   1.60370807E-01   3.67441866E-04   4.04417890E-04   3.10752808E-07   1.70306884E-04   5.97378176E-05   2.42675040E-05  
  66               2.62153370E+00   1.29374152E+03   8.38612255E-01   1.60348957E-01   3.72217015E-04   4.02013504E-04   5.63088988E-07   1.66361233E-04   5.97388410E-05   2.42615691E-05  
  67               2.91940489E+00   1.33286088E+03   8.38636109E-01   1.60331301E-01   3.81610074E-04   3.95896296E-04   9.82926435E-07   1.56396542E-04   5.97398453E-05   2.42549147E-05  
  68               3.26240234E+00   1.37026915E+03   8.38661728E-01   1.60319396E-01   3.96131935E-04   3.84323192E-04   1.61490033E-06   1.38984498E-04   5.97391340E-05   2.42470716E-05  
  69               3.66443917E+00   1.40896920E+03   8.38689123E-01   1.60310604E-01   4.14297952E-04   3.67812486E-04   2.61658665E-06   1.17494768E-04   5.97378117E-05   2.42343881E-05  
  70               4.14044504E+00   1.44765648E+03   8.38711911E-01   1.60304188E-01   4.32399820E-04   3.50358754E-04   4.10768586E-06   9.83355788E-05   5.97357023E-05   2.42095391E-05  
  71               4.69918973E+00   1.48883397E+03   8.38729896E-01   1.60298414E-01   4.48860674E-04   3.34535667E-04   6.46092492E-06   8.16777156E-05   5.97353050E-05   2.41469332E-05  
  72               5.34507182E+00   1.53094870E+03   8.38739152E-01   1.60293011E-01   4.62575652E-04   3.22480726E-04   9.98450145E-06   6.80467154E-05   5.97358409E-05   2.39840775E-05  
  73               6.07465835E+00   1.57619613E+03   8.38733119E-01   1.60285968E-01   4.75191534E-04   3.14677760E-04   1.55577637E-05   5.53908867E-05   5.97406684E-05   2.35314735E-05  
  74               6.86732414E+00   1.62264919E+03   8.38724434E-01   1.60281241E-01   4.87073948E-04   3.19460089E-04   2.39333207E-05   4.34496872E-05   5.97625555E-05   2.21136476E-05  
  75               7.69792900E+00   1.67210243E+03   8.38713726E-01   1.60275960E-01   4.96152550E-04   3.14347068E-04   3.70549312E-05   3.43423849E-05   5.97642680E-05   2.20082004E-05  
  76               8.54050158E+00   1.72022352E+03   8.38679830E-01   1.60269333E-01   5.03749156E-04   3.19803982E-04   5.53956149E-05   2.67048055E-05   5.97741526E-05   2.17105051E-05  
  77               9.34962407E+00   1.76096527E+03   8.38609404E-01   1.60259555E-01   5.09338097E-04   3.40032534E-04   7.62884278E-05   2.10780451E-05   5.97887647E-05   2.12246096E-05  
  78               1.00613676E+01   1.79636154E+03   8.38505757E-01   1.60249992E-01   5.14644448E-04   3.92480077E-04   9.96776145E-05   1.57330775E-05   5.98173928E-05   2.04171860E-05  
  79               1.06392178E+01   1.82199202E+03   8.38488877E-01   1.60247897E-01   5.16066435E-04   3.91124200E-04   1.19939444E-04   1.43010298E-05   5.98349612E-05   2.04252503E-05  
  80               1.12725727E+01   1.85060563E+03   8.38456291E-01   1.60243403E-01   5.17514343E-04   3.89617775E-04   1.46783191E-04   1.28242772E-05   5.98213943E-05   2.04291065E-05  
  81               1.19728334E+01   1.87905309E+03   8.38429159E-01   1.60240540E-01   5.18675844E-04   3.88406120E-04   1.77952883E-04   1.16391438E-05   5.98060898E-05   2.04299489E-05  
  82               1.25632877E+01   1.90340678E+03   8.38401719E-01   1.60237746E-01   5.19600648E-04   3.87437661E-04   2.09115374E-04   1.06927576E-05   5.98058578E-05   2.04260274E-05  
  83               1.30352323E+01   1.92096333E+03   8.38379573E-01   1.60235579E-01   5.20149085E-04   3.86856076E-04   2.33985042E-04   1.01272061E-05   5.97958835E-05   2.04217320E-05  
  84               1.35663571E+01   1.94148114E+03   8.38350551E-01   1.60232773E-01   5.20782412E-04   3.86183939E-04   2.66456172E-04   9.47284144E-06   5.97860481E-05   2.04132613E-05  
  85               1.41614640E+01   1.96238803E+03   8.38285469E-01   1.60223511E-01   5.21298008E-04   3.85593905E-04   3.02867183E-04   8.91376833E-06   5.97729950E-05   2.04018155E-05  
  86               1.48256247E+01   1.98610763E+03   8.38243375E-01   1.60219607E-01   5.21881051E-04   3.84976225E-04   3.49448282E-04   8.30246742E-06   5.97539573E-05   2.03852480E-05  
  87               1.52994394E+01   2.00158162E+03   8.38213359E-01   1.60216851E-01   5.22197963E-04   3.84623658E-04   3.82529084E-04   7.96680370E-06   5.97607462E-05   2.03728270E-05  
  88               1.56241387E+01   2.01280092E+03   8.38189852E-01   1.60214698E-01   5.22437616E-04   3.84375728E-04   4.08414533E-04   7.71205569E-06   5.97487982E-05   2.03622175E-05  
  89               1.59929459E+01   2.02429917E+03   8.38164753E-01   1.60212421E-01   5.22641717E-04   3.84142678E-04   4.35992223E-04   7.49210393E-06   5.97401897E-05   2.03509627E-05  
  90               1.64129097E+01   2.03803724E+03   8.38132531E-01   1.60209500E-01   5.22897247E-04   3.83896950E-04   4.71325744E-04   7.21718779E-06   5.97320845E-05   2.03357810E-05  
  91               1.68896155E+01   2.05242630E+03   8.38096936E-01   1.60206300E-01   5.23123324E-04   3.83632624E-04   5.10372677E-04   6.96948789E-06   5.97222149E-05   2.03186799E-05  
  92               1.74288938E+01   2.06904397E+03   8.38052518E-01   1.60202314E-01   5.23383751E-04   3.83326322E-04   5.59070931E-04   6.68318414E-06   5.97115631E-05   2.02963224E-05  
  93               1.80390073E+01   2.08645615E+03   8.38002758E-01   1.60197876E-01   5.23612457E-04   3.83047851E-04   6.13532261E-04   6.42536448E-06   5.96983545E-05   2.02713077E-05  
  94               1.87272229E+01   2.10627236E+03   8.37940995E-01   1.60192380E-01   5.23866478E-04   3.82734607E-04   6.81092133E-04   6.13664996E-06   5.96840491E-05   2.02392511E-05  
  95               1.95011608E+01   2.12710767E+03   8.37870703E-01   1.60186154E-01   5.24089855E-04   3.82446243E-04   7.57884656E-04   5.87392264E-06   5.96668267E-05   2.02028320E-05  
  96               2.03690123E+01   2.15021828E+03   8.37785055E-01   1.60178584E-01   5.24321190E-04   3.82138973E-04   8.51398331E-04   5.59622393E-06   5.96478410E-05   2.01578154E-05  
  97               2.13393880E+01   2.17455161E+03   8.37686402E-01   1.60169893E-01   5.24522890E-04   3.81853121E-04   9.59017092E-04   5.34162650E-06   5.96256165E-05   2.01063035E-05  
  98               2.24216415E+01   2.20087915E+03   8.37568560E-01   1.60159532E-01   5.24714968E-04   3.81564504E-04   1.08750194E-03   5.08793991E-06   5.96007423E-05   2.00448906E-05  
  99               2.36258478E+01   2.22830905E+03   8.37433545E-01   1.60147689E-01   5.24871285E-04   3.81301695E-04   1.23461777E-03   4.86158891E-06   5.95719510E-05   1.99756919E-05  
  100              2.49629148E+01   2.25761166E+03   8.37273723E-01   1.60133688E-01   5.25009874E-04   3.81041798E-04   1.40869868E-03   4.64186818E-06   5.95397821E-05   1.98948901E-05  
  101              2.64447208E+01   2.28781682E+03   8.37090217E-01   1.60117434E-01   5.25106509E-04   3.80810129E-04   1.60633176E-03   4.45225358E-06   5.95027885E-05   1.98054868E-05  
