# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               SiO             
  1                1.00000000E-05   3.49742535E+02   8.38535431E-01   1.60517458E-01   3.06852469E-28   5.29451777E-04   3.22711609E-04   6.05146477E-05   0.00000000E+00   0.00000000E+00  
  2                1.84302189E-05   4.02187814E+02   8.38535534E-01   1.60516877E-01   4.06136073E-24   5.29450220E-04   3.22710661E-04   6.05144705E-05   0.00000000E+00   0.00000000E+00  
  3                2.79918876E-05   4.26707421E+02   8.38535278E-01   1.60517137E-01   1.41273630E-22   5.29448339E-04   3.22709514E-04   6.05142566E-05   0.00000000E+00   0.00000000E+00  
  4                3.92436368E-05   4.42281947E+02   8.38535296E-01   1.60517125E-01   1.04702970E-21   5.29444615E-04   3.22707245E-04   6.05138332E-05   0.00000000E+00   0.00000000E+00  
  5                5.26063024E-05   4.57439725E+02   8.38535314E-01   1.60517115E-01   6.50195192E-21   5.29440783E-04   3.22704910E-04   6.05133984E-05   0.00000000E+00   0.00000000E+00  
  6                6.85367585E-05   4.68718040E+02   8.38535324E-01   1.60517113E-01   2.27678890E-20   5.29436547E-04   3.22702330E-04   6.05129188E-05   0.00000000E+00   0.00000000E+00  
  7                8.75739941E-05   4.81071887E+02   8.38535333E-01   1.60517107E-01   8.53159266E-20   5.29435230E-04   3.22701529E-04   6.05127737E-05   0.00000000E+00   0.00000000E+00  
  8                1.10356466E-04   4.90497094E+02   8.38535338E-01   1.60517107E-01   2.17786526E-19   5.29432245E-04   3.22699711E-04   6.05124388E-05   0.00000000E+00   0.00000000E+00  
  9                1.37648062E-04   5.01563933E+02   8.38535349E-01   1.60517103E-01   6.38418961E-19   5.29428450E-04   3.22697399E-04   6.05120120E-05   0.00000000E+00   0.00000000E+00  
  10               1.70357338E-04   5.10230874E+02   8.38535349E-01   1.60517102E-01   1.40179469E-18   5.29429361E-04   3.22697956E-04   6.05121235E-05   0.00000000E+00   0.00000000E+00  
  11               2.09578944E-04   5.20911658E+02   8.38535360E-01   1.60517098E-01   3.64805822E-18   5.29426560E-04   3.22696251E-04   6.05118111E-05   0.00000000E+00   0.00000000E+00  
  12               2.56628737E-04   5.29420969E+02   8.38535364E-01   1.60517096E-01   7.44145514E-18   5.29425542E-04   3.22695632E-04   6.05117028E-05   0.00000000E+00   0.00000000E+00  
  13               3.13084386E-04   5.40090910E+02   8.38535377E-01   1.60517088E-01   1.80386078E-17   5.29423612E-04   3.22694457E-04   6.05114903E-05   0.00000000E+00   0.00000000E+00  
  14               3.80837941E-04   5.48541449E+02   8.38535384E-01   1.60517082E-01   3.47294539E-17   5.29423421E-04   3.22694343E-04   6.05114769E-05   0.00000000E+00   0.00000000E+00  
  15               4.62161708E-04   5.59190701E+02   8.38535402E-01   1.60517066E-01   7.88542488E-17   5.29422355E-04   3.22693695E-04   6.05113635E-05   0.00000000E+00   0.00000000E+00  
  16               5.59781046E-04   5.67552355E+02   8.38535413E-01   1.60517055E-01   1.43696801E-16   5.29422937E-04   3.22694052E-04   6.05114386E-05   0.00000000E+00   0.00000000E+00  
  17               6.76967480E-04   5.78150811E+02   8.38535443E-01   1.60517026E-01   3.06754940E-16   5.29422627E-04   3.22693864E-04   6.05114115E-05   0.00000000E+00   0.00000000E+00  
  18               8.17637407E-04   5.86471805E+02   8.38535461E-01   1.60517004E-01   5.33901650E-16   5.29423932E-04   3.22694662E-04   6.05115693E-05   0.00000000E+00   0.00000000E+00  
  19               9.86479681E-04   5.97147385E+02   8.38535505E-01   1.60516950E-01   1.08808708E-15   5.29424334E-04   3.22694908E-04   6.05116236E-05   0.00000000E+00   0.00000000E+00  
  20               1.18910183E-03   6.05520439E+02   8.38535534E-01   1.60516912E-01   1.82818142E-15   5.29426191E-04   3.22696042E-04   6.05118443E-05   0.00000000E+00   0.00000000E+00  
  21               1.43220842E-03   6.16349021E+02   8.38535624E-01   1.60516822E-01   3.58845707E-15   5.29427146E-04   3.22696626E-04   6.05119618E-05   0.00000000E+00   0.00000000E+00  
  22               1.72382257E-03   6.24858861E+02   8.38535641E-01   1.60516752E-01   5.86871902E-15   5.29429442E-04   3.22698027E-04   6.05122325E-05   0.00000000E+00   0.00000000E+00  
  23               2.07367987E-03   6.35867309E+02   8.38535771E-01   1.60516602E-01   1.11389835E-14   5.29430819E-04   3.22698868E-04   6.05123981E-05   0.00000000E+00   0.00000000E+00  
  24               2.49348951E-03   6.44441574E+02   8.38535860E-01   1.60516508E-01   1.76749640E-14   5.29433332E-04   3.22700402E-04   6.05126935E-05   0.00000000E+00   0.00000000E+00  
  25               2.99725107E-03   6.55669948E+02   8.38535960E-01   1.60516255E-01   3.25819097E-14   5.29435271E-04   3.22701586E-04   6.05129232E-05   0.00000000E+00   0.00000000E+00  
  26               3.60166271E-03   6.64573203E+02   8.38536033E-01   1.60516095E-01   5.10636080E-14   5.29437887E-04   3.22703182E-04   6.05132302E-05   0.00000000E+00   0.00000000E+00  
  27               4.32662156E-03   6.76325246E+02   8.38536397E-01   1.60515730E-01   9.31379690E-14   5.29438948E-04   3.22703831E-04   6.05133594E-05   0.00000000E+00   0.00000000E+00  
