# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               SiO             
  1                1.00000000E-05   3.49454989E+02   8.38501480E-01   1.60510969E-01   2.88459331E-28   5.29300488E-04   3.65646884E-04   6.05786279E-05   0.00000000E+00   0.00000000E+00  
  2                1.76991575E-05   4.11777409E+02   8.38501649E-01   1.60510363E-01   1.90011862E-23   5.29295438E-04   3.65643396E-04   6.05780509E-05   0.00000000E+00   0.00000000E+00  
  3                2.62320946E-05   4.38816323E+02   8.38501421E-01   1.60510615E-01   8.00335173E-22   5.29282411E-04   3.65634398E-04   6.05765623E-05   0.00000000E+00   0.00000000E+00  
  4                3.61153377E-05   4.57200638E+02   8.38501446E-01   1.60510605E-01   7.61419880E-21   5.29275398E-04   3.65629556E-04   6.05757639E-05   0.00000000E+00   0.00000000E+00  
  5                4.76843596E-05   4.72240923E+02   8.38501473E-01   1.60510601E-01   4.15125339E-20   5.29263217E-04   3.65621144E-04   6.05743753E-05   0.00000000E+00   0.00000000E+00  
  6                6.12889680E-05   4.84912805E+02   8.38501483E-01   1.60510596E-01   1.57384200E-19   5.29261725E-04   3.65620117E-04   6.05742108E-05   0.00000000E+00   0.00000000E+00  
  7                7.73247382E-05   4.96908792E+02   8.38501502E-01   1.60510593E-01   5.20517810E-19   5.29254638E-04   3.65615225E-04   6.05734064E-05   0.00000000E+00   0.00000000E+00  
  8                9.62482704E-05   5.07955626E+02   8.38501513E-01   1.60510586E-01   1.47944301E-18   5.29253600E-04   3.65614511E-04   6.05732945E-05   0.00000000E+00   0.00000000E+00  
  9                1.18597234E-04   5.19006752E+02   8.38501533E-01   1.60510577E-01   4.02672973E-18   5.29249851E-04   3.65611925E-04   6.05728727E-05   0.00000000E+00   0.00000000E+00  
  10               1.45016655E-04   5.29341511E+02   8.38501548E-01   1.60510563E-01   9.82504672E-18   5.29250860E-04   3.65612626E-04   6.05729954E-05   0.00000000E+00   0.00000000E+00  
  11               1.76271940E-04   5.39766393E+02   8.38501577E-01   1.60510541E-01   2.33433522E-17   5.29249131E-04   3.65611436E-04   6.05728048E-05   0.00000000E+00   0.00000000E+00  
  12               2.13270502E-04   5.49538876E+02   8.38501607E-01   1.60510510E-01   5.06438569E-17   5.29251241E-04   3.65612897E-04   6.05730536E-05   0.00000000E+00   0.00000000E+00  
  13               2.57088150E-04   5.59481054E+02   8.38501657E-01   1.60510465E-01   1.08344917E-16   5.29250699E-04   3.65612526E-04   6.05729989E-05   0.00000000E+00   0.00000000E+00  
  14               3.08997348E-04   5.68902013E+02   8.38501714E-01   1.60510404E-01   2.15982615E-16   5.29253403E-04   3.65614398E-04   6.05733157E-05   0.00000000E+00   0.00000000E+00  
  15               3.70501721E-04   5.78646614E+02   8.38501806E-01   1.60510314E-01   4.31192139E-16   5.29253622E-04   3.65614553E-04   6.05733479E-05   0.00000000E+00   0.00000000E+00  
  16               4.43377711E-04   5.87972277E+02   8.38501911E-01   1.60510198E-01   8.13367174E-16   5.29256670E-04   3.65616662E-04   6.05737040E-05   0.00000000E+00   0.00000000E+00  
  17               5.29726628E-04   5.97656639E+02   8.38502075E-01   1.60510032E-01   1.54187334E-15   5.29257413E-04   3.65617179E-04   6.05737962E-05   0.00000000E+00   0.00000000E+00  
  18               6.32035643E-04   6.06902419E+02   8.38502238E-01   1.60509827E-01   2.76969098E-15   5.29260660E-04   3.65619426E-04   6.05741751E-05   0.00000000E+00   0.00000000E+00  
  19               7.53242325E-04   6.16578684E+02   8.38502507E-01   1.60509542E-01   5.02769208E-15   5.29261774E-04   3.65620199E-04   6.05743096E-05   0.00000000E+00   0.00000000E+00  
  20               8.96821560E-04   6.25889989E+02   8.38502835E-01   1.60509210E-01   8.72400998E-15   5.29265010E-04   3.65622438E-04   6.05746870E-05   0.00000000E+00   0.00000000E+00  
  21               1.06694239E-03   6.35649925E+02   8.38503158E-01   1.60508723E-01   1.53089673E-14   5.29266304E-04   3.65623335E-04   6.05748421E-05   0.00000000E+00   0.00000000E+00  
  22               1.26854590E-03   6.45088416E+02   8.38503627E-01   1.60508187E-01   2.58214693E-14   5.29269373E-04   3.65625459E-04   6.05752004E-05   0.00000000E+00   0.00000000E+00  
  23               1.50746595E-03   6.55061111E+02   8.38504353E-01   1.60507460E-01   4.42479643E-14   5.29270900E-04   3.65626517E-04   6.05753821E-05   0.00000000E+00   0.00000000E+00  
  24               1.79057772E-03   6.64830410E+02   8.38505184E-01   1.60506625E-01   7.35436680E-14   5.29273567E-04   3.65628363E-04   6.05756943E-05   0.00000000E+00   0.00000000E+00  
  25               2.12596392E-03   6.75206937E+02   8.38506143E-01   1.60505437E-01   1.24515715E-13   5.29277342E-04   3.65630974E-04   6.05761332E-05   0.00000000E+00   0.00000000E+00  
  26               2.52314622E-03   6.85430117E+02   8.38507457E-01   1.60504118E-01   2.05238464E-13   5.29279443E-04   3.65632429E-04   6.05763805E-05   0.00000000E+00   0.00000000E+00  
  27               2.99329978E-03   6.96429248E+02   8.38509312E-01   1.60502268E-01   3.47073805E-13   5.29278138E-04   3.65631531E-04   6.05762380E-05   0.00000000E+00   0.00000000E+00  
  28               3.54939338E-03   7.07482122E+02   8.38511515E-01   1.60500054E-01   5.77767697E-13   5.29283686E-04   3.65635366E-04   6.05768798E-05   0.00000000E+00   0.00000000E+00  
  29               4.20659924E-03   7.19362647E+02   8.38514594E-01   1.60496980E-01   9.85769131E-13   5.29280576E-04   3.65633221E-04   6.05765307E-05   0.00000000E+00   0.00000000E+00  
  30               4.98248861E-03   7.31374242E+02   8.38518280E-01   1.60493277E-01   1.65996879E-12   5.29289669E-04   3.65639505E-04   6.05775782E-05   0.00000000E+00   0.00000000E+00  
  31               5.89742346E-03   7.44385122E+02   8.38523440E-01   1.60488121E-01   2.87724202E-12   5.29284286E-04   3.65635789E-04   6.05769689E-05   0.00000000E+00   0.00000000E+00  
  32               6.97497015E-03   7.57728012E+02   8.38529755E-01   1.60481800E-01   4.95819098E-12   5.29279742E-04   3.65632653E-04   6.05764556E-05   0.00000000E+00   0.00000000E+00  
  33               8.24283367E-03   7.72131563E+02   8.38538246E-01   1.60473295E-01   8.77108245E-12   5.29270186E-04   3.65626055E-04   6.05753688E-05   0.00000000E+00   0.00000000E+00  
  34               9.73398275E-03   7.86806432E+02   8.38548123E-01   1.60463369E-01   1.53359077E-11   5.29261038E-04   3.65619738E-04   6.05743286E-05   0.00000000E+00   0.00000000E+00  
  35               1.14863400E-02   8.02766487E+02   8.38560889E-01   1.60450501E-01   2.76370453E-11   5.29246117E-04   3.65609434E-04   6.05726278E-05   0.00000000E+00   0.00000000E+00  
  36               1.35429814E-02   8.19413951E+02   8.38575539E-01   1.60435613E-01   4.98927237E-11   5.29230681E-04   3.65598773E-04   6.05708680E-05   0.00000000E+00   0.00000000E+00  
  37               1.59526607E-02   8.37594728E+02   8.38593149E-01   1.60417499E-01   9.30210927E-11   5.29209468E-04   3.65584122E-04   6.05684470E-05   0.00000000E+00   0.00000000E+00  
  38               1.87700364E-02   8.56570358E+02   8.38611349E-01   1.60398051E-01   1.73398061E-10   5.29188430E-04   3.65569591E-04   6.05660462E-05   0.00000000E+00   0.00000000E+00  
  39               2.20552678E-02   8.77400404E+02   8.38631560E-01   1.60376405E-01   3.34674796E-10   5.29163093E-04   3.65552091E-04   6.05631533E-05   0.00000000E+00   0.00000000E+00  
  40               2.58729727E-02   8.99498969E+02   8.38653091E-01   1.60354931E-01   6.51678729E-10   5.29139163E-04   3.65535562E-04   6.05604215E-05   0.00000000E+00   0.00000000E+00  
  41               3.02918339E-02   9.23759425E+02   8.38674658E-01   1.60333433E-01   1.31197613E-09   5.29113991E-04   3.65518176E-04   6.05575476E-05   0.00000000E+00   0.00000000E+00  
  42               3.53905053E-02   9.49262953E+02   8.38693649E-01   1.60314512E-01   2.63746466E-09   5.29092916E-04   3.65503620E-04   6.05551427E-05   0.00000000E+00   7.60303875E-16  
  43               4.12650619E-02   9.77036000E+02   8.38710390E-01   1.60297848E-01   5.43373201E-09   5.29073699E-04   3.65490347E-04   6.05529503E-05   9.62278296E-16   5.28826909E-15  
  44               4.80162580E-02   1.00642471E+03   8.38723655E-01   1.60284651E-01   1.11954329E-08   5.29059296E-04   3.65480400E-04   6.05513090E-05   5.96250476E-15   3.61601015E-14  
