# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               SiO             
  24               3.07066384E-02   7.94028419E+02   8.38571806E-01   1.60514150E-01   1.17415320E-11   5.15209426E-04   2.75884483E-04   6.03380429E-05   0.00000000E+00   0.00000000E+00  
  25               3.67217079E-02   8.09611114E+02   8.38574456E-01   1.60511466E-01   2.04544566E-11   5.15204179E-04   2.75881725E-04   6.03373757E-05   0.00000000E+00   0.00000000E+00  
  26               4.38739793E-02   8.17654194E+02   8.38574076E-01   1.60511785E-01   2.58519025E-11   5.15203358E-04   2.75881336E-04   6.03372263E-05   0.00000000E+00   0.00000000E+00  
  27               5.23670585E-02   8.34763526E+02   8.38577699E-01   1.60508057E-01   4.61014964E-11   5.15197223E-04   2.75878101E-04   6.03364536E-05   0.00000000E+00   0.00000000E+00  
  28               6.24368153E-02   8.44518327E+02   8.38577809E-01   1.60507778E-01   6.10196839E-11   5.15195388E-04   2.75877169E-04   6.03361836E-05   0.00000000E+00   0.00000000E+00  
  29               7.43552355E-02   8.63582916E+02   8.38583035E-01   1.60502231E-01   1.12153545E-10   5.15188673E-04   2.75873624E-04   6.03353408E-05   0.00000000E+00   0.00000000E+00  
  30               8.84306776E-02   8.75297897E+02   8.38583877E-01   1.60500866E-01   1.55401740E-10   5.15185104E-04   2.75871763E-04   6.03348651E-05   0.00000000E+00   0.00000000E+00  
  31               1.05011161E-01   8.96721657E+02   8.38591451E-01   1.60492265E-01   2.95143471E-10   5.15175413E-04   2.75866626E-04   6.03336707E-05   0.00000000E+00   0.00000000E+00  
  32               1.24485098E-01   9.11046801E+02   8.38594461E-01   1.60488757E-01   4.32637304E-10   5.15178407E-04   2.75868281E-04   6.03339602E-05   0.00000000E+00   0.00000000E+00  
  33               1.47294067E-01   9.35244998E+02   8.38606787E-01   1.60475488E-01   8.48379080E-10   5.15155703E-04   2.75856176E-04   6.03312376E-05   0.00000000E+00   0.00000000E+00  
  34               1.73953650E-01   9.52543676E+02   8.38613741E-01   1.60468579E-01   1.31079671E-09   5.15143088E-04   2.75849473E-04   6.03296939E-05   0.00000000E+00   0.00000000E+00  
  35               2.05045715E-01   9.80060387E+02   8.38633166E-01   1.60449246E-01   2.65256027E-09   5.15110755E-04   2.75832210E-04   6.03258375E-05   0.00000000E+00   7.09310699E-16  
  36               2.41207731E-01   1.00101758E+03   8.38644941E-01   1.60437528E-01   4.32805562E-09   5.15090632E-04   2.75821475E-04   6.03234062E-05   4.36708329E-16   2.60203007E-15  
  37               2.83149191E-01   1.03231850E+03   8.38669826E-01   1.60412743E-01   8.97888156E-09   5.15050044E-04   2.75799748E-04   6.03185696E-05   2.76083195E-15   1.81753023E-14  
  38               3.31597434E-01   1.05733231E+03   8.38685526E-01   1.60397102E-01   1.53191455E-08   5.15024126E-04   2.75785734E-04   6.03154295E-05   1.06499341E-14   7.56011850E-14  
  39               3.87315337E-01   1.09281235E+03   8.38711845E-01   1.60370864E-01   3.22555704E-08   5.14982171E-04   2.75762686E-04   6.03103558E-05   7.06451854E-14   5.54736348E-13  
  40               4.51058235E-01   1.12225843E+03   8.38728263E-01   1.60354479E-01   5.68809171E-08   5.14957097E-04   2.75747009E-04   6.03070902E-05   2.96957792E-13   2.52306825E-12  
  41               5.23754391E-01   1.16202445E+03   8.38750649E-01   1.60332104E-01   1.19597317E-07   5.14926649E-04   2.75723448E-04   6.03027416E-05   1.95073150E-12   1.83173266E-11  
  42               6.06541408E-01   1.19576109E+03   8.38763919E-01   1.60318800E-01   2.13268877E-07   5.14921063E-04   2.75697085E-04   6.03000355E-05   8.33741531E-12   8.47701142E-11  
  43               7.00651300E-01   1.23949186E+03   8.38779241E-01   1.60303390E-01   4.38445824E-07   5.14938618E-04   2.75640388E-04   6.02969291E-05   5.04179082E-11   5.64596671E-10  
  44               8.07353579E-01   1.27703955E+03   8.38787918E-01   1.60294780E-01   7.73050718E-07   5.15028595E-04   2.75513493E-04   6.02949600E-05   2.04462071E-10   2.47430966E-09  
  45               9.28190923E-01   1.32397860E+03   8.38797017E-01   1.60286059E-01   1.52230684E-06   5.15248070E-04   2.75223919E-04   6.02927707E-05   1.07214935E-09   1.42064333E-08  
  46               1.06512559E+00   1.36417635E+03   8.38802655E-01   1.60281705E-01   2.58871462E-06   5.15712538E-04   2.74669826E-04   6.02910247E-05   3.87425893E-09   5.52031492E-08  
  47               1.22077671E+00   1.41269234E+03   8.38808296E-01   1.60277819E-01   4.76839580E-06   5.16576616E-04   2.73801518E-04   6.02893416E-05   1.67334022E-08   2.58823910E-07  
  48               1.39781134E+00   1.45393904E+03   8.38808032E-01   1.60275514E-01   7.66357378E-06   5.17940002E-04   2.73164878E-04   6.02887497E-05   5.16608605E-08   8.53066626E-07  
  49               1.59769424E+00   1.50326687E+03   8.38791467E-01   1.60270810E-01   1.31911837E-05   5.19920819E-04   2.74300474E-04   6.02919754E-05   1.84277360E-07   3.27471169E-06  
  50               1.81784816E+00   1.54574781E+03   8.38777140E-01   1.60270407E-01   2.02778720E-05   5.22261882E-04   2.82548474E-04   6.03144421E-05   3.27239217E-07   1.87089810E-05  
  51               2.05507434E+00   1.59695878E+03   8.38759376E-01   1.60267398E-01   3.34445851E-05   5.24341234E-04   2.85550686E-04   6.03184122E-05   1.88714609E-06   1.95061832E-05  
  52               2.29911626E+00   1.64601659E+03   8.38718504E-01   1.60262311E-01   5.24341937E-05   5.25979038E-04   2.94183233E-04   6.03280102E-05   8.23441778E-06   2.25657272E-05  
  53               2.53126536E+00   1.68886508E+03   8.38652399E-01   1.60255742E-01   7.59089167E-05   5.27166282E-04   3.16447641E-04   6.03575164E-05   2.35487928E-05   2.99458712E-05  
  54               2.73085126E+00   1.72327535E+03   8.38568659E-01   1.60248395E-01   1.00734777E-04   5.27958057E-04   3.50084717E-04   6.03925532E-05   4.64659593E-05   4.11254005E-05  
  55               2.93820021E+00   1.75688945E+03   8.38486244E-01   1.60240870E-01   1.31292291E-04   5.28473810E-04   3.77511625E-04   6.04259547E-05   6.54586340E-05   5.05366268E-05  
  56               3.12096814E+00   1.78497443E+03   8.38456692E-01   1.60238077E-01   1.62493736E-04   5.28710291E-04   3.78566955E-04   6.04409075E-05   6.53874145E-05   5.05977710E-05  
  57               3.27163971E+00   1.80708255E+03   8.38430435E-01   1.60235717E-01   1.91217610E-04   5.28848546E-04   3.78424189E-04   6.04377762E-05   6.53297045E-05   5.06450849E-05  
  58               3.44443312E+00   1.83147437E+03   8.38397055E-01   1.60232743E-01   2.27723844E-04   5.28986339E-04   3.78226625E-04   6.04331806E-05   6.52644001E-05   5.06964231E-05  
  59               3.64159996E+00   1.85804494E+03   8.38323435E-01   1.60223008E-01   2.73890150E-04   5.29075717E-04   3.78008151E-04   6.04234845E-05   6.51886591E-05   5.07494404E-05  
  60               3.79213467E+00   1.87762773E+03   8.38287749E-01   1.60219857E-01   3.12714104E-04   5.29191373E-04   3.77896275E-04   6.04698563E-05   6.51333909E-05   5.07892546E-05  
  61               3.90133233E+00   1.89139302E+03   8.38260331E-01   1.60217445E-01   3.42624398E-04   5.29223809E-04   3.77806374E-04   6.04644015E-05   6.50937325E-05   5.08169561E-05  
  62               4.02860509E+00   1.90710614E+03   8.38226375E-01   1.60214458E-01   3.79640117E-04   5.29273477E-04   3.77708865E-04   6.04588026E-05   6.50478330E-05   5.08481649E-05  
  63               4.17634987E+00   1.92476295E+03   8.38184666E-01   1.60210795E-01   4.25070004E-04   5.29322948E-04   3.77613082E-04   6.04531613E-05   6.49951731E-05   5.08828654E-05  
  64               4.34678204E+00   1.94456246E+03   8.38133054E-01   1.60206268E-01   4.81259765E-04   5.29370523E-04   3.77515321E-04   6.04474369E-05   6.49350196E-05   5.09212704E-05  
  65               4.54218584E+00   1.96639862E+03   8.38069794E-01   1.60200725E-01   5.50091579E-04   5.29413491E-04   3.77420869E-04   6.04414680E-05   6.48670107E-05   5.09630006E-05  
  66               4.76445791E+00   1.99036003E+03   8.37992024E-01   1.60193919E-01   6.34690809E-04   5.29450666E-04   3.77336641E-04   6.04349673E-05   6.47906232E-05   5.10080720E-05  
  67               5.01673519E+00   2.01634223E+03   8.37897119E-01   1.60185620E-01   7.37997720E-04   5.29479390E-04   3.77209934E-04   6.04274008E-05   6.47053457E-05   5.10556334E-05  
  68               5.30383342E+00   2.04464821E+03   8.37779835E-01   1.60175372E-01   8.65644676E-04   5.29498563E-04   3.77076314E-04   6.04184262E-05   6.46097922E-05   5.11062070E-05  
  69               5.62930163E+00   2.07508173E+03   8.37636154E-01   1.60162823E-01   1.02199793E-03   5.29505443E-04   3.76936802E-04   6.04076853E-05   6.45035312E-05   5.11590197E-05  
  70               5.99696817E+00   2.10773454E+03   8.37459586E-01   1.60147409E-01   1.21411935E-03   5.29498264E-04   3.76789354E-04   6.03948924E-05   6.43856967E-05   5.12137501E-05  
  71               6.41098976E+00   2.14234402E+03   8.37244791E-01   1.60128664E-01   1.44781379E-03   5.29474341E-04   3.76634117E-04   6.03796991E-05   6.42559137E-05   5.12693092E-05  
  72               6.87590320E+00   2.17898603E+03   8.36983049E-01   1.60105828E-01   1.73256886E-03   5.29431552E-04   3.76468112E-04   6.03617736E-05   6.41132713E-05   5.13250633E-05  
  73               7.39670809E+00   2.21735739E+03   8.36667685E-01   1.60078320E-01   2.07564288E-03   5.29367198E-04   3.76290769E-04   6.03406939E-05   6.39574242E-05   5.13795342E-05  
  74               7.97896285E+00   2.25751306E+03   8.36287798E-01   1.60045189E-01   2.48889472E-03   5.29278613E-04   3.76098410E-04   6.03160333E-05   6.37874182E-05   5.14316008E-05  
  75               8.62882279E+00   2.29909842E+03   8.35834248E-01   1.60005432E-01   2.98010921E-03   5.29161869E-04   3.75889828E-04   6.02871622E-05   6.36028334E-05   5.14791097E-05  
  76               9.35266149E+00   2.34217948E+03   8.35289492E-01   1.59958443E-01   3.56337333E-03   5.29025066E-04   3.82094038E-04   6.02548921E-05   6.34029454E-05   5.15592754E-05  
  77               1.01580257E+01   2.38638111E+03   8.34661804E-01   1.59903717E-01   4.24602729E-03   5.28847045E-04   3.81942624E-04   6.02166399E-05   6.31875768E-05   5.15919372E-05  
  78               1.10536552E+01   2.43185745E+03   8.33927160E-01   1.59839669E-01   5.04503274E-03   5.28632572E-04   3.81747159E-04   6.01726919E-05   6.29553843E-05   5.16132048E-05  
  79               1.20487269E+01   2.47819553E+03   8.33080870E-01   1.59765892E-01   5.96548455E-03   5.28379709E-04   3.81509909E-04   6.01225427E-05   6.27063724E-05   5.16196452E-05  
  80               1.31536497E+01   2.52557982E+03   8.32105879E-01   1.59680898E-01   7.02592758E-03   5.28083914E-04   3.81228393E-04   6.00654571E-05   6.24392653E-05   5.16076664E-05  
  81               1.43798562E+01   2.57357632E+03   8.31001375E-01   1.59584619E-01   8.22723845E-03   5.27744239E-04   3.80906272E-04   6.00009647E-05   6.21542673E-05   5.15729996E-05  
  82               1.57400530E+01   2.62240672E+03   8.29749522E-01   1.59475500E-01   9.58881019E-03   5.27355726E-04   3.80540779E-04   5.99282019E-05   6.18500772E-05   5.15107223E-05  
  83               1.72483166E+01   2.67165915E+03   8.28353874E-01   1.59353851E-01   1.11067702E-02   5.26918566E-04   3.80137175E-04   5.98467099E-05   6.15270694E-05   5.14157474E-05  
  84               1.89200937E+01   2.72156811E+03   8.26796942E-01   1.59218149E-01   1.28001326E-02   5.26427649E-04   3.79692989E-04   5.97554431E-05   6.11840044E-05   5.12816520E-05  
  85               2.07722599E+01   2.77169591E+03   8.25089894E-01   1.59069369E-01   1.46567408E-02   5.25885146E-04   3.79216400E-04   5.96539545E-05   6.08216534E-05   5.11028334E-05  
  86               2.28231313E+01   2.82236078E+03   8.23212725E-01   1.58905768E-01   1.66983448E-02   5.25285054E-04   3.78704441E-04   5.95407935E-05   6.04386890E-05   5.08711898E-05  
  87               2.50924620E+01   2.87314702E+03   8.21182396E-01   1.58728826E-01   1.89064848E-02   5.24631023E-04   3.78167646E-04   5.94152868E-05   6.00361864E-05   5.05808306E-05  
  88               2.76015330E+01   2.92436141E+03   8.18979657E-01   1.58536864E-01   2.13020895E-02   5.23916970E-04   3.77603799E-04   5.92753552E-05   5.96130216E-05   5.02223288E-05  
  89               3.03732035E+01   2.97557020E+03   8.16630030E-01   1.58332110E-01   2.38573834E-02   5.23148731E-04   3.77026537E-04   5.91198236E-05   5.91707256E-05   4.97905587E-05  
  90               3.34317729E+01   3.02714633E+03   8.14110012E-01   1.58112515E-01   2.65979209E-02   5.22318769E-04   3.76432228E-04   5.89452705E-05   5.87081249E-05   4.92748937E-05  
  91               3.68014869E+01   3.07854417E+03   8.11460129E-01   1.57881614E-01   2.94796067E-02   5.21436914E-04   3.75838975E-04   5.87497010E-05   5.82277160E-05   4.86732883E-05  
  92               4.05066799E+01   3.13016191E+03   8.08653987E-01   1.57637105E-01   3.25311369E-02   5.20494649E-04   3.75241008E-04   5.85275725E-05   5.77286265E-05   4.79754805E-05  
  93               4.45735961E+01   3.18147902E+03   8.05738654E-01   1.57383093E-01   3.57013036E-02   5.19503423E-04   3.74656914E-04   5.82749147E-05   5.72136689E-05   4.71833214E-05  
  94               4.90306577E+01   3.23298375E+03   8.02678626E-01   1.57116481E-01   3.90287098E-02   5.18451784E-04   3.74075888E-04   5.79822144E-05   5.66815601E-05   4.62867637E-05  
  95               5.39089976E+01   3.28409623E+03   7.99534075E-01   1.56842516E-01   4.24478943E-02   5.17354420E-04   3.73518609E-04   5.76425411E-05   5.61355017E-05   4.52939175E-05  
  96               5.92427895E+01   3.33541270E+03   7.96256457E-01   1.56556964E-01   4.60116407E-02   5.16195735E-04   3.72966999E-04   5.72399056E-05   5.55736018E-05   4.41949090E-05  
  97               6.50692830E+01   3.38636460E+03   7.92911550E-01   1.56265559E-01   4.96483904E-02   5.14991482E-04   3.72440891E-04   5.67623955E-05   5.49990878E-05   4.30036943E-05  
  98               7.14289959E+01   3.43758757E+03   7.89441481E-01   1.55963252E-01   5.34210691E-02   5.13722876E-04   3.71915390E-04   5.61843330E-05   5.44097542E-05   4.17115201E-05  
  99               7.83669098E+01   3.48847035E+03   7.85922672E-01   1.55656706E-01   5.72465378E-02   5.12408018E-04   3.71411598E-04   5.54874746E-05   5.38090486E-05   4.03394289E-05  
  100              8.59330260E+01   3.53972248E+03   7.82283853E-01   1.55339702E-01   6.12022842E-02   5.11023644E-04   3.70896168E-04   5.46317490E-05   5.31942181E-05   3.88787985E-05  
  101              9.41829648E+01   3.59071339E+03   7.78609429E-01   1.55019596E-01   6.51964835E-02   5.09589315E-04   3.70391812E-04   5.35912424E-05   5.25687625E-05   3.73565318E-05  
