# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              CH4              N2               Mg              
  1                1.00000000E-05   2.77594766E+02   8.38451042E-01   1.60526502E-01   1.05346797E-36   3.77516339E-04   3.95040210E-04   1.60842197E-04   5.95983116E-05   0.00000000E+00  
  2                3.37716246E-04   3.23494258E+02   8.38446037E-01   1.60531475E-01   1.19729302E-31   3.77526393E-04   3.95050730E-04   1.60846480E-04   5.95999038E-05   0.00000000E+00  
  3                6.98886848E-04   3.42561634E+02   8.38447308E-01   1.60530096E-01   7.60890681E-30   3.77542542E-04   3.95067629E-04   1.60853361E-04   5.96024768E-05   0.00000000E+00  
  4                1.11073789E-03   3.55591743E+02   8.38448267E-01   1.60529098E-01   1.00101867E-28   3.77557097E-04   3.95082859E-04   1.60859562E-04   5.96047936E-05   0.00000000E+00  
  5                1.58512411E-03   3.66137805E+02   8.38449054E-01   1.60528281E-01   7.03323602E-28   3.77568631E-04   3.95094928E-04   1.60864476E-04   5.96066311E-05   0.00000000E+00  
  6                2.13385484E-03   3.75674417E+02   8.38449854E-01   1.60527454E-01   3.74685376E-27   3.77579124E-04   3.95105908E-04   1.60868947E-04   5.96083028E-05   0.00000000E+00  
  7                2.76997888E-03   3.84389172E+02   8.38450583E-01   1.60526700E-01   1.60603187E-26   3.77588828E-04   3.95116061E-04   1.60873081E-04   5.96098489E-05   0.00000000E+00  
  8                3.50839612E-03   3.92801101E+02   8.38451074E-01   1.60525870E-01   6.17184749E-26   3.77598121E-04   3.95125785E-04   1.60877041E-04   5.96113296E-05   0.00000000E+00  
  9                4.36631768E-03   4.00772881E+02   8.38451779E-01   1.60525142E-01   2.09462748E-25   3.77606881E-04   3.95134952E-04   1.60880773E-04   5.96127257E-05   0.00000000E+00  
  10               5.36366202E-03   4.08634576E+02   8.38452463E-01   1.60524436E-01   6.67839533E-25   3.77615424E-04   3.95143892E-04   1.60884413E-04   5.96140872E-05   0.00000000E+00  
  11               6.52340451E-03   4.16331339E+02   8.38453096E-01   1.60523768E-01   1.99047763E-24   3.77628371E-04   3.95157440E-04   1.60889930E-04   5.96161438E-05   0.00000000E+00  
  12               7.87221092E-03   4.24155050E+02   8.38453776E-01   1.60523063E-01   5.81232238E-24   3.77636743E-04   3.95166200E-04   1.60893497E-04   5.96174780E-05   0.00000000E+00  
  13               9.44125849E-03   4.31867107E+02   8.38454393E-01   1.60522413E-01   1.60700524E-23   3.77645014E-04   3.95174855E-04   1.60897021E-04   5.96187961E-05   0.00000000E+00  
  14               1.12665513E-02   4.39837064E+02   8.38452269E-01   1.60521185E-01   4.43850227E-23   3.77653267E-04   3.95183490E-04   1.60900537E-04   5.96201112E-05   0.00000000E+00  
  15               1.33894061E-02   4.47949847E+02   8.38452829E-01   1.60520177E-01   1.20371983E-22   3.77660318E-04   3.95190869E-04   1.60903541E-04   5.96212368E-05   0.00000000E+00  
  16               1.58569568E-02   4.56660701E+02   8.38453350E-01   1.60519635E-01   3.39444277E-22   3.77668347E-04   3.95199270E-04   1.60906962E-04   5.96225168E-05   0.00000000E+00  
