# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               H2S             
  1                1.00000000E-05   3.28782239E+02   8.38571499E-01   1.60525845E-01   2.56488851E-30   5.24440525E-04   2.72379696E-04   6.02622298E-05   0.00000000E+00   2.29896637E-05  
  2                2.34907707E-05   3.76913095E+02   8.38572805E-01   1.60524540E-01   4.49443293E-26   5.24439602E-04   2.72379217E-04   6.02621247E-05   0.00000000E+00   2.29894768E-05  
  3                3.88728010E-05   3.98376453E+02   8.38572919E-01   1.60524409E-01   1.49622021E-24   5.24441131E-04   2.72380013E-04   6.02623023E-05   0.00000000E+00   2.29894580E-05  
  4                5.70081626E-05   4.12902725E+02   8.38572553E-01   1.60524300E-01   1.26017092E-23   5.24444021E-04   2.72381516E-04   6.02626372E-05   0.00000000E+00   2.29894425E-05  
  5                7.85204868E-05   4.27564754E+02   8.38572287E-01   1.60524554E-01   9.54565278E-23   5.24451476E-04   2.72385390E-04   6.02634973E-05   0.00000000E+00   2.29894789E-05  
  6                1.04128154E-04   4.38269916E+02   8.38572294E-01   1.60524540E-01   3.72789063E-22   5.24455585E-04   2.72387527E-04   6.02639738E-05   0.00000000E+00   2.29894768E-05  
  7                1.34751694E-04   4.48392313E+02   8.38572298E-01   1.60524528E-01   1.27168329E-21   5.24460474E-04   2.72390070E-04   6.02645407E-05   0.00000000E+00   2.29894751E-05  
  8                1.71434469E-04   4.56993540E+02   8.38572292E-01   1.60524525E-01   3.40503329E-21   5.24466143E-04   2.72393019E-04   6.02651980E-05   0.00000000E+00   2.29894747E-05  
  9                2.15420590E-04   4.65688317E+02   8.38572286E-01   1.60524520E-01   8.90969576E-21   5.24472559E-04   2.72396356E-04   6.02659420E-05   0.00000000E+00   2.29894740E-05  
  10               2.68194134E-04   4.73346692E+02   8.38572273E-01   1.60524521E-01   1.99426243E-20   5.24479721E-04   2.72400081E-04   6.02667724E-05   0.00000000E+00   2.29894741E-05  
  11               3.31526597E-04   4.81484470E+02   8.38572262E-01   1.60524519E-01   4.59583283E-20   5.24487598E-04   2.72404179E-04   6.02676858E-05   0.00000000E+00   2.29894738E-05  
  12               4.07530656E-04   4.88870736E+02   8.38572246E-01   1.60524521E-01   9.47818885E-20   5.24496187E-04   2.72408646E-04   6.02686816E-05   0.00000000E+00   2.29894741E-05  
  13               4.98726542E-04   4.96963195E+02   8.38572232E-01   1.60524519E-01   2.06168861E-19   5.24505458E-04   2.72413468E-04   6.02697564E-05   0.00000000E+00   2.29894738E-05  
  14               6.08121702E-04   5.04392643E+02   8.38572213E-01   1.60524521E-01   4.07909611E-19   5.24515403E-04   2.72418641E-04   6.02709094E-05   0.00000000E+00   2.29894741E-05  
  15               7.39310126E-04   5.12585698E+02   8.38572198E-01   1.60524520E-01   8.53310265E-19   5.24525992E-04   2.72424148E-04   6.02721369E-05   0.00000000E+00   2.29894739E-05  
  16               8.96627285E-04   5.20047476E+02   8.38572176E-01   1.60524522E-01   1.62143101E-18   5.24537216E-04   2.72429986E-04   6.02734382E-05   0.00000000E+00   2.29894743E-05  
  17               1.08528558E-03   5.28210617E+02   8.38572157E-01   1.60524522E-01   3.22816535E-18   5.24549037E-04   2.72436134E-04   6.02748085E-05   0.00000000E+00   2.29894742E-05  
  18               1.31153836E-03   5.35551854E+02   8.38572131E-01   1.60524527E-01   5.82470599E-18   5.24561441E-04   2.72442586E-04   6.02762465E-05   0.00000000E+00   2.29894749E-05  
  19               1.58288055E-03   5.43608166E+02   8.38572108E-01   1.60524528E-01   1.10070780E-17   5.24574408E-04   2.72449330E-04   6.02777496E-05   0.00000000E+00   2.29894751E-05  
  20               1.90828083E-03   5.50892542E+02   8.38572079E-01   1.60524535E-01   1.90538489E-17   5.24587901E-04   2.72456348E-04   6.02793137E-05   0.00000000E+00   2.29894761E-05  
  21               2.29846640E-03   5.58935728E+02   8.38572052E-01   1.60524538E-01   3.46071082E-17   5.24601907E-04   2.72463632E-04   6.02809373E-05   0.00000000E+00   2.29894766E-05  
  22               2.76624852E-03   5.66243811E+02   8.38572019E-01   1.60524547E-01   5.80519463E-17   5.24616406E-04   2.72471173E-04   6.02826180E-05   0.00000000E+00   2.29894778E-05  
  23               3.32690148E-03   5.74456835E+02   8.38571990E-01   1.60524551E-01   1.03142979E-16   5.24631387E-04   2.72478965E-04   6.02843545E-05   0.00000000E+00   2.29894784E-05  
  24               3.99863016E-03   5.82007971E+02   8.38571955E-01   1.60524560E-01   1.70882474E-16   5.24646850E-04   2.72487007E-04   6.02861468E-05   0.00000000E+00   2.29894797E-05  
  25               4.80312009E-03   5.90488444E+02   8.38571922E-01   1.60524565E-01   2.99326379E-16   5.24662758E-04   2.72495281E-04   6.02879907E-05   0.00000000E+00   2.29894804E-05  
  26               5.76613443E-03   5.98357720E+02   8.38571885E-01   1.60524575E-01   4.92243713E-16   5.24679126E-04   2.72503793E-04   6.02898877E-05   0.00000000E+00   2.29894818E-05  
