# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   4.02842609E+02   8.38494238E-01   1.60508896E-01   6.13152589E-24   5.29355647E-04   3.74962419E-04   6.06235726E-05   0.00000000E+00   0.00000000E+00  
  2                2.74565658E-05   4.89783037E+02   8.38494071E-01   1.60509115E-01   4.03699942E-19   5.29346953E-04   3.74956262E-04   6.06225741E-05   0.00000000E+00   0.00000000E+00  
  3                4.61094038E-05   5.23219882E+02   8.38494293E-01   1.60508963E-01   9.72429174E-18   5.29329141E-04   3.74943645E-04   6.06205306E-05   0.00000000E+00   0.00000000E+00  
  4                6.70701023E-05   5.50686844E+02   8.38495056E-01   1.60508267E-01   9.98212596E-17   5.29309838E-04   3.74929972E-04   6.06183169E-05   0.00000000E+00   0.00000000E+00  
  5                9.09290526E-05   5.68083020E+02   8.38496135E-01   1.60507193E-01   3.72362787E-16   5.29296362E-04   3.74920428E-04   6.06167711E-05   0.00000000E+00   0.00000000E+00  
  6                1.18247062E-04   5.87591331E+02   8.38499287E-01   1.60504070E-01   1.52973501E-15   5.29279997E-04   3.74908836E-04   6.06148946E-05   0.00000000E+00   0.00000000E+00  
  7                1.49606811E-04   6.00906185E+02   8.38502329E-01   1.60500871E-01   3.68548175E-15   5.29270127E-04   3.74901845E-04   6.06137621E-05   0.00000000E+00   0.00000000E+00  
  8                1.85671694E-04   6.17584621E+02   8.38510375E-01   1.60492796E-01   1.08594091E-14   5.29253093E-04   3.74889780E-04   6.06118094E-05   0.00000000E+00   0.00000000E+00  
  9                2.27195706E-04   6.28932426E+02   8.38516476E-01   1.60486718E-01   2.12658260E-14   5.29242694E-04   3.74882414E-04   6.06106166E-05   0.00000000E+00   0.00000000E+00  
  10               2.75090635E-04   6.43931444E+02   8.38530318E-01   1.60472709E-01   5.15065133E-14   5.29221703E-04   3.74867546E-04   6.06082109E-05   0.00000000E+00   0.00000000E+00  
  11               3.30400465E-04   6.54018215E+02   8.38538427E-01   1.60464622E-01   8.86112484E-14   5.29210242E-04   3.74859428E-04   6.06068967E-05   0.00000000E+00   0.00000000E+00  
  12               3.94328058E-04   6.68094568E+02   8.38556829E-01   1.60446272E-01   1.90389786E-13   5.29186058E-04   3.74842298E-04   6.06041255E-05   0.00000000E+00   0.00000000E+00  
  13               4.68245079E-04   6.77587368E+02   8.38565775E-01   1.60437347E-01   3.04525435E-13   5.29174258E-04   3.74833940E-04   6.06027726E-05   0.00000000E+00   0.00000000E+00  
  14               5.53730655E-04   6.91321580E+02   8.38586284E-01   1.60416888E-01   6.09095048E-13   5.29149186E-04   3.74816181E-04   6.05998998E-05   0.00000000E+00   0.00000000E+00  
  15               6.52589426E-04   7.00623817E+02   8.38595174E-01   1.60408013E-01   9.33562196E-13   5.29137686E-04   3.74808035E-04   6.05985814E-05   0.00000000E+00   0.00000000E+00  
  16               7.66892132E-04   7.14380329E+02   8.38615741E-01   1.60387481E-01   1.78506632E-12   5.29114336E-04   3.74791496E-04   6.05959058E-05   0.00000000E+00   0.00000000E+00  
  17               8.98998730E-04   7.23821526E+02   8.38624221E-01   1.60378999E-01   2.67611035E-12   5.29103317E-04   3.74783691E-04   6.05946425E-05   0.00000000E+00   0.00000000E+00  
  18               1.05160172E-03   7.37916001E+02   8.38643545E-01   1.60359672E-01   4.98404384E-12   5.29084423E-04   3.74770307E-04   6.05924773E-05   0.00000000E+00   0.00000000E+00  
  19               1.22775829E-03   7.47771876E+02   8.38651470E-01   1.60351698E-01   7.41095210E-12   5.29073835E-04   3.74762808E-04   6.05912634E-05   0.00000000E+00   0.00000000E+00  
  20               1.43093913E-03   7.62471632E+02   8.38668687E-01   1.60334368E-01   1.36130584E-11   5.29063864E-04   3.74755745E-04   6.05901202E-05   0.00000000E+00   0.00000000E+00  
  21               1.66524958E-03   7.72947914E+02   8.38675782E-01   1.60327085E-01   2.02349722E-11   5.29054442E-04   3.74749072E-04   6.05890398E-05   0.00000000E+00   0.00000000E+00  
  22               1.93549774E-03   7.88302283E+02   8.38689922E-01   1.60312577E-01   3.66660739E-11   5.29035989E-04   3.74736000E-04   6.05869252E-05   0.00000000E+00   0.00000000E+00  
  23               2.24709906E-03   7.99479503E+02   8.38695879E-01   1.60306354E-01   5.45255553E-11   5.29027775E-04   3.74730183E-04   6.05859833E-05   0.00000000E+00   0.00000000E+00  
  24               2.60621714E-03   8.15675199E+02   8.38706325E-01   1.60294666E-01   9.80023454E-11   5.29012789E-04   3.74719568E-04   6.05842658E-05   0.00000000E+00   0.00000000E+00  
  25               3.01977218E-03   8.27789922E+02   8.38710142E-01   1.60289444E-01   1.46741186E-10   5.29005754E-04   3.74714585E-04   6.05834589E-05   0.00000000E+00   0.00000000E+00  
  26               3.49556238E-03   8.45113199E+02   8.38718946E-01   1.60280664E-01   2.63626894E-10   5.28994005E-04   3.74706263E-04   6.05821122E-05   0.00000000E+00   0.00000000E+00  
  27               4.04226101E-03   8.58397867E+02   8.38722971E-01   1.60276650E-01   3.99191707E-10   5.28988187E-04   3.74702142E-04   6.05814446E-05   0.00000000E+00   1.09335333E-15  
  28               4.66953539E-03   8.77062667E+02   8.38729249E-01   1.60270390E-01   7.18853588E-10   5.28979415E-04   3.74695929E-04   6.05804389E-05   0.00000000E+00   7.12252505E-15  
