# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   4.41622541E+02   8.38505377E-01   1.60511319E-01   1.89771930E-21   5.29512820E-04   3.60451768E-04   6.05749909E-05   0.00000000E+00   0.00000000E+00  
  2                1.72601802E-05   4.97612489E+02   8.38505602E-01   1.60511191E-01   1.18757265E-18   5.29501480E-04   3.60444052E-04   6.05736897E-05   0.00000000E+00   0.00000000E+00  
  3                2.56565560E-05   5.22446735E+02   8.38506045E-01   1.60510806E-01   1.20990374E-17   5.29487796E-04   3.60434743E-04   6.05721168E-05   0.00000000E+00   0.00000000E+00  
  4                3.56536570E-05   5.42765163E+02   8.38507135E-01   1.60509767E-01   6.80067487E-17   5.29469864E-04   3.60422542E-04   6.05700560E-05   0.00000000E+00   0.00000000E+00  
  5                4.76500617E-05   5.57929348E+02   8.38508665E-01   1.60508248E-01   2.20699923E-16   5.29462923E-04   3.60417825E-04   6.05692517E-05   0.00000000E+00   0.00000000E+00  
  6                6.20957487E-05   5.73671092E+02   8.38511851E-01   1.60505064E-01   7.08815407E-16   5.29445321E-04   3.60405851E-04   6.05672272E-05   0.00000000E+00   0.00000000E+00  
  7                7.95180793E-05   5.86493872E+02   8.38515555E-01   1.60501361E-01   1.71485606E-15   5.29436723E-04   3.60400006E-04   6.05662324E-05   0.00000000E+00   0.00000000E+00  
  8                1.00550538E-04   6.00710266E+02   8.38522400E-01   1.60494390E-01   4.43148423E-15   5.29419230E-04   3.60388106E-04   6.05642197E-05   0.00000000E+00   0.00000000E+00  
  9                1.25953072E-04   6.12533876E+02   8.38529167E-01   1.60487581E-01   9.26182977E-15   5.29409129E-04   3.60381238E-04   6.05630525E-05   0.00000000E+00   0.00000000E+00  
  10               1.56644714E-04   6.25969503E+02   8.38540677E-01   1.60476113E-01   2.09864487E-14   5.29389326E-04   3.60367765E-04   6.05607754E-05   0.00000000E+00   0.00000000E+00  
  11               1.93751997E-04   6.37256322E+02   8.38550150E-01   1.60466443E-01   3.98999565E-14   5.29377030E-04   3.60359402E-04   6.05593567E-05   0.00000000E+00   0.00000000E+00  
  12               2.38644596E-04   6.50405420E+02   8.38565448E-01   1.60451189E-01   8.32654672E-14   5.29354894E-04   3.60344341E-04   6.05568124E-05   0.00000000E+00   0.00000000E+00  
  13               2.92967322E-04   6.61692729E+02   8.38577262E-01   1.60439402E-01   1.50512349E-13   5.29340704E-04   3.60334690E-04   6.05551772E-05   0.00000000E+00   0.00000000E+00  
  14               3.58699716E-04   6.75030582E+02   8.38595015E-01   1.60421694E-01   3.00033566E-13   5.29317559E-04   3.60318941E-04   6.05525174E-05   0.00000000E+00   0.00000000E+00  
  15               4.38219574E-04   6.86585301E+02   8.38607747E-01   1.60408990E-01   5.25560716E-13   5.29302733E-04   3.60308856E-04   6.05508093E-05   0.00000000E+00   0.00000000E+00  
  16               5.34389740E-04   7.00176392E+02   8.38625563E-01   1.60391210E-01   1.00700951E-12   5.29281568E-04   3.60294456E-04   6.05483760E-05   0.00000000E+00   0.00000000E+00  
  17               6.50652572E-04   7.11927477E+02   8.38637319E-01   1.60379468E-01   1.70527223E-12   5.29268015E-04   3.60285237E-04   6.05468135E-05   0.00000000E+00   0.00000000E+00  
  18               7.91145843E-04   7.25683874E+02   8.38653078E-01   1.60363719E-01   3.13410601E-12   5.29251957E-04   3.60274313E-04   6.05449644E-05   0.00000000E+00   0.00000000E+00  
  19               9.60837227E-04   7.37577151E+02   8.38662784E-01   1.60353966E-01   5.12873548E-12   5.29240833E-04   3.60266748E-04   6.05436799E-05   0.00000000E+00   0.00000000E+00  
  20               1.16568687E-03   7.51509717E+02   8.38675728E-01   1.60340951E-01   9.07489183E-12   5.29228723E-04   3.60258511E-04   6.05422825E-05   0.00000000E+00   0.00000000E+00  
  21               1.41283144E-03   7.63561941E+02   8.38683256E-01   1.60333289E-01   1.43988958E-11   5.29230157E-04   3.60259493E-04   6.05424346E-05   0.00000000E+00   0.00000000E+00  
  22               1.71112963E-03   7.77632500E+02   8.38693254E-01   1.60323058E-01   2.45549471E-11   5.29216949E-04   3.60250509E-04   6.05409119E-05   0.00000000E+00   0.00000000E+00  
