# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              CH4              N2               Mg              
  27               2.10777037E-02   7.74302709E+02   8.38492419E-01   1.60499866E-01   6.04059251E-12   4.07254352E-04   3.70615919E-04   1.36091198E-04   5.96977636E-05   0.00000000E+00  
  28               2.61118416E-02   7.79992799E+02   8.38491161E-01   1.60501083E-01   6.97098098E-12   4.07265880E-04   3.70626412E-04   1.36095051E-04   5.96994646E-05   0.00000000E+00  
  29               3.23300146E-02   7.93909098E+02   8.38492293E-01   1.60499910E-01   1.13844501E-11   4.07275765E-04   3.70635409E-04   1.36098355E-04   5.97009257E-05   0.00000000E+00  
  30               4.00044301E-02   8.00103916E+02   8.38491098E-01   1.60501051E-01   1.32636222E-11   4.07289232E-04   3.70647666E-04   1.36102856E-04   5.97029132E-05   0.00000000E+00  
  31               4.94667249E-02   8.14746392E+02   8.38492244E-01   1.60499843E-01   2.16758573E-11   4.07301101E-04   3.70658468E-04   1.36106823E-04   5.97046675E-05   0.00000000E+00  
  32               6.11189463E-02   8.21833970E+02   8.38491178E-01   1.60500831E-01   2.58422067E-11   4.07316248E-04   3.70672253E-04   1.36111885E-04   5.97069032E-05   0.00000000E+00  
  33               7.54472136E-02   8.37890018E+02   8.38492538E-01   1.60499363E-01   4.32561615E-11   4.07329802E-04   3.70684589E-04   1.36116415E-04   5.97089065E-05   0.00000000E+00  
  34               9.30319549E-02   8.46538079E+02   8.38491700E-01   1.60500064E-01   5.38885617E-11   4.07346260E-04   3.70699567E-04   1.36121915E-04   5.97113364E-05   0.00000000E+00  
  35               1.14568215E-01   8.64456218E+02   8.38493442E-01   1.60498098E-01   9.32027926E-11   4.07361424E-04   3.70713368E-04   1.36126983E-04   5.97135776E-05   0.00000000E+00  
  36               1.40884794E-01   8.75184742E+02   8.38492870E-01   1.60498363E-01   1.22624689E-10   4.07378742E-04   3.70729129E-04   1.36132771E-04   5.97161354E-05   0.00000000E+00  
  37               1.72962002E-01   8.95409455E+02   8.38495178E-01   1.60495493E-01   2.20150356E-10   4.07396253E-04   3.70745064E-04   1.36138623E-04   5.97187223E-05   0.00000000E+00  
  38               2.11935277E-01   9.08700208E+02   8.38494785E-01   1.60494990E-01   3.07410617E-10   4.07413692E-04   3.70760934E-04   1.36144451E-04   5.97212993E-05   0.00000000E+00  
  39               2.59147037E-01   9.31733041E+02   8.38497576E-01   1.60490434E-01   5.74344635E-10   4.07438852E-04   3.70783829E-04   1.36152859E-04   5.97250089E-05   0.00000000E+00  
  40               3.16188752E-01   9.48164253E+02   8.38499196E-01   1.60488797E-01   8.54144843E-10   4.07456265E-04   3.70799667E-04   1.36158675E-04   5.97275828E-05   0.00000000E+00  
  41               3.84937376E-01   9.74504246E+02   8.38506405E-01   1.60481594E-01   1.65720213E-09   4.07467053E-04   3.70809461E-04   1.36162271E-04   5.97291842E-05   0.00000000E+00  
  42               4.67516152E-01   9.94728534E+02   8.38510468E-01   1.60477516E-01   2.62573192E-09   4.07482689E-04   3.70823598E-04   1.36167456E-04   5.97314870E-05   0.00000000E+00  
  43               5.66440878E-01   1.02514864E+03   8.38522448E-01   1.60465551E-01   5.29571817E-09   4.07488917E-04   3.70828938E-04   1.36169388E-04   5.97323771E-05   7.17140296E-16  
  44               6.84475411E-01   1.04997470E+03   8.38530827E-01   1.60457160E-01   8.92895455E-09   4.07501703E-04   3.70839227E-04   1.36173001E-04   5.97340853E-05   2.61441532E-15  
  45               8.24690338E-01   1.08520202E+03   8.38549461E-01   1.60438540E-01   1.86127429E-08   4.07505132E-04   3.70837390E-04   1.36171567E-04   5.97339245E-05   1.61931359E-14  
  46               9.90461807E-01   1.11523645E+03   8.38563450E-01   1.60424526E-01   3.30233448E-08   4.07529264E-04   3.70838985E-04   1.36167782E-04   5.97348042E-05   6.75021332E-14  
  47               1.18580961E+00   1.15570655E+03   8.38587805E-01   1.60400139E-01   7.00534205E-08   4.07586197E-04   3.70815808E-04   1.36139041E-04   5.97337687E-05   4.43602451E-13  
  48               1.41533790E+00   1.19143418E+03   8.38605781E-01   1.60382083E-01   1.28670584E-07   4.07815964E-04   3.70736012E-04   1.36004277E-04   5.97341242E-05   2.03408478E-12  
  49               1.68439447E+00   1.23748452E+03   8.38631083E-01   1.60356806E-01   2.72984246E-07   4.08534611E-04   3.70397642E-04   1.35432033E-04   5.97331589E-05   1.34826061E-11  
  50               1.99994015E+00   1.27882705E+03   8.38649479E-01   1.60339595E-01   5.05816030E-07   4.10669282E-04   3.69109879E-04   1.33122711E-04   5.97335751E-05   6.31688732E-11  
  51               2.37352480E+00   1.32991829E+03   8.38674190E-01   1.60320213E-01   1.04245622E-06   4.16110990E-04   3.65061737E-04   1.25775757E-04   5.97324173E-05   3.85439007E-10  
  52               2.82327366E+00   1.37584107E+03   8.38697720E-01   1.60309849E-01   1.87999684E-06   4.26725796E-04   3.55614529E-04   1.10365645E-04   5.97307985E-05   1.66122708E-09  
  53               3.37723988E+00   1.43034372E+03   8.38727211E-01   1.60300564E-01   3.62905713E-06   4.43607646E-04   3.39015102E-04   8.75140400E-05   5.97274534E-05   8.38759001E-09  
  54               4.05782463E+00   1.47912230E+03   8.38742286E-01   1.60295266E-01   6.17159509E-06   4.58686070E-04   3.24794300E-04   7.21613548E-05   5.97272055E-05   3.05115300E-08  
  55               4.88239297E+00   1.53594727E+03   8.38739605E-01   1.60286788E-01   1.10652379E-05   4.73782482E-04   3.12257364E-04   5.67501166E-05   5.97278726E-05   1.24527721E-07  
  56               5.83379508E+00   1.58642971E+03   8.38729347E-01   1.60282678E-01   1.77365016E-05   4.84904654E-04   3.20904926E-04   4.56575825E-05   5.97550124E-05   2.25577940E-07  
  57               6.89421233E+00   1.64361100E+03   8.38724663E-01   1.60278027E-01   2.95587383E-05   4.94031308E-04   3.13797631E-04   3.64810298E-05   5.97546710E-05   1.41141101E-06  
  58               8.03923098E+00   1.69381921E+03   8.38701256E-01   1.60272932E-01   4.46456880E-05   4.99926809E-04   3.14797260E-04   3.05578351E-05   5.97582914E-05   5.76738306E-06  
  59               9.18484445E+00   1.74838451E+03   8.38629685E-01   1.60261993E-01   6.88823479E-05   5.07218846E-04   3.31860644E-04   2.32050905E-05   5.97727416E-05   2.11469607E-05  
  60               1.02412928E+01   1.79934062E+03   8.38504461E-01   1.60249997E-01   1.01305369E-04   5.14493349E-04   3.92682024E-04   1.58851720E-05   5.98274123E-05   6.42659356E-05  
  61               1.11885286E+01   1.84135359E+03   8.38464579E-01   1.60244461E-01   1.36840072E-04   5.16785062E-04   3.90360655E-04   1.35589270E-05   5.98082944E-05   6.40735919E-05  
  62               1.20079025E+01   1.87560147E+03   8.38433316E-01   1.60241078E-01   1.73017296E-04   5.18312186E-04   3.88775273E-04   1.20040546E-05   5.98051655E-05   6.39120367E-05  
  63               1.26593925E+01   1.90128087E+03   8.38405168E-01   1.60238206E-01   2.05013403E-04   5.19277112E-04   3.87763763E-04   1.10158333E-05   5.97929745E-05   6.37867589E-05  
  64               1.34280535E+01   1.93046349E+03   8.38367634E-01   1.60234518E-01   2.47205334E-04   5.20236369E-04   3.86750133E-04   1.00278608E-05   5.97792485E-05   6.36413920E-05  
  65               1.43276610E+01   1.96266615E+03   8.38286285E-01   1.60223671E-01   3.01699084E-04   5.21109693E-04   3.85780632E-04   9.09868055E-06   5.97553232E-05   6.34731361E-05  
  66               1.49947174E+01   1.98569621E+03   8.38245792E-01   1.60219914E-01   3.46485446E-04   5.21672578E-04   3.85186152E-04   8.50903651E-06   5.97564560E-05   6.33522981E-05  
  67               1.54727993E+01   2.00151294E+03   8.38215248E-01   1.60217103E-01   3.80202627E-04   5.22015709E-04   3.84804885E-04   8.14553704E-06   5.97425321E-05   6.32672520E-05  
  68               1.60502838E+01   2.02033465E+03   8.38175581E-01   1.60213477E-01   4.23851101E-04   5.22397573E-04   3.84392429E-04   7.73848110E-06   5.97308714E-05   6.31653034E-05  
  69               1.67411236E+01   2.04187905E+03   8.38125683E-01   1.60208959E-01   4.78593317E-04   5.22785617E-04   3.83999150E-04   7.31955948E-06   5.97172101E-05   6.30457040E-05  
  70               1.75624743E+01   2.06679030E+03   8.38061512E-01   1.60203189E-01   5.48983700E-04   5.23189259E-04   3.83528140E-04   6.87756000E-06   5.97008277E-05   6.29054397E-05  
  71               1.85374879E+01   2.09488118E+03   8.37980251E-01   1.60195934E-01   6.37949696E-04   5.23579979E-04   3.83056840E-04   6.43961696E-06   5.96805328E-05   6.27427823E-05  
  72               1.96875450E+01   2.12668808E+03   8.37875574E-01   1.60186640E-01   7.52380455E-04   5.23962603E-04   3.82576542E-04   5.99836435E-06   5.96561841E-05   6.25547229E-05  
  73               2.10357699E+01   2.16178812E+03   8.37743287E-01   1.60174953E-01   8.96798016E-04   5.24308780E-04   3.82114150E-04   5.58021673E-06   5.96265163E-05   6.23404117E-05  
  74               2.26072942E+01   2.20057739E+03   8.37574220E-01   1.60160072E-01   1.08118569E-03   5.24621028E-04   3.81662108E-04   5.17909004E-06   5.95912266E-05   6.20971340E-05  
  75               2.44295908E+01   2.24251653E+03   8.37362047E-01   1.60141454E-01   1.31239080E-03   5.24876848E-04   3.81240770E-04   4.81467163E-06   5.95489152E-05   6.18244021E-05  
  76               2.65330302E+01   2.28784760E+03   8.37092379E-01   1.60117637E-01   1.60391692E-03   5.25076414E-04   3.80841653E-04   4.48073818E-06   5.94988620E-05   6.15197527E-05  
  77               2.89506088E+01   2.33597625E+03   8.36752374E-01   1.60088438E-01   1.96506247E-03   5.25281433E-04   3.86597529E-04   4.12335561E-06   5.94428540E-05   6.11832845E-05  
  78               3.17202904E+01   2.38705847E+03   8.36340491E-01   1.60052482E-01   2.41308332E-03   5.25340884E-04   3.86417118E-04   3.86940627E-06   5.93742482E-05   6.08129073E-05  
  79               3.48853085E+01   2.44052210E+03   8.35838185E-01   1.60008669E-01   2.95940002E-03   5.25319816E-04   3.86247011E-04   3.65674162E-06   5.92940267E-05   6.04084448E-05  
  80               3.84936239E+01   2.49649835E+03   8.35226334E-01   1.59955330E-01   3.62480893E-03   5.25218146E-04   3.86081697E-04   3.47770619E-06   5.92009989E-05   5.99680568E-05  
  81               4.26003391E+01   2.55441097E+03   8.34494263E-01   1.59891541E-01   4.42090028E-03   5.25026484E-04   3.85931016E-04   3.33605170E-06   5.90932627E-05   5.94919040E-05  
  82               4.72707122E+01   2.61442440E+03   8.33620401E-01   1.59815418E-01   5.37112812E-03   5.24742354E-04   3.85794395E-04   3.22485986E-06   5.89691385E-05   5.89779857E-05  
  83               5.25807218E+01   2.67602348E+03   8.32595316E-01   1.59726145E-01   6.48572568E-03   5.24356498E-04   3.85685735E-04   3.14695432E-06   5.88263029E-05   5.84263322E-05  
  84               5.86183070E+01   2.73947184E+03   8.31394601E-01   1.59621596E-01   7.79122241E-03   5.23863769E-04   3.85608387E-04   3.09590365E-06   5.86624458E-05   5.78347032E-05  
  85               6.54840631E+01   2.80417109E+03   8.30015431E-01   1.59501529E-01   9.29065722E-03   5.23254001E-04   3.85583549E-04   3.07580253E-06   5.84746377E-05   5.72037639E-05  
  86               7.32901761E+01   2.87052437E+03   8.28429982E-01   1.59363522E-01   1.10142681E-02   5.22519540E-04   3.85618001E-04   3.07997548E-06   5.82596517E-05   5.65313279E-05  
  87               8.21622511E+01   2.93788644E+03   8.26644127E-01   1.59208093E-01   1.29556251E-02   5.21650170E-04   3.85739503E-04   3.11316957E-06   5.80135861E-05   5.58190835E-05  
  88               9.22402536E+01   3.00666952E+03   8.24630749E-01   1.59032882E-01   1.51441893E-02   5.20635076E-04   3.85959442E-04   3.16981454E-06   5.77312988E-05   5.50655239E-05  
  89               1.03674409E+02   3.07615091E+03   8.22409315E-01   1.58839594E-01   1.75587378E-02   5.19464906E-04   3.86309660E-04   3.25544630E-06   5.74067506E-05   5.42738484E-05  
  90               1.16608417E+02   3.14659273E+03   8.19961499E-01   1.58626634E-01   2.02191685E-02   5.18128892E-04   3.86800565E-04   3.36530146E-06   5.70314946E-05   5.34450991E-05  
  91               1.31194488E+02   3.21724151E+03   8.17321972E-01   1.58397029E-01   2.30877316E-02   5.16620809E-04   3.87457840E-04   3.50457499E-06   5.65952122E-05   5.25845771E-05  
  92               1.47592523E+02   3.28847872E+03   8.14471507E-01   1.58149105E-01   2.61853075E-02   5.14927606E-04   3.88280118E-04   3.66821495E-06   5.60813459E-05   5.16937165E-05  
  93               1.65974131E+02   3.35952806E+03   8.11460739E-01   1.57887277E-01   2.94567936E-02   5.13044110E-04   3.89282531E-04   3.86263421E-06   5.54701083E-05   5.07785861E-05  
  94               1.86526408E+02   3.43101373E+03   8.08257986E-01   1.57608780E-01   3.29366182E-02   5.10951856E-04   3.90444768E-04   4.08162250E-06   5.47286434E-05   4.98397923E-05  
  95               2.09456665E+02   3.50216701E+03   8.04925529E-01   1.57319044E-01   3.65570105E-02   5.08644474E-04   3.91771561E-04   4.33309841E-06   5.38201188E-05   4.88832903E-05  
  96               2.34997864E+02   3.57374609E+03   8.01420517E-01   1.57014324E-01   4.03645346E-02   5.06096682E-04   3.93227580E-04   4.61068687E-06   5.26839896E-05   4.79087477E-05  
  97               2.63414423E+02   3.64499012E+03   7.97814958E-01   1.56700896E-01   4.42808255E-02   5.03299502E-04   3.94815537E-04   4.92407640E-06   5.12589248E-05   4.69215937E-05  
  98               2.95006804E+02   3.71671902E+03   7.94057473E-01   1.56374266E-01   4.83616868E-02   5.00220795E-04   3.96493526E-04   5.26719341E-06   4.94467439E-05   4.59207194E-05  
  99               3.30113621E+02   3.78820339E+03   7.90225831E-01   1.56041209E-01   5.25224616E-02   4.96848627E-04   3.98272201E-04   5.65109440E-06   4.71645095E-05   4.49109878E-05  
  100              3.69118966E+02   3.86038053E+03   7.86252711E-01   1.55695835E-01   5.68362563E-02   4.93143888E-04   4.00105659E-04   6.06873833E-06   4.42817730E-05   4.38905388E-05  
  101              4.12462590E+02   3.93243974E+03   7.82230123E-01   1.55346161E-01   6.12029283E-02   4.89093499E-04   4.02025844E-04   6.53384942E-06   4.07393297E-05   4.28640973E-05  
