# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              H                CO               N2               H2S             
  25               9.47264571E-03   2.12271436E+02   8.38132990E-01   1.60475148E-01   7.69912458E-04   5.20970385E-04   8.57650419E-51   2.34005952E-06   5.03224315E-05   2.29842803E-05  
  26               1.15898508E-02   2.20499021E+02   8.38132984E-01   1.60475147E-01   7.69916716E-04   5.20973266E-04   7.69117137E-49   2.34007247E-06   5.03227098E-05   2.29842802E-05  
  27               1.41726166E-02   2.26980705E+02   8.38132983E-01   1.60475147E-01   7.69917438E-04   5.20973755E-04   2.05850166E-47   2.34007466E-06   5.03227570E-05   2.29842801E-05  
  28               1.73227050E-02   2.35437765E+02   8.38132982E-01   1.60475146E-01   7.69918184E-04   5.20974259E-04   1.17006332E-45   2.34007693E-06   5.03228058E-05   2.29842801E-05  
  29               2.11631068E-02   2.42052097E+02   8.38132980E-01   1.60475146E-01   7.69918985E-04   5.20974801E-04   2.20741027E-44   2.34007937E-06   5.03228581E-05   2.29842801E-05  
  30               2.58435964E-02   2.50614837E+02   8.38132979E-01   1.60475146E-01   7.69919844E-04   5.20975382E-04   8.03882278E-43   2.34008198E-06   5.03229143E-05   2.29842800E-05  
  31               3.15460219E-02   2.57424675E+02   8.38132978E-01   1.60475146E-01   7.69920765E-04   5.20976006E-04   1.15388341E-41   2.34008478E-06   5.03229745E-05   2.29842800E-05  
  32               3.84915273E-02   2.66262728E+02   8.38132976E-01   1.60475145E-01   7.69921750E-04   5.20976673E-04   3.05842354E-40   2.34008778E-06   5.03230389E-05   2.29842800E-05  
  33               4.69460884E-02   2.73519048E+02   8.38132975E-01   1.60475145E-01   7.69922805E-04   5.20977386E-04   3.76603681E-39   2.34009099E-06   5.03231078E-05   2.29842799E-05  
  34               5.72304002E-02   2.82956175E+02   8.38132973E-01   1.60475145E-01   7.69923930E-04   5.20978148E-04   8.32548776E-38   2.34009441E-06   5.03231814E-05   2.29842799E-05  
  35               6.97322845E-02   2.90849799E+02   8.38132971E-01   1.60475144E-01   7.69925132E-04   5.20978961E-04   9.31596647E-37   2.34009806E-06   5.03232600E-05   2.29842798E-05  
  36               8.49252149E-02   3.00786605E+02   8.38132969E-01   1.60475144E-01   7.69926412E-04   5.20979827E-04   1.65805465E-35   2.34010196E-06   5.03233437E-05   2.29842798E-05  
  37               1.03379719E-01   3.09321765E+02   8.38132967E-01   1.60475144E-01   7.69927775E-04   5.20980750E-04   1.66575831E-34   2.34010611E-06   5.03234328E-05   2.29842797E-05  
  38               1.25783740E-01   3.20115152E+02   8.38132965E-01   1.60475143E-01   7.69929226E-04   5.20981731E-04   2.63461547E-33   2.34011052E-06   5.03235276E-05   2.29842796E-05  
  39               1.52965126E-01   3.29701098E+02   8.38132963E-01   1.60475143E-01   7.69930767E-04   5.20982775E-04   2.58919690E-32   2.34011520E-06   5.03236284E-05   2.29842796E-05  
  40               1.85921042E-01   3.41645593E+02   8.38132959E-01   1.60475142E-01   7.69932408E-04   5.20983885E-04   3.79725790E-31   2.34012020E-06   5.03237357E-05   2.29842795E-05  
  41               2.25842414E-01   3.52516993E+02   8.38132957E-01   1.60475141E-01   7.69934149E-04   5.20985063E-04   3.68512704E-30   2.34012549E-06   5.03238494E-05   2.29842794E-05  
  42               2.74174426E-01   3.65854851E+02   8.38132950E-01   1.60475140E-01   7.69936014E-04   5.20986325E-04   5.05727199E-29   2.34013116E-06   5.03239714E-05   2.29842791E-05  
  43               3.32622858E-01   3.78339942E+02   8.38132947E-01   1.60475138E-01   7.69937979E-04   5.20987655E-04   4.91049761E-28   2.34013714E-06   5.03240999E-05   2.29842790E-05  
  44               4.03190000E-01   3.93626350E+02   8.38132745E-01   1.60475099E-01   7.69940137E-04   5.20989115E-04   6.62204115E-27   2.34014370E-06   5.03242409E-05   2.29842733E-05  
  45               4.88217726E-01   4.08405668E+02   8.38132763E-01   1.60475078E-01   7.69942063E-04   5.20990419E-04   6.74949251E-26   2.34014956E-06   5.03243669E-05   2.29842703E-05  
  46               5.90463409E-01   4.26207187E+02   8.38132757E-01   1.60475073E-01   7.69947956E-04   5.20994406E-04   9.04399922E-25   2.34016748E-06   5.03247520E-05   2.29842695E-05  
  47               7.13145217E-01   4.43784404E+02   8.38132747E-01   1.60475064E-01   7.69950529E-04   5.20996148E-04   9.49690518E-24   2.34017531E-06   5.03249203E-05   2.29842683E-05  
  48               8.59967834E-01   4.64891559E+02   8.38132355E-01   1.60474980E-01   7.69953325E-04   5.20998040E-04   1.27925051E-22   2.34018381E-06   5.03251030E-05   2.29842563E-05  
  49               1.03520590E+00   4.86377754E+02   8.38129199E-01   1.60474698E-01   7.69957654E-04   5.21000969E-04   1.42582145E-21   2.34019697E-06   5.03253860E-05   2.29842159E-05  
  50               1.24378623E+00   5.11703898E+02   8.38129557E-01   1.60474342E-01   7.69956829E-04   5.21000411E-04   1.90295409E-20   2.34019447E-06   5.03253321E-05   2.29841649E-05  
  51               1.49122715E+00   5.37809345E+02   8.38129614E-01   1.60474157E-01   7.70029311E-04   5.21049457E-04   2.12338076E-19   2.34041478E-06   5.03300696E-05   2.29841384E-05  
  52               1.78409451E+00   5.66822154E+02   8.38129968E-01   1.60473797E-01   7.70032507E-04   5.21051620E-04   2.39616738E-18   2.34042450E-06   5.03302786E-05   2.29840868E-05  
  53               2.13025796E+00   5.95701556E+02   8.38130576E-01   1.60473183E-01   7.70035539E-04   5.21053672E-04   2.10200332E-17   2.34043373E-06   5.03304768E-05   2.29839989E-05  
  54               2.53849266E+00   6.27745015E+02   8.38131693E-01   1.60472062E-01   7.70037931E-04   5.21055291E-04   1.85723394E-16   2.34044101E-06   5.03306332E-05   2.29838384E-05  
  55               3.01840486E+00   6.59481608E+02   8.38133222E-01   1.60470529E-01   7.70039845E-04   5.21056586E-04   1.29612861E-15   2.34044684E-06   5.03307583E-05   2.29836187E-05  
  56               3.58103186E+00   6.94182040E+02   8.38135366E-01   1.60468380E-01   7.70040994E-04   5.21057364E-04   8.86752135E-15   2.34045034E-06   5.03308335E-05   2.29833110E-05  
  57               4.23940963E+00   7.28648813E+02   8.38137643E-01   1.60466089E-01   7.70042371E-04   5.21058297E-04   4.96661141E-14   2.34045454E-06   5.03309236E-05   2.29829828E-05  
  58               5.00846028E+00   7.66721270E+02   8.38140210E-01   1.60463470E-01   7.70043890E-04   5.21059325E-04   2.79019659E-13   2.34045918E-06   5.03310230E-05   2.29826077E-05  
  59               5.90529293E+00   8.03977957E+02   8.38142264E-01   1.60461182E-01   7.70047058E-04   5.21061469E-04   1.28078245E-12   2.34046886E-06   5.03312301E-05   2.29822796E-05  
  60               6.94975427E+00   8.44823298E+02   8.38144281E-01   1.60458915E-01   7.70052086E-04   5.21064872E-04   5.84713236E-12   2.34048457E-06   5.03315588E-05   2.29819543E-05  
  61               8.16330598E+00   8.84634530E+02   8.38145968E-01   1.60457177E-01   7.70066481E-04   5.21074613E-04   2.22920443E-11   2.34053253E-06   5.03324997E-05   2.29828962E-05  
  62               9.57149063E+00   9.28266362E+02   8.38147506E-01   1.60455529E-01   7.70072980E-04   5.21079012E-04   8.48889221E-11   2.34058803E-06   5.03329246E-05   2.30017758E-05  
  63               1.11990690E+01   9.70542365E+02   8.38148394E-01   1.60454261E-01   7.70081444E-04   5.21084740E-04   2.74617749E-10   2.34090738E-06   5.03334779E-05   2.30661956E-05  
  64               1.30736813E+01   1.01672449E+03   8.38148282E-01   1.60452897E-01   7.70093210E-04   5.21092701E-04   8.87722172E-10   2.34292894E-06   5.03342470E-05   2.33038369E-05  
  65               1.52227532E+01   1.06107554E+03   8.38147337E-01   1.60451832E-01   7.70115861E-04   5.21108020E-04   2.47112948E-09   2.35552197E-06   5.03357283E-05   2.42844123E-05  
  66               1.76851009E+01   1.10952834E+03   8.38148229E-01   1.60450829E-01   7.70136852E-04   5.21122110E-04   6.90377468E-09   2.41887905E-06   5.03371096E-05   2.42841499E-05  
  67               2.05084853E+01   1.15446486E+03   8.38148854E-01   1.60449905E-01   7.70144513E-04   5.21126010E-04   1.64239676E-08   2.68930712E-06   5.03377183E-05   2.42838259E-05  
  68               2.37508798E+01   1.19937237E+03   8.38149173E-01   1.60448740E-01   7.70143263E-04   5.21115096E-04   3.64516859E-08   3.51403565E-06   5.03385095E-05   2.42833410E-05  
  69               2.74683900E+01   1.24144752E+03   8.38149001E-01   1.60447364E-01   7.70075521E-04   5.21008094E-04   7.24303263E-08   5.18333182E-06   5.03396490E-05   2.42826818E-05  
  70               3.17173305E+01   1.28427409E+03   8.38148918E-01   1.60445564E-01   7.69703671E-04   5.20494421E-04   1.38826917E-07   7.85647968E-06   5.03410242E-05   2.42817186E-05  
  71               3.65847308E+01   1.32512917E+03   8.38150191E-01   1.60443778E-01   7.68371902E-04   5.18813139E-04   2.46703277E-07   1.12395715E-05   5.03420651E-05   2.42805030E-05  
  72               4.21607641E+01   1.36792087E+03   8.38154217E-01   1.60441810E-01   7.65141104E-04   5.15095070E-04   4.34168423E-07   1.58931857E-05   5.03424338E-05   2.42787932E-05  
  73               4.85302471E+01   1.40995604E+03   8.38160680E-01   1.60439896E-01   7.60083509E-04   5.09737724E-04   7.28479885E-07   2.14019742E-05   5.03421439E-05   2.42765578E-05  
  74               5.57868721E+01   1.45528626E+03   8.38169835E-01   1.60437337E-01   7.52841667E-04   5.02246196E-04   1.23366110E-06   2.89361228E-05   5.03417195E-05   2.42731012E-05  
  75               6.40063703E+01   1.50105812E+03   8.38180616E-01   1.60434345E-01   7.44114177E-04   4.93278793E-04   2.02895384E-06   3.78766889E-05   5.03417034E-05   2.42678614E-05  
  76               7.33125356E+01   1.55099596E+03   8.38194700E-01   1.60430272E-01   7.32426577E-04   4.81232046E-04   3.38680347E-06   4.98758799E-05   5.03435693E-05   2.42579485E-05  
  77               8.37981231E+01   1.60191223E+03   8.38209816E-01   1.60425435E-01   7.18965056E-04   4.67278335E-04   5.51775051E-06   6.37556268E-05   5.03502420E-05   2.42374873E-05  
  78               9.54768596E+01   1.65723764E+03   8.38212473E-01   1.60416182E-01   7.02230941E-04   4.49346957E-04   9.09409106E-06   8.15673713E-05   5.03716260E-05   2.41828833E-05  
  79               1.08237359E+02   1.71401242E+03   8.38216570E-01   1.60408411E-01   7.00650848E-04   4.26878799E-04   1.46916472E-05   1.03884867E-04   5.04198144E-05   2.32718828E-05  
  80               1.22024672E+02   1.76907298E+03   8.38234463E-01   1.60401023E-01   6.80916721E-04   4.06424857E-04   2.26597547E-05   1.24154567E-04   5.04101599E-05   2.32561119E-05  
  81               1.36862136E+02   1.82369053E+03   8.38246492E-01   1.60393019E-01   6.62412618E-04   3.85757831E-04   3.39040198E-05   1.44592160E-04   5.03606118E-05   2.32151374E-05  
  82               1.52693095E+02   1.87635273E+03   8.38243409E-01   1.60383842E-01   6.49103823E-04   3.65890523E-04   4.87963217E-05   1.64187012E-04   5.02564857E-05   2.31138903E-05  
  83               1.69448363E+02   1.92815747E+03   8.38216135E-01   1.60372147E-01   6.45755043E-04   3.45078704E-04   6.84181322E-05   1.84676547E-04   5.01270005E-05   2.28785872E-05  
  84               1.86880043E+02   1.97721984E+03   8.38153590E-01   1.60357234E-01   6.59504467E-04   3.23295544E-04   9.25272606E-05   2.06109045E-04   4.99609512E-05   2.24611570E-05  
  85               2.04352882E+02   2.02341584E+03   8.38092010E-01   1.60344392E-01   6.78961828E-04   3.02146490E-04   1.21248744E-04   2.26903107E-04   4.97905636E-05   2.20437330E-05  
  86               2.21231262E+02   2.06449640E+03   8.38078560E-01   1.60338214E-01   6.67340088E-04   2.90156151E-04   1.52425002E-04   2.38527201E-04   4.96022327E-05   2.20197887E-05  
  87               2.40433591E+02   2.10889641E+03   8.38045651E-01   1.60329118E-01   6.55506651E-04   2.77881359E-04   1.93188599E-04   2.50349061E-04   4.93869795E-05   2.19894710E-05  
  88               2.57487214E+02   2.14532380E+03   8.38020639E-01   1.60323247E-01   6.46836118E-04   2.68803393E-04   2.32647637E-04   2.59019466E-04   4.91818219E-05   2.19631304E-05  
  89               2.71439346E+02   2.17426295E+03   8.37996321E-01   1.60318277E-01   6.40199976E-04   2.61812774E-04   2.68494762E-04   2.65657639E-04   4.90182558E-05   2.19397535E-05  
  90               2.87815196E+02   2.20605800E+03   8.37964238E-01   1.60312677E-01   6.33652098E-04   2.54840614E-04   3.12599976E-04   2.72211491E-04   4.88155159E-05   2.19132621E-05  
  91               3.06913751E+02   2.24189882E+03   8.37921307E-01   1.60305921E-01   6.26651727E-04   2.47282440E-04   3.69144750E-04   2.79257590E-04   4.85838973E-05   2.18804690E-05  
  92               3.29096675E+02   2.28068069E+03   8.37834458E-01   1.60292214E-01   6.19902207E-04   2.39956765E-04   4.38784822E-04   2.85956965E-04   4.83039057E-05   2.18422410E-05  
  93               3.46862453E+02   2.31055309E+03   8.37783069E-01   1.60285574E-01   6.15031771E-04   2.34593944E-04   4.99234941E-04   2.90813312E-04   4.80847209E-05   2.18109676E-05  
  94               3.60483144E+02   2.33225420E+03   8.37737138E-01   1.60280418E-01   6.16252789E-04   2.30135095E-04   5.46867034E-04   2.94904046E-04   4.79151574E-05   2.17994587E-05  
  95               3.76776747E+02   2.35773167E+03   8.37686019E-01   1.60274436E-01   6.12736767E-04   2.26027668E-04   6.07375010E-04   2.98532427E-04   4.77138608E-05   2.17707535E-05  
  96               3.96183897E+02   2.38648659E+03   8.37622393E-01   1.60267373E-01   6.09226517E-04   2.21821870E-04   6.81441557E-04   3.02163571E-04   4.74701843E-05   2.17374983E-05  
  97               4.19201538E+02   2.41936819E+03   8.37541561E-01   1.60258714E-01   6.05492822E-04   2.17255764E-04   7.74519774E-04   3.06028309E-04   4.71851988E-05   2.16971550E-05  
  98               4.46390133E+02   2.45600679E+03   8.37440841E-01   1.60248388E-01   6.01895734E-04   2.12680726E-04   8.88992055E-04   3.09761812E-04   4.68476713E-05   2.16502796E-05  
  99               4.78385093E+02   2.49678566E+03   8.37314764E-01   1.60235913E-01   5.98426528E-04   2.08056110E-04   1.03082068E-03   3.13372564E-04   4.64542169E-05   2.15952058E-05  
  100              5.15930816E+02   2.54172002E+03   8.37157801E-01   1.60220877E-01   5.95247119E-04   2.03513485E-04   1.20578161E-03   3.16698264E-04   4.59975507E-05   2.15311848E-05  
  101              5.59963621E+02   2.59049508E+03   8.36964994E-01   1.60202983E-01   5.92661881E-04   1.99327050E-04   1.41881389E-03   3.19435880E-04   4.54660307E-05   2.14585974E-05  
