# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CO               CH4              N2               H2S             
  44               7.96322558E-01   8.72609524E+02   8.38425366E-01   1.60497840E-01   4.71437469E-11   4.55147792E-04   3.08234134E-04   2.19077460E-04   5.93418995E-05   2.30143265E-05  
  45               9.02604695E-01   9.07595185E+02   8.38425738E-01   1.60497116E-01   1.43723962E-10   4.55157096E-04   3.08240441E-04   2.19081938E-04   5.93431191E-05   2.30890003E-05  
  46               1.02133663E+00   9.39259349E+02   8.38425498E-01   1.60495962E-01   3.63912046E-10   4.55167290E-04   3.08247376E-04   2.19086844E-04   5.93444549E-05   2.32818749E-05  
  47               1.15391003E+00   9.75826206E+02   8.38425750E-01   1.60493687E-01   9.93311148E-10   4.55188827E-04   3.08262108E-04   2.19097211E-04   5.93472700E-05   2.42907760E-05  
  48               1.30191487E+00   1.00875590E+03   8.38429020E-01   1.60490437E-01   2.28615781E-09   4.55193493E-04   3.08265949E-04   2.19099451E-04   5.93478862E-05   2.42902256E-05  
  49               1.46701865E+00   1.04699038E+03   8.38435867E-01   1.60483614E-01   5.67138243E-09   4.55193026E-04   3.08268363E-04   2.19099185E-04   5.93478384E-05   2.42890715E-05  
  50               1.65095586E+00   1.08119194E+03   8.38445101E-01   1.60474394E-01   1.20036167E-08   4.55188761E-04   3.08276607E-04   2.19096783E-04   5.93473377E-05   2.42874941E-05  
  51               1.85560640E+00   1.12107880E+03   8.38461441E-01   1.60458051E-01   2.73449729E-08   4.55173626E-04   3.08306289E-04   2.19087338E-04   5.93456663E-05   2.42846639E-05  
  52               2.08328772E+00   1.15630356E+03   8.38478918E-01   1.60440488E-01   5.34869904E-08   4.55145572E-04   3.08430748E-04   2.19059935E-04   5.93438632E-05   2.42815098E-05  
  53               2.33736529E+00   1.19447502E+03   8.38501045E-01   1.60418103E-01   1.06034075E-07   4.55058000E-04   3.08833490E-04   2.18948802E-04   5.93413771E-05   2.42772928E-05  
  54               2.62145786E+00   1.22875332E+03   8.38520279E-01   1.60398359E-01   1.87515082E-07   4.54744618E-04   3.10026575E-04   2.18484777E-04   5.93397142E-05   2.42732247E-05  
  55               2.93984352E+00   1.26630115E+03   8.38541643E-01   1.60376481E-01   3.38796539E-07   4.53668148E-04   3.13093453E-04   2.16829492E-04   5.93381898E-05   2.42681929E-05  
  56               3.29827653E+00   1.30002367E+03   8.38559354E-01   1.60359897E-01   5.55089867E-07   4.50488637E-04   3.19823683E-04   2.11894764E-04   5.93379988E-05   2.42635369E-05  
  57               3.70574839E+00   1.33725851E+03   8.38581809E-01   1.60343490E-01   9.32361809E-07   4.42962966E-04   3.32253730E-04   2.00505826E-04   5.93375584E-05   2.42576237E-05  
  58               4.17597057E+00   1.37068844E+03   8.38604912E-01   1.60333440E-01   1.43593640E-06   4.29771538E-04   3.49663542E-04   1.82569112E-04   5.93368874E-05   2.42516390E-05  
  59               4.72684112E+00   1.40802721E+03   8.38633324E-01   1.60324205E-01   2.27443875E-06   4.11236112E-04   3.70652628E-04   1.60026093E-04   5.93349881E-05   2.42350255E-05  
  60               5.37415348E+00   1.44179688E+03   8.38653943E-01   1.60318557E-01   3.34214105E-06   3.94192527E-04   3.88415601E-04   1.42438976E-04   5.93335500E-05   2.42279409E-05  
  61               6.13067875E+00   1.48020327E+03   8.38675478E-01   1.60312471E-01   5.08824220E-06   3.77175762E-04   4.06245841E-04   1.24275254E-04   5.93326347E-05   2.41449320E-05  
  62               7.00387004E+00   1.51549885E+03   8.38685062E-01   1.60307599E-01   7.28440501E-06   3.65001658E-04   4.18707331E-04   1.12019650E-04   5.93313955E-05   2.41330854E-05  
  63               7.99743879E+00   1.55622928E+03   8.38696316E-01   1.60302380E-01   1.08772609E-05   3.55301472E-04   4.33653199E-04   9.69174647E-05   5.93369562E-05   2.36425467E-05  
  64               9.11489486E+00   1.59441660E+03   8.38691577E-01   1.60296252E-01   1.54560299E-05   3.45703187E-04   4.43724169E-04   8.68645472E-05   5.93352696E-05   2.36191517E-05  
  65               1.03409341E+01   1.63877869E+03   8.38687595E-01   1.60290767E-01   2.29887138E-05   3.47881081E-04   4.58376503E-04   7.21264473E-05   5.93554544E-05   2.22870200E-05  
  66               1.16509408E+01   1.68138163E+03   8.38683868E-01   1.60285977E-01   3.29408124E-05   3.40714154E-04   4.67934844E-04   6.25324396E-05   5.93525172E-05   2.22186775E-05  
  67               1.30055652E+01   1.73115845E+03   8.38663373E-01   1.60278563E-01   4.95967923E-05   3.38336446E-04   4.79959085E-04   5.04412641E-05   5.93545441E-05   2.19824387E-05  
  68               1.43167391E+01   1.77586341E+03   8.38609038E-01   1.60268786E-01   7.01719603E-05   3.51387792E-04   4.89952900E-04   4.03891918E-05   5.93607827E-05   2.15219950E-05  
  69               1.54632579E+01   1.81197569E+03   8.38537825E-01   1.60259422E-01   9.16086362E-05   3.78108417E-04   4.97565985E-04   3.27340028E-05   5.93789645E-05   2.09750443E-05  
  70               1.63685657E+01   1.83931490E+03   8.38477872E-01   1.60252996E-01   1.11297854E-04   4.04470534E-04   5.02585248E-04   2.76885323E-05   5.93819643E-05   2.05755102E-05  
  71               1.73639835E+01   1.86760556E+03   8.38459147E-01   1.60250288E-01   1.35211630E-04   4.01966577E-04   5.05066347E-04   2.51758822E-05   5.93639692E-05   2.05755564E-05  
  72               1.84682694E+01   1.89786877E+03   8.38422514E-01   1.60244846E-01   1.65420926E-04   3.99591703E-04   5.07386816E-04   2.28110524E-05   5.93441755E-05   2.05719594E-05  
  73               1.93911665E+01   1.92169947E+03   8.38399322E-01   1.60242148E-01   1.92890377E-04   3.97979235E-04   5.08964512E-04   2.12024055E-05   5.93355814E-05   2.05671114E-05  
  74               2.01235598E+01   1.94030643E+03   8.38378716E-01   1.60239860E-01   2.16930537E-04   3.96813897E-04   5.10101523E-04   2.00398468E-05   5.93222795E-05   2.05613080E-05  
  75               2.09515725E+01   1.96026432E+03   8.38354058E-01   1.60237242E-01   2.45293646E-04   3.95700461E-04   5.11183879E-04   1.89285397E-05   5.93080657E-05   2.05536267E-05  
  76               2.18837247E+01   1.98238778E+03   8.38323309E-01   1.60234080E-01   2.80321750E-04   3.94552354E-04   5.12297470E-04   1.77812640E-05   5.92923312E-05   2.05424377E-05  
  77               2.29270049E+01   2.00583318E+03   8.38286647E-01   1.60230437E-01   3.21659846E-04   3.93482037E-04   5.13331680E-04   1.67086893E-05   5.92698166E-05   2.05281145E-05  
  78               2.36838698E+01   2.02267609E+03   8.38227765E-01   1.60221921E-01   3.54426476E-04   3.92753594E-04   5.14012709E-04   1.59804676E-05   5.92622248E-05   2.05149637E-05  
  79               2.42174008E+01   2.03393864E+03   8.38206893E-01   1.60219943E-01   3.77699265E-04   3.92311069E-04   5.14431257E-04   1.55416574E-05   5.92488913E-05   2.05059473E-05  
  80               2.48305296E+01   2.04708365E+03   8.38180937E-01   1.60217471E-01   4.06579657E-04   3.91823316E-04   5.14918173E-04   1.50307333E-05   5.92375452E-05   2.04942707E-05  
  81               2.55324384E+01   2.06135315E+03   8.38151066E-01   1.60214663E-01   4.39734892E-04   3.91320247E-04   5.15389222E-04   1.45322322E-05   5.92240691E-05   2.04806235E-05  
  82               2.63329314E+01   2.07769294E+03   8.38114187E-01   1.60211221E-01   4.80548501E-04   3.90786364E-04   5.15916445E-04   1.39726785E-05   5.92092555E-05   2.04632470E-05  
  83               2.72455626E+01   2.09536432E+03   8.38071385E-01   1.60207274E-01   5.27829713E-04   3.90240556E-04   5.16419755E-04   1.34322706E-05   5.91913019E-05   2.04427794E-05  
  84               2.82825248E+01   2.11531979E+03   8.38018737E-01   1.60202451E-01   5.85880081E-04   3.89647810E-04   5.16962393E-04   1.28460067E-05   5.91714267E-05   2.04168434E-05  
  85               2.94567915E+01   2.13671789E+03   8.37957348E-01   1.60196882E-01   6.53387852E-04   3.89084499E-04   5.17469439E-04   1.22889479E-05   5.91477091E-05   2.03866052E-05  
  86               3.07821567E+01   2.16050412E+03   8.37882232E-01   1.60190106E-01   7.35858678E-04   3.88491912E-04   5.17996185E-04   1.17036321E-05   5.91213951E-05   2.03489823E-05  
  87               3.22732839E+01   2.18576740E+03   8.37794588E-01   1.60182261E-01   8.31887193E-04   3.87940565E-04   5.18473800E-04   1.11589392E-05   5.90904603E-05   2.03053713E-05  
  88               3.39457957E+01   2.21344594E+03   8.37687962E-01   1.60172759E-01   9.48567492E-04   3.87376998E-04   5.18951655E-04   1.06027999E-05   5.90561153E-05   2.02521254E-05  
  89               3.58163919E+01   2.24255656E+03   8.37563793E-01   1.60161754E-01   1.08424475E-03   3.86864706E-04   5.19368303E-04   1.00966446E-05   5.90162712E-05   2.01910618E-05  
  90               3.79030220E+01   2.27403090E+03   8.37413785E-01   1.60148502E-01   1.24800884E-03   3.86354740E-04   5.19767808E-04   9.59303049E-06   5.89720509E-05   2.01179747E-05  
  91               4.02250795E+01   2.30681727E+03   8.37237926E-01   1.60132821E-01   1.43763756E-03   3.85902415E-04   5.20095350E-04   9.14549129E-06   5.89211756E-05   2.00353123E-05  
  92               4.28029607E+01   2.34187297E+03   8.37021374E-01   1.60114309E-01   1.66485421E-03   3.91446281E-04   5.20539394E-04   8.57826688E-06   5.88691201E-05   1.99708612E-05  
  93               4.56597869E+01   2.37807362E+03   8.36781198E-01   1.60093274E-01   1.92630761E-03   3.91188458E-04   5.20759505E-04   8.20331416E-06   5.88056356E-05   1.98628691E-05  
  94               4.88214203E+01   2.41642710E+03   8.36495708E-01   1.60068302E-01   2.23701672E-03   3.90939274E-04   5.20939033E-04   7.84482728E-06   5.87354140E-05   1.97383687E-05  
  95               5.23158424E+01   2.45576567E+03   8.36169446E-01   1.60039808E-01   2.59198055E-03   3.90739307E-04   5.21038309E-04   7.54267202E-06   5.86562063E-05   1.96020421E-05  
  96               5.61737701E+01   2.49712660E+03   8.35785208E-01   1.60006276E-01   3.00996049E-03   3.90552187E-04   5.21088698E-04   7.25871503E-06   5.85687344E-05   1.94478270E-05  
  97               6.04301167E+01   2.53930492E+03   8.35349914E-01   1.59968326E-01   3.48337042E-03   3.90417200E-04   5.21055677E-04   7.02797361E-06   5.84706903E-05   1.92818256E-05  
  98               6.51255811E+01   2.58338854E+03   8.34842257E-01   1.59924087E-01   4.03542813E-03   3.90302118E-04   5.20965354E-04   6.81580912E-06   5.83624577E-05   1.90973943E-05  
  99               7.03062989E+01   2.62818914E+03   8.34271824E-01   1.59874410E-01   4.65565157E-03   3.90244919E-04   5.20787901E-04   6.65270723E-06   5.82416481E-05   1.89018836E-05  
  100              7.60250745E+01   2.67482353E+03   8.33612741E-01   1.59817028E-01   5.37221495E-03   3.90217784E-04   5.20543712E-04   6.50766905E-06   5.81082181E-05   1.86881556E-05  
  101              8.23424596E+01   2.72210728E+03   8.32878318E-01   1.59753116E-01   6.17058789E-03   3.90258943E-04   5.20206173E-04   6.40822063E-06   5.79596417E-05   1.84648615E-05  
