# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               SiO             
  1                1.00000000E-05   3.99440762E+02   8.38565130E-01   1.60522474E-01   3.51711676E-24   5.28139529E-04   2.84439823E-04   6.04249293E-05   0.00000000E+00   0.00000000E+00  
  2                2.00489424E-05   4.59488030E+02   8.38564893E-01   1.60522717E-01   1.36142753E-20   5.28140790E-04   2.84440504E-04   6.04250719E-05   0.00000000E+00   0.00000000E+00  
  3                3.17013016E-05   4.74037544E+02   8.38564893E-01   1.60522717E-01   6.29063926E-20   5.28141915E-04   2.84441113E-04   6.04251971E-05   0.00000000E+00   0.00000000E+00  
  4                4.56301993E-05   4.97987689E+02   8.38564927E-01   1.60522694E-01   7.60193991E-19   5.28143957E-04   2.84442219E-04   6.04254243E-05   0.00000000E+00   0.00000000E+00  
  5                6.23685035E-05   5.04808805E+02   8.38564915E-01   1.60522697E-01   1.32981375E-18   5.28147076E-04   2.84443907E-04   6.04257717E-05   0.00000000E+00   0.00000000E+00  
  6                8.25571986E-05   5.24066373E+02   8.38564972E-01   1.60522649E-01   7.88471679E-18   5.28151115E-04   2.84446092E-04   6.04262214E-05   0.00000000E+00   0.00000000E+00  
  7                1.06945016E-04   5.28907648E+02   8.38564950E-01   1.60522657E-01   1.09833882E-17   5.28156097E-04   2.84448786E-04   6.04267767E-05   0.00000000E+00   0.00000000E+00  
  8                1.36452076E-04   5.46467130E+02   8.38565059E-01   1.60522554E-01   4.83333593E-17   5.28161617E-04   2.84451772E-04   6.04273916E-05   0.00000000E+00   0.00000000E+00  
  9                1.72169771E-04   5.50426527E+02   8.38565019E-01   1.60522575E-01   6.09112601E-17   5.28167865E-04   2.84455150E-04   6.04280882E-05   0.00000000E+00   0.00000000E+00  
  10               2.15438693E-04   5.67085799E+02   8.38565223E-01   1.60522374E-01   2.22935229E-16   5.28174373E-04   2.84458669E-04   6.04288134E-05   0.00000000E+00   0.00000000E+00  
  11               2.67863413E-04   5.70475179E+02   8.38565146E-01   1.60522426E-01   2.63686332E-16   5.28181458E-04   2.84462499E-04   6.04296035E-05   0.00000000E+00   0.00000000E+00  
  12               3.31401379E-04   5.86739881E+02   8.38565506E-01   1.60522069E-01   8.56095586E-16   5.28188229E-04   2.84466160E-04   6.04303568E-05   0.00000000E+00   0.00000000E+00  
  13               4.08398809E-04   5.89903303E+02   8.38565346E-01   1.60522169E-01   9.81918846E-16   5.28196352E-04   2.84470549E-04   6.04312644E-05   0.00000000E+00   0.00000000E+00  
  14               5.01702193E-04   6.06249626E+02   8.38565955E-01   1.60521556E-01   2.96643246E-15   5.28202987E-04   2.84474137E-04   6.04320009E-05   0.00000000E+00   0.00000000E+00  
  15               6.14729414E-04   6.09403504E+02   8.38565740E-01   1.60521748E-01   3.35865454E-15   5.28211204E-04   2.84478577E-04   6.04329182E-05   0.00000000E+00   0.00000000E+00  
  16               7.51626512E-04   6.25952881E+02   8.38566741E-01   1.60520744E-01   9.57074037E-15   5.28220405E-04   2.84483547E-04   6.04339476E-05   0.00000000E+00   0.00000000E+00  
  17               9.17444568E-04   6.29009793E+02   8.38566183E-01   1.60521052E-01   1.06385041E-14   5.28228840E-04   2.84488104E-04   6.04348891E-05   0.00000000E+00   0.00000000E+00  
  18               1.11836310E-03   6.45659068E+02   8.38567706E-01   1.60519530E-01   2.85186055E-14   5.28235505E-04   2.84491708E-04   6.04356279E-05   0.00000000E+00   0.00000000E+00  
  19               1.36185002E-03   6.48535746E+02   8.38567087E-01   1.60520123E-01   3.09990470E-14   5.28244411E-04   2.84496519E-04   6.04366230E-05   0.00000000E+00   0.00000000E+00  
  20               1.65697028E-03   6.65312998E+02   8.38569244E-01   1.60517970E-01   7.86988837E-14   5.28249087E-04   2.84499052E-04   6.04371339E-05   0.00000000E+00   0.00000000E+00  
  21               2.01467415E-03   6.68046502E+02   8.38568064E-01   1.60518866E-01   8.39999478E-14   5.28261152E-04   2.84505563E-04   6.04384903E-05   0.00000000E+00   0.00000000E+00  
  22               2.44821920E-03   6.85042929E+02   8.38570950E-01   1.60515984E-01   2.03866540E-13   5.28264871E-04   2.84507580E-04   6.04388917E-05   0.00000000E+00   0.00000000E+00  
  23               2.97361538E-03   6.87632287E+02   8.38569532E-01   1.60517373E-01   2.13994914E-13   5.28274737E-04   2.84512907E-04   6.04399964E-05   0.00000000E+00   0.00000000E+00  
  24               3.61018145E-03   7.05001074E+02   8.38573243E-01   1.60513666E-01   5.02121321E-13   5.28277226E-04   2.84514262E-04   6.04402573E-05   0.00000000E+00   0.00000000E+00  
  25               4.38124680E-03   7.07513373E+02   8.38571294E-01   1.60515585E-01   5.20935492E-13   5.28287684E-04   2.84519907E-04   6.04414298E-05   0.00000000E+00   0.00000000E+00  
  26               5.31490543E-03   7.25279981E+02   8.38575871E-01   1.60511013E-01   1.18497227E-12   5.28288888E-04   2.84520568E-04   6.04415437E-05   0.00000000E+00   0.00000000E+00  
  27               6.44494604E-03   7.27829723E+02   8.38573353E-01   1.60513498E-01   1.22323052E-12   5.28299913E-04   2.84526519E-04   6.04427814E-05   0.00000000E+00   0.00000000E+00  
  28               7.81181194E-03   7.46342272E+02   8.38579018E-01   1.60507836E-01   2.74525591E-12   5.28299523E-04   2.84526322E-04   6.04427131E-05   0.00000000E+00   0.00000000E+00  
  29               9.46392069E-03   7.49233888E+02   8.38575990E-01   1.60510827E-01   2.86120793E-12   5.28311023E-04   2.84532528E-04   6.04440051E-05   0.00000000E+00   0.00000000E+00  
  30               1.14592328E-02   7.68759645E+02   8.38583100E-01   1.60503715E-01   6.39748175E-12   5.28308580E-04   2.84531225E-04   6.04437019E-05   0.00000000E+00   0.00000000E+00  
  31               1.38680745E-02   7.72393537E+02   8.38579697E-01   1.60507068E-01   6.84208772E-12   5.28320227E-04   2.84537510E-04   6.04450107E-05   0.00000000E+00   0.00000000E+00  
  32               1.67746601E-02   7.93293889E+02   8.38588908E-01   1.60497835E-01   1.54009822E-11   5.28314913E-04   2.84534661E-04   6.04443789E-05   0.00000000E+00   0.00000000E+00  
  33               2.02791654E-02   7.97882728E+02   8.38585169E-01   1.60501487E-01   1.69845655E-11   5.28326627E-04   2.84540982E-04   6.04456952E-05   0.00000000E+00   0.00000000E+00  
  34               2.45002823E-02   8.20374660E+02   8.38597238E-01   1.60489326E-01   3.85354711E-11   5.28317790E-04   2.84536235E-04   6.04446601E-05   0.00000000E+00   0.00000000E+00  
  35               2.95773369E-02   8.26491695E+02   8.38593601E-01   1.60492750E-01   4.45868006E-11   5.28328636E-04   2.84542088E-04   6.04458766E-05   0.00000000E+00   0.00000000E+00  
  36               3.56735114E-02   8.51252206E+02   8.38609980E-01   1.60476034E-01   1.03588082E-10   5.28315812E-04   2.84535194E-04   6.04443847E-05   0.00000000E+00   0.00000000E+00  
  37               4.29773983E-02   8.59284220E+02   8.38606995E-01   1.60478554E-01   1.26428191E-10   5.28324716E-04   2.84540001E-04   6.04453784E-05   0.00000000E+00   0.00000000E+00  
  38               5.17064311E-02   8.86627385E+02   8.38628262E-01   1.60455865E-01   2.99854384E-10   5.28305917E-04   2.84529889E-04   6.04432021E-05   0.00000000E+00   0.00000000E+00  
  39               6.21048707E-02   8.97385862E+02   8.38627096E-01   1.60455856E-01   3.92316349E-10   5.28319515E-04   2.84537225E-04   6.04447318E-05   0.00000000E+00   0.00000000E+00  
  40               7.44528049E-02   9.27909362E+02   8.38656176E-01   1.60426863E-01   9.52329292E-10   5.28283930E-04   2.84518072E-04   6.04406337E-05   0.00000000E+00   0.00000000E+00  
  41               8.90684450E-02   9.41823569E+02   8.38659758E-01   1.60423302E-01   1.33157629E-09   5.28282507E-04   2.84517318E-04   6.04404435E-05   0.00000000E+00   0.00000000E+00  
  42               1.06335057E-01   9.76219887E+02   8.38693251E-01   1.60389929E-01   3.30881982E-09   5.28239732E-04   2.84494294E-04   6.04355215E-05   0.00000000E+00   1.30301248E-15  
  43               1.26669573E-01   9.94425619E+02   8.38701251E-01   1.60381965E-01   5.00355215E-09   5.28231584E-04   2.84489916E-04   6.04345600E-05   6.76528860E-16   3.94394326E-15  
  44               1.50538891E-01   1.03331786E+03   8.38733632E-01   1.60349695E-01   1.26263398E-08   5.28190012E-04   2.84467532E-04   6.04297731E-05   7.22349995E-15   4.77010979E-14  
  45               1.78414469E-01   1.05623665E+03   8.38743499E-01   1.60339856E-01   2.03427583E-08   5.28179607E-04   2.84461911E-04   6.04285493E-05   2.41265435E-14   1.70716613E-13  
  46               2.10794911E-01   1.10016181E+03   8.38768904E-01   1.60314502E-01   5.15022240E-08   5.28148309E-04   2.84444971E-04   6.04249284E-05   2.54909377E-13   2.04224524E-12  
  47               2.48156263E-01   1.12845300E+03   8.38777584E-01   1.60305804E-01   8.74312952E-08   5.28140840E-04   2.84440630E-04   6.04240137E-05   9.59115295E-13   8.28085071E-12  
  48               2.91121335E-01   1.17755578E+03   8.38793231E-01   1.60290049E-01   2.17543502E-07   5.28124710E-04   2.84431029E-04   6.04220572E-05   9.26235495E-12   9.02692577E-11  
  49               3.40409790E-01   1.21110870E+03   8.38798550E-01   1.60284555E-01   3.78425648E-07   5.28124556E-04   2.84428760E-04   6.04217867E-05   3.60674838E-11   3.79661955E-10  
  50               3.96789938E-01   1.26525320E+03   8.38805805E-01   1.60276754E-01   9.06205544E-07   5.28124388E-04   2.84424543E-04   6.04211820E-05   3.00087718E-10   3.54595487E-09  
  51               4.60977292E-01   1.30379912E+03   8.38807800E-01   1.60274024E-01   1.57673900E-06   5.28137968E-04   2.84433646E-04   6.04213781E-05   1.13722718E-09   1.45042825E-08  
  52               5.33808447E-01   1.36232275E+03   8.38809063E-01   1.60270652E-01   3.55967659E-06   5.28165213E-04   2.84483426E-04   6.04215266E-05   7.87386671E-09   1.11827914E-07  
  53               6.16101463E-01   1.40485203E+03   8.38805737E-01   1.60269051E-01   6.03337199E-06   5.28224567E-04   2.84761134E-04   6.04223393E-05   2.74082939E-08   4.18515389E-07  
  54               7.08867675E-01   1.46739415E+03   8.38794596E-01   1.60266672E-01   1.27601310E-05   5.28356342E-04   2.85726657E-04   6.04261105E-05   1.56410137E-07   2.63632575E-06  
  55               8.11863553E-01   1.51549083E+03   8.38773364E-01   1.60264310E-01   2.13942376E-05   5.28587395E-04   2.88944476E-04   6.04355610E-05   5.07445160E-07   9.17619432E-06  
  56               9.23244915E-01   1.57683725E+03   8.38744140E-01   1.60262681E-01   4.01869804E-05   5.28944236E-04   2.96504043E-04   6.04544427E-05   2.96255642E-06   1.99425232E-05  
  57               1.03744111E+00   1.61944422E+03   8.38692065E-01   1.60256539E-01   5.95722104E-05   5.29196129E-04   3.10795944E-04   6.04671839E-05   1.04135186E-05   2.35063026E-05  
  58               1.14960458E+00   1.67236142E+03   8.38594307E-01   1.60248859E-01   9.61204753E-05   5.29632739E-04   3.38665698E-04   6.05133391E-05   3.70967605E-05   3.63317525E-05  
  59               1.25151071E+00   1.70259444E+03   8.38503669E-01   1.60242420E-01   1.22881716E-04   5.29927255E-04   3.67033177E-04   6.05575421E-05   6.59557768E-05   5.04151691E-05  
  60               1.34067930E+00   1.74184861E+03   8.38453628E-01   1.60237295E-01   1.70067847E-04   5.30052826E-04   3.74883216E-04   6.05791494E-05   6.58962355E-05   5.05102979E-05  
  61               1.41562214E+00   1.75886854E+03   8.38431494E-01   1.60235197E-01   1.92465273E-04   5.30034428E-04   3.76709096E-04   6.05785862E-05   6.58584322E-05   5.05501638E-05  
  62               1.50204293E+00   1.79451129E+03   8.38343555E-01   1.60224217E-01   2.53955245E-04   5.29976254E-04   3.77012611E-04   6.05738115E-05   6.57995069E-05   5.06319113E-05  
  63               1.57372403E+00   1.80820491E+03   8.38320847E-01   1.60222204E-01   2.78275440E-04   5.30173991E-04   3.77133471E-04   6.06238692E-05   6.57653144E-05   5.06626529E-05  
  64               1.63046667E+00   1.83313026E+03   8.38268417E-01   1.60217615E-01   3.35433224E-04   5.30127795E-04   3.77024488E-04   6.06213559E-05   6.57263344E-05   5.07198456E-05  
  65               1.69712257E+00   1.84395959E+03   8.38247016E-01   1.60215751E-01   3.58723865E-04   5.30119280E-04   3.76971472E-04   6.06198205E-05   6.56960569E-05   5.07433272E-05  
  66               1.77492291E+00   1.87367453E+03   8.38169305E-01   1.60208951E-01   4.43283012E-04   5.30128127E-04   3.76873176E-04   6.06163398E-05   6.56456096E-05   5.08100310E-05  
  67               1.86508471E+00   1.88928209E+03   8.38128559E-01   1.60205396E-01   4.87589093E-04   5.30127027E-04   3.76819177E-04   6.06138769E-05   6.56036577E-05   5.08431479E-05  
  68               1.96902576E+00   1.92395839E+03   8.38011090E-01   1.60195129E-01   6.15342497E-04   5.30127863E-04   3.76713305E-04   6.06088001E-05   6.55395357E-05   5.09189460E-05  
  69               2.08736255E+00   1.94420044E+03   8.37939993E-01   1.60188927E-01   6.92597389E-04   5.30115501E-04   3.76685661E-04   6.06048457E-05   6.54843483E-05   5.09608925E-05  
  70               2.22245061E+00   1.98354733E+03   8.37761834E-01   1.60173370E-01   8.86439842E-04   5.30094417E-04   3.76528526E-04   6.05971625E-05   6.54046790E-05   5.10438293E-05  
  71               2.37704247E+00   2.00864325E+03   8.37641099E-01   1.60162839E-01   1.01777200E-03   5.30065564E-04   3.76440299E-04   6.05902557E-05   6.53332755E-05   5.10933894E-05  
  72               2.55332113E+00   2.05291185E+03   8.37366790E-01   1.60138898E-01   1.31620041E-03   5.30010604E-04   3.76251473E-04   6.05787482E-05   6.52339954E-05   5.11826284E-05  
  73               2.75356554E+00   2.08271031E+03   8.37167456E-01   1.60121514E-01   1.53303130E-03   5.29956737E-04   3.76135414E-04   6.05672831E-05   6.51433397E-05   5.12380983E-05  
  74               2.98045157E+00   2.13132022E+03   8.36750000E-01   1.60085091E-01   1.98716965E-03   5.29853787E-04   3.75903861E-04   6.05502630E-05   6.50213547E-05   5.13297210E-05  
  75               3.23677435E+00   2.16530041E+03   8.36433176E-01   1.60057462E-01   2.33180381E-03   5.29763209E-04   3.75749692E-04   6.05329779E-05   6.49086230E-05   5.13872680E-05  
  76               3.52587938E+00   2.21751272E+03   8.35812127E-01   1.60003289E-01   3.00740259E-03   5.29595092E-04   3.75457936E-04   6.05078069E-05   6.47605518E-05   5.14751469E-05  
  77               3.85127606E+00   2.25510354E+03   8.35327790E-01   1.59961054E-01   3.53425160E-03   5.29453022E-04   3.75251448E-04   6.04831168E-05   6.46225792E-05   5.15290486E-05  
  78               4.21724049E+00   2.31000093E+03   8.34432728E-01   1.59882786E-01   4.50575604E-03   5.29199095E-04   3.74879503E-04   6.04466969E-05   6.44448273E-05   5.16037929E-05  
  79               4.62782148E+00   2.35053136E+03   8.33715983E-01   1.59820781E-01   5.27595993E-03   5.28990512E-04   3.81182005E-04   6.04129072E-05   6.42783206E-05   5.16830775E-05  
