# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CO               CH4              N2               H2S             
  14               3.50112530E-04   4.37887168E+02   8.38415494E-01   1.60495221E-01   1.92869859E-22   4.72563393E-04   2.86221119E-04   2.36773866E-04   5.92344606E-05   2.29850551E-05  
  15               4.38390914E-04   4.43720216E+02   8.38415453E-01   1.60495261E-01   3.79874559E-22   4.72563466E-04   2.86221163E-04   2.36773903E-04   5.92344655E-05   2.29850609E-05  
  16               5.48239039E-04   4.51944947E+02   8.38415468E-01   1.60495246E-01   1.00011382E-21   4.72563453E-04   2.86221156E-04   2.36773896E-04   5.92344589E-05   2.29850587E-05  
  17               6.84900293E-04   4.58045067E+02   8.38415426E-01   1.60495288E-01   1.94415797E-21   4.72563531E-04   2.86221204E-04   2.36773935E-04   5.92344629E-05   2.29850647E-05  
  18               8.54894306E-04   4.66514705E+02   8.38415437E-01   1.60495277E-01   4.94295183E-21   4.72563528E-04   2.86221203E-04   2.36773934E-04   5.92344557E-05   2.29850631E-05  
  19               1.06629854E-03   4.72875866E+02   8.38415393E-01   1.60495321E-01   9.46058558E-21   4.72563615E-04   2.86221257E-04   2.36773977E-04   5.92344589E-05   2.29850694E-05  
  20               1.32915551E-03   4.81536257E+02   8.38415398E-01   1.60495316E-01   2.30840057E-20   4.72563626E-04   2.86221264E-04   2.36773983E-04   5.92344513E-05   2.29850687E-05  
  21               1.65592122E-03   4.88027378E+02   8.38415347E-01   1.60495367E-01   4.28291946E-20   4.72563728E-04   2.86221327E-04   2.36774034E-04   5.92344542E-05   2.29850760E-05  
  22               2.06207894E-03   4.96787223E+02   8.38415343E-01   1.60495370E-01   9.94854665E-20   4.72563755E-04   2.86221345E-04   2.36774047E-04   5.92344466E-05   2.29850764E-05  
  23               2.56684311E-03   5.03281590E+02   8.38415281E-01   1.60495433E-01   1.76870144E-19   4.72563878E-04   2.86221422E-04   2.36774109E-04   5.92344498E-05   2.29850854E-05  
  24               3.19409643E-03   5.12027524E+02   8.38415266E-01   1.60495448E-01   3.88064531E-19   4.72563927E-04   2.86221454E-04   2.36774133E-04   5.92344428E-05   2.29850875E-05  
  25               3.97359367E-03   5.18559028E+02   8.38415190E-01   1.60495523E-01   6.65724758E-19   4.72564073E-04   2.86221545E-04   2.36774206E-04   5.92344470E-05   2.29850983E-05  
  26               4.94239258E-03   5.27360368E+02   8.38415164E-01   1.60495549E-01   1.39540026E-18   4.72564144E-04   2.86221591E-04   2.36774242E-04   5.92344408E-05   2.29851021E-05  
  27               6.14649451E-03   5.33892880E+02   8.38415072E-01   1.60495640E-01   2.30815718E-18   4.72564318E-04   2.86221699E-04   2.36774330E-04   5.92344466E-05   2.29851151E-05  
  28               7.64293875E-03   5.42882699E+02   8.38415035E-01   1.60495677E-01   4.69355163E-18   4.72564407E-04   2.86221757E-04   2.36774374E-04   5.92344408E-05   2.29851204E-05  
  29               9.50240956E-03   5.49571139E+02   8.38414929E-01   1.60495783E-01   7.60775666E-18   4.72564610E-04   2.86221884E-04   2.36774476E-04   5.92344487E-05   2.29851356E-05  
  30               1.18123483E-02   5.58819393E+02   8.38414882E-01   1.60495830E-01   1.51134495E-17   4.72564716E-04   2.86221952E-04   2.36774530E-04   5.92344436E-05   2.29851423E-05  
  31               1.46807335E-02   5.65853730E+02   8.38414762E-01   1.60495948E-01   2.43972658E-17   4.72564938E-04   2.86222091E-04   2.36774641E-04   5.92344523E-05   2.29851592E-05  
  32               1.82405872E-02   5.75714959E+02   8.38414714E-01   1.60495996E-01   4.86982284E-17   4.72565060E-04   2.86222169E-04   2.36774702E-04   5.92344479E-05   2.29851661E-05  
  33               2.26551453E-02   5.83405110E+02   8.38414590E-01   1.60496119E-01   8.00233144E-17   4.72565291E-04   2.86222314E-04   2.36774818E-04   5.92344567E-05   2.29851837E-05  
  34               2.81241496E-02   5.94181987E+02   8.38414548E-01   1.60496161E-01   1.63360258E-16   4.72565395E-04   2.86222382E-04   2.36774871E-04   5.92344489E-05   2.29851897E-05  
  35               3.48916568E-02   6.02982263E+02   8.38414435E-01   1.60496274E-01   2.80782531E-16   4.72565619E-04   2.86222523E-04   2.36774984E-04   5.92344556E-05   2.29852059E-05  
  36               4.32543235E-02   6.15055314E+02   8.38414410E-01   1.60496298E-01   5.96525922E-16   4.72565700E-04   2.86222578E-04   2.36775025E-04   5.92344439E-05   2.29852093E-05  
  37               5.35712064E-02   6.25232235E+02   8.38414316E-01   1.60496391E-01   1.07955565E-15   4.72565908E-04   2.86222709E-04   2.36775129E-04   5.92344475E-05   2.29852226E-05  
  38               6.62847556E-02   6.38951238E+02   8.38414316E-01   1.60496388E-01   2.40825884E-15   4.72565957E-04   2.86222744E-04   2.36775154E-04   5.92344306E-05   2.29852223E-05  
  39               8.19312564E-02   6.50919057E+02   8.38414251E-01   1.60496451E-01   4.64016797E-15   4.72566155E-04   2.86222870E-04   2.36775254E-04   5.92344319E-05   2.29852312E-05  
  40               1.01154358E-01   6.66706720E+02   8.38414276E-01   1.60496414E-01   1.09447515E-14   4.72566170E-04   2.86222885E-04   2.36775262E-04   5.92344096E-05   2.29852259E-05  
  41               1.24725696E-01   6.80959511E+02   8.38414247E-01   1.60496436E-01   2.26446652E-14   4.72566454E-04   2.86223062E-04   2.36775405E-04   5.92344203E-05   2.29852290E-05  
  42               1.53566941E-01   6.99366593E+02   8.38414273E-01   1.60496355E-01   5.68523382E-14   4.72566470E-04   2.86223078E-04   2.36775414E-04   5.92343968E-05   2.29852175E-05  
  43               1.88756102E-01   7.16422652E+02   8.38414256E-01   1.60496328E-01   1.26481215E-13   4.72567368E-04   2.86223628E-04   2.36775864E-04   5.92344831E-05   2.29852135E-05  
  44               2.31552400E-01   7.37887527E+02   8.38414237E-01   1.60496199E-01   3.35404667E-13   4.72567716E-04   2.86223845E-04   2.36776039E-04   5.92344995E-05   2.29851949E-05  
  45               2.83423759E-01   7.58393072E+02   8.38414081E-01   1.60496091E-01   8.02022255E-13   4.72569683E-04   2.86225043E-04   2.36777025E-04   5.92347180E-05   2.29851792E-05  
  46               3.46108747E-01   7.83552053E+02   8.38414217E-01   1.60495945E-01   2.23503846E-12   4.72572507E-04   2.86226760E-04   2.36778441E-04   5.92350430E-05   2.29851580E-05  
  47               4.21686466E-01   8.08126104E+02   8.38414332E-01   1.60495820E-01   5.68153746E-12   4.72572418E-04   2.86226712E-04   2.36778397E-04   5.92350017E-05   2.29875933E-05  
  48               5.12569825E-01   8.37803259E+02   8.38414537E-01   1.60495582E-01   1.65398182E-11   4.72572181E-04   2.86226575E-04   2.36778279E-04   5.92349409E-05   2.29948062E-05  
  49               6.21467395E-01   8.67428104E+02   8.38414738E-01   1.60495275E-01   4.44695595E-11   4.72572001E-04   2.86226473E-04   2.36778190E-04   5.92348860E-05   2.30146740E-05  
  50               7.51305850E-01   9.02334850E+02   8.38415056E-01   1.60494618E-01   1.32735779E-10   4.72572044E-04   2.86226510E-04   2.36778212E-04   5.92348576E-05   2.30860351E-05  
  51               9.05140730E-01   9.37279372E+02   8.38414905E-01   1.60493381E-01   3.64042323E-10   4.72573122E-04   2.86227195E-04   2.36778753E-04   5.92349577E-05   2.32954146E-05  
  52               1.08682681E+00   9.77423338E+02   8.38415466E-01   1.60490855E-01   1.07031251E-09   4.72583937E-04   2.86233905E-04   2.36784172E-04   5.92362767E-05   2.42903428E-05  
  53               1.30088820E+00   1.01756289E+03   8.38419792E-01   1.60486578E-01   2.87671629E-09   4.72577255E-04   2.86230844E-04   2.36780815E-04   5.92354021E-05   2.42896174E-05  
  54               1.55229896E+00   1.06245829E+03   8.38428598E-01   1.60477821E-01   7.99914032E-09   4.72563751E-04   2.86228383E-04   2.36773935E-04   5.92336848E-05   2.42881237E-05  
  55               1.84645722E+00   1.10674352E+03   8.38442108E-01   1.60464337E-01   2.01118467E-08   4.72542614E-04   2.86248807E-04   2.36761949E-04   5.92311812E-05   2.42857772E-05  
  56               2.19006978E+00   1.15493988E+03   8.38463156E-01   1.60443206E-01   5.07563304E-08   4.72498091E-04   2.86394366E-04   2.36726135E-04   5.92273459E-05   2.42819791E-05  
  57               2.59170333E+00   1.20180290E+03   8.38486840E-01   1.60419060E-01   1.15492371E-07   4.72345385E-04   2.87137765E-04   2.36531445E-04   5.92233643E-05   2.42773291E-05  
  58               3.06178912E+00   1.25204937E+03   8.38513774E-01   1.60390974E-01   2.60682740E-07   4.71539885E-04   2.90106829E-04   2.35348774E-04   5.92195066E-05   2.42712927E-05  
  59               3.61469735E+00   1.30056170E+03   8.38538340E-01   1.60366433E-01   5.34794261E-07   4.67655954E-04   2.99528432E-04   2.29458420E-04   5.92177195E-05   2.42648130E-05  
  60               4.27731196E+00   1.35252338E+03   8.38570061E-01   1.60344504E-01   1.08944727E-06   4.54563832E-04   3.21313982E-04   2.10315363E-04   5.92162951E-05   2.42565729E-05  
  61               5.09263517E+00   1.40297420E+03   8.38608471E-01   1.60330840E-01   2.04506311E-06   4.29145568E-04   3.51990998E-04   1.79108381E-04   5.92135592E-05   2.42457873E-05  
  62               6.11248792E+00   1.45740719E+03   8.38647430E-01   1.60319975E-01   3.83007742E-06   3.98998664E-04   3.83411390E-04   1.47181094E-04   5.92100099E-05   2.42216328E-05  
  63               7.36847644E+00   1.51069139E+03   8.38672706E-01   1.60311915E-01   6.70979396E-06   3.76489656E-04   4.06887895E-04   1.23777386E-04   5.92082025E-05   2.41553444E-05  
  64               8.87736788E+00   1.56775100E+03   8.38677419E-01   1.60301706E-01   1.17317767E-05   3.58129787E-04   4.27872233E-04   1.02717784E-04   5.92078255E-05   2.39205987E-05  
  65               1.06202144E+01   1.62269447E+03   8.38675464E-01   1.60295134E-01   1.92539547E-05   3.59732784E-04   4.46061327E-04   8.44666876E-05   5.92311015E-05   2.23424309E-05  
  66               1.25592215E+01   1.68058804E+03   8.38675310E-01   1.60288713E-01   3.14863090E-05   3.48103660E-04   4.60005802E-04   7.04530460E-05   5.92257286E-05   2.22700042E-05  
  67               1.46162147E+01   1.73646633E+03   8.38650815E-01   1.60280685E-01   4.90821777E-05   3.45795324E-04   4.71973164E-04   5.84082121E-05   5.92156847E-05   2.20426304E-05  
  68               1.65643443E+01   1.79544754E+03   8.38572987E-01   1.60266529E-01   7.70912251E-05   3.64945854E-04   4.86576517E-04   4.37183791E-05   5.92245937E-05   2.13944733E-05  
  69               1.81487742E+01   1.83833960E+03   8.38475336E-01   1.60255306E-01   1.04871894E-04   4.10213996E-04   4.96811914E-04   3.34384463E-05   5.92320186E-05   2.06246405E-05  
  70               1.99094587E+01   1.88386955E+03   8.38446232E-01   1.60250747E-01   1.43208719E-04   4.05511287E-04   5.01470181E-04   2.87225796E-05   5.92034358E-05   2.06203744E-05  
  71               2.14091620E+01   1.91898866E+03   8.38405245E-01   1.60244801E-01   1.79933567E-04   4.02613124E-04   5.04310155E-04   2.58261215E-05   5.91832827E-05   2.06135738E-05  
  72               2.25784514E+01   1.94612669E+03   8.38376931E-01   1.60241474E-01   2.13586213E-04   4.00576831E-04   5.06308526E-04   2.37871555E-05   5.91647724E-05   2.06042992E-05  
  73               2.39536781E+01   1.97531656E+03   8.38341130E-01   1.60237584E-01   2.55061497E-04   3.98752793E-04   5.08089754E-04   2.19582308E-05   5.91411321E-05   2.05919756E-05  
  74               2.55714921E+01   2.00922873E+03   8.38291560E-01   1.60232447E-01   3.11658389E-04   3.96818381E-04   5.09975195E-04   2.00137629E-05   5.91126871E-05   2.05714705E-05  
  75               2.67554033E+01   2.03186992E+03   8.38223535E-01   1.60222953E-01   3.54458847E-04   3.95740938E-04   5.10989535E-04   1.89372697E-05   5.90919542E-05   2.05547673E-05  
  76               2.75834185E+01   2.04827348E+03   8.38192925E-01   1.60219982E-01   3.88761168E-04   3.94981211E-04   5.11747414E-04   1.81474823E-05   5.90764988E-05   2.05406211E-05  
  77               2.85762799E+01   2.06608455E+03   8.38157304E-01   1.60216585E-01   4.28463379E-04   3.94265273E-04   5.12425340E-04   1.74319790E-05   5.90569796E-05   2.05245414E-05  
  78               2.97705043E+01   2.08815288E+03   8.38108483E-01   1.60211963E-01   4.82724385E-04   3.93400389E-04   5.13275171E-04   1.65345618E-05   5.90357740E-05   2.05010577E-05  
  79               3.12012789E+01   2.11234045E+03   8.38049721E-01   1.60206513E-01   5.47739686E-04   3.92578191E-04   5.14040665E-04   1.57121545E-05   5.90071910E-05   2.04729920E-05  
  80               3.29047156E+01   2.14121919E+03   8.37970598E-01   1.60199237E-01   6.35070810E-04   3.91628123E-04   5.14918808E-04   1.47627219E-05   5.89751180E-05   2.04336039E-05  
  81               3.49200087E+01   2.17255503E+03   8.37874090E-01   1.60190496E-01   7.41151997E-04   3.90776189E-04   5.15687330E-04   1.39088395E-05   5.89338675E-05   2.03862358E-05  
  82               3.72898443E+01   2.20870571E+03   8.37746273E-01   1.60179003E-01   8.81361102E-04   3.89860058E-04   5.16499668E-04   1.29906661E-05   5.88868570E-05   2.03226051E-05  
  83               4.00605551E+01   2.24738415E+03   8.37589864E-01   1.60165079E-01   1.05247061E-03   3.89065754E-04   5.17174003E-04   1.21897050E-05   5.88285501E-05   2.02465321E-05  
  84               4.32831215E+01   2.29068497E+03   8.37384387E-01   1.60146677E-01   1.27478096E-03   3.88263885E-04   5.17827120E-04   1.13797174E-05   5.87615249E-05   2.01485915E-05  
  85               4.70127193E+01   2.33634990E+03   8.37128369E-01   1.60124634E-01   1.54529166E-03   3.93510011E-04   5.18497745E-04   1.05393138E-05   5.86852552E-05   2.00658910E-05  
  86               5.13123345E+01   2.38621161E+03   8.36811798E-01   1.60096851E-01   1.89008097E-03   3.93046110E-04   5.18924406E-04   9.88897611E-06   5.85932214E-05   1.99240284E-05  
  87               5.62530728E+01   2.43817356E+03   8.36429460E-01   1.60063404E-01   2.30620658E-03   3.92693931E-04   5.19186617E-04   9.36076863E-06   5.84844341E-05   1.97613326E-05  
  88               6.19152182E+01   2.49379881E+03   8.35952183E-01   1.60021716E-01   2.82549350E-03   3.92382671E-04   5.19347357E-04   8.87866764E-06   5.83597390E-05   1.95683518E-05  
  89               6.83896839E+01   2.55123170E+03   8.35383031E-01   1.59972086E-01   3.44450101E-03   3.92183765E-04   5.19340416E-04   8.50548131E-06   5.82145758E-05   1.93530621E-05  
  90               7.57851977E+01   2.61174858E+03   8.34689010E-01   1.59911618E-01   4.19917174E-03   3.92052551E-04   5.19204934E-04   8.18620756E-06   5.80484777E-05   1.91075850E-05  
  91               8.42277324E+01   2.67389732E+03   8.33872761E-01   1.59840564E-01   5.08654614E-03   3.92045620E-04   5.18896047E-04   7.95994232E-06   5.78569806E-05   1.88407368E-05  
  92               9.38649780E+01   2.73862554E+03   8.32900433E-01   1.59755963E-01   6.14346099E-03   3.92143125E-04   5.18431559E-04   7.79028621E-06   5.76381248E-05   1.85471873E-05  
  93               1.04867616E+02   2.80487259E+03   8.31774159E-01   1.59658017E-01   7.36752400E-03   3.92393948E-04   5.17778889E-04   7.70080915E-06   5.73872209E-05   1.82358404E-05  
  94               1.17433705E+02   2.87330641E+03   8.30462039E-01   1.59543944E-01   8.79341514E-03   3.92799587E-04   5.16939504E-04   7.66852798E-06   5.71006246E-05   1.79039569E-05  
  95               1.31789034E+02   2.94321319E+03   8.28965360E-01   1.59413870E-01   1.04196666E-02   3.93406107E-04   5.15886263E-04   7.70718224E-06   5.67727219E-05   1.75596115E-05  
  96               1.48186457E+02   3.01496367E+03   8.27258840E-01   1.59265595E-01   1.22737328E-02   3.94232051E-04   5.14607995E-04   7.80401879E-06   5.63975698E-05   1.72026097E-05  
  97               1.66895241E+02   3.08787322E+03   8.25351964E-01   1.59099960E-01   1.43452281E-02   3.95323101E-04   5.13078250E-04   7.97026406E-06   5.59675171E-05   1.68413313E-05  
  98               1.88174388E+02   3.16210916E+03   8.23228603E-01   1.58915561E-01   1.66516543E-02   3.96695057E-04   5.11283913E-04   8.19497889E-06   5.54736325E-05   1.64763834E-05  
  99               2.12304043E+02   3.23681943E+03   8.20917769E-01   1.58714939E-01   1.91613951E-02   3.98384049E-04   5.09199985E-04   8.49092361E-06   5.49040752E-05   1.61169942E-05  
  100              2.39588949E+02   3.31264654E+03   8.18388684E-01   1.58495409E-01   2.19079003E-02   4.00381390E-04   5.06811978E-04   8.83948548E-06   5.42408483E-05   1.57588005E-05  
  101              2.70371266E+02   3.38819573E+03   8.15712530E-01   1.58263190E-01   2.48136895E-02   4.02721881E-04   5.04087870E-04   9.26846010E-06   5.34623684E-05   1.54153705E-05  
