# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               SiO             
  1                1.00000000E-05   3.81478700E+02   8.38569122E-01   1.60523501E-01   1.58671708E-25   5.25750772E-04   2.74549978E-04   6.04711503E-05   0.00000000E+00   0.00000000E+00  
  2                1.97798486E-05   4.32167601E+02   8.38568920E-01   1.60523698E-01   3.66327693E-22   5.25755124E-04   2.74552326E-04   6.04716463E-05   0.00000000E+00   0.00000000E+00  
  3                3.10984068E-05   4.53608521E+02   8.38568932E-01   1.60523688E-01   5.20048943E-21   5.25754367E-04   2.74552073E-04   6.04715507E-05   0.00000000E+00   0.00000000E+00  
  4                4.46329088E-05   4.69111189E+02   8.38568939E-01   1.60523684E-01   2.95754528E-20   5.25753194E-04   2.74551668E-04   6.04714032E-05   0.00000000E+00   0.00000000E+00  
  5                6.09313947E-05   4.82001162E+02   8.38568945E-01   1.60523682E-01   1.13679616E-19   5.25751554E-04   2.74551083E-04   6.04711980E-05   0.00000000E+00   0.00000000E+00  
  6                8.06190026E-05   4.93575801E+02   8.38568951E-01   1.60523680E-01   3.56301381E-19   5.25749407E-04   2.74550299E-04   6.04709300E-05   0.00000000E+00   0.00000000E+00  
  7                1.04440243E-04   5.04245286E+02   8.38568958E-01   1.60523678E-01   9.69366878E-19   5.25746721E-04   2.74549297E-04   6.04705957E-05   0.00000000E+00   0.00000000E+00  
  8                1.33293666E-04   5.14380361E+02   8.38568967E-01   1.60523675E-01   2.40484136E-18   5.25743486E-04   2.74548073E-04   6.04701934E-05   0.00000000E+00   0.00000000E+00  
  9                1.68280791E-04   5.23974545E+02   8.38568977E-01   1.60523672E-01   5.47415078E-18   5.25739678E-04   2.74546612E-04   6.04697207E-05   0.00000000E+00   0.00000000E+00  
  10               2.10743431E-04   5.33287174E+02   8.38568989E-01   1.60523668E-01   1.17868343E-17   5.25735305E-04   2.74544917E-04   6.04691783E-05   0.00000000E+00   0.00000000E+00  
  11               2.62312175E-04   5.42245256E+02   8.38569003E-01   1.60523662E-01   2.39318131E-17   5.25730402E-04   2.74543000E-04   6.04685703E-05   0.00000000E+00   0.00000000E+00  
  12               3.24966872E-04   5.51113513E+02   8.38569020E-01   1.60523654E-01   4.70683395E-17   5.25725000E-04   2.74540871E-04   6.04679007E-05   0.00000000E+00   0.00000000E+00  
  13               4.01107940E-04   5.59839192E+02   8.38569039E-01   1.60523643E-01   8.94065507E-17   5.25719170E-04   2.74538563E-04   6.04671779E-05   0.00000000E+00   0.00000000E+00  
  14               4.93642861E-04   5.68673739E+02   8.38569064E-01   1.60523628E-01   1.67737250E-16   5.25712946E-04   2.74536084E-04   6.04664062E-05   0.00000000E+00   0.00000000E+00  
  15               6.06091668E-04   5.77500091E+02   8.38569090E-01   1.60523608E-01   3.07934000E-16   5.25706465E-04   2.74533501E-04   6.04656015E-05   0.00000000E+00   0.00000000E+00  
  16               7.42719352E-04   5.86480259E+02   8.38569127E-01   1.60523582E-01   5.60568938E-16   5.25699657E-04   2.74530772E-04   6.04647563E-05   0.00000000E+00   0.00000000E+00  
  17               9.08699442E-04   5.95424089E+02   8.38569168E-01   1.60523549E-01   9.97389169E-16   5.25692588E-04   2.74527925E-04   6.04638783E-05   0.00000000E+00   0.00000000E+00  
  18               1.11031359E-03   6.04433959E+02   8.38569207E-01   1.60523506E-01   1.74916371E-15   5.25685593E-04   2.74525132E-04   6.04630062E-05   0.00000000E+00   0.00000000E+00  
  19               1.35518980E-03   6.13323221E+02   8.38569265E-01   1.60523460E-01   2.98521139E-15   5.25678298E-04   2.74522194E-04   6.04620973E-05   0.00000000E+00   0.00000000E+00  
