# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               SiO             
  1                1.00000000E-05   3.10596723E+02   8.38496640E-01   1.60514688E-01   2.39965665E-32   5.29455503E-04   3.66652183E-04   6.05990972E-05   0.00000000E+00   0.00000000E+00  
  2                3.09763427E-05   3.96648667E+02   8.38500841E-01   1.60510412E-01   1.25723238E-24   5.29454478E-04   3.66651473E-04   6.05989836E-05   0.00000000E+00   0.00000000E+00  
  3                5.30674053E-05   4.20557290E+02   8.38500524E-01   1.60510322E-01   4.16429280E-23   5.29454300E-04   3.66651350E-04   6.05989701E-05   0.00000000E+00   0.00000000E+00  
  4                7.80179230E-05   4.42947427E+02   8.38500322E-01   1.60510524E-01   8.12015256E-22   5.29454753E-04   3.66651663E-04   6.05990315E-05   0.00000000E+00   0.00000000E+00  
  5                1.06533869E-04   4.54888230E+02   8.38500329E-01   1.60510518E-01   3.30796887E-21   5.29454345E-04   3.66651379E-04   6.05989962E-05   0.00000000E+00   0.00000000E+00  
  6                1.39328726E-04   4.70570300E+02   8.38500353E-01   1.60510494E-01   1.99217921E-20   5.29453903E-04   3.66651073E-04   6.05989579E-05   0.00000000E+00   0.00000000E+00  
  7                1.77169471E-04   4.78446796E+02   8.38500350E-01   1.60510499E-01   4.44097102E-20   5.29453447E-04   3.66650757E-04   6.05989182E-05   0.00000000E+00   0.00000000E+00  
  8                2.20929029E-04   4.91536908E+02   8.38500365E-01   1.60510484E-01   1.72448593E-19   5.29453041E-04   3.66650475E-04   6.05988842E-05   0.00000000E+00   0.00000000E+00  
  9                2.71586629E-04   4.97945783E+02   8.38500360E-01   1.60510491E-01   3.10190146E-19   5.29452585E-04   3.66650158E-04   6.05988445E-05   0.00000000E+00   0.00000000E+00  
  10               3.30272918E-04   5.10171851E+02   8.38500373E-01   1.60510479E-01   1.00072111E-18   5.29452247E-04   3.66649924E-04   6.05988181E-05   0.00000000E+00   0.00000000E+00  
  11               3.98293274E-04   5.15957257E+02   8.38500367E-01   1.60510485E-01   1.62712485E-18   5.29451797E-04   3.66649612E-04   6.05987788E-05   0.00000000E+00   0.00000000E+00  
  12               4.77188921E-04   5.27740507E+02   8.38500379E-01   1.60510474E-01   4.65605803E-18   5.29451327E-04   3.66649286E-04   6.05987371E-05   0.00000000E+00   0.00000000E+00  
  13               5.68745988E-04   5.33024108E+02   8.38500372E-01   1.60510481E-01   7.00119173E-18   5.29451178E-04   3.66649182E-04   6.05987318E-05   0.00000000E+00   0.00000000E+00  
  14               6.75045921E-04   5.44475803E+02   8.38500384E-01   1.60510471E-01   1.82096264E-17   5.29450706E-04   3.66648855E-04   6.05986896E-05   0.00000000E+00   0.00000000E+00  
  15               7.98494933E-04   5.49441787E+02   8.38500377E-01   1.60510478E-01   2.59518531E-17   5.29450217E-04   3.66648516E-04   6.05986453E-05   0.00000000E+00   0.00000000E+00  
  16               9.41881857E-04   5.60863967E+02   8.38500389E-01   1.60510466E-01   6.35919234E-17   5.29450895E-04   3.66648985E-04   6.05987345E-05   0.00000000E+00   0.00000000E+00  
  17               1.10842299E-03   5.65806251E+02   8.38500382E-01   1.60510473E-01   8.84512770E-17   5.29450437E-04   3.66648668E-04   6.05986936E-05   0.00000000E+00   0.00000000E+00  
  18               1.30183185E-03   5.77500774E+02   8.38500399E-01   1.60510457E-01   2.10105364E-16   5.29449922E-04   3.66648311E-04   6.05986461E-05   0.00000000E+00   0.00000000E+00  
  19               1.52637911E-03   5.82703713E+02   8.38500393E-01   1.60510463E-01   2.91964925E-16   5.29449336E-04   3.66647905E-04   6.05985904E-05   0.00000000E+00   0.00000000E+00  
  20               1.78698869E-03   5.94914903E+02   8.38500415E-01   1.60510437E-01   6.84658149E-16   5.29451865E-04   3.66649657E-04   6.05988912E-05   0.00000000E+00   0.00000000E+00  
  21               2.08932633E-03   6.00489425E+02   8.38500408E-01   1.60510440E-01   9.56552210E-16   5.29451335E-04   3.66649290E-04   6.05988420E-05   0.00000000E+00   0.00000000E+00  
  22               2.43990790E-03   6.13302388E+02   8.38500451E-01   1.60510397E-01   2.22134755E-15   5.29450648E-04   3.66648814E-04   6.05987747E-05   0.00000000E+00   0.00000000E+00  
  23               2.84616059E-03   6.19498059E+02   8.38500445E-01   1.60510392E-01   3.16603722E-15   5.29449903E-04   3.66648299E-04   6.05987008E-05   0.00000000E+00   0.00000000E+00  
  24               3.31671399E-03   6.33204891E+02   8.38500519E-01   1.60510308E-01   7.39329932E-15   5.29451992E-04   3.66649745E-04   6.05989513E-05   0.00000000E+00   0.00000000E+00  
  25               3.86160376E-03   6.40134903E+02   8.38500509E-01   1.60510283E-01   1.07730244E-14   5.29451208E-04   3.66649203E-04   6.05988731E-05   0.00000000E+00   0.00000000E+00  
  26               4.49241561E-03   6.54657178E+02   8.38500658E-01   1.60510115E-01   2.50002451E-14   5.29450027E-04   3.66648385E-04   6.05987493E-05   0.00000000E+00   0.00000000E+00  
  27               5.22235321E-03   6.62353691E+02   8.38500582E-01   1.60510032E-01   3.71028975E-14   5.29448951E-04   3.66647641E-04   6.05986377E-05   0.00000000E+00   0.00000000E+00  
  28               6.06650129E-03   6.77912248E+02   8.38500872E-01   1.60509670E-01   8.62079879E-14   5.29447135E-04   3.66646384E-04   6.05984415E-05   0.00000000E+00   0.00000000E+00  
  29               7.04183386E-03   6.86779449E+02   8.38501040E-01   1.60509505E-01   1.32550845E-13   5.29445424E-04   3.66645200E-04   6.05982572E-05   0.00000000E+00   0.00000000E+00  
  30               8.16759223E-03   7.03743974E+02   8.38501690E-01   1.60508667E-01   3.12114334E-13   5.29442270E-04   3.66643017E-04   6.05979078E-05   0.00000000E+00   0.00000000E+00  
  31               9.46521745E-03   7.14024073E+02   8.38502165E-01   1.60508196E-01   4.98811914E-13   5.29439363E-04   3.66641004E-04   6.05975866E-05   0.00000000E+00   0.00000000E+00  
  32               1.09586146E-02   7.32774883E+02   8.38504170E-01   1.60506204E-01   1.19968937E-12   5.29433482E-04   3.66636933E-04   6.05969250E-05   0.00000000E+00   0.00000000E+00  
  33               1.26737771E-02   7.45018550E+02   8.38505613E-01   1.60504767E-01   2.02314025E-12   5.29427906E-04   3.66633073E-04   6.05962984E-05   0.00000000E+00   0.00000000E+00  
  34               1.46393446E-02   7.66105601E+02   8.38510885E-01   1.60499508E-01   5.02117614E-12   5.29416228E-04   3.66624987E-04   6.05949733E-05   0.00000000E+00   0.00000000E+00  
  35               1.68890419E-02   7.80592400E+02   8.38515136E-01   1.60495236E-01   8.89777729E-12   5.29405413E-04   3.66617499E-04   6.05937468E-05   0.00000000E+00   0.00000000E+00  
  36               1.94614684E-02   8.04106149E+02   8.38528234E-01   1.60482084E-01   2.24370880E-11   5.29383456E-04   3.66602296E-04   6.05912451E-05   0.00000000E+00   0.00000000E+00  
  37               2.23974240E-02   8.21280584E+02   8.38539193E-01   1.60470889E-01   4.17683454E-11   5.29365325E-04   3.66589741E-04   6.05891810E-05   0.00000000E+00   0.00000000E+00  
  38               2.57402781E-02   8.47857412E+02   8.38565989E-01   1.60443493E-01   1.07585651E-10   5.29334457E-04   3.66568367E-04   6.05856591E-05   0.00000000E+00   0.00000000E+00  
  39               2.95344841E-02   8.68268938E+02   8.38586320E-01   1.60421910E-01   2.10158764E-10   5.29298557E-04   3.66543509E-04   6.05815611E-05   0.00000000E+00   0.00000000E+00  
  40               3.38261588E-02   8.98145676E+02   8.38623301E-01   1.60383624E-01   5.45057248E-10   5.29243455E-04   3.66505352E-04   6.05752650E-05   0.00000000E+00   0.00000000E+00  
  41               3.86577508E-02   9.22090085E+02   8.38648999E-01   1.60358023E-01   1.10222732E-09   5.29204104E-04   3.66478104E-04   6.05707715E-05   0.00000000E+00   0.00000000E+00  
  42               4.40784991E-02   9.55627734E+02   8.38683250E-01   1.60323901E-01   2.85010752E-09   5.29156180E-04   3.66444919E-04   6.05652965E-05   0.00000000E+00   9.25812614E-16  
  43               5.01503549E-02   9.83434662E+02   8.38703062E-01   1.60304189E-01   5.88862218E-09   5.29126576E-04   3.66424421E-04   6.05619179E-05   1.16119384E-15   6.52314034E-15  
  44               5.69338610E-02   1.02115561E+03   8.38723930E-01   1.60283421E-01   1.50829927E-08   5.29097342E-04   3.66404179E-04   6.05585814E-05   1.25376914E-14   7.97114206E-14  
  45               6.44685672E-02   1.05515403E+03   8.38735108E-01   1.60272293E-01   3.29697536E-08   5.29080685E-04   3.66392648E-04   6.05566840E-05   8.77907467E-14   6.19216036E-13  
  46               7.27989768E-02   1.09638265E+03   8.38743461E-01   1.60263938E-01   8.05740265E-08   5.29068122E-04   3.66383953E-04   6.05552547E-05   7.83319481E-13   6.21144965E-12  
  47               8.19801099E-02   1.13074080E+03   8.38746992E-01   1.60260341E-01   1.59593558E-07   5.29061904E-04   3.66379662E-04   6.05545511E-05   4.09812058E-12   3.55912617E-11  
  48               9.20938785E-02   1.17283649E+03   8.38749464E-01   1.60257658E-01   3.52853430E-07   5.29057382E-04   3.66376585E-04   6.05540411E-05   2.74316161E-11   2.64367052E-10  
  49               1.03254361E-01   1.20770408E+03   8.38750283E-01   1.60256503E-01   6.45406332E-07   5.29054919E-04   3.66375092E-04   6.05537657E-05   1.15837115E-10   1.21009508E-09  
  50               1.15570799E-01   1.25099963E+03   8.38750475E-01   1.60255559E-01   1.31784348E-06   5.29053059E-04   3.66374499E-04   6.05535582E-05   6.28484769E-10   7.21092620E-09  
  51               1.29148723E-01   1.28655957E+03   8.38749780E-01   1.60255075E-01   2.25877645E-06   5.29052419E-04   3.66376409E-04   6.05534890E-05   2.24887345E-09   2.77351643E-08  
  52               1.44088291E-01   1.33101747E+03   8.38747740E-01   1.60254545E-01   4.30225802E-06   5.29054947E-04   3.66384955E-04   6.05537814E-05   1.02278510E-08   1.37302268E-07  
  53               1.60486930E-01   1.36706779E+03   8.38743469E-01   1.60253942E-01   6.95310265E-06   5.29067144E-04   3.66413408E-04   6.05551831E-05   3.15563943E-08   4.51917359E-07  
  54               1.78447714E-01   1.41258001E+03   8.38734649E-01   1.60253101E-01   1.24518238E-05   5.29090111E-04   3.66478831E-04   6.05578277E-05   1.22001937E-07   1.88671895E-06  
  55               1.98089319E-01   1.44907919E+03   8.38714325E-01   1.60250588E-01   1.91257863E-05   5.29253694E-04   3.66714165E-04   6.05766028E-05   3.27161839E-07   5.36195574E-06  
  56               2.19422762E-01   1.49525152E+03   8.38699202E-01   1.60251916E-01   3.23207682E-05   5.29290559E-04   3.66998752E-04   6.05809428E-05   1.02149366E-06   1.88902786E-05  
  57               2.42211230E-01   1.53093301E+03   8.38675210E-01   1.60249448E-01   4.68912075E-05   5.29336635E-04   3.67496234E-04   6.05864901E-05   3.64505508E-06   2.01685717E-05  
  58               2.66075359E-01   1.57555990E+03   8.38630400E-01   1.60246637E-01   7.38164023E-05   5.29521331E-04   3.68360074E-04   6.06081145E-05   1.47981825E-05   2.54563858E-05  
