# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               CH4              Mg              
  18               8.15826343E-03   4.62031402E+02   8.38525841E-01   1.60525164E-01   9.25258107E-22   4.80173696E-04   3.06427829E-04   6.01713835E-05   6.95043054E-05   0.00000000E+00  
  19               9.62987503E-03   4.72285818E+02   8.38526591E-01   1.60524417E-01   2.93682894E-21   4.80172240E-04   3.06426900E-04   6.01711920E-05   6.95040948E-05   0.00000000E+00  
  20               1.13486412E-02   4.77834519E+02   8.38526475E-01   1.60524533E-01   5.17095110E-21   4.80172196E-04   3.06426872E-04   6.01711774E-05   6.95040887E-05   0.00000000E+00  
  21               1.33550935E-02   4.88670451E+02   8.38527185E-01   1.60523826E-01   1.61944493E-20   4.80170808E-04   3.06425987E-04   6.01709942E-05   6.95038880E-05   0.00000000E+00  
  22               1.56958214E-02   4.94899947E+02   8.38527140E-01   1.60523871E-01   2.94572086E-20   4.80170651E-04   3.06425887E-04   6.01709652E-05   6.95038656E-05   0.00000000E+00  
  23               1.84246680E-02   5.06492248E+02   8.38527816E-01   1.60523199E-01   9.20378479E-20   4.80169318E-04   3.06425036E-04   6.01707885E-05   6.95036728E-05   0.00000000E+00  
  24               2.16031404E-02   5.13532637E+02   8.38527836E-01   1.60523178E-01   1.73561026E-19   4.80169047E-04   3.06424864E-04   6.01707447E-05   6.95036339E-05   0.00000000E+00  
  25               2.53032223E-02   5.26066441E+02   8.38528477E-01   1.60522540E-01   5.45372414E-19   4.80167769E-04   3.06424048E-04   6.01705745E-05   6.95034492E-05   0.00000000E+00  
  26               2.96075753E-02   5.34207733E+02   8.38528569E-01   1.60522449E-01   1.08291116E-18   4.80167383E-04   3.06423803E-04   6.01705159E-05   6.95033936E-05   0.00000000E+00  
  27               3.46113650E-02   5.47936783E+02   8.38529175E-01   1.60521846E-01   3.45454793E-18   4.80166164E-04   3.06423025E-04   6.01703527E-05   6.95032174E-05   0.00000000E+00  
  28               4.04220872E-02   5.57339256E+02   8.38529318E-01   1.60521703E-01   7.20734933E-18   4.80165683E-04   3.06422718E-04   6.01702815E-05   6.95031480E-05   0.00000000E+00  
  29               4.71618977E-02   5.72497579E+02   8.38529879E-01   1.60521145E-01   2.34037389E-17   4.80164541E-04   3.06421989E-04   6.01701272E-05   6.95029829E-05   0.00000000E+00  
  30               5.49673882E-02   5.83547079E+02   8.38530069E-01   1.60520955E-01   5.19511639E-17   4.80163976E-04   3.06421629E-04   6.01700450E-05   6.95029015E-05   0.00000000E+00  
  31               6.39941200E-02   6.00526922E+02   8.38530582E-01   1.60520444E-01   1.73322172E-16   4.80162900E-04   3.06420943E-04   6.01698983E-05   6.95027461E-05   0.00000000E+00  
  32               7.44123793E-02   6.13589788E+02   8.38530800E-01   1.60520226E-01   4.10461212E-16   4.80162274E-04   3.06420544E-04   6.01698076E-05   6.95026557E-05   0.00000000E+00  
  33               8.64116800E-02   6.32806083E+02   8.38531256E-01   1.60519772E-01   1.41086214E-15   4.80161334E-04   3.06419944E-04   6.01696771E-05   6.95025200E-05   0.00000000E+00  
  34               1.00209415E-01   6.48415652E+02   8.38531477E-01   1.60519541E-01   3.58641213E-15   4.80160664E-04   3.06419517E-04   6.01695801E-05   6.95024233E-05   0.00000000E+00  
  35               1.16054129E-01   6.70355632E+02   8.38531867E-01   1.60519152E-01   1.26870907E-14   4.80160272E-04   3.06419267E-04   6.01695172E-05   6.95023669E-05   0.00000000E+00  
  36               1.34212971E-01   6.88994958E+02   8.38532049E-01   1.60518924E-01   3.43750977E-14   4.80159491E-04   3.06418769E-04   6.01694052E-05   6.95022542E-05   0.00000000E+00  
  37               1.54971512E-01   7.14129352E+02   8.38532211E-01   1.60518572E-01   1.23957553E-13   4.80162414E-04   3.06420635E-04   6.01697568E-05   6.95026776E-05   0.00000000E+00  
  38               1.78616520E-01   7.36379060E+02   8.38532358E-01   1.60518357E-01   3.54807480E-13   4.80161610E-04   3.06420122E-04   6.01696407E-05   6.95025616E-05   0.00000000E+00  
  39               2.05440974E-01   7.65262850E+02   8.38532456E-01   1.60518038E-01   1.29020783E-12   4.80163355E-04   3.06421236E-04   6.01698432E-05   6.95028145E-05   0.00000000E+00  
  40               2.35794137E-01   7.91548609E+02   8.38532686E-01   1.60517799E-01   3.81514473E-12   4.80162568E-04   3.06420734E-04   6.01697279E-05   6.95027010E-05   0.00000000E+00  
  41               2.70106030E-01   8.24375857E+02   8.38533099E-01   1.60517349E-01   1.35839656E-11   4.80161623E-04   3.06420132E-04   6.01695921E-05   6.95025647E-05   0.00000000E+00  
  42               3.08768039E-01   8.55342306E+02   8.38533690E-01   1.60516611E-01   4.08899336E-11   4.80160779E-04   3.06419593E-04   6.01694680E-05   6.95024428E-05   0.00000000E+00  
  43               3.52185006E-01   8.91260464E+02   8.38535105E-01   1.60514725E-01   1.34324555E-10   4.80160529E-04   3.06419434E-04   6.01694176E-05   6.95024071E-05   0.00000000E+00  
  44               4.00780725E-01   9.23301992E+02   8.38537073E-01   1.60511311E-01   3.55608607E-10   4.80168778E-04   3.06424698E-04   6.01704312E-05   6.95036014E-05   0.00000000E+00  
  45               4.55061530E-01   9.60577655E+02   8.38543154E-01   1.60503496E-01   1.02450756E-09   4.80155331E-04   3.06416111E-04   6.01687240E-05   6.95016539E-05   0.00000000E+00  
  46               5.15748864E-01   9.93680252E+02   8.38554584E-01   1.60492137E-01   2.43023098E-09   4.80137316E-04   3.06404587E-04   6.01664392E-05   6.94990387E-05   0.00000000E+00  
  47               5.83562674E-01   1.03250067E+03   8.38576056E-01   1.60470764E-01   6.28301988E-09   4.80104703E-04   3.06383649E-04   6.01623061E-05   6.94942760E-05   1.09359530E-15  
  48               6.59227318E-01   1.06678381E+03   8.38599581E-01   1.60447326E-01   1.35967712E-08   4.80071480E-04   3.06361838E-04   6.01580160E-05   6.94892044E-05   7.43967784E-15  
  49               7.43480768E-01   1.10713339E+03   8.38632328E-01   1.60414676E-01   3.19695954E-08   4.80027119E-04   3.06330885E-04   6.01520302E-05   6.94813479E-05   6.36404373E-14  
  50               8.37102234E-01   1.14247370E+03   8.38659038E-01   1.60388016E-01   6.37242124E-08   4.80002151E-04   3.06302692E-04   6.01472632E-05   6.94690173E-05   3.63548729E-13  
  51               9.41221844E-01   1.18432571E+03   8.38689147E-01   1.60357928E-01   1.37827292E-07   4.80003981E-04   3.06254352E-04   6.01417562E-05   6.94259512E-05   2.57192593E-12  
  52               1.05735319E+00   1.21889322E+03   8.38708135E-01   1.60338993E-01   2.47400868E-07   4.80122527E-04   3.06145065E-04   6.01382069E-05   6.92411042E-05   1.12707326E-11  
  53               1.18722065E+00   1.26034150E+03   8.38728279E-01   1.60319192E-01   4.82230042E-07   4.80481970E-04   3.05824750E-04   6.01342972E-05   6.85921364E-05   6.04815033E-11  
  54               1.33295776E+00   1.29461084E+03   8.38740981E-01   1.60307999E-01   8.00832448E-07   4.81346960E-04   3.04992983E-04   6.01316019E-05   6.66819623E-05   2.14182317E-10  
  55               1.49756929E+00   1.33596668E+03   8.38755881E-01   1.60296836E-01   1.43850232E-06   4.83054377E-04   3.03182407E-04   6.01281399E-05   6.23148547E-05   9.13448012E-10  
  56               1.68500877E+00   1.36997419E+03   8.38767415E-01   1.60291557E-01   2.23768877E-06   4.85890550E-04   3.00023133E-04   6.01250582E-05   5.51123163E-05   2.69680315E-09  
  57               1.90032940E+00   1.41118356E+03   8.38781316E-01   1.60286486E-01   3.74455181E-06   4.90128288E-04   2.95286073E-04   6.01222801E-05   4.51545343E-05   5.81021076E-09  
  58               2.14802426E+00   1.44510006E+03   8.38786901E-01   1.60283699E-01   5.51806836E-06   4.95160705E-04   2.90235710E-04   6.01206153E-05   3.75135938E-05   2.40129949E-08  
  59               2.43111838E+00   1.48683539E+03   8.38792582E-01   1.60280891E-01   8.76639383E-06   5.01047406E-04   2.85863791E-04   6.01236849E-05   2.94364717E-05   4.65272583E-08  
  60               2.75016174E+00   1.52169912E+03   8.38777760E-01   1.60276075E-01   1.25021847E-05   5.05867645E-04   2.83566156E-04   6.01239234E-05   2.51124319E-05   1.67996256E-07  
  61               3.09915212E+00   1.56518902E+03   8.38764554E-01   1.60273909E-01   1.93034681E-05   5.11577694E-04   2.93534545E-04   6.01483863E-05   1.87617630E-05   2.97223892E-07  
  62               3.47349215E+00   1.60244677E+03   8.38756718E-01   1.60271740E-01   2.72638793E-05   5.14781509E-04   2.92770838E-04   6.01494361E-05   1.58606490E-05   1.01572536E-06  
  63               3.86844260E+00   1.64964387E+03   8.38734727E-01   1.60267780E-01   4.19144802E-05   5.18431744E-04   2.94484848E-04   6.01556616E-05   1.20972249E-05   4.41656395E-06  
  64               4.25785993E+00   1.69232020E+03   8.38691693E-01   1.60262499E-01   6.04818116E-05   5.21192285E-04   3.06323177E-04   6.01707927E-05   9.32382744E-06   1.37439920E-05  
  65               4.61385754E+00   1.72889674E+03   8.38616064E-01   1.60253843E-01   8.15751479E-05   5.23256587E-04   3.30809093E-04   6.02060796E-05   7.23758453E-06   3.05276870E-05  
  66               4.91324268E+00   1.75773310E+03   8.38517326E-01   1.60246213E-01   1.02289303E-04   5.24972585E-04   3.81644614E-04   6.02562654E-05   5.48602872E-06   6.50775536E-05  
  67               5.22948519E+00   1.78691860E+03   8.38494232E-01   1.60243857E-01   1.27631542E-04   5.25615935E-04   3.81695246E-04   6.02505032E-05   4.83721496E-06   6.49837653E-05  
  68               5.49942599E+00   1.81053072E+03   8.38462266E-01   1.60239807E-01   1.51776901E-04   5.26049702E-04   3.81218524E-04   6.02625239E-05   4.39284703E-06   6.49045794E-05  
  69               5.70883732E+00   1.82835208E+03   8.38443634E-01   1.60238059E-01   1.72459981E-04   5.26337689E-04   3.80887937E-04   6.02576574E-05   4.09311405E-06   6.48443934E-05  
  70               5.94522041E+00   1.84767015E+03   8.38421030E-01   1.60235967E-01   1.97446749E-04   5.26616995E-04   3.80566043E-04   6.02517751E-05   3.80358935E-06   6.47775100E-05  
  71               6.21246239E+00   1.86893835E+03   8.38392931E-01   1.60233397E-01   2.28404383E-04   5.26891590E-04   3.80243591E-04   6.02434900E-05   3.51639134E-06   6.47026454E-05  
  72               6.51331341E+00   1.89184436E+03   8.38358627E-01   1.60230294E-01   2.66097762E-04   5.27143651E-04   3.79931159E-04   6.02277801E-05   3.24423607E-06   6.46198200E-05  
  73               6.73332796E+00   1.90815658E+03   8.38300344E-01   1.60221916E-01   2.95979066E-04   5.27298650E-04   3.79723553E-04   6.02646745E-05   3.06824380E-06   6.45574776E-05  
  74               6.88680319E+00   1.91914334E+03   8.38280607E-01   1.60220163E-01   3.17592885E-04   5.27393663E-04   3.79591676E-04   6.02556372E-05   2.95939448E-06   6.45162840E-05  
  75               7.06228179E+00   1.93161489E+03   8.38256709E-01   1.60218031E-01   3.43730372E-04   5.27501413E-04   3.79460853E-04   6.02479690E-05   2.84145990E-06   6.44692597E-05  
  76               7.26340459E+00   1.94543993E+03   8.38228395E-01   1.60215513E-01   3.74683141E-04   5.27610065E-04   3.79314495E-04   6.02411804E-05   2.72099864E-06   6.44160794E-05  
  77               7.49297031E+00   1.96099862E+03   8.38193952E-01   1.60212459E-01   4.12276180E-04   5.27723600E-04   3.79179249E-04   6.02349627E-05   2.59323300E-06   6.43557134E-05  
  78               7.75392136E+00   1.97801720E+03   8.38153183E-01   1.60208853E-01   4.56782069E-04   5.27833838E-04   3.79019431E-04   6.02286912E-05   2.46634991E-06   6.42881480E-05  
  79               8.04962687E+00   1.99694328E+03   8.38103540E-01   1.60204472E-01   5.10898946E-04   5.27945228E-04   3.78871070E-04   6.02219698E-05   2.33497852E-06   6.42121583E-05  
  80               8.38335122E+00   2.01735934E+03   8.38044829E-01   1.60199304E-01   5.74855762E-04   5.28048700E-04   3.78738268E-04   6.02142287E-05   2.20813380E-06   6.41279501E-05  
  81               8.76024855E+00   2.03988191E+03   8.37973192E-01   1.60193009E-01   6.52943615E-04   5.28149156E-04   3.78563077E-04   6.02052905E-05   2.07959054E-06   6.40337621E-05  
  82               9.18448785E+00   2.06393808E+03   8.37888398E-01   1.60185571E-01   7.45329687E-04   5.28237011E-04   3.78391001E-04   6.01947528E-05   1.95880338E-06   6.39299809E-05  
  83               9.66048045E+00   2.09017240E+03   8.37784930E-01   1.60176505E-01   8.58024928E-04   5.28317533E-04   3.78212776E-04   6.01826525E-05   1.83874932E-06   6.38149202E-05  
  84               1.01929364E+01   2.11780543E+03   8.37663139E-01   1.60165849E-01   9.90633557E-04   5.28380759E-04   3.78039884E-04   6.01684333E-05   1.72937043E-06   6.36893458E-05  
  85               1.07868799E+01   2.14762905E+03   8.37514934E-01   1.60152891E-01   1.15196712E-03   5.28432362E-04   3.77860950E-04   6.01522451E-05   1.62248811E-06   6.35512429E-05  
  86               1.14477304E+01   2.17864521E+03   8.37341793E-01   1.60137765E-01   1.34040367E-03   5.28462767E-04   3.77688069E-04   6.01333723E-05   1.52793477E-06   6.34018194E-05  
  87               1.21813417E+01   2.21180984E+03   8.37132144E-01   1.60119460E-01   1.56854288E-03   5.28477364E-04   3.77507950E-04   6.01119936E-05   1.43678096E-06   6.32386641E-05  
  88               1.29941116E+01   2.24588677E+03   8.36889774E-01   1.60098309E-01   1.83225039E-03   5.28467407E-04   3.77333587E-04   6.00872903E-05   1.35865175E-06   6.30635169E-05  
  89               1.38930460E+01   2.28202507E+03   8.36598451E-01   1.60072892E-01   2.14919709E-03   5.28437368E-04   3.77149726E-04   6.00594005E-05   1.28414163E-06   6.28734630E-05  
  90               1.48858867E+01   2.31878099E+03   8.36263672E-01   1.60043490E-01   2.51123218E-03   5.28378742E-04   3.76969642E-04   6.00273363E-05   1.22239402E-06   6.26706326E-05  
  91               1.59807468E+01   2.35747719E+03   8.35858943E-01   1.60008719E-01   2.94225874E-03   5.28320126E-04   3.83140144E-04   5.99931686E-05   1.14471469E-06   6.24518657E-05  
  92               1.71872128E+01   2.39650724E+03   8.35411971E-01   1.59969754E-01   3.42833677E-03   5.28208413E-04   3.83044831E-04   5.99526181E-05   1.09878133E-06   6.22199385E-05  
  93               1.85164353E+01   2.43735772E+03   8.34885521E-01   1.59923863E-01   4.00086738E-03   5.28067082E-04   3.82921554E-04   5.99070797E-05   1.05591518E-06   6.19707022E-05  
  94               1.99802653E+01   2.47835848E+03   8.34298504E-01   1.59872700E-01   4.63926737E-03   5.27893651E-04   3.82784626E-04   5.98558926E-05   1.02362957E-06   6.17073267E-05  
  95               2.15923573E+01   2.52097291E+03   8.33616836E-01   1.59813290E-01   5.38061323E-03   5.27685254E-04   3.82620627E-04   5.97985670E-05   9.94410572E-07   6.14255655E-05  
  96               2.33679870E+01   2.56366577E+03   8.32863784E-01   1.59747666E-01   6.19958418E-03   5.27441942E-04   3.82445400E-04   5.97345997E-05   9.74362061E-07   6.11284863E-05  
  97               2.53247346E+01   2.60765758E+03   8.32005009E-01   1.59672832E-01   7.13353085E-03   5.27158641E-04   3.82247142E-04   5.96631951E-05   9.57922373E-07   6.08121816E-05  
  98               2.74822770E+01   2.65187600E+03   8.31060135E-01   1.59590502E-01   8.16109795E-03   5.26836429E-04   3.82039433E-04   5.95838930E-05   9.48917193E-07   6.04787280E-05  
  99               2.98634066E+01   2.69685473E+03   8.30009432E-01   1.59498956E-01   9.30373852E-03   5.26470993E-04   3.81818368E-04   5.94957770E-05   9.45011686E-07   6.01258737E-05  
  100              3.24933351E+01   2.74249728E+03   8.28849405E-01   1.59397889E-01   1.05652489E-02   5.26060077E-04   3.81587766E-04   5.93979944E-05   9.46387895E-07   5.97530985E-05  
  101              3.54012824E+01   2.78815137E+03   8.27599728E-01   1.59289021E-01   1.19242139E-02   5.25606007E-04   3.81360832E-04   5.92900132E-05   9.55179029E-07   5.93616000E-05  
