# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              CO               H                N2               H2S             
  34               1.52869515E-01   3.26062313E+02   8.38171153E-01   1.60482456E-01   7.44434797E-04   4.97418322E-04   1.08532632E-05   1.06560639E-32   5.52011539E-05   2.29853294E-05  
  35               1.77477045E-01   3.37988054E+02   8.38171153E-01   1.60482456E-01   7.44434807E-04   4.97418329E-04   1.08532634E-05   1.69240714E-31   5.52011542E-05   2.29853294E-05  
  36               2.05912858E-01   3.48852422E+02   8.38171151E-01   1.60482456E-01   7.44434812E-04   4.97418333E-04   1.08532635E-05   1.76494665E-30   5.52011541E-05   2.29853293E-05  
  37               2.38744799E-01   3.62380064E+02   8.38171152E-01   1.60482455E-01   7.44434839E-04   4.97418351E-04   1.08532639E-05   2.72270527E-29   5.52011556E-05   2.29853292E-05  
  38               2.76604195E-01   3.75211571E+02   8.38170914E-01   1.60482409E-01   7.44434841E-04   4.97418353E-04   1.08532640E-05   3.01794133E-28   5.52011552E-05   2.29853227E-05  
  39               3.20170961E-01   3.91321062E+02   8.38170938E-01   1.60482385E-01   7.44434753E-04   4.97418294E-04   1.08532628E-05   5.01433800E-27   5.52011481E-05   2.29853192E-05  
  40               3.70116882E-01   4.08437044E+02   8.38170942E-01   1.60482383E-01   7.44434506E-04   4.97418129E-04   1.08532592E-05   7.79070331E-26   5.52011291E-05   2.29853188E-05  
  41               4.27230730E-01   4.26824527E+02   8.38170939E-01   1.60482373E-01   7.44440596E-04   4.97422199E-04   1.08533481E-05   1.16258703E-24   5.52015800E-05   2.29853175E-05  
  42               4.92491543E-01   4.45077476E+02   8.38170937E-01   1.60482355E-01   7.44440612E-04   4.97422210E-04   1.08533484E-05   1.35781462E-23   5.52015804E-05   2.29853148E-05  
  43               5.67012613E-01   4.64699011E+02   8.38170572E-01   1.60482257E-01   7.44440599E-04   4.97422202E-04   1.08533483E-05   1.53894825E-22   5.52015786E-05   2.29853009E-05  
  44               6.52008768E-01   4.84190997E+02   8.38167498E-01   1.60481938E-01   7.44442003E-04   4.97423140E-04   1.08533689E-05   1.40664726E-21   5.52016818E-05   2.29852552E-05  
  45               7.48807871E-01   5.05132626E+02   8.38167919E-01   1.60481518E-01   7.44441651E-04   4.97422906E-04   1.08533638E-05   1.25443280E-20   5.52016546E-05   2.29851950E-05  
  46               8.58893255E-01   5.25906924E+02   8.38168091E-01   1.60481241E-01   7.44500890E-04   4.97462488E-04   1.08542276E-05   9.21582331E-20   5.52060462E-05   2.29851553E-05  
  47               9.84143479E-01   5.48245982E+02   8.38168575E-01   1.60480759E-01   7.44499909E-04   4.97461834E-04   1.08542134E-05   6.65431714E-19   5.52059722E-05   2.29850863E-05  
  48               1.12662362E+00   5.70443197E+02   8.38169317E-01   1.60480018E-01   7.44498903E-04   4.97461162E-04   1.08541989E-05   4.05361306E-18   5.52058963E-05   2.29849802E-05  
  49               1.28853496E+00   5.94323393E+02   8.38170498E-01   1.60478843E-01   7.44496455E-04   4.97459527E-04   1.08541633E-05   2.43852184E-17   5.52057133E-05   2.29848118E-05  
  50               1.47219559E+00   6.18008212E+02   8.38172011E-01   1.60477335E-01   7.44493120E-04   4.97457300E-04   1.08541149E-05   1.25545568E-16   5.52054644E-05   2.29845958E-05  
  51               1.68010553E+00   6.43423247E+02   8.38173990E-01   1.60475364E-01   7.44488893E-04   4.97454476E-04   1.08540534E-05   6.37804283E-16   5.52051492E-05   2.29843135E-05  
  52               1.91543071E+00   6.68601417E+02   8.38176079E-01   1.60473283E-01   7.44484188E-04   4.97451333E-04   1.08539850E-05   2.81421039E-15   5.52047984E-05   2.29840155E-05  
  53               2.18178951E+00   6.95652211E+02   8.38178382E-01   1.60470986E-01   7.44479203E-04   4.97448003E-04   1.08539125E-05   1.23160410E-14   5.52044266E-05   2.29836866E-05  
  54               2.48288058E+00   7.22450395E+02   8.38180478E-01   1.60468889E-01   7.44474441E-04   4.97444822E-04   1.08538433E-05   4.74861990E-14   5.52040710E-05   2.29833861E-05  
  55               2.82250137E+00   7.51162729E+02   8.38182531E-01   1.60466814E-01   7.44470069E-04   4.97441902E-04   1.08537798E-05   1.81385777E-13   5.52037440E-05   2.29830890E-05  
  56               3.20474398E+00   7.79507981E+02   8.38184093E-01   1.60465049E-01   7.44466593E-04   4.97439581E-04   1.08537294E-05   6.15840325E-13   5.52034830E-05   2.29828359E-05  
  57               3.63493533E+00   8.09821968E+02   8.38185655E-01   1.60463418E-01   7.44464494E-04   4.97438180E-04   1.08536992E-05   2.07266808E-12   5.52033237E-05   2.29826020E-05  
  58               4.11952261E+00   8.39825061E+02   8.38186783E-01   1.60462078E-01   7.44465874E-04   4.97439104E-04   1.08537203E-05   6.29631228E-12   5.52034219E-05   2.29824094E-05  
  59               4.66517344E+00   8.71917343E+02   8.38187963E-01   1.60460877E-01   7.44467345E-04   4.97440089E-04   1.08537456E-05   1.90060376E-11   5.52035263E-05   2.29838802E-05  
  60               5.27831371E+00   9.03653267E+02   8.38188871E-01   1.60459917E-01   7.44465396E-04   4.97438789E-04   1.08537374E-05   5.22706794E-11   5.52033767E-05   2.29955263E-05  
  61               5.96509636E+00   9.37378048E+02   8.38189611E-01   1.60459022E-01   7.44464110E-04   4.97437932E-04   1.08538204E-05   1.42197238E-10   5.52032759E-05   2.30302457E-05  
  62               6.73266459E+00   9.70627499E+02   8.38189950E-01   1.60458253E-01   7.44464609E-04   4.97438267E-04   1.08543226E-05   3.55053256E-10   5.52033070E-05   2.31220937E-05  
  63               7.58947939E+00   1.00579883E+03   8.38189420E-01   1.60457366E-01   7.44468486E-04   4.97440859E-04   1.08565487E-05   8.75664287E-10   5.52035886E-05   2.33708050E-05  
  64               8.54625462E+00   1.04052212E+03   8.38188354E-01   1.60456564E-01   7.44488180E-04   4.97454011E-04   1.08658917E-05   2.00404342E-09   5.52050437E-05   2.42851365E-05  
  65               9.61413615E+00   1.07721378E+03   8.38189084E-01   1.60455799E-01   7.44486264E-04   4.97452661E-04   1.09002019E-05   4.53819138E-09   5.52049026E-05   2.42849463E-05  
  66               1.08047295E+01   1.11349149E+03   8.38189868E-01   1.60454888E-01   7.44483721E-04   4.97450455E-04   1.10230540E-05   9.62592775E-09   5.52047605E-05   2.42846876E-05  
  67               1.21299478E+01   1.15165512E+03   8.38190807E-01   1.60453546E-01   7.44479204E-04   4.97444299E-04   1.14188834E-05   2.01795140E-08   5.52047482E-05   2.42842796E-05  
  68               1.36035725E+01   1.18940145E+03   8.38191600E-01   1.60451631E-01   7.44458466E-04   4.97412447E-04   1.25631848E-05   3.99234726E-08   5.52051205E-05   2.42836739E-05  
  69               1.52407838E+01   1.22894027E+03   8.38192033E-01   1.60448599E-01   7.44346183E-04   4.97249318E-04   1.53801012E-05   7.80092974E-08   5.52063826E-05   2.42827082E-05  
  70               1.70626648E+01   1.26826891E+03   8.38191895E-01   1.60444316E-01   7.43803114E-04   4.96510427E-04   2.09849695E-05   1.45308576E-07   5.52087285E-05   2.42813092E-05  
  71               1.90939674E+01   1.30826055E+03   8.38192984E-01   1.60438727E-01   7.41756875E-04   4.93877854E-04   3.00044709E-05   2.62776016E-07   5.52112451E-05   2.42793517E-05  
  72               2.13650383E+01   1.34612085E+03   8.38199364E-01   1.60433308E-01   7.36060905E-04   4.87071375E-04   4.13137313E-05   4.43285156E-07   5.52128059E-05   2.42770582E-05  
  73               2.39093162E+01   1.38626940E+03   8.38214125E-01   1.60427409E-01   7.24567124E-04   4.74377379E-04   5.62680608E-05   7.48452238E-07   5.52123001E-05   2.42739594E-05  
  74               2.67666047E+01   1.42542543E+03   8.38234628E-01   1.60421807E-01   7.08805711E-04   4.58114620E-04   7.28411549E-05   1.20744865E-06   5.52107343E-05   2.42700662E-05  
  75               2.99758330E+01   1.46750719E+03   8.38260600E-01   1.60414970E-01   6.88666392E-04   4.37638426E-04   9.34163778E-05   1.96443395E-06   5.52087504E-05   2.42640578E-05  
  76               3.35816418E+01   1.50912809E+03   8.38287414E-01   1.60407925E-01   6.67544738E-04   4.16210914E-04   1.14792189E-04   3.08456960E-06   5.52067449E-05   2.42548144E-05  
  77               3.76274817E+01   1.55391527E+03   8.38317785E-01   1.60399630E-01   6.43021199E-04   3.91286135E-04   1.39652069E-04   4.88535474E-06   5.52052081E-05   2.42363327E-05  
  78               4.21393132E+01   1.59844742E+03   8.38345777E-01   1.60391261E-01   6.19191104E-04   3.66716075E-04   1.64132599E-04   7.50153760E-06   5.52047829E-05   2.41970937E-05  
  79               4.71157222E+01   1.64644124E+03   8.38372680E-01   1.60381292E-01   5.93487417E-04   3.39110736E-04   1.91622451E-04   1.16297310E-05   5.52058312E-05   2.40938226E-05  
  80               5.24985452E+01   1.69420204E+03   8.38385541E-01   1.60369739E-01   5.71353490E-04   3.12175929E-04   2.18417209E-04   1.75308203E-05   5.52271530E-05   2.38372558E-05  
  81               5.82508916E+01   1.74231358E+03   8.38398868E-01   1.60359831E-01   5.59228356E-04   2.83936774E-04   2.46502601E-04   2.59075222E-05   5.52196490E-05   2.30234646E-05  
  82               6.43245440E+01   1.78807094E+03   8.38411016E-01   1.60351021E-01   5.39796642E-04   2.61734617E-04   2.68537158E-04   3.67481063E-05   5.51889429E-05   2.29526686E-05  
  83               7.05666452E+01   1.83265485E+03   8.38410277E-01   1.60341558E-01   5.26179245E-04   2.40492074E-04   2.89594220E-04   5.07955645E-05   5.51460576E-05   2.28046512E-05  
  84               7.66923382E+01   1.87250910E+03   8.38387872E-01   1.60331116E-01   5.22998515E-04   2.21676772E-04   3.08225832E-04   6.68376867E-05   5.50841649E-05   2.25464232E-05  
  85               8.32662669E+01   1.91344499E+03   8.38333429E-01   1.60316718E-01   5.32796310E-04   2.00642592E-04   3.29059736E-04   8.75572385E-05   5.50182169E-05   2.21033551E-05  
  86               8.93972070E+01   1.94852957E+03   8.38270422E-01   1.60304350E-01   5.57776300E-04   1.81096226E-04   3.48448501E-04   1.09202593E-04   5.49494282E-05   2.15694718E-05  
  87               9.48159806E+01   1.97866551E+03   8.38262154E-01   1.60299687E-01   5.48691299E-04   1.71848040E-04   3.57533493E-04   1.31225847E-04   5.48826367E-05   2.15456371E-05  
  88               1.00810453E+02   2.00970910E+03   8.38249001E-01   1.60294928E-01   5.40347820E-04   1.63327670E-04   3.65872622E-04   1.57471858E-04   5.47995249E-05   2.15212836E-05  
  89               1.07419718E+02   2.04284585E+03   8.38219570E-01   1.60287672E-01   5.31998423E-04   1.54781324E-04   3.74204203E-04   1.90145901E-04   5.47082756E-05   2.14927523E-05  
  90               1.12921077E+02   2.06867747E+03   8.38200504E-01   1.60283520E-01   5.26191469E-04   1.48806997E-04   3.80004196E-04   2.19147677E-04   5.46268641E-05   2.14705065E-05  
  91               1.17205415E+02   2.08851006E+03   8.38183440E-01   1.60280171E-01   5.21890470E-04   1.44362571E-04   3.84308016E-04   2.43842733E-04   5.45652534E-05   2.14520904E-05  
  92               1.22058612E+02   2.10986164E+03   8.38162390E-01   1.60276511E-01   5.17649885E-04   1.39976332E-04   3.88534951E-04   2.72774015E-04   5.44914340E-05   2.14321613E-05  
  93               1.27542188E+02   2.13344164E+03   8.38135894E-01   1.60272278E-01   5.13191610E-04   1.35337737E-04   3.92988846E-04   3.07927490E-04   5.44089171E-05   2.14088126E-05  
  94               1.33710638E+02   2.15877164E+03   8.38103323E-01   1.60267551E-01   5.08812155E-04   1.30749775E-04   3.97366732E-04   3.49546983E-04   5.43133905E-05   2.13829458E-05  
  95               1.40618610E+02   2.18609941E+03   8.38031667E-01   1.60256137E-01   5.04433469E-04   1.26120390E-04   4.01736098E-04   3.99340745E-04   5.42038084E-05   2.13527688E-05  
  96               1.45833249E+02   2.20592572E+03   8.37999134E-01   1.60252107E-01   5.01481928E-04   1.23003195E-04   4.04669680E-04   4.38837195E-04   5.41217582E-05   2.13304593E-05  
  97               1.49649065E+02   2.22011143E+03   8.37974063E-01   1.60249065E-01   4.99470190E-04   1.20868735E-04   4.06667679E-04   4.68948830E-04   5.40615460E-05   2.13139114E-05  
  98               1.54039620E+02   2.23600695E+03   8.37944086E-01   1.60245545E-01   4.97337276E-04   1.18593663E-04   4.08784537E-04   5.04563363E-04   5.39916579E-05   2.12949278E-05  
  99               1.59076788E+02   2.25376579E+03   8.37908162E-01   1.60241458E-01   4.95084730E-04   1.16176340E-04   4.11018407E-04   5.46808157E-04   5.39111108E-05   2.12730621E-05  
  100              1.64838461E+02   2.27350415E+03   8.37865111E-01   1.60236709E-01   4.92731380E-04   1.13632151E-04   4.13350176E-04   5.96938967E-04   5.38186863E-05   2.12478990E-05  
  101              1.71409318E+02   2.29519429E+03   8.37811902E-01   1.60230860E-01   4.90349706E-04   1.11031446E-04   4.15705038E-04   6.55989910E-04   5.37121594E-05   2.12193216E-05  
