# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CH4              CO               N2               H2S             
  38               4.47705177E-01   6.13827680E+02   8.38207110E-01   1.60471914E-01   1.70096336E-16   7.22496912E-04   4.76734681E-04   2.48208693E-05   5.56386096E-05   2.29817581E-05  
  39               5.38286351E-01   6.34847750E+02   8.38208555E-01   1.60470463E-01   6.46425866E-16   7.22501000E-04   4.76737379E-04   2.48210097E-05   5.56389265E-05   2.29815502E-05  
  40               6.46303728E-01   6.51410088E+02   8.38209168E-01   1.60469836E-01   1.70317286E-15   7.22507212E-04   4.76741478E-04   2.48212232E-05   5.56394071E-05   2.29814605E-05  
  41               7.74936457E-01   6.74798082E+02   8.38210515E-01   1.60468481E-01   6.36651459E-15   7.22512259E-04   4.76744808E-04   2.48213966E-05   5.56397981E-05   2.29812664E-05  
  42               9.27770283E-01   6.94015838E+02   8.38211154E-01   1.60467812E-01   1.72641216E-14   7.22519123E-04   4.76749338E-04   2.48216324E-05   5.56403292E-05   2.29811706E-05  
  43               1.10904763E+00   7.20295032E+02   8.38212371E-01   1.60466583E-01   6.36587372E-14   7.22525331E-04   4.76753434E-04   2.48218457E-05   5.56408099E-05   2.29809946E-05  
  44               1.32339684E+00   7.42821144E+02   8.38212975E-01   1.60465893E-01   1.78120631E-13   7.22532830E-04   4.76758382E-04   2.48221034E-05   5.56413901E-05   2.29808957E-05  
  45               1.57591379E+00   7.72419049E+02   8.38213885E-01   1.60464799E-01   6.42319380E-13   7.22541433E-04   4.76764059E-04   2.48223990E-05   5.56420555E-05   2.29807389E-05  
  46               1.87266447E+00   7.98553377E+02   8.38214278E-01   1.60464125E-01   1.81689954E-12   7.22549731E-04   4.76769534E-04   2.48226841E-05   5.56426975E-05   2.29806421E-05  
  47               2.22122931E+00   8.31728425E+02   8.38215131E-01   1.60463243E-01   6.29871566E-12   7.22561787E-04   4.76777489E-04   2.48230985E-05   5.56436291E-05   2.29805150E-05  
  48               2.62967582E+00   8.61716415E+02   8.38215637E-01   1.60462691E-01   1.76333631E-11   7.22574326E-04   4.76785763E-04   2.48235310E-05   5.56445980E-05   2.29852065E-05  
  49               3.10648943E+00   8.98549021E+02   8.38216266E-01   1.60461972E-01   5.76237411E-11   7.22582801E-04   4.76791355E-04   2.48238321E-05   5.56452540E-05   2.30020465E-05  
  50               3.66022747E+00   9.32071821E+02   8.38216509E-01   1.60461466E-01   1.54376211E-10   7.22592103E-04   4.76797494E-04   2.48242177E-05   5.56459739E-05   2.30469787E-05  
  51               4.30218178E+00   9.72054463E+02   8.38216499E-01   1.60460741E-01   4.62484838E-10   7.22602688E-04   4.76804478E-04   2.48249469E-05   5.56467925E-05   2.32095299E-05  
  52               5.04583084E+00   1.00866802E+03   8.38215713E-01   1.60460028E-01   1.15830728E-09   7.22617248E-04   4.76814083E-04   2.48276126E-05   5.56479176E-05   2.36098131E-05  
  53               5.90538535E+00   1.05146194E+03   8.38215318E-01   1.60459016E-01   3.15054868E-09   7.22644073E-04   4.76831764E-04   2.48393367E-05   5.56499892E-05   2.42854648E-05  
  54               6.89569344E+00   1.09049281E+03   8.38216306E-01   1.60457956E-01   7.25361440E-09   7.22650231E-04   4.76835596E-04   2.48943824E-05   5.56504915E-05   2.42851931E-05  
  55               8.03451202E+00   1.13519107E+03   8.38218080E-01   1.60455934E-01   1.76876523E-08   7.22652427E-04   4.76835185E-04   2.51262767E-05   5.56508631E-05   2.42846632E-05  
  56               9.34567040E+00   1.17591068E+03   8.38219864E-01   1.60453247E-01   3.71785786E-08   7.22637413E-04   4.76809815E-04   2.60402571E-05   5.56513821E-05   2.42839229E-05  
  57               1.08560684E+01   1.22220367E+03   8.38222155E-01   1.60448249E-01   8.19364852E-08   7.22515809E-04   4.76635239E-04   2.89769263E-05   5.56523854E-05   2.42825455E-05  
  58               1.25936414E+01   1.26443313E+03   8.38222807E-01   1.60441930E-01   1.58601018E-07   7.21763948E-04   4.75607430E-04   3.63141111E-05   5.56551570E-05   2.42807207E-05  
  59               1.45899874E+01   1.31218727E+03   8.38225215E-01   1.60432107E-01   3.19716313E-07   7.18498509E-04   4.71344688E-04   5.10378743E-05   5.56600097E-05   2.42777151E-05  
  60               1.68923981E+01   1.35542835E+03   8.38237003E-01   1.60423876E-01   5.72015048E-07   7.08470824E-04   4.59472027E-04   6.90603032E-05   5.56629416E-05   2.42744604E-05  
  61               1.95739396E+01   1.40377573E+03   8.38263634E-01   1.60414627E-01   1.05443159E-06   6.88007448E-04   4.37307801E-04   9.37232439E-05   5.56625705E-05   2.42696552E-05  
  62               2.27141849E+01   1.44701840E+03   8.38290823E-01   1.60407723E-01   1.73896391E-06   6.66947571E-04   4.15947717E-04   1.15027236E-04   5.56602377E-05   2.42640271E-05  
  63               2.63853067E+01   1.49550637E+03   8.38324132E-01   1.60399004E-01   2.95598239E-06   6.40850593E-04   3.89457466E-04   1.41534803E-04   5.56571291E-05   2.42537361E-05  
  64               3.06347791E+01   1.53888924E+03   8.38347404E-01   1.60392163E-01   4.56770355E-06   6.20973182E-04   3.69261636E-04   1.61651194E-04   5.56530802E-05   2.42374649E-05  
  65               3.55177182E+01   1.58815570E+03   8.38376433E-01   1.60383765E-01   7.32129085E-06   5.97502912E-04   3.43794247E-04   1.87034581E-04   5.56461927E-05   2.41249140E-05  
  66               4.10765991E+01   1.63272609E+03   8.38393258E-01   1.60376898E-01   1.08464456E-05   5.79350617E-04   3.25370433E-04   2.05365056E-04   5.56213823E-05   2.41113971E-05  
  67               4.73032417E+01   1.68406782E+03   8.38402864E-01   1.60365968E-01   1.67715513E-05   5.59072131E-04   3.00587563E-04   2.30011200E-04   5.55752725E-05   2.38642754E-05  
  68               5.41267026E+01   1.73191025E+03   8.38408088E-01   1.60358064E-01   2.44740173E-05   5.53455815E-04   2.78356245E-04   2.52104066E-04   5.54951890E-05   2.30101687E-05  
  69               6.14580087E+01   1.78830808E+03   8.38421942E-01   1.60347417E-01   3.76714442E-05   5.30222735E-04   2.51763169E-04   2.78497005E-04   5.54233138E-05   2.29239637E-05  
  70               6.91776345E+01   1.84467780E+03   8.38413048E-01   1.60334703E-01   5.65158669E-05   5.15772951E-04   2.25238649E-04   3.04786442E-04   5.53575667E-05   2.26977264E-05  
  71               7.70043475E+01   1.89651727E+03   8.38360361E-01   1.60318279E-01   8.01837370E-05   5.20227334E-04   1.99986146E-04   3.29796548E-04   5.52734396E-05   2.22381105E-05  
  72               8.45297320E+01   1.94294452E+03   8.38281788E-01   1.60302216E-01   1.07876663E-04   5.50787749E-04   1.74116130E-04   3.55465633E-04   5.51943164E-05   2.15357485E-05  
  73               9.14381706E+01   1.98226317E+03   8.38269855E-01   1.60296287E-01   1.37013748E-04   5.39509701E-04   1.62633153E-04   3.66741535E-04   5.51012085E-05   2.15059605E-05  
  74               9.92329243E+01   2.02438898E+03   8.38238789E-01   1.60287751E-01   1.75142427E-04   5.28552028E-04   1.51443825E-04   3.77680407E-04   5.49938421E-05   2.14710739E-05  
  75               1.05862934E+02   2.05761530E+03   8.38215891E-01   1.60282504E-01   2.10828402E-04   5.20988490E-04   1.43678939E-04   3.85234856E-04   5.48953061E-05   2.14430739E-05  
  76               1.11081208E+02   2.08312203E+03   8.38194306E-01   1.60278249E-01   2.42142287E-04   5.15496084E-04   1.38021696E-04   3.90719871E-04   5.48195170E-05   2.14196175E-05  
  77               1.17162521E+02   2.11095303E+03   8.38166188E-01   1.60273506E-01   2.80286816E-04   5.10175107E-04   1.32508082E-04   3.96032757E-04   5.47246376E-05   2.13939294E-05  
  78               1.24209567E+02   2.14243939E+03   8.38128574E-01   1.60267764E-01   3.29286230E-04   5.04470787E-04   1.26567432E-04   4.01731737E-04   5.46176083E-05   2.13620882E-05  
  79               1.32317320E+02   2.17621571E+03   8.38048616E-01   1.60255167E-01   3.88931351E-04   4.99141182E-04   1.20943480E-04   4.07055337E-04   5.44859353E-05   2.13261737E-05  
  80               1.38450817E+02   2.20128177E+03   8.38007724E-01   1.60250036E-01   4.38750521E-04   4.95328167E-04   1.16933354E-04   4.10845245E-04   5.43912842E-05   2.12973623E-05  
  81               1.42936007E+02   2.21845348E+03   8.37976956E-01   1.60246385E-01   4.75433635E-04   4.93045825E-04   1.14508826E-04   4.13110042E-04   5.43177152E-05   2.12777582E-05  
  82               1.48277136E+02   2.23908174E+03   8.37936852E-01   1.60241701E-01   5.22994521E-04   4.90258403E-04   1.11545281E-04   4.15875854E-04   5.42344858E-05   2.12520670E-05  
  83               1.54608284E+02   2.26197523E+03   8.37888219E-01   1.60236326E-01   5.79661602E-04   4.87573088E-04   1.08653233E-04   4.18535452E-04   5.41305946E-05   2.12235858E-05  
  84               1.62077690E+02   2.28875457E+03   8.37825403E-01   1.60229541E-01   6.52327589E-04   4.84484356E-04   1.05311476E-04   4.21593053E-04   5.40122186E-05   2.11873901E-05  
  85               1.70848676E+02   2.31812835E+03   8.37747031E-01   1.60221288E-01   7.39447860E-04   4.81590988E-04   1.02121221E-04   4.24448145E-04   5.38679841E-05   2.11467965E-05  
  86               1.81100399E+02   2.35165407E+03   8.37642551E-01   1.60211089E-01   8.50099724E-04   4.83349142E-04   9.78096620E-05   4.28390917E-04   5.37095554E-05   2.11160664E-05  
  87               1.93032703E+02   2.38791450E+03   8.37523825E-01   1.60199575E-01   9.82929389E-04   4.80676222E-04   9.45661282E-05   4.31166027E-04   5.35144802E-05   2.10599917E-05  
  88               2.06868237E+02   2.42842198E+03   8.37373621E-01   1.60185289E-01   1.15008105E-03   4.77935371E-04   9.11671138E-05   4.34002962E-04   5.32930225E-05   2.09917804E-05  
  89               2.22857124E+02   2.47163385E+03   8.37192492E-01   1.60168518E-01   1.35017437E-03   4.75652042E-04   8.81438693E-05   4.36368249E-04   5.30334801E-05   2.09153934E-05  
  90               2.41284471E+02   2.51904136E+03   8.36966041E-01   1.60147842E-01   1.59939767E-03   4.73468928E-04   8.51054562E-05   4.38621886E-04   5.27402410E-05   2.08244017E-05  
  91               2.62487866E+02   2.56902009E+03   8.36695269E-01   1.60123566E-01   1.89594985E-03   4.71866482E-04   8.25278584E-05   4.40282007E-04   5.24010317E-05   2.07235632E-05  
  92               2.86868882E+02   2.62314414E+03   8.36360537E-01   1.60093824E-01   2.26167829E-03   4.70515373E-04   8.00340509E-05   4.41684790E-04   5.20190526E-05   2.06058228E-05  
  93               3.14904829E+02   2.67971745E+03   8.35964049E-01   1.60059006E-01   2.69352389E-03   4.69861306E-04   7.80517345E-05   4.42391317E-04   5.15809812E-05   2.04771705E-05  
  94               3.47169971E+02   2.74046877E+03   8.35478990E-01   1.60016628E-01   3.22110503E-03   4.69598832E-04   7.62076199E-05   4.42719717E-04   5.10886513E-05   2.03297571E-05  
  95               3.84364403E+02   2.80362349E+03   8.34910027E-01   1.59967286E-01   3.83870781E-03   4.70157405E-04   7.48972822E-05   4.42255465E-04   5.05269976E-05   2.01712434E-05  
  96               4.27354670E+02   2.87111375E+03   8.34220857E-01   1.59907682E-01   4.58621247E-03   4.71268649E-04   7.37564727E-05   4.41286594E-04   4.98953742E-05   1.99928779E-05  
  97               4.77227944E+02   2.94130316E+03   8.33417101E-01   1.59838479E-01   5.45690902E-03   4.73332560E-04   7.31289374E-05   4.39434315E-04   4.91764012E-05   1.98032009E-05  
  98               5.35430325E+02   3.01642355E+03   8.32448272E-01   1.59755167E-01   6.50600627E-03   4.76146204E-04   7.26741432E-05   4.36927259E-04   4.83637587E-05   1.95921385E-05  
  99               6.03831101E+02   3.09471139E+03   8.31325871E-01   1.59658945E-01   7.72030795E-03   4.80163370E-04   7.27659221E-05   4.33331685E-04   4.74327391E-05   1.93706210E-05  
  100              6.84247411E+02   3.17823395E+03   8.29988974E-01   1.59544395E-01   9.16635541E-03   4.85186211E-04   7.30538856E-05   4.28861533E-04   4.63762124E-05   1.91279312E-05  
  101              7.78606342E+02   3.26432949E+03   8.28474479E-01   1.59414909E-01   1.08034177E-02   4.91600798E-04   7.39004595E-05   4.23117456E-04   4.51733001E-05   1.88790407E-05  
