# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CH4              CO               N2               H2S             
  28               1.69334957E-02   5.46125604E+02   8.38310720E-01   1.60477297E-01   4.20836006E-18   6.22554280E-04   3.82252090E-04   1.12392357E-04   5.78800859E-05   2.29827033E-05  
  29               2.10545087E-02   5.47751454E+02   8.38310221E-01   1.60477794E-01   4.35645187E-18   6.22555172E-04   3.82252638E-04   1.12392518E-04   5.78801757E-05   2.29827745E-05  
  30               2.61709426E-02   5.62093314E+02   8.38310410E-01   1.60477605E-01   1.33697938E-17   6.22554868E-04   3.82252451E-04   1.12392463E-04   5.78801551E-05   2.29827474E-05  
  31               3.25196474E-02   5.64086707E+02   8.38309875E-01   1.60478138E-01   1.41605807E-17   6.22555830E-04   3.82253042E-04   1.12392637E-04   5.78802526E-05   2.29828238E-05  
  32               4.03908317E-02   5.79397934E+02   8.38310096E-01   1.60477918E-01   4.38072771E-17   6.22555468E-04   3.82252819E-04   1.12392571E-04   5.78802278E-05   2.29827923E-05  
  33               5.01373670E-02   5.82313427E+02   8.38309562E-01   1.60478449E-01   4.94064235E-17   6.22556431E-04   3.82253410E-04   1.12392745E-04   5.78803268E-05   2.29828683E-05  
  34               6.21898492E-02   5.99115234E+02   8.38309838E-01   1.60478175E-01   1.58450493E-16   6.22555987E-04   3.82253138E-04   1.12392664E-04   5.78802955E-05   2.29828290E-05  
  35               7.70685923E-02   6.03503818E+02   8.38309353E-01   1.60478657E-01   1.96199906E-16   6.22556866E-04   3.82253678E-04   1.12392823E-04   5.78803879E-05   2.29828981E-05  
  36               9.54049987E-02   6.21979663E+02   8.38309678E-01   1.60478334E-01   6.48282256E-16   6.22556318E-04   3.82253341E-04   1.12392724E-04   5.78803481E-05   2.29828518E-05  
  37               1.17958545E-01   6.28002274E+02   8.38309261E-01   1.60478748E-01   8.76728195E-16   6.22557076E-04   3.82253806E-04   1.12392860E-04   5.78804302E-05   2.29829112E-05  
  38               1.45673348E-01   6.48311009E+02   8.38309622E-01   1.60478388E-01   2.95425467E-15   6.22556472E-04   3.82253435E-04   1.12392751E-04   5.78803864E-05   2.29828596E-05  
  39               1.79671811E-01   6.56318133E+02   8.38309287E-01   1.60478717E-01   4.37832608E-15   6.22557073E-04   3.82253804E-04   1.12392859E-04   5.78804550E-05   2.29829066E-05  
  40               2.21308050E-01   6.78775417E+02   8.38309674E-01   1.60478332E-01   1.49971976E-14   6.22556482E-04   3.82253441E-04   1.12392752E-04   5.78804135E-05   2.29828514E-05  
  41               2.72182854E-01   6.89296742E+02   8.38309424E-01   1.60478554E-01   2.45421107E-14   6.22556889E-04   3.82253690E-04   1.12392825E-04   5.78804653E-05   2.29828834E-05  
  42               3.34215781E-01   7.14431179E+02   8.38309828E-01   1.60478152E-01   8.57208733E-14   6.22556601E-04   3.82253514E-04   1.12392773E-04   5.78804532E-05   2.29828256E-05  
  43               4.09605925E-01   7.28002864E+02   8.38309629E-01   1.60478261E-01   1.54729484E-13   6.22556786E-04   3.82253627E-04   1.12392806E-04   5.78804855E-05   2.29828412E-05  
  44               5.00971824E-01   7.56156475E+02   8.38309909E-01   1.60477837E-01   5.43829176E-13   6.22557356E-04   3.82253977E-04   1.12392908E-04   5.78805545E-05   2.29827804E-05  
  45               6.11345658E-01   7.73246254E+02   8.38309649E-01   1.60477827E-01   1.07004172E-12   6.22560266E-04   3.82255763E-04   1.12393433E-04   5.78808415E-05   2.29827787E-05  
  46               7.44504391E-01   8.04846557E+02   8.38310026E-01   1.60477439E-01   3.73888181E-12   6.22563693E-04   3.82257867E-04   1.12394051E-04   5.78811773E-05   2.29827226E-05  
  47               9.04687533E-01   8.25971056E+02   8.38310056E-01   1.60477395E-01   7.89769418E-12   6.22563661E-04   3.82257847E-04   1.12394045E-04   5.78811923E-05   2.29850135E-05  
  48               1.09698307E+00   8.61626182E+02   8.38310419E-01   1.60476996E-01   2.72161994E-11   6.22563033E-04   3.82257461E-04   1.12393932E-04   5.78811526E-05   2.29955710E-05  
  49               1.32689040E+00   8.87419577E+02   8.38310449E-01   1.60476841E-01   6.07857760E-11   6.22562956E-04   3.82257414E-04   1.12393923E-04   5.78811648E-05   2.30146612E-05  
  50               1.60046208E+00   9.27510482E+02   8.38310682E-01   1.60476251E-01   2.02826459E-10   6.22563162E-04   3.82257540E-04   1.12393985E-04   5.78812041E-05   2.31081010E-05  
  51               1.92425713E+00   9.58100223E+02   8.38309930E-01   1.60475656E-01   4.63546539E-10   6.22564652E-04   3.82258454E-04   1.12394437E-04   5.78813635E-05   2.32930876E-05  
  52               2.30708867E+00   1.00274958E+03   8.38309416E-01   1.60474174E-01   1.46511811E-09   6.22582470E-04   3.82269392E-04   1.12398597E-04   5.78830419E-05   2.42878075E-05  
  53               2.75834727E+00   1.03810588E+03   8.38310878E-01   1.60472722E-01   3.32306210E-09   6.22579255E-04   3.82267388E-04   1.12404183E-04   5.78827689E-05   2.42875193E-05  
  54               3.28867093E+00   1.08685855E+03   8.38314990E-01   1.60468602E-01   9.67624644E-09   6.22570506E-04   3.82261751E-04   1.12432904E-04   5.78820100E-05   2.42867146E-05  
  55               3.90970924E+00   1.12586830E+03   8.38319485E-01   1.60463957E-01   2.08533939E-08   6.22557585E-04   3.82250447E-04   1.12600450E-04   5.78812348E-05   2.42857641E-05  
  56               4.63726145E+00   1.17756722E+03   8.38329782E-01   1.60453007E-01   5.45077765E-08   6.22508199E-04   3.82195537E-04   1.13319926E-04   5.78796043E-05   2.42835184E-05  
  57               5.49000180E+00   1.21904132E+03   8.38338092E-01   1.60442292E-01   1.08842914E-07   6.22224540E-04   3.81805962E-04   1.16328571E-04   5.78790672E-05   2.42811438E-05  
  58               6.48967599E+00   1.27297686E+03   8.38352269E-01   1.60421713E-01   2.54874031E-07   6.20723152E-04   3.79726931E-04   1.26121389E-04   5.78797127E-05   2.42763866E-05  
  59               7.66511693E+00   1.31643541E+03   8.38363143E-01   1.60405906E-01   4.71340550E-07   6.13475452E-04   3.70101632E-04   1.47647051E-04   5.78842359E-05   2.42720022E-05  
  60               9.07120146E+00   1.37276136E+03   8.38395506E-01   1.60383821E-01   1.00352334E-06   5.90528320E-04   3.41271124E-04   1.88501887E-04   5.78883368E-05   2.42644044E-05  
  61               1.07782792E+01   1.41845776E+03   8.38433252E-01   1.60373518E-01   1.73398149E-06   5.61204847E-04   3.10576823E-04   2.20148868E-04   5.78859514E-05   2.42573439E-05  
  62               1.28750782E+01   1.47719199E+03   8.38487514E-01   1.60359074E-01   3.38247595E-06   5.19197763E-04   2.67593978E-04   2.63234529E-04   5.78813857E-05   2.42401149E-05  
  63               1.54102343E+01   1.52494984E+03   8.38514765E-01   1.60351254E-01   5.48470117E-06   4.96200326E-04   2.44088307E-04   2.86680735E-04   5.78785892E-05   2.42102324E-05  
  64               1.84285553E+01   1.58542639E+03   8.38550451E-01   1.60339447E-01   9.87094788E-06   4.64149686E-04   2.10341499E-04   3.20319362E-04   5.78742498E-05   2.40926146E-05  
  65               2.19418873E+01   1.63417692E+03   8.38550477E-01   1.60330892E-01   1.50621663E-05   4.50774691E-04   1.93224161E-04   3.37349914E-04   5.78655498E-05   2.38363093E-05  
  66               2.58909734E+01   1.69551333E+03   8.38561606E-01   1.60320399E-01   2.52773140E-05   4.39435637E-04   1.63774510E-04   3.66670085E-04   5.78584627E-05   2.26882362E-05  
  67               3.01867401E+01   1.74574785E+03   8.38558637E-01   1.60313388E-01   3.71132967E-05   4.28323621E-04   1.49300841E-04   3.81024491E-04   5.77896448E-05   2.26072650E-05  
  68               3.46956321E+01   1.80960291E+03   8.38532866E-01   1.60299282E-01   5.99652793E-05   4.19962892E-04   1.23634528E-04   4.06516120E-04   5.77400858E-05   2.22440153E-05  
  69               3.90668465E+01   1.86675097E+03   8.38454757E-01   1.60282083E-01   8.95429751E-05   4.40456062E-04   9.97413415E-05   4.30256539E-04   5.76991197E-05   2.15207161E-05  
  70               4.30663363E+01   1.91441226E+03   8.38389903E-01   1.60270668E-01   1.22631166E-04   4.60402451E-04   8.36429972E-05   4.46238396E-04   5.76551076E-05   2.10460293E-05  
  71               4.65339236E+01   1.95313304E+03   8.38368558E-01   1.60265602E-01   1.56443536E-04   4.52995553E-04   7.61392462E-05   4.53625614E-04   5.76043947E-05   2.10223954E-05  
  72               5.05184881E+01   1.99460719E+03   8.38325742E-01   1.60257797E-01   2.00725715E-04   4.46203285E-04   6.92441305E-05   4.60377920E-04   5.75413865E-05   2.09948789E-05  
  73               5.39253903E+01   2.02812295E+03   8.38292608E-01   1.60252857E-01   2.43568289E-04   4.41410861E-04   6.43581225E-05   4.65145318E-04   5.74866947E-05   2.09703309E-05  
  74               5.67046572E+01   2.05408552E+03   8.38261958E-01   1.60248768E-01   2.81577782E-04   4.38112143E-04   6.09807175E-05   4.68424606E-04   5.74399570E-05   2.09497187E-05  
  75               5.99890990E+01   2.08355170E+03   8.38221475E-01   1.60243782E-01   3.30397265E-04   4.34719019E-04   5.74905036E-05   4.71796739E-04   5.73840462E-05   2.09240470E-05  
  76               6.38420187E+01   2.11639625E+03   8.38138899E-01   1.60232053E-01   3.92547725E-04   4.31353735E-04   5.40152556E-05   4.75112219E-04   5.73147005E-05   2.08918186E-05  
  77               6.68948846E+01   2.14135639E+03   8.38092845E-01   1.60227095E-01   4.45801806E-04   4.29065127E-04   5.16141770E-05   4.77399541E-04   5.72611943E-05   2.08655135E-05  
  78               6.92705826E+01   2.16013219E+03   8.38054728E-01   1.60223095E-01   4.89516674E-04   4.27456950E-04   4.99460060E-05   4.78977743E-04   5.72188123E-05   2.08442084E-05  
  79               7.21406702E+01   2.18212233E+03   8.38005997E-01   1.60218113E-01   5.44965183E-04   4.25708453E-04   4.81243590E-05   4.80689205E-04   5.71672861E-05   2.08176390E-05  
  80               7.55872843E+01   2.20760132E+03   8.37943715E-01   1.60211908E-01   6.15294931E-04   4.23850501E-04   4.61774083E-05   4.82501674E-04   5.71049276E-05   2.07845823E-05  
  81               7.97009390E+01   2.23671697E+03   8.37864451E-01   1.60204206E-01   7.04154520E-04   4.21939469E-04   4.41583381E-05   4.84357394E-04   5.70296718E-05   2.07438095E-05  
  82               8.45806525E+01   2.26972914E+03   8.37763375E-01   1.60194597E-01   8.16756268E-04   4.20003047E-04   4.20906887E-05   4.86226931E-04   5.69399366E-05   2.06933989E-05  
  83               9.03349344E+01   2.30652879E+03   8.37633753E-01   1.60182330E-01   9.58136022E-04   4.18129082E-04   4.00583959E-05   4.88019122E-04   5.68327800E-05   2.06320694E-05  
  84               9.70817389E+01   2.34735772E+03   8.37464598E-01   1.60167238E-01   1.13643219E-03   4.21787181E-04   3.76104386E-05   4.90208924E-04   5.67133171E-05   2.05843701E-05  
  85               1.04953247E+02   2.39181827E+03   8.37262601E-01   1.60149002E-01   1.35805830E-03   4.20334264E-04   3.57637750E-05   4.91715482E-04   5.65659593E-05   2.04955481E-05  
  86               1.14097260E+02   2.44022702E+03   8.37009236E-01   1.60126365E-01   1.63531127E-03   4.19031247E-04   3.40281255E-05   4.93042904E-04   5.63949942E-05   2.03889135E-05  
  87               1.24680472E+02   2.49188437E+03   8.36697912E-01   1.60098802E-01   1.97519809E-03   4.17986887E-04   3.25059395E-05   4.94078659E-04   5.61957186E-05   2.02649041E-05  
  88               1.36892776E+02   2.54727272E+03   8.36312338E-01   1.60064869E-01   2.39550453E-03   4.17151868E-04   3.11313879E-05   4.94871574E-04   5.59669157E-05   2.01195762E-05  
  89               1.50962746E+02   2.60546129E+03   8.35846544E-01   1.60024098E-01   2.90254459E-03   4.16646086E-04   3.00065358E-05   4.95306135E-04   5.57024843E-05   1.99554225E-05  
  90               1.67158705E+02   2.66720191E+03   8.35277495E-01   1.59974449E-01   3.52145958E-03   4.16406487E-04   2.90387855E-05   4.95450238E-04   5.54006932E-05   1.97678533E-05  
  91               1.85797065E+02   2.73135702E+03   8.34601957E-01   1.59915694E-01   4.25556924E-03   4.16566398E-04   2.83306068E-05   4.95183597E-04   5.50539357E-05   1.95620553E-05  
  92               2.07249922E+02   2.79894979E+03   8.33788583E-01   1.59845068E-01   5.13905593E-03   4.17061827E-04   2.77735562E-05   4.94579739E-04   5.46596349E-05   1.93326793E-05  
  93               2.31956938E+02   2.86853669E+03   8.32842194E-01   1.59763053E-01   6.16644196E-03   4.18051735E-04   2.74824905E-05   4.93501457E-04   5.42081928E-05   1.90886368E-05  
  94               2.60435077E+02   2.94168833E+03   8.31716295E-01   1.59665553E-01   7.38839875E-03   4.19458996E-04   2.73180611E-05   4.92037311E-04   5.36960169E-05   1.88217951E-05  
  95               2.93292961E+02   3.01662671E+03   8.30428697E-01   1.59554197E-01   8.78528236E-03   4.21469581E-04   2.74122727E-05   4.90027596E-04   5.31108524E-05   1.85448785E-05  
  96               3.31207257E+02   3.09486741E+03   8.28927285E-01   1.59424406E-01   1.04138354E-02   4.24029320E-04   2.76392412E-05   4.87534360E-04   5.24458960E-05   1.82498093E-05  
  97               3.74843149E+02   3.17418039E+03   8.27254804E-01   1.59279979E-01   1.22273116E-02   4.27310220E-04   2.81316096E-05   4.84401584E-04   5.16879382E-05   1.79529100E-05  
  98               4.24916654E+02   3.25624868E+03   8.25350159E-01   1.59115544E-01   1.42922560E-02   4.31222426E-04   2.87443892E-05   4.80701983E-04   5.08264812E-05   1.76435616E-05  
  99               4.82199830E+02   3.33855267E+03   8.23287458E-01   1.58937631E-01   1.65278416E-02   4.35910860E-04   2.96205978E-05   4.76277020E-04   4.98428511E-05   1.73404523E-05  
  100              5.47597305E+02   3.42325792E+03   8.20985993E-01   1.58739146E-01   1.90219695E-02   4.41243291E-04   3.05984795E-05   4.71198942E-04   4.87117871E-05   1.70285760E-05  
  101              6.22056824E+02   3.50784819E+03   8.18543552E-01   1.58528675E-01   2.16680947E-02   4.47326940E-04   3.18220243E-05   4.65314111E-04   4.74011108E-05   1.67267454E-05  
