# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   4.23847943E+02   8.38493914E-01   1.60509141E-01   1.55914456E-22   5.29369103E-04   3.75034486E-04   6.06222979E-05   0.00000000E+00   0.00000000E+00  
  2                1.63073595E-05   4.91631873E+02   8.38494094E-01   1.60509040E-01   6.41342188E-19   5.29359122E-04   3.75027415E-04   6.06211541E-05   0.00000000E+00   0.00000000E+00  
  3                2.32877107E-05   5.31254172E+02   8.38495444E-01   1.60507801E-01   2.93376806E-17   5.29337529E-04   3.75012117E-04   6.06186800E-05   0.00000000E+00   0.00000000E+00  
  4                3.13383640E-05   5.48394724E+02   8.38497338E-01   1.60505941E-01   1.19512947E-16   5.29308056E-04   3.74991237E-04   6.06153033E-05   0.00000000E+00   0.00000000E+00  
  5                4.07387191E-05   5.72864274E+02   8.38507174E-01   1.60496166E-01   8.20129364E-16   5.29288173E-04   3.74977151E-04   6.06130248E-05   0.00000000E+00   0.00000000E+00  
  6                5.17564334E-05   5.84370927E+02   8.38512824E-01   1.60490338E-01   1.80455526E-15   5.29263889E-04   3.74959947E-04   6.06102423E-05   0.00000000E+00   0.00000000E+00  
  7                6.47020546E-05   6.05332572E+02   8.38539883E-01   1.60463361E-01   7.73130601E-15   5.29228566E-04   3.74934922E-04   6.06061957E-05   0.00000000E+00   0.00000000E+00  
  8                7.99251942E-05   6.15003674E+02   8.38548834E-01   1.60454182E-01   1.38281049E-14   5.29207934E-04   3.74920306E-04   6.06038315E-05   0.00000000E+00   0.00000000E+00  
  9                9.78502809E-05   6.34157615E+02   8.38587716E-01   1.60415399E-01   4.58311132E-14   5.29162169E-04   3.74887883E-04   6.05985891E-05   0.00000000E+00   0.00000000E+00  
  10               1.18984108E-04   6.42595510E+02   8.38595277E-01   1.60407863E-01   7.18991762E-14   5.29147168E-04   3.74877256E-04   6.05968698E-05   0.00000000E+00   0.00000000E+00  
  11               1.43931923E-04   6.60730682E+02   8.38632917E-01   1.60370313E-01   2.02568793E-13   5.29103914E-04   3.74846612E-04   6.05919150E-05   0.00000000E+00   0.00000000E+00  
  12               1.73393311E-04   6.68639920E+02   8.38637883E-01   1.60365360E-01   2.96541988E-13   5.29094247E-04   3.74839764E-04   6.05908066E-05   0.00000000E+00   0.00000000E+00  
  13               2.08196990E-04   6.86494135E+02   8.38668859E-01   1.60334451E-01   7.58551729E-13   5.29058643E-04   3.74814540E-04   6.05867279E-05   0.00000000E+00   0.00000000E+00  
  14               2.49304249E-04   6.94286772E+02   8.38671961E-01   1.60331342E-01   1.06924690E-12   5.29053458E-04   3.74810867E-04   6.05861328E-05   0.00000000E+00   0.00000000E+00  
  15               2.97851669E-04   7.12178223E+02   8.38695285E-01   1.60308044E-01   2.55355864E-12   5.29026366E-04   3.74791673E-04   6.05830290E-05   0.00000000E+00   0.00000000E+00  
