# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               SiO             
  1                1.00000000E-05   3.26429121E+02   8.38508064E-01   1.60513973E-01   1.44272329E-30   5.29553242E-04   3.55145262E-04   6.05586587E-05   0.00000000E+00   0.00000000E+00  
  2                1.04538305E-04   4.11739954E+02   8.38509080E-01   1.60512474E-01   7.77320574E-24   5.29555898E-04   3.55147022E-04   6.05589697E-05   0.00000000E+00   0.00000000E+00  
  3                2.02523852E-04   4.42299897E+02   8.38508928E-01   1.60512624E-01   4.61999308E-22   5.29557396E-04   3.55147989E-04   6.05591544E-05   0.00000000E+00   0.00000000E+00  
  4                3.11350633E-04   4.61399257E+02   8.38508975E-01   1.60512576E-01   4.38029194E-21   5.29557920E-04   3.55148307E-04   6.05592262E-05   0.00000000E+00   0.00000000E+00  
  5                4.33967626E-04   4.75562014E+02   8.38508992E-01   1.60512558E-01   2.03169256E-20   5.29558431E-04   3.55148619E-04   6.05592954E-05   0.00000000E+00   0.00000000E+00  
  6                5.72841403E-04   4.88367735E+02   8.38509009E-01   1.60512540E-01   7.56202190E-20   5.29558914E-04   3.55148914E-04   6.05593606E-05   0.00000000E+00   0.00000000E+00  
  7                7.30539472E-04   4.99175786E+02   8.38509016E-01   1.60512532E-01   2.15490518E-19   5.29559397E-04   3.55149212E-04   6.05594255E-05   0.00000000E+00   0.00000000E+00  
  8                9.09906719E-04   5.09837446E+02   8.38509026E-01   1.60512522E-01   5.82813605E-19   5.29559834E-04   3.55149479E-04   6.05594848E-05   0.00000000E+00   0.00000000E+00  
  9                1.11418944E-03   5.19077159E+02   8.38509028E-01   1.60512519E-01   1.32284451E-18   5.29560287E-04   3.55149756E-04   6.05595457E-05   0.00000000E+00   0.00000000E+00  
  10               1.34713399E-03   5.28561490E+02   8.38509033E-01   1.60512513E-01   2.99496846E-18   5.29560715E-04   3.55150018E-04   6.05596037E-05   0.00000000E+00   0.00000000E+00  
  11               1.61295509E-03   5.37109920E+02   8.38509033E-01   1.60512512E-01   6.05911260E-18   5.29561162E-04   3.55150292E-04   6.05596639E-05   0.00000000E+00   0.00000000E+00  
