# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   3.84611264E+02   8.38494615E-01   1.60509048E-01   2.78065001E-25   5.29355545E-04   3.74354867E-04   6.06146628E-05   0.00000000E+00   0.00000000E+00  
  2                1.66973355E-05   4.52797579E+02   8.38494441E-01   1.60509232E-01   6.39585151E-21   5.29353854E-04   3.74353672E-04   6.06144666E-05   0.00000000E+00   0.00000000E+00  
  3                2.41210649E-05   4.83978175E+02   8.38494513E-01   1.60509208E-01   2.25874345E-19   5.29341183E-04   3.74344713E-04   6.06130109E-05   0.00000000E+00   0.00000000E+00  
  4                3.27008346E-05   5.04525542E+02   8.38494601E-01   1.60509159E-01   1.78328234E-18   5.29333027E-04   3.74338947E-04   6.06120713E-05   0.00000000E+00   0.00000000E+00  
  5                4.27199390E-05   5.22509340E+02   8.38494782E-01   1.60509036E-01   9.43315373E-18   5.29313865E-04   3.74325398E-04   6.06098712E-05   0.00000000E+00   0.00000000E+00  
  6                5.44834872E-05   5.36984553E+02   8.38495028E-01   1.60508811E-01   3.25909596E-17   5.29308930E-04   3.74321910E-04   6.06093000E-05   0.00000000E+00   0.00000000E+00  
  7                6.83336164E-05   5.51947518E+02   8.38495589E-01   1.60508296E-01   1.10340193E-16   5.29292850E-04   3.74310540E-04   6.06074528E-05   0.00000000E+00   0.00000000E+00  
  8                8.46622577E-05   5.64828373E+02   8.38496391E-01   1.60507496E-01   2.95192797E-16   5.29287697E-04   3.74306898E-04   6.06068569E-05   0.00000000E+00   0.00000000E+00  
  9                1.03929400E-04   5.78679130E+02   8.38498065E-01   1.60505858E-01   8.16219509E-16   5.29274776E-04   3.74297762E-04   6.06053716E-05   0.00000000E+00   0.00000000E+00  
  10               1.26675772E-04   5.90689080E+02   8.38500192E-01   1.60503673E-01   1.87120795E-15   5.29270139E-04   3.74294485E-04   6.06048348E-05   0.00000000E+00   0.00000000E+00  
  11               1.53539983E-04   6.03817081E+02   8.38504225E-01   1.60499672E-01   4.49769927E-15   5.29257599E-04   3.74285619E-04   6.06033933E-05   0.00000000E+00   0.00000000E+00  
  12               1.85273204E-04   6.15266692E+02   8.38508709E-01   1.60495015E-01   9.25106795E-15   5.29251347E-04   3.74281199E-04   6.06026718E-05   0.00000000E+00   0.00000000E+00  
  13               2.22764047E-04   6.27987818E+02   8.38516505E-01   1.60487252E-01   2.01592543E-14   5.29236653E-04   3.74270810E-04   6.06009838E-05   0.00000000E+00   0.00000000E+00  
  14               2.67083514E-04   6.39140948E+02   8.38524229E-01   1.60479312E-01   3.84114527E-14   5.29227388E-04   3.74264259E-04   6.05999174E-05   0.00000000E+00   0.00000000E+00  
  15               3.19500899E-04   6.51700516E+02   8.38536416E-01   1.60467163E-01   7.80258749E-14   5.29209439E-04   3.74251567E-04   6.05978568E-05   0.00000000E+00   0.00000000E+00  
  16               3.81512187E-04   6.62757337E+02   8.38547414E-01   1.60456191E-01   1.40653596E-13   5.29197040E-04   3.74242801E-04   6.05964317E-05   0.00000000E+00   0.00000000E+00  
  17               4.54880838E-04   6.75291757E+02   8.38562971E-01   1.60440676E-01   2.70506758E-13   5.29176898E-04   3.74228558E-04   6.05941200E-05   0.00000000E+00   0.00000000E+00  
  18               5.41684459E-04   6.86321130E+02   8.38575518E-01   1.60428156E-01   4.65737114E-13   5.29162974E-04   3.74218713E-04   6.05925204E-05   0.00000000E+00   0.00000000E+00  
  19               6.44366453E-04   6.98914348E+02   8.38592278E-01   1.60411433E-01   8.56441708E-13   5.29143345E-04   3.74204833E-04   6.05902675E-05   0.00000000E+00   0.00000000E+00  
  20               7.65795950E-04   7.10060251E+02   8.38604830E-01   1.60398900E-01   1.42515732E-12   5.29129412E-04   3.74194982E-04   6.05886670E-05   0.00000000E+00   0.00000000E+00  
  21               9.09330969E-04   7.22913388E+02   8.38621167E-01   1.60382582E-01   2.54112076E-12   5.29112974E-04   3.74183358E-04   6.05867797E-05   0.00000000E+00   0.00000000E+00  
  22               1.07890691E-03   7.34332201E+02   8.38632764E-01   1.60370982E-01   4.12841291E-12   5.29099848E-04   3.74174077E-04   6.05852716E-05   0.00000000E+00   0.00000000E+00  
  23               1.27910218E-03   7.47573190E+02   8.38647564E-01   1.60356148E-01   7.19251390E-12   5.29093332E-04   3.74169471E-04   6.05845205E-05   0.00000000E+00   0.00000000E+00  
  24               1.51528346E-03   7.59379235E+02   8.38657623E-01   1.60345965E-01   1.14793314E-11   5.29082131E-04   3.74161551E-04   6.05832331E-05   0.00000000E+00   0.00000000E+00  
  25               1.79394666E-03   7.73063073E+02   8.38670170E-01   1.60333245E-01   1.95957859E-11   5.29065474E-04   3.74149773E-04   6.05813209E-05   0.00000000E+00   0.00000000E+00  
  26               2.12275061E-03   7.85374766E+02   8.38678521E-01   1.60324617E-01   3.08768387E-11   5.29055942E-04   3.74143033E-04   6.05802245E-05   0.00000000E+00   0.00000000E+00  
  27               2.51063927E-03   7.99732835E+02   8.38688682E-01   1.60313897E-01   5.21309689E-11   5.29041725E-04   3.74132980E-04   6.05785919E-05   0.00000000E+00   0.00000000E+00  
  28               2.96800478E-03   8.12846406E+02   8.38695688E-01   1.60306564E-01   8.19837682E-11   5.29033486E-04   3.74127156E-04   6.05776438E-05   0.00000000E+00   0.00000000E+00  
  29               3.50689439E-03   8.28207294E+02   8.38703556E-01   1.60297531E-01   1.38393131E-10   5.29021387E-04   3.74118600E-04   6.05762537E-05   0.00000000E+00   0.00000000E+00  
  30               4.14120920E-03   8.42398049E+02   8.38708734E-01   1.60291359E-01   2.18825085E-10   5.29014303E-04   3.74113592E-04   6.05754380E-05   0.00000000E+00   3.56991175E-16  
  31               4.88692721E-03   8.58991502E+02   8.38715907E-01   1.60284206E-01   3.70926852E-10   5.29004293E-04   3.74106515E-04   6.05742873E-05   0.00000000E+00   2.23157543E-15  
  32               5.76221937E-03   8.74607597E+02   8.38720903E-01   1.60279222E-01   5.94228168E-10   5.28998242E-04   3.74102236E-04   6.05735899E-05   0.00000000E+00   2.23150374E-15  
  33               6.78759515E-03   8.92954947E+02   8.38726539E-01   1.60273605E-01   1.02391132E-09   5.28990051E-04   3.74096445E-04   6.05726476E-05   0.00000000E+00   1.48660797E-14  
