# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              CH4              N2               Mg              
  1                1.00000000E-05   3.20580671E+02   8.38503880E-01   1.60514322E-01   3.32954486E-31   4.37928294E-04   3.44456060E-04   1.09592385E-04   5.99660028E-05   0.00000000E+00  
  2                2.96856440E-04   3.80056010E+02   8.38501708E-01   1.60516487E-01   2.25010527E-26   4.37931162E-04   3.44458381E-04   1.09593133E-04   5.99665204E-05   0.00000000E+00  
  3                6.12947611E-04   3.95708898E+02   8.38501114E-01   1.60517077E-01   2.41468154E-25   4.37931975E-04   3.44459199E-04   1.09593418E-04   5.99669598E-05   0.00000000E+00  
  4                9.75336853E-04   4.15749743E+02   8.38502190E-01   1.60516004E-01   4.71244287E-24   4.37929265E-04   3.44457188E-04   1.09592794E-04   5.99668113E-05   0.00000000E+00  
  5                1.39386863E-03   4.23073224E+02   8.38501499E-01   1.60516451E-01   1.17873405E-23   4.37963524E-04   3.44484229E-04   1.09601411E-04   5.99716785E-05   0.00000000E+00  
  6                1.87948709E-03   4.38756032E+02   8.38499862E-01   1.60515315E-01   9.37758464E-23   4.37963471E-04   3.44484269E-04   1.09601434E-04   5.99718235E-05   0.00000000E+00  
  7                2.44347953E-03   4.44906097E+02   8.38499519E-01   1.60515342E-01   1.88491917E-22   4.37965255E-04   3.44485744E-04   1.09601914E-04   5.99722050E-05   0.00000000E+00  
  8                3.10009142E-03   4.58029287E+02   8.38499855E-01   1.60515005E-01   9.12102388E-22   4.37965135E-04   3.44485717E-04   1.09601914E-04   5.99723164E-05   0.00000000E+00  
  9                3.86610316E-03   4.61955981E+02   8.38499439E-01   1.60515421E-01   1.33157770E-21   4.37965699E-04   3.44486223E-04   1.09602084E-04   5.99725144E-05   0.00000000E+00  
  10               4.76069134E-03   4.73921337E+02   8.38499872E-01   1.60514988E-01   5.06347526E-21   4.37965164E-04   3.44485862E-04   1.09601977E-04   5.99725572E-05   0.00000000E+00  
  11               5.80584239E-03   4.77143494E+02   8.38499447E-01   1.60515412E-01   6.67434310E-21   4.37965735E-04   3.44486369E-04   1.09602146E-04   5.99727480E-05   0.00000000E+00  
  12               7.02721075E-03   4.88844922E+02   8.38499852E-01   1.60515008E-01   2.27584497E-20   4.37965232E-04   3.44486030E-04   1.09602045E-04   5.99727895E-05   0.00000000E+00  
  13               8.45437881E-03   4.91967034E+02   8.38499450E-01   1.60515408E-01   2.92153632E-20   4.37965772E-04   3.44486509E-04   1.09602205E-04   5.99729720E-05   0.00000000E+00  
  14               1.01217485E-02   5.03838536E+02   8.38499851E-01   1.60515009E-01   9.43899856E-20   4.37965276E-04   3.44486173E-04   1.09602105E-04   5.99730119E-05   0.00000000E+00  
  15               1.20689734E-02   5.07090000E+02   8.38499479E-01   1.60515379E-01   1.20912411E-19   4.37965775E-04   3.44486618E-04   1.09602254E-04   5.99731874E-05   0.00000000E+00  
  16               1.43424340E-02   5.19425019E+02   8.38499886E-01   1.60514973E-01   3.81466695E-19   4.37965271E-04   3.44486275E-04   1.09602152E-04   5.99732258E-05   0.00000000E+00  
  17               1.69961020E-02   5.23061097E+02   8.38499557E-01   1.60515300E-01   4.98810961E-19   4.37965713E-04   3.44486675E-04   1.09602286E-04   5.99733939E-05   0.00000000E+00  
  18               2.00926446E-02   5.35984365E+02   8.38499965E-01   1.60514894E-01   1.54839744E-18   4.37965209E-04   3.44486332E-04   1.09602184E-04   5.99734333E-05   0.00000000E+00  
  19               2.37038718E-02   5.40180730E+02   8.38499687E-01   1.60515171E-01   2.08996050E-18   4.37965587E-04   3.44486681E-04   1.09602302E-04   5.99735942E-05   0.00000000E+00  
  20               2.79128856E-02   5.53976758E+02   8.38500101E-01   1.60514758E-01   6.50523821E-18   4.37965077E-04   3.44486333E-04   1.09602198E-04   5.99736349E-05   0.00000000E+00  
  21               3.28145506E-02   5.59106171E+02   8.38499891E-01   1.60514967E-01   9.29120900E-18   4.37965369E-04   3.44486615E-04   1.09602295E-04   5.99737868E-05   0.00000000E+00  
  22               3.85181206E-02   5.73968707E+02   8.38500305E-01   1.60514554E-01   2.91477096E-17   4.37964863E-04   3.44486271E-04   1.09602192E-04   5.99738314E-05   0.00000000E+00  
  23               4.51464747E-02   5.80236465E+02   8.38500164E-01   1.60514693E-01   4.42690365E-17   4.37965067E-04   3.44486485E-04   1.09602267E-04   5.99739752E-05   0.00000000E+00  
  24               5.28404002E-02   5.96397274E+02   8.38500571E-01   1.60514287E-01   1.40612814E-16   4.37964577E-04   3.44486154E-04   1.09602169E-04   5.99740264E-05   0.00000000E+00  
  25               6.17586077E-02   6.04077705E+02   8.38500498E-01   1.60514359E-01   2.28541883E-16   4.37964695E-04   3.44486302E-04   1.09602223E-04   5.99741633E-05   0.00000000E+00  
  26               7.20822894E-02   6.21696820E+02   8.38500885E-01   1.60513973E-01   7.31693596E-16   4.37964231E-04   3.44485993E-04   1.09602132E-04   5.99742235E-05   0.00000000E+00  
  27               8.40138149E-02   6.30933047E+02   8.38500865E-01   1.60513991E-01   1.26374846E-15   4.37964279E-04   3.44486087E-04   1.09602169E-04   5.99743568E-05   0.00000000E+00  
  28               9.77911886E-02   6.50250210E+02   8.38501223E-01   1.60513633E-01   4.07363681E-15   4.37963883E-04   3.44485834E-04   1.09602095E-04   5.99744329E-05   0.00000000E+00  
  29               1.13676936E-01   6.61545825E+02   8.38501244E-01   1.60513598E-01   7.57354184E-15   4.37963861E-04   3.44485875E-04   1.09602116E-04   5.99745636E-05   0.00000000E+00  
  30               1.31971176E-01   6.83047654E+02   8.38501571E-01   1.60513271E-01   2.47982240E-14   4.37963685E-04   3.44485796E-04   1.09602098E-04   5.99746775E-05   0.00000000E+00  
  31               1.52994317E-01   6.96781005E+02   8.38501570E-01   1.60513187E-01   4.94890638E-14   4.37963604E-04   3.44485793E-04   1.09602105E-04   5.99748086E-05   0.00000000E+00  
  32               1.77099726E-01   7.20784478E+02   8.38501861E-01   1.60512896E-01   1.63391983E-13   4.37963880E-04   3.44486073E-04   1.09602201E-04   5.99749935E-05   0.00000000E+00  
