# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               SiO             
  1                1.00000000E-05   3.17151049E+02   8.38508278E-01   1.60515334E-01   1.37431567E-31   5.29485464E-04   3.53684268E-04   6.05642810E-05   0.00000000E+00   0.00000000E+00  
  2                1.80205775E-05   3.81610725E+02   8.38511196E-01   1.60512404E-01   1.21041880E-25   5.29486069E-04   3.53684672E-04   6.05643515E-05   0.00000000E+00   0.00000000E+00  
  3                2.68236153E-05   4.08435983E+02   8.38510927E-01   1.60512201E-01   9.15313464E-24   5.29485969E-04   3.53684605E-04   6.05643426E-05   0.00000000E+00   0.00000000E+00  
  4                3.70059892E-05   4.25140909E+02   8.38510657E-01   1.60512469E-01   9.78929377E-23   5.29487032E-04   3.53685315E-04   6.05644684E-05   0.00000000E+00   0.00000000E+00  
  5                4.89335295E-05   4.39549830E+02   8.38510678E-01   1.60512448E-01   6.47683848E-22   5.29487138E-04   3.53685387E-04   6.05644871E-05   0.00000000E+00   0.00000000E+00  
  6                6.29852031E-05   4.50479665E+02   8.38510686E-01   1.60512440E-01   2.44152419E-21   5.29487420E-04   3.53685576E-04   6.05645284E-05   0.00000000E+00   0.00000000E+00  
  7                7.95882434E-05   4.61796143E+02   8.38510694E-01   1.60512431E-01   9.09935800E-21   5.29487691E-04   3.53685759E-04   6.05645708E-05   0.00000000E+00   0.00000000E+00  
  8                9.92354811E-05   4.71075073E+02   8.38510697E-01   1.60512428E-01   2.50653932E-20   5.29488125E-04   3.53686050E-04   6.05646337E-05   0.00000000E+00   0.00000000E+00  
  9                1.22504632E-04   4.81503741E+02   8.38510703E-01   1.60512422E-01   7.57646047E-20   5.29488513E-04   3.53686311E-04   6.05646929E-05   0.00000000E+00   0.00000000E+00  
  10               1.50075337E-04   4.90270753E+02   8.38510704E-01   1.60512420E-01   1.82174425E-19   5.29489078E-04   3.53686690E-04   6.05647735E-05   0.00000000E+00   0.00000000E+00  
  11               1.82753598E-04   5.00318363E+02   8.38510708E-01   1.60512415E-01   4.86077152E-19   5.29489489E-04   3.53686966E-04   6.05648375E-05   0.00000000E+00   0.00000000E+00  
  12               2.21495790E-04   5.08690007E+02   8.38510709E-01   1.60512413E-01   1.05116210E-18   5.29490261E-04   3.53687484E-04   6.05649434E-05   0.00000000E+00   0.00000000E+00  
  13               2.67446410E-04   5.18349034E+02   8.38510713E-01   1.60512409E-01   2.51400353E-18   5.29490613E-04   3.53687721E-04   6.05650018E-05   0.00000000E+00   0.00000000E+00  
  14               3.21976894E-04   5.26354210E+02   8.38510713E-01   1.60512408E-01   4.96895200E-18   5.29491252E-04   3.53688150E-04   6.05650934E-05   0.00000000E+00   0.00000000E+00  
  15               3.86714324E-04   5.35817818E+02   8.38510716E-01   1.60512403E-01   1.09916069E-17   5.29492529E-04   3.53689005E-04   6.05652582E-05   0.00000000E+00   0.00000000E+00  
  16               4.63585864E-04   5.43725081E+02   8.38510717E-01   1.60512401E-01   2.05510476E-17   5.29493110E-04   3.53689394E-04   6.05653436E-05   0.00000000E+00   0.00000000E+00  
  17               5.54876141E-04   5.53205140E+02   8.38510724E-01   1.60512395E-01   4.31713114E-17   5.29493629E-04   3.53689743E-04   6.05654221E-05   0.00000000E+00   0.00000000E+00  
  18               6.63294845E-04   5.61103794E+02   8.38510727E-01   1.60512391E-01   7.73203216E-17   5.29494167E-04   3.53690105E-04   6.05655028E-05   0.00000000E+00   0.00000000E+00  
  19               7.92054761E-04   5.70652255E+02   8.38510735E-01   1.60512378E-01   1.55553494E-16   5.29496592E-04   3.53691726E-04   6.05657995E-05   0.00000000E+00   0.00000000E+00  
  20               9.44967244E-04   5.78560818E+02   8.38510738E-01   1.60512370E-01   2.68176883E-16   5.29498219E-04   3.53692815E-04   6.05660049E-05   0.00000000E+00   0.00000000E+00  
  21               1.12654921E-03   5.88172633E+02   8.38510757E-01   1.60512351E-01   5.18148111E-16   5.29498269E-04   3.53692850E-04   6.05660301E-05   0.00000000E+00   0.00000000E+00  
  22               1.34214297E-03   5.96161854E+02   8.38510769E-01   1.60512337E-01   8.66979432E-16   5.29498925E-04   3.53693290E-04   6.05661244E-05   0.00000000E+00   0.00000000E+00  
  23               1.59805229E-03   6.06030096E+02   8.38510793E-01   1.60512302E-01   1.63595600E-15   5.29498782E-04   3.53693196E-04   6.05661275E-05   0.00000000E+00   0.00000000E+00  
  24               1.90169816E-03   6.14382648E+02   8.38510809E-01   1.60512273E-01   2.71438763E-15   5.29502113E-04   3.53695424E-04   6.05665281E-05   0.00000000E+00   0.00000000E+00  
  25               2.26182960E-03   6.24717140E+02   8.38510869E-01   1.60512214E-01   5.07428721E-15   5.29501982E-04   3.53695337E-04   6.05665326E-05   0.00000000E+00   0.00000000E+00  
  26               2.68888748E-03   6.33559862E+02   8.38510868E-01   1.60512153E-01   8.40584684E-15   5.29502678E-04   3.53695804E-04   6.05666318E-05   0.00000000E+00   0.00000000E+00  
  27               3.19523123E-03   6.44521542E+02   8.38510956E-01   1.60512041E-01   1.56932189E-14   5.29502329E-04   3.53695573E-04   6.05666117E-05   0.00000000E+00   0.00000000E+00  
  28               3.79541905E-03   6.54020406E+02   8.38511054E-01   1.60511942E-01   2.61490250E-14   5.29502866E-04   3.53695933E-04   6.05666930E-05   0.00000000E+00   0.00000000E+00  
  29               4.50657290E-03   6.65725259E+02   8.38511143E-01   1.60511718E-01   4.89084118E-14   5.29502177E-04   3.53695474E-04   6.05666341E-05   0.00000000E+00   0.00000000E+00  
  30               5.34875027E-03   6.76014267E+02   8.38511281E-01   1.60511513E-01   8.22687991E-14   5.29502458E-04   3.53695664E-04   6.05666865E-05   0.00000000E+00   0.00000000E+00  
