# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              CO               N2               H                H2S             
  47               1.85647264E-01   4.57857458E+02   8.38315315E-01   1.60509493E-01   5.93505867E-04   3.55977191E-04   1.34567632E-04   5.87717178E-05   1.15328542E-22   2.29870824E-05  
  48               2.09294290E-01   4.74286886E+02   8.38315367E-01   1.60509436E-01   5.93508286E-04   3.55978642E-04   1.34568181E-04   5.87719567E-05   7.96959671E-22   2.29870742E-05  
  49               2.35780087E-01   4.91884368E+02   8.38313372E-01   1.60508288E-01   5.93553615E-04   3.56005829E-04   1.34578458E-04   5.87764445E-05   5.48161052E-21   2.29869099E-05  
  50               2.65417967E-01   5.09293269E+02   8.38314592E-01   1.60507076E-01   5.93550036E-04   3.56003683E-04   1.34577647E-04   5.87760893E-05   3.22831653E-20   2.29867362E-05  
  51               2.98550891E-01   5.27931278E+02   8.38316084E-01   1.60505589E-01   5.93547352E-04   3.56002073E-04   1.34577038E-04   5.87758226E-05   1.89506508E-19   2.29865233E-05  
  52               3.35583844E-01   5.46363507E+02   8.38317935E-01   1.60503744E-01   5.93544408E-04   3.56000308E-04   1.34576371E-04   5.87755301E-05   9.65486585E-19   2.29862591E-05  
  53               3.76954153E-01   5.66108140E+02   8.38320255E-01   1.60501432E-01   5.93540315E-04   3.55997853E-04   1.34575442E-04   5.87751237E-05   4.91639972E-18   2.29859280E-05  
  54               4.23131845E-01   5.85619189E+02   8.38322615E-01   1.60499080E-01   5.93536203E-04   3.55995386E-04   1.34574510E-04   5.87747153E-05   2.19741066E-17   2.29855912E-05  
  55               4.74633300E-01   6.06505059E+02   8.38325110E-01   1.60496594E-01   5.93531903E-04   3.55992807E-04   1.34573535E-04   5.87742881E-05   9.82075832E-17   2.29852351E-05  
  56               5.32010735E-01   6.27117199E+02   8.38327316E-01   1.60494396E-01   5.93528141E-04   3.55990551E-04   1.34572682E-04   5.87739143E-05   3.89008801E-16   2.29849203E-05  
  57               5.95917085E-01   6.49172382E+02   8.38329424E-01   1.60492294E-01   5.93524569E-04   3.55988408E-04   1.34571872E-04   5.87735589E-05   1.54204042E-15   2.29846192E-05  
  58               6.67100297E-01   6.70949266E+02   8.38331154E-01   1.60490568E-01   5.93521671E-04   3.55986670E-04   1.34571214E-04   5.87732702E-05   5.47879108E-15   2.29843720E-05  
  59               7.46334277E-01   6.94244483E+02   8.38332727E-01   1.60488994E-01   5.93519096E-04   3.55985126E-04   1.34570630E-04   5.87730132E-05   1.94950067E-14   2.29841467E-05  
  60               8.34417411E-01   7.17214878E+02   8.38333933E-01   1.60487739E-01   5.93517200E-04   3.55983989E-04   1.34570200E-04   5.87728231E-05   6.26628244E-14   2.29839670E-05  
  61               9.32219668E-01   7.41722956E+02   8.38335038E-01   1.60486624E-01   5.93515809E-04   3.55983155E-04   1.34569885E-04   5.87726826E-05   2.01318039E-13   2.29838072E-05  
  62               1.04067701E+00   7.65862154E+02   8.38335739E-01   1.60485721E-01   5.93518085E-04   3.55984520E-04   1.34570400E-04   5.87729049E-05   5.88901622E-13   2.29836776E-05  
  63               1.16095641E+00   7.91580663E+02   8.38336303E-01   1.60484903E-01   5.93517622E-04   3.55984242E-04   1.34570295E-04   5.87728555E-05   1.72131822E-12   2.29835602E-05  
  64               1.29438010E+00   8.16964552E+02   8.38336906E-01   1.60484290E-01   5.93519861E-04   3.55985586E-04   1.34570802E-04   5.87730732E-05   4.62941613E-12   2.29834718E-05  
  65               1.44228522E+00   8.43960852E+02   8.38337450E-01   1.60483732E-01   5.93519098E-04   3.55985128E-04   1.34570630E-04   5.87729934E-05   1.24311422E-11   2.29873777E-05  
  66               1.60600816E+00   8.70608084E+02   8.38337873E-01   1.60483271E-01   5.93518595E-04   3.55984827E-04   1.34570519E-04   5.87729389E-05   3.09436757E-11   2.29965069E-05  
  67               1.78692060E+00   8.98804621E+02   8.38338233E-01   1.60482808E-01   5.93518512E-04   3.55984777E-04   1.34570514E-04   5.87729258E-05   7.66318775E-11   2.30212542E-05  
  68               1.98653764E+00   9.26633282E+02   8.38338436E-01   1.60482342E-01   5.93519497E-04   3.55985368E-04   1.34570797E-04   5.87730182E-05   1.77169422E-10   2.30820350E-05  
  69               2.20659751E+00   9.55960101E+02   8.38338409E-01   1.60481729E-01   5.93523079E-04   3.55987517E-04   1.34571834E-04   5.87733676E-05   4.06710803E-10   2.32363780E-05  
  70               2.44916754E+00   9.84971844E+02   8.38337855E-01   1.60480877E-01   5.93537484E-04   3.55996156E-04   1.34575925E-04   5.87747889E-05   8.79046646E-10   2.35823478E-05  
  71               2.71641205E+00   1.01545785E+03   8.38337625E-01   1.60479715E-01   5.93535040E-04   3.55994683E-04   1.34578206E-04   5.87745422E-05   1.88505775E-09   2.42886306E-05  
  72               3.01059617E+00   1.04566708E+03   8.38339184E-01   1.60478162E-01   5.93531467E-04   3.55992496E-04   1.34586876E-04   5.87741884E-05   3.83258018E-09   2.42883273E-05  
  73               3.33409593E+00   1.07727817E+03   8.38341679E-01   1.60475653E-01   5.93525927E-04   3.55988928E-04   1.34615647E-04   5.87736652E-05   7.71911858E-09   2.42878345E-05  
  74               3.68950578E+00   1.10863360E+03   8.38345287E-01   1.60471969E-01   5.93517466E-04   3.55982540E-04   1.34705883E-04   5.87729879E-05   1.48262763E-08   2.42871047E-05  
  75               4.08000887E+00   1.14135328E+03   8.38350665E-01   1.60466350E-01   5.93500896E-04   3.55966250E-04   1.34969534E-04   5.87721451E-05   2.82017591E-08   2.42859823E-05  
  76               4.50935552E+00   1.17391979E+03   8.38357667E-01   1.60458689E-01   5.93456614E-04   3.55910604E-04   1.35702378E-04   5.87714293E-05   5.14975201E-08   2.42844230E-05  
  77               4.98176231E+00   1.20788731E+03   8.38366689E-01   1.60448083E-01   5.93301325E-04   3.55696954E-04   1.37602875E-04   5.87712586E-05   9.32224489E-08   2.42822093E-05  
  78               5.50212523E+00   1.24183320E+03   8.38376473E-01   1.60435010E-01   5.92723600E-04   3.54888156E-04   1.42186612E-04   5.87725495E-05   1.62958650E-07   2.42793619E-05  
  79               6.07724044E+00   1.27731602E+03   8.38387199E-01   1.60418895E-01   5.90735550E-04   3.52135541E-04   1.52158889E-04   5.87756206E-05   2.82995318E-07   2.42756341E-05  
  80               6.71831599E+00   1.31324522E+03   8.38399690E-01   1.60401510E-01   5.84737671E-04   3.44055585E-04   1.70883693E-04   5.87790572E-05   4.79064766E-07   2.42711691E-05  
  81               7.44429661E+00   1.35155076E+03   8.38421361E-01   1.60383787E-01   5.69973483E-04   3.25178437E-04   2.00169612E-04   5.87793275E-05   8.13982787E-07   2.42656897E-05  
  82               8.28123489E+00   1.39160407E+03   8.38458239E-01   1.60368703E-01   5.42779111E-04   2.93617448E-04   2.36470815E-04   5.87758815E-05   1.37043391E-06   2.42590232E-05  
  83               9.25601513E+00   1.43509015E+03   8.38506102E-01   1.60355250E-01   5.06451694E-04   2.55314429E-04   2.75483439E-04   5.87715854E-05   2.33302130E-06   2.42488519E-05  
  84               1.03874928E+01   1.48066901E+03   8.38552431E-01   1.60343120E-01   4.70069930E-04   2.18382318E-04   3.12383234E-04   5.87682649E-05   3.93123477E-06   2.42290161E-05  
  85               1.16823105E+01   1.52884627E+03   8.38592907E-01   1.60331623E-01   4.36723740E-04   1.84165125E-04   3.46526956E-04   5.87663965E-05   6.59095028E-06   2.41767159E-05  
  86               1.31303309E+01   1.57744824E+03   8.38621373E-01   1.60321038E-01   4.09426403E-04   1.54954141E-04   3.75667762E-04   5.87695707E-05   1.07266924E-05   2.40245037E-05  
  87               1.46921164E+01   1.62584637E+03   8.38631404E-01   1.60310064E-01   3.89768936E-04   1.29743051E-04   4.00798018E-04   5.87891231E-05   1.69080156E-05   2.35953245E-05  
  88               1.63195633E+01   1.67167972E+03   8.38636337E-01   1.60302184E-01   3.83945068E-04   1.08001449E-04   4.22464803E-04   5.87887208E-05   2.53441622E-05   2.24677077E-05  
  89               1.79444659E+01   1.71437161E+03   8.38637800E-01   1.60295447E-01   3.72059482E-04   9.28855324E-05   4.37512649E-04   5.87880362E-05   3.62112427E-05   2.23665725E-05  
  90               1.96706705E+01   1.75612232E+03   8.38623519E-01   1.60288198E-01   3.67800952E-04   7.96407240E-05   4.50683866E-04   5.87870337E-05   5.04049302E-05   2.21541208E-05  
  91               2.13298359E+01   1.79393753E+03   8.38588030E-01   1.60279835E-01   3.74463835E-04   6.79856555E-05   4.62269420E-04   5.87874861E-05   6.70763502E-05   2.17890229E-05  
  92               2.28424271E+01   1.82617315E+03   8.38528378E-01   1.60269713E-01   3.91797568E-04   5.81767659E-05   4.72021134E-04   5.87814183E-05   8.47029774E-05   2.13352331E-05  
  93               2.44200484E+01   1.85827697E+03   8.38455248E-01   1.60260448E-01   4.25075891E-04   4.83299401E-05   4.81826352E-04   5.87866726E-05   1.05970741E-04   2.07609665E-05  
  94               2.61048103E+01   1.89054430E+03   8.38437489E-01   1.60256984E-01   4.20643223E-04   4.38610477E-05   4.86240693E-04   5.87573862E-05   1.31614237E-04   2.07528519E-05  
  95               2.76077097E+01   1.91813913E+03   8.38408309E-01   1.60251976E-01   4.17279562E-04   4.04785592E-05   4.89566480E-04   5.87401583E-05   1.57458717E-04   2.07438416E-05  
  96               2.88652958E+01   1.94018556E+03   8.38389808E-01   1.60249344E-01   4.14885597E-04   3.80665695E-05   4.91936413E-04   5.87186570E-05   1.80970531E-04   2.07356304E-05  
  97               3.02543404E+01   1.96378224E+03   8.38366822E-01   1.60246340E-01   4.12546974E-04   3.57077412E-05   4.94247724E-04   5.86963879E-05   2.09279342E-04   2.07251440E-05  
  98               3.17840389E+01   1.98866067E+03   8.38338754E-01   1.60242950E-01   4.10336327E-04   3.34740999E-05   4.96428369E-04   5.86710451E-05   2.42922412E-04   2.07122372E-05  
  99               3.34639539E+01   2.01492840E+03   8.38304509E-01   1.60239071E-01   4.08237269E-04   3.13475542E-05   4.98495682E-04   5.86418479E-05   2.83111700E-04   2.06961217E-05  
  100              3.53105913E+01   2.04256369E+03   8.38230506E-01   1.60228410E-01   4.06254575E-04   2.93445087E-05   5.00411707E-04   5.86079363E-05   3.31033333E-04   2.06754383E-05  
  101              3.73513752E+01   2.07177340E+03   8.38177879E-01   1.60222863E-01   4.04407999E-04   2.74535230E-05   5.02226248E-04   5.85724508E-05   3.88628117E-04   2.06507836E-05  
