# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   5.17080169E+02   8.38568152E-01   1.60521174E-01   1.14756044E-17   5.27678420E-04   2.81942520E-04   6.04257843E-05   0.00000000E+00   0.00000000E+00  
  2                1.25657029E-04   5.96272005E+02   8.38574397E-01   1.60514704E-01   2.85693175E-15   5.27671689E-04   2.81938910E-04   6.04250328E-05   0.00000000E+00   0.00000000E+00  
  3                2.54876441E-04   6.28643889E+02   8.38584027E-01   1.60505006E-01   1.96955807E-14   5.27670850E-04   2.81938422E-04   6.04249970E-05   0.00000000E+00   0.00000000E+00  
  4                4.05122482E-04   6.51993328E+02   8.38595165E-01   1.60493686E-01   7.05742120E-14   5.27660861E-04   2.81933054E-04   6.04239029E-05   0.00000000E+00   0.00000000E+00  
  5                5.81825082E-04   6.69709390E+02   8.38604442E-01   1.60484412E-01   1.72481504E-13   5.27658528E-04   2.81931782E-04   6.04236792E-05   0.00000000E+00   0.00000000E+00  
  6                7.90668825E-04   6.86082816E+02   8.38615135E-01   1.60473739E-01   3.80394582E-13   5.27646308E-04   2.81925231E-04   6.04223192E-05   0.00000000E+00   0.00000000E+00  
  7                1.03810089E-03   6.99974437E+02   8.38623354E-01   1.60465520E-01   7.14729104E-13   5.27642124E-04   2.81922976E-04   6.04218766E-05   0.00000000E+00   0.00000000E+00  
  8                1.33166203E-03   7.13923963E+02   8.38633253E-01   1.60455634E-01   1.32301369E-12   5.27629851E-04   2.81916401E-04   6.04205058E-05   0.00000000E+00   0.00000000E+00  
  9                1.68023997E-03   7.26128547E+02   8.38640251E-01   1.60448628E-01   2.19951260E-12   5.27627181E-04   2.81914958E-04   6.04202332E-05   0.00000000E+00   0.00000000E+00  
  10               2.09438990E-03   7.38774063E+02   8.38648795E-01   1.60440081E-01   3.68275727E-12   5.27616285E-04   2.81909121E-04   6.04190174E-05   0.00000000E+00   0.00000000E+00  
  11               2.58664251E-03   7.49896132E+02   8.38654111E-01   1.60434739E-01   5.64669691E-12   5.27615908E-04   2.81908906E-04   6.04190054E-05   0.00000000E+00   0.00000000E+00  
  12               3.17192544E-03   7.61677567E+02   8.38660982E-01   1.60427833E-01   8.81832010E-12   5.27607266E-04   2.81904275E-04   6.04180460E-05   0.00000000E+00   0.00000000E+00  
  13               3.86834580E-03   7.72172275E+02   8.38664856E-01   1.60423904E-01   1.28273933E-11   5.27608737E-04   2.81905048E-04   6.04182442E-05   0.00000000E+00   0.00000000E+00  
  14               4.69751525E-03   7.83518632E+02   8.38670411E-01   1.60418263E-01   1.91595783E-11   5.27602076E-04   2.81901477E-04   6.04175104E-05   0.00000000E+00   0.00000000E+00  
  15               5.68508542E-03   7.93723056E+02   8.38673209E-01   1.60415361E-01   2.69377040E-11   5.27604890E-04   2.81902969E-04   6.04178611E-05   0.00000000E+00   0.00000000E+00  
  16               6.86147659E-03   8.04982149E+02   8.38677888E-01   1.60410502E-01   3.91734760E-11   5.27599792E-04   2.81900234E-04   6.04173052E-05   0.00000000E+00   0.00000000E+00  
  17               8.26272756E-03   8.15259123E+02   8.38680171E-01   1.60408033E-01   5.41388663E-11   5.27603013E-04   2.81901944E-04   6.04177017E-05   0.00000000E+00   0.00000000E+00  
  18               9.93153042E-03   8.26634595E+02   8.38684172E-01   1.60403684E-01   7.73710163E-11   5.27599602E-04   2.81900111E-04   6.04173381E-05   0.00000000E+00   0.00000000E+00  
  19               1.19183656E-02   8.37087710E+02   8.38685963E-01   1.60401548E-01   1.05574593E-10   5.27603068E-04   2.81901954E-04   6.04177617E-05   0.00000000E+00   0.00000000E+00  
  20               1.42826410E-02   8.48887540E+02   8.38689643E-01   1.60397201E-01   1.50047050E-10   5.27601641E-04   2.81901182E-04   6.04176246E-05   0.00000000E+00   0.00000000E+00  
  21               1.70943017E-02   8.59873083E+02   8.38691437E-01   1.60394796E-01   2.04757603E-10   5.27604216E-04   2.81902548E-04   6.04179453E-05   0.00000000E+00   0.00000000E+00  
  22               2.04349824E-02   8.72318185E+02   8.38694864E-01   1.60390152E-01   2.91339055E-10   5.27610915E-04   2.81906118E-04   6.04187380E-05   0.00000000E+00   5.42621449E-16  
  23               2.44002946E-02   8.84048297E+02   8.38697643E-01   1.60387369E-01   3.99845476E-10   5.27612844E-04   2.81907140E-04   6.04189842E-05   0.00000000E+00   1.87005125E-15  
  24               2.91021839E-02   8.97519795E+02   8.38702942E-01   1.60382086E-01   5.75636484E-10   5.27605088E-04   2.81902987E-04   6.04181210E-05   0.00000000E+00   1.86998500E-15  
  25               3.46697057E-02   9.10427227E+02   8.38706733E-01   1.60378300E-01   8.03593866E-10   5.27605096E-04   2.81902984E-04   6.04181469E-05   0.00000000E+00   6.81807680E-15  
  26               4.12518538E-02   9.25150526E+02   8.38712863E-01   1.60372195E-01   1.17425716E-09   5.27595858E-04   2.81898040E-04   6.04171137E-05   0.00000000E+00   6.81779383E-15  
  27               4.90249072E-02   9.39450590E+02   8.38717678E-01   1.60367396E-01   1.67080670E-09   5.27593850E-04   2.81896959E-04   6.04169083E-05   0.00000000E+00   2.67959141E-14  
  28               5.81959573E-02   9.55885644E+02   8.38724886E-01   1.60360224E-01   2.49942667E-09   5.27582769E-04   2.81891030E-04   6.04156640E-05   0.00000000E+00   2.67945866E-14  
  29               6.90032727E-02   9.72144036E+02   8.38730999E-01   1.60354136E-01   3.66227868E-09   5.27578294E-04   2.81888632E-04   6.04151761E-05   0.00000000E+00   1.16041080E-13  
  30               8.17189586E-02   9.90641011E+02   8.38739058E-01   1.60346117E-01   5.62162314E-09   5.27565841E-04   2.81881969E-04   6.04137745E-05   9.69639715E-16   1.16034487E-13  
  31               9.66492188E-02   1.00920226E+03   8.38746123E-01   1.60339079E-01   8.49037262E-09   5.27559383E-04   2.81878510E-04   6.04130596E-05   2.75095523E-15   5.60897275E-13  
  32               1.14136758E-01   1.03038534E+03   8.38754837E-01   1.60330401E-01   1.34706829E-08   5.27546064E-04   2.81871383E-04   6.04115588E-05   8.84259266E-15   5.60861453E-13  
  33               1.34563099E-01   1.05194060E+03   8.38762548E-01   1.60322710E-01   2.11211255E-08   5.27538084E-04   2.81867103E-04   6.04106690E-05   2.74889654E-14   3.05262147E-12  
  34               1.58343022E-01   1.07632500E+03   8.38771185E-01   1.60314095E-01   3.46556372E-08   5.27525231E-04   2.81860203E-04   6.04092200E-05   9.56060474E-14   3.05241468E-12  
  35               1.85917645E-01   1.10132030E+03   8.38778637E-01   1.60306642E-01   5.62628595E-08   5.27517190E-04   2.81855833E-04   6.04083188E-05   3.21982541E-13   1.85150654E-11  
  36               2.17751542E-01   1.12939355E+03   8.38786279E-01   1.60298982E-01   9.52012068E-08   5.27506421E-04   2.81849898E-04   6.04070965E-05   1.19603877E-12   1.85138084E-11  
  37               2.54398759E-01   1.15827278E+03   8.38792543E-01   1.60292660E-01   1.59234607E-07   5.27500034E-04   2.81846052E-04   6.04063548E-05   4.28210755E-12   1.22544610E-10  
  38               2.96514506E-01   1.19039359E+03   8.38798340E-01   1.60286746E-01   2.75645364E-07   5.27493124E-04   2.81841366E-04   6.04055010E-05   1.65451013E-11   1.22536566E-10  
  39               3.44780919E-01   1.22360444E+03   8.38802768E-01   1.60282114E-01   4.71638685E-07   5.27490579E-04   2.81837969E-04   6.04050237E-05   6.15202796E-11   8.60173454E-10  
  40               3.99897679E-01   1.26027512E+03   8.38806397E-01   1.60278121E-01   8.29974038E-07   5.27490464E-04   2.81834549E-04   6.04045451E-05   2.42430362E-10   8.60116864E-10  
  41               4.62585796E-01   1.29811614E+03   8.38808767E-01   1.60275169E-01   1.43795732E-06   5.27497808E-04   2.81836364E-04   6.04043132E-05   9.10980271E-10   6.12614614E-09  
  42               5.33624226E-01   1.33920511E+03   8.38810032E-01   1.60272795E-01   2.53031254E-06   5.27516554E-04   2.81860321E-04   6.04041359E-05   3.51832337E-09   6.12570644E-09  
  43               6.13809652E-01   1.38098687E+03   8.38809794E-01   1.60271104E-01   4.33769042E-06   5.27558101E-04   2.81974291E-04   6.04041609E-05   1.26533842E-08   4.06657593E-08  
