# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              CO               H                N2               H2S             
  1                1.00000000E-05   6.83565694E+01   8.38204672E-01   1.60488875E-01   7.15370150E-04   4.70319158E-04   2.85148326E-05   3.16346466E-109  5.64151654E-05   2.29835254E-05  
  2                2.28513028E-04   9.09681510E+01   8.38189922E-01   1.60486051E-01   7.15353183E-04   4.70308004E-04   2.85141564E-05   6.61759014E-110  5.64138314E-05   2.29831209E-05  
  3                4.55326774E-04   1.08114225E+02   8.38119296E-01   1.60472529E-01   7.15315575E-04   4.70283278E-04   2.85126575E-05   1.45226283E-101  5.64108692E-05   2.29811844E-05  
  4                7.06914551E-04   1.19271024E+02   8.38204543E-01   1.60488851E-01   7.15455799E-04   4.70375468E-04   2.85182469E-05   7.22389868E-92   5.64219289E-05   2.29835219E-05  
  5                9.93080629E-04   1.29500472E+02   8.38204541E-01   1.60488850E-01   7.15456405E-04   4.70375867E-04   2.85182711E-05   1.92099054E-84   5.64219779E-05   2.29835218E-05  
  6                1.32135989E-03   1.37679679E+02   8.38204532E-01   1.60488849E-01   7.15456406E-04   4.70375868E-04   2.85182712E-05   2.61379384E-79   5.64219791E-05   2.29835216E-05  
  7                1.69987739E-03   1.46362230E+02   8.38204493E-01   1.60488841E-01   7.15456380E-04   4.70375850E-04   2.85182702E-05   1.75445735E-74   5.64219783E-05   2.29835205E-05  
  8                2.13773139E-03   1.53483459E+02   8.38204250E-01   1.60488795E-01   7.15456190E-04   4.70375726E-04   2.85182627E-05   6.12180929E-71   5.64219645E-05   2.29835138E-05  
  9                2.64533099E-03   1.61537245E+02   8.38203593E-01   1.60488669E-01   7.15455871E-04   4.70375516E-04   2.85182500E-05   2.64769900E-67   5.64219406E-05   2.29834958E-05  
  10               3.23484388E-03   1.68245171E+02   8.38200402E-01   1.60488058E-01   7.15453841E-04   4.70374181E-04   2.85181691E-05   1.50563397E-64   5.64217818E-05   2.29834083E-05  
  11               3.92035816E-03   1.76093029E+02   8.38194137E-01   1.60486858E-01   7.15452200E-04   4.70373102E-04   2.85181038E-05   1.38102694E-61   5.64216539E-05   2.29832365E-05  
  12               4.71787481E-03   1.82694571E+02   8.38082238E-01   1.60465433E-01   7.15370606E-04   4.70319458E-04   2.85148514E-05   2.67764246E-59   5.64152207E-05   2.29801682E-05  
  13               5.64575246E-03   1.90607710E+02   8.38204364E-01   1.60488816E-01   7.15575248E-04   4.70454000E-04   2.85230086E-05   9.27482694E-57   5.64313606E-05   2.29835169E-05  
  14               6.72473090E-03   1.97476015E+02   8.37687438E-01   1.60389842E-01   7.15134603E-04   4.70164299E-04   2.85054444E-05   1.00009136E-54   5.63966124E-05   2.29693428E-05  
  15               7.97989450E-03   2.05534292E+02   8.38203697E-01   1.60488689E-01   7.16019735E-04   4.70746228E-04   2.85407261E-05   1.64873842E-52   5.64664170E-05   2.29834986E-05  
  16               9.44055259E-03   2.12423168E+02   8.38203696E-01   1.60488689E-01   7.16020331E-04   4.70746619E-04   2.85407499E-05   9.38205328E-51   5.64664659E-05   2.29834986E-05  
  17               1.11407972E-02   2.20449294E+02   8.38203702E-01   1.60488690E-01   7.16016323E-04   4.70743985E-04   2.85405902E-05   7.63817215E-49   5.64661518E-05   2.29834988E-05  
  18               1.31188722E-02   2.27316240E+02   8.38203696E-01   1.60488689E-01   7.16020377E-04   4.70746650E-04   2.85407519E-05   2.53658759E-47   5.64664735E-05   2.29834986E-05  
  19               1.54192672E-02   2.35239921E+02   8.38203696E-01   1.60488689E-01   7.16020377E-04   4.70746650E-04   2.85407520E-05   1.12960291E-45   5.64664757E-05   2.29834986E-05  
  20               1.80954696E-02   2.41972382E+02   8.38203696E-01   1.60488689E-01   7.16020363E-04   4.70746641E-04   2.85407515E-05   2.30384871E-44   5.64664768E-05   2.29834986E-05  
  21               2.12090635E-02   2.49839196E+02   8.38203696E-01   1.60488689E-01   7.16020400E-04   4.70746665E-04   2.85407531E-05   6.41652476E-43   5.64664819E-05   2.29834986E-05  
  22               2.48307813E-02   2.56693131E+02   8.38203696E-01   1.60488689E-01   7.16020408E-04   4.70746670E-04   2.85407535E-05   9.73372715E-42   5.64664849E-05   2.29834986E-05  
  23               2.90431393E-02   2.64748126E+02   8.38203696E-01   1.60488689E-01   7.16020416E-04   4.70746676E-04   2.85407539E-05   2.00582916E-40   5.64664879E-05   2.29834986E-05  
  24               3.39414061E-02   2.71858847E+02   8.38203696E-01   1.60488689E-01   7.16020424E-04   4.70746681E-04   2.85407543E-05   2.46793768E-39   5.64664908E-05   2.29834986E-05  
  25               3.96354573E-02   2.80268948E+02   8.38203696E-01   1.60488689E-01   7.16020432E-04   4.70746686E-04   2.85407547E-05   4.11710238E-38   5.64664940E-05   2.29834986E-05  
  26               4.62509420E-02   2.87868807E+02   8.38203696E-01   1.60488689E-01   7.16020442E-04   4.70746692E-04   2.85407552E-05   4.49928503E-37   5.64664973E-05   2.29834986E-05  
  27               5.39341357E-02   2.96769319E+02   8.38203696E-01   1.60488689E-01   7.16020451E-04   4.70746699E-04   2.85407557E-05   6.39435773E-36   5.64665009E-05   2.29834986E-05  
  28               6.28545994E-02   3.04831433E+02   8.38203696E-01   1.60488689E-01   7.16020461E-04   4.70746706E-04   2.85407562E-05   6.12825867E-35   5.64665048E-05   2.29834986E-05  
  29               7.32085810E-02   3.14197784E+02   8.38203696E-01   1.60488689E-01   7.16020474E-04   4.70746714E-04   2.85407568E-05   7.37992367E-34   5.64665090E-05   2.29834986E-05  
  30               8.52202344E-02   3.22897047E+02   8.38203695E-01   1.60488688E-01   7.16020485E-04   4.70746721E-04   2.85407574E-05   6.48540148E-33   5.64665134E-05   2.29834986E-05  
  31               9.91454840E-02   3.33130507E+02   8.38203695E-01   1.60488688E-01   7.16020503E-04   4.70746733E-04   2.85407582E-05   7.29816529E-32   5.64665185E-05   2.29834986E-05  
  32               1.15274892E-01   3.42933138E+02   8.38203694E-01   1.60488688E-01   7.16020515E-04   4.70746741E-04   2.85407589E-05   6.43558804E-31   5.64665234E-05   2.29834985E-05  
  33               1.33943251E-01   3.54395313E+02   8.38203694E-01   1.60488687E-01   7.16020550E-04   4.70746764E-04   2.85407604E-05   7.10215983E-30   5.64665304E-05   2.29834985E-05  
  34               1.55535932E-01   3.65515264E+02   8.38203690E-01   1.60488686E-01   7.16020556E-04   4.70746768E-04   2.85407608E-05   6.28175842E-29   5.64665354E-05   2.29834982E-05  
  35               1.80486860E-01   3.78399519E+02   8.38203691E-01   1.60488684E-01   7.16020773E-04   4.70746911E-04   2.85407696E-05   6.74007223E-28   5.64665574E-05   2.29834980E-05  
  36               2.09275727E-01   3.91147525E+02   8.38203464E-01   1.60488638E-01   7.16020786E-04   4.70746919E-04   2.85407703E-05   6.02030937E-27   5.64665636E-05   2.29834914E-05  
  37               2.42435972E-01   4.05958661E+02   8.38203492E-01   1.60488612E-01   7.16020276E-04   4.70746584E-04   2.85407502E-05   6.49750377E-26   5.64665290E-05   2.29834876E-05  
  38               2.80542080E-01   4.21045412E+02   8.38203490E-01   1.60488599E-01   7.16028175E-04   4.70751778E-04   2.85410653E-05   6.15629445E-25   5.64671579E-05   2.29834858E-05  
  39               3.24220555E-01   4.38754424E+02   8.38203505E-01   1.60488573E-01   7.16028177E-04   4.70751779E-04   2.85410656E-05   7.13606993E-24   5.64671646E-05   2.29834821E-05  
  40               3.74108325E-01   4.58566774E+02   8.38203162E-01   1.60488443E-01   7.16028086E-04   4.70751719E-04   2.85410622E-05   8.87902498E-23   5.64671645E-05   2.29834635E-05  
  41               4.31002442E-01   4.77885442E+02   8.38200123E-01   1.60488083E-01   7.16030026E-04   4.70752994E-04   2.85411398E-05   8.43724992E-22   5.64673250E-05   2.29834119E-05  
  42               4.95814436E-01   4.98985850E+02   8.38200652E-01   1.60487557E-01   7.16028900E-04   4.70752255E-04   2.85410953E-05   8.10437050E-21   5.64672446E-05   2.29833365E-05  
  43               5.69560433E-01   5.19536499E+02   8.38201003E-01   1.60487108E-01   7.16083364E-04   4.70788062E-04   2.85432666E-05   6.11778065E-20   5.64715488E-05   2.29832722E-05  
  44               6.53451593E-01   5.42025561E+02   8.38201812E-01   1.60486301E-01   7.16082255E-04   4.70787333E-04   2.85432227E-05   4.69935166E-19   5.64714711E-05   2.29831567E-05  
  45               7.48837748E-01   5.63916374E+02   8.38202973E-01   1.60485145E-01   7.16079823E-04   4.70785734E-04   2.85431261E-05   2.90923231E-18   5.64712901E-05   2.29829911E-05  
  46               8.57180670E-01   5.87902023E+02   8.38204747E-01   1.60483377E-01   7.16076131E-04   4.70783307E-04   2.85429794E-05   1.83936744E-17   5.64710106E-05   2.29827380E-05  
  47               9.80124661E-01   6.11216321E+02   8.38206780E-01   1.60481352E-01   7.16071815E-04   4.70780470E-04   2.85428078E-05   9.56316723E-17   5.64706831E-05   2.29824479E-05  
  48               1.11947630E+00   6.36778703E+02   8.38209282E-01   1.60478860E-01   7.16066593E-04   4.70777037E-04   2.85426001E-05   5.08660829E-16   5.64702852E-05   2.29820910E-05  
  49               1.27740999E+00   6.61587596E+02   8.38211623E-01   1.60476527E-01   7.16061621E-04   4.70773768E-04   2.85424025E-05   2.26427321E-15   5.64699087E-05   2.29817569E-05  
  50               1.45627267E+00   6.88823176E+02   8.38214086E-01   1.60474070E-01   7.16056489E-04   4.70770395E-04   2.85421985E-05   1.03323232E-14   5.64695214E-05   2.29814051E-05  
  51               1.65848284E+00   7.15186010E+02   8.38216108E-01   1.60472046E-01   7.16052259E-04   4.70767614E-04   2.85420306E-05   4.00148961E-14   5.64692076E-05   2.29811152E-05  
  52               1.88665348E+00   7.44101787E+02   8.38218051E-01   1.60470077E-01   7.16048387E-04   4.70765068E-04   2.85418770E-05   1.58646262E-13   5.64689252E-05   2.29808332E-05  
  53               2.14381822E+00   7.71990921E+02   8.38219391E-01   1.60468530E-01   7.16045782E-04   4.70763356E-04   2.85417741E-05   5.40310719E-13   5.64687463E-05   2.29806115E-05  
  54               2.43378403E+00   8.02627474E+02   8.38220593E-01   1.60467059E-01   7.16047298E-04   4.70764353E-04   2.85418356E-05   1.88722007E-12   5.64688964E-05   2.29804005E-05  
  55               2.76070490E+00   8.32145447E+02   8.38221652E-01   1.60465988E-01   7.16049808E-04   4.70766004E-04   2.85419373E-05   5.74124815E-12   5.64691288E-05   2.29802464E-05  
  56               3.12874020E+00   8.64599492E+02   8.38222647E-01   1.60464977E-01   7.16047876E-04   4.70764734E-04   2.85418641E-05   1.79210876E-11   5.64690144E-05   2.29851607E-05  
  57               3.54203945E+00   8.95705889E+02   8.38223348E-01   1.60464218E-01   7.16046550E-04   4.70763864E-04   2.85418280E-05   4.91154468E-11   5.64689510E-05   2.29975521E-05  
  58               4.00529942E+00   9.29861096E+02   8.38223933E-01   1.60463459E-01   7.16045848E-04   4.70763403E-04   2.85418794E-05   1.37868660E-10   5.64689393E-05   2.30369208E-05  
