# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              CO               H                N2               H2S             
  59               4.52411056E+00   9.62438624E+02   8.38224088E-01   1.60462812E-01   7.16047031E-04   4.70764181E-04   2.85423164E-05   3.42745995E-10   5.64690782E-05   2.31387602E-05  
  60               5.10497526E+00   9.98289131E+02   8.38223492E-01   1.60461962E-01   7.16052853E-04   4.70768008E-04   2.85442453E-05   8.74264578E-10   5.64695844E-05   2.34328803E-05  
  61               5.75452551E+00   1.03234408E+03   8.38222558E-01   1.60461161E-01   7.16069037E-04   4.70778640E-04   2.85521981E-05   1.99228825E-09   5.64709097E-05   2.42858280E-05  
  62               6.47964133E+00   1.06985713E+03   8.38223510E-01   1.60460182E-01   7.16066472E-04   4.70776883E-04   2.85802364E-05   4.65955997E-09   5.64707642E-05   2.42855977E-05  
  63               7.28772770E+00   1.10526823E+03   8.38224658E-01   1.60458928E-01   7.16063174E-04   4.70774177E-04   2.86857632E-05   9.79936156E-09   5.64706125E-05   2.42852804E-05  
  64               8.18819709E+00   1.14438695E+03   8.38226477E-01   1.60456756E-01   7.16056088E-04   4.70766225E-04   2.90374685E-05   2.11842273E-08   5.64704661E-05   2.42847211E-05  
  65               9.19272932E+00   1.18123023E+03   8.38228420E-01   1.60453751E-01   7.16029850E-04   4.70729079E-04   3.01328504E-05   4.15460491E-08   5.64706576E-05   2.42839277E-05  
  66               1.03137223E+01   1.22213779E+03   8.38230920E-01   1.60448556E-01   7.15901835E-04   4.70547251E-04   3.30759553E-05   8.39643378E-08   5.64716244E-05   2.42825561E-05  
  67               1.15654752E+01   1.25862650E+03   8.38232072E-01   1.60442307E-01   7.15283540E-04   4.69701550E-04   3.95420992E-05   1.50031523E-07   5.64740922E-05   2.42808473E-05  
  68               1.29666161E+01   1.29621016E+03   8.38233834E-01   1.60434123E-01   7.13059559E-04   4.66783548E-04   5.09503782E-05   2.63359136E-07   5.64778099E-05   2.42784885E-05  
  69               1.45389245E+01   1.33158353E+03   8.38240196E-01   1.60426228E-01   7.06892072E-04   4.59175982E-04   6.60387824E-05   4.31894786E-07   5.64804812E-05   2.42758489E-05  
  70               1.63137135E+01   1.36939523E+03   8.38256372E-01   1.60417878E-01   6.94077507E-04   4.44452803E-04   8.54047322E-05   7.12983140E-07   5.64813301E-05   2.42724429E-05  
  71               1.83293640E+01   1.40607116E+03   8.38280369E-01   1.60410880E-01   6.75698943E-04   4.25108562E-04   1.05635695E-04   1.12438843E-06   5.64796822E-05   2.42685117E-05  
  72               2.06294280E+01   1.44592642E+03   8.38310603E-01   1.60402863E-01   6.52416785E-04   4.01331828E-04   1.29673102E-04   1.79919935E-06   5.64772645E-05   2.42626766E-05  
  73               2.32499357E+01   1.48534453E+03   8.38340417E-01   1.60395185E-01   6.29118326E-04   3.77762583E-04   1.53186508E-04   2.78273644E-06   5.64747797E-05   2.42541896E-05  
  74               2.62213053E+01   1.52836761E+03   8.38373665E-01   1.60386316E-01   6.02616174E-04   3.50904586E-04   1.79995226E-04   4.37443517E-06   5.64720089E-05   2.42377181E-05  
  75               2.95612456E+01   1.57135463E+03   8.38403630E-01   1.60377732E-01   5.77666022E-04   3.25361557E-04   2.05458238E-04   6.68771474E-06   5.64693741E-05   2.42037589E-05  
  76               3.32824091E+01   1.61813222E+03   8.38432801E-01   1.60367757E-01   5.50972026E-04   2.97160542E-04   2.33559360E-04   1.03744473E-05   5.64667931E-05   2.41143949E-05  
  77               3.73816082E+01   1.66483473E+03   8.38445359E-01   1.60356212E-01   5.28350378E-04   2.70736910E-04   2.59862050E-04   1.56630079E-05   5.64639764E-05   2.38907179E-05  
  78               4.18071247E+01   1.71533610E+03   8.38461213E-01   1.60345441E-01   5.14909585E-04   2.39752749E-04   2.90706626E-04   2.39334781E-05   5.64731910E-05   2.29155492E-05  
  79               4.64926531E+01   1.76434698E+03   8.38475775E-01   1.60335894E-01   4.93270150E-04   2.15446344E-04   3.14859565E-04   3.52353251E-05   5.64525570E-05   2.28347490E-05  
  80               5.12852872E+01   1.81059433E+03   8.38474405E-01   1.60326230E-01   4.79563075E-04   1.93972963E-04   3.36170731E-04   4.97280892E-05   5.64185016E-05   2.26693243E-05  
  81               5.58932885E+01   1.85187001E+03   8.38449414E-01   1.60315393E-01   4.77253183E-04   1.74857001E-04   3.55128826E-04   6.65836121E-05   5.63746217E-05   2.23701652E-05  
  82               6.08016536E+01   1.89300535E+03   8.38391128E-01   1.60301121E-01   4.89676576E-04   1.54731619E-04   3.75092865E-04   8.78665630E-05   5.63227359E-05   2.18768112E-05  
  83               6.53084095E+01   1.92839370E+03   8.38329400E-01   1.60289457E-01   5.13597162E-04   1.36900284E-04   3.92801792E-04   1.10405106E-04   5.62752760E-05   2.13519315E-05  
  84               6.92364972E+01   1.95776247E+03   8.38319319E-01   1.60285194E-01   5.05795997E-04   1.28977201E-04   4.00599142E-04   1.32555650E-04   5.62222161E-05   2.13297739E-05  
  85               7.35733549E+01   1.98858175E+03   8.38304245E-01   1.60280666E-01   4.98376997E-04   1.21425367E-04   4.08009894E-04   1.59575600E-04   5.61607612E-05   2.13058729E-05  
  86               7.83641467E+01   2.02103557E+03   8.38271859E-01   1.60273611E-01   4.91285638E-04   1.14191582E-04   4.15077390E-04   1.92731553E-04   5.60895706E-05   2.12791477E-05  
  87               8.23269387E+01   2.04658125E+03   8.38251040E-01   1.60269629E-01   4.86233431E-04   1.09016269E-04   4.20119076E-04   2.22568525E-04   5.60291311E-05   2.12574706E-05  
  88               8.53953773E+01   2.06578524E+03   8.38232870E-01   1.60266508E-01   4.82681186E-04   1.05359106E-04   4.23670850E-04   2.47392804E-04   5.59817390E-05   2.12403611E-05  
  89               8.88592147E+01   2.08669280E+03   8.38210483E-01   1.60263004E-01   4.79072848E-04   1.01647738E-04   4.27262134E-04   2.76879806E-04   5.59268507E-05   2.12210921E-05  
  90               9.27543815E+01   2.10952374E+03   8.38182761E-01   1.60258999E-01   4.75386757E-04   9.78328984E-05   4.30939618E-04   3.12265539E-04   5.58647952E-05   2.11989583E-05  
  91               9.71168053E+01   2.13406717E+03   8.38148915E-01   1.60254481E-01   4.71751734E-04   9.40486127E-05   4.34568204E-04   3.54211843E-04   5.57937085E-05   2.11741180E-05  
  92               1.02011237E+02   2.16065008E+03   8.38076961E-01   1.60243489E-01   4.68117660E-04   9.02296513E-05   4.38190104E-04   4.04607573E-04   5.57115023E-05   2.11448416E-05  
  93               1.05745733E+02   2.18011718E+03   8.38043003E-01   1.60239534E-01   4.65657863E-04   8.76549666E-05   4.40627652E-04   4.44967511E-04   5.56493694E-05   2.11228759E-05  
  94               1.08510705E+02   2.19428860E+03   8.38016385E-01   1.60236483E-01   4.63940512E-04   8.58514261E-05   4.42327830E-04   4.76346041E-04   5.56035145E-05   2.11061013E-05  
  95               1.11688048E+02   2.21007037E+03   8.37984770E-01   1.60232969E-01   4.62152497E-04   8.39641659E-05   4.44095819E-04   5.13252600E-04   5.55498889E-05   2.10870013E-05  
  96               1.15328064E+02   2.22783412E+03   8.37946578E-01   1.60228822E-01   4.60221296E-04   8.19176351E-05   4.46003573E-04   5.57511802E-04   5.54888763E-05   2.10644745E-05  
  97               1.19485067E+02   2.24741672E+03   8.37901196E-01   1.60224036E-01   4.58253933E-04   7.98176740E-05   4.47943846E-04   6.09633831E-04   5.54181614E-05   2.10388238E-05  
  98               1.24217528E+02   2.26916535E+03   8.37846532E-01   1.60218402E-01   4.56191517E-04   7.76017361E-05   4.49974891E-04   6.71978858E-04   5.53380173E-05   2.10088185E-05  
  99               1.29588275E+02   2.29287655E+03   8.37781665E-01   1.60211889E-01   4.54144625E-04   7.53785202E-05   4.51986001E-04   7.45387293E-04   5.52460070E-05   2.09747207E-05  
  100              1.35664864E+02   2.31886605E+03   8.37701865E-01   1.60203858E-01   4.52064256E-04   7.30953774E-05   4.54023401E-04   8.32917561E-04   5.51421401E-05   2.09351095E-05  
  101              1.42519288E+02   2.34687880E+03   8.37602820E-01   1.60194674E-01   4.55156798E-04   7.01758133E-05   4.56697662E-04   9.35784365E-04   5.50303589E-05   2.09128197E-05  
