# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              H                CO               N2               H2S             
  34               6.41616170E-02   4.06133706E+02   8.38199282E-01   1.60487677E-01   7.18904688E-04   4.73184744E-04   1.29876554E-25   2.81419545E-05   5.57959925E-05   2.29839014E-05  
  35               7.81614538E-02   4.12573656E+02   8.38199286E-01   1.60487670E-01   7.18906731E-04   4.73186089E-04   3.23342679E-25   2.81420344E-05   5.57961518E-05   2.29839004E-05  
  36               9.51330252E-02   4.28246451E+02   8.38199077E-01   1.60487484E-01   7.18906603E-04   4.73186004E-04   3.02346437E-24   2.81420294E-05   5.57961426E-05   2.29838737E-05  
  37               1.15681380E-01   4.35970030E+02   8.38199123E-01   1.60487426E-01   7.18906385E-04   4.73185861E-04   8.14425342E-24   2.81420209E-05   5.57961264E-05   2.29838654E-05  
  38               1.40535156E-01   4.53234528E+02   8.38199331E-01   1.60487181E-01   7.18905551E-04   4.73185312E-04   7.37132686E-23   2.81419883E-05   5.57960626E-05   2.29838303E-05  
  39               1.70540437E-01   4.62741215E+02   8.38199006E-01   1.60487050E-01   7.18918187E-04   4.73193629E-04   2.20785326E-22   2.81424829E-05   5.57970441E-05   2.29838116E-05  
  40               2.06685968E-01   4.82261969E+02   8.38196558E-01   1.60486286E-01   7.18923642E-04   4.73197219E-04   2.00963170E-21   2.81426964E-05   5.57974683E-05   2.29837022E-05  
  41               2.50086163E-01   4.94687400E+02   8.38197102E-01   1.60485748E-01   7.18920937E-04   4.73195439E-04   7.21012445E-21   2.81425905E-05   5.57972593E-05   2.29836251E-05  
  42               3.02165077E-01   5.14609704E+02   8.38198019E-01   1.60484837E-01   7.18917218E-04   4.73192991E-04   5.16560835E-20   2.81424449E-05   5.57969717E-05   2.29834946E-05  
  43               3.64538722E-01   5.28958053E+02   8.38198518E-01   1.60484252E-01   7.18965314E-04   4.73224648E-04   1.88946478E-19   2.81443277E-05   5.58007056E-05   2.29834109E-05  
  44               4.39148464E-01   5.51091589E+02   8.38200078E-01   1.60482698E-01   7.18962246E-04   4.73222629E-04   1.27744303E-18   2.81442076E-05   5.58004686E-05   2.29831883E-05  
  45               5.28246518E-01   5.67990346E+02   8.38201103E-01   1.60481677E-01   7.18960252E-04   4.73221316E-04   4.84696510E-18   2.81441295E-05   5.58003151E-05   2.29830421E-05  
  46               6.34447561E-01   5.92929689E+02   8.38203368E-01   1.60479420E-01   7.18955660E-04   4.73218293E-04   3.13027664E-17   2.81439498E-05   5.57999600E-05   2.29827189E-05  
  47               7.60635650E-01   6.13086104E+02   8.38204881E-01   1.60477912E-01   7.18952623E-04   4.73216295E-04   1.23870692E-16   2.81438309E-05   5.57997257E-05   2.29825029E-05  
  48               9.10109046E-01   6.41429267E+02   8.38207556E-01   1.60475247E-01   7.18947155E-04   4.73212695E-04   7.62563996E-16   2.81436168E-05   5.57993030E-05   2.29821213E-05  
  49               1.08695856E+00   6.65443845E+02   8.38209314E-01   1.60473495E-01   7.18943625E-04   4.73210372E-04   3.09562049E-15   2.81434786E-05   5.57990308E-05   2.29818703E-05  
  50               1.29584219E+00   6.97568280E+02   8.38211841E-01   1.60470971E-01   7.18938489E-04   4.73206992E-04   1.77451183E-14   2.81432776E-05   5.57986343E-05   2.29815089E-05  
  51               1.54160956E+00   7.25647514E+02   8.38213434E-01   1.60469356E-01   7.18935382E-04   4.73204946E-04   7.08508134E-14   2.81431559E-05   5.57983954E-05   2.29812776E-05  
  52               1.82945577E+00   7.61857627E+02   8.38215286E-01   1.60467297E-01   7.18931741E-04   4.73202549E-04   3.70091554E-13   2.81430134E-05   5.57981153E-05   2.29809826E-05  
  53               2.16580767E+00   7.94218099E+02   8.38216328E-01   1.60465979E-01   7.18930542E-04   4.73201760E-04   1.40874095E-12   2.81429665E-05   5.57980251E-05   2.29807936E-05  
  54               2.55884330E+00   8.34621319E+02   8.38217773E-01   1.60464522E-01   7.18932544E-04   4.73203078E-04   6.55679876E-12   2.81430452E-05   5.57981835E-05   2.29805839E-05  
  55               3.01676194E+00   8.71123555E+02   8.38218645E-01   1.60463605E-01   7.18934595E-04   4.73204428E-04   2.29867962E-11   2.81431289E-05   5.57983459E-05   2.29871796E-05  
  56               3.54789516E+00   9.15225368E+02   8.38219522E-01   1.60462582E-01   7.18933111E-04   4.73203451E-04   9.25912632E-11   2.81430969E-05   5.57982341E-05   2.30170789E-05  
  57               4.16161392E+00   9.54889957E+02   8.38219697E-01   1.60461834E-01   7.18933294E-04   4.73203571E-04   2.86988263E-10   2.81433243E-05   5.57982518E-05   2.31128025E-05  
  58               4.87101290E+00   1.00148938E+03   8.38219186E-01   1.60460782E-01   7.18938217E-04   4.73206811E-04   9.74952099E-10   2.81449374E-05   5.57986376E-05   2.35028245E-05  
  59               5.69001600E+00   1.04312400E+03   8.38218537E-01   1.60459827E-01   7.18956934E-04   4.73219115E-04   2.61883203E-09   2.81551919E-05   5.58000955E-05   2.42856042E-05  
  60               6.63384413E+00   1.09102701E+03   8.38219997E-01   1.60458317E-01   7.18953273E-04   4.73216532E-04   7.48490462E-09   2.82051181E-05   5.57998336E-05   2.42852407E-05  
  61               7.71965469E+00   1.13332858E+03   8.38221701E-01   1.60456357E-01   7.18947213E-04   4.73210439E-04   1.73577070E-08   2.84592561E-05   5.57995924E-05   2.42847316E-05  
  62               8.97175525E+00   1.18152399E+03   8.38224571E-01   1.60452503E-01   7.18921523E-04   4.73177037E-04   4.22926748E-08   2.94669226E-05   5.57993861E-05   2.42837243E-05  
  63               1.04185455E+01   1.22367481E+03   8.38226418E-01   1.60447603E-01   7.18753707E-04   4.72941318E-04   8.58799363E-08   3.28598748E-05   5.58001959E-05   2.42823888E-05  
  64               1.20908583E+01   1.27160629E+03   8.38228200E-01   1.60439032E-01   7.17851232E-04   4.71709516E-04   1.82505382E-07   4.16472977E-05   5.58029268E-05   2.42800141E-05  
  65               1.40245004E+01   1.31301226E+03   8.38231317E-01   1.60430812E-01   7.13855576E-04   4.66582066E-04   3.30331624E-07   5.56723609E-05   5.58068860E-05   2.42774043E-05  
  66               1.62702559E+01   1.36042489E+03   8.38245280E-01   1.60420370E-01   7.02246857E-04   4.52636096E-04   6.27015592E-07   7.73347122E-05   5.58099017E-05   2.42734739E-05  
  67               1.88994007E+01   1.40105857E+03   8.38267544E-01   1.60414009E-01   6.85119676E-04   4.34593952E-04   1.03382273E-06   9.61064427E-05   5.58085957E-05   2.42696666E-05  
  68               2.19987169E+01   1.44857494E+03   8.38299586E-01   1.60405401E-01   6.60402799E-04   4.09287041E-04   1.80282062E-06   1.21790561E-04   5.58060296E-05   2.42631596E-05  
  69               2.56352438E+01   1.48987865E+03   8.38323136E-01   1.60399352E-01   6.41742106E-04   3.90436409E-04   2.80098764E-06   1.40525077E-04   5.58035250E-05   2.42549875E-05  
  70               2.98651732E+01   1.53943438E+03   8.38355669E-01   1.60390537E-01   6.15533682E-04   3.63786713E-04   4.65510272E-06   1.67126126E-04   5.57993310E-05   2.42360123E-05  
  71               3.47406557E+01   1.58371574E+03   8.38376869E-01   1.60383921E-01   5.96802531E-04   3.44425429E-04   7.05712234E-06   1.86406622E-04   5.57919100E-05   2.42008027E-05  
  72               4.03117902E+01   1.63753890E+03   8.38403955E-01   1.60373773E-01   5.70636480E-04   3.16271976E-04   1.14964723E-05   2.14442969E-04   5.57759498E-05   2.40885139E-05  
  73               4.65615795E+01   1.68722810E+03   8.38410294E-01   1.60363671E-01   5.53066140E-04   2.93888134E-04   1.74226456E-05   2.36694758E-04   5.57366767E-05   2.38236940E-05  
  74               5.34001126E+01   1.74765957E+03   8.38426937E-01   1.60351618E-01   5.35984226E-04   2.60174404E-04   2.83809056E-05   2.70221487E-04   5.57068960E-05   2.29672808E-05  
  75               6.06632072E+01   1.80568207E+03   8.38433719E-01   1.60339940E-01   5.14428020E-04   2.32988949E-04   4.38912524E-05   2.97193098E-04   5.56464761E-05   2.28393866E-05  
  76               6.82192537E+01   1.86359720E+03   8.38409545E-01   1.60325209E-01   5.05890459E-04   2.04965469E-04   6.61078701E-05   3.24970553E-04   5.55882236E-05   2.24969487E-05  
  77               7.57653339E+01   1.91341635E+03   8.38343776E-01   1.60308818E-01   5.20934593E-04   1.80403846E-04   9.17702625E-05   3.49309407E-04   5.54944999E-05   2.19282058E-05  
  78               8.29449982E+01   1.96022780E+03   8.38287189E-01   1.60295870E-01   5.35667590E-04   1.58888660E-04   1.23245090E-04   3.70617958E-04   5.54223897E-05   2.14771888E-05  
  79               8.94492060E+01   1.99697406E+03   8.38271768E-01   1.60290505E-01   5.26367015E-04   1.49400158E-04   1.53309718E-04   3.79911418E-04   5.53220788E-05   2.14508195E-05  
  80               9.68384762E+01   2.03938410E+03   8.38235115E-01   1.60281484E-01   5.15714805E-04   1.38518474E-04   1.95774388E-04   3.90541895E-04   5.52258684E-05   2.14126258E-05  
  81               1.03070077E+02   2.07037427E+03   8.38209916E-01   1.60276669E-01   5.09587190E-04   1.32205469E-04   2.31878439E-04   3.96658079E-04   5.51225929E-05   2.13877806E-05  
  82               1.07981158E+02   2.09636939E+03   8.38185088E-01   1.60272100E-01   5.04036632E-04   1.26489573E-04   2.66816495E-04   4.02201749E-04   5.50574215E-05   2.13612694E-05  
  83               1.13739548E+02   2.12246425E+03   8.38155360E-01   1.60267682E-01   4.99777245E-04   1.22050322E-04   3.05168448E-04   4.06452680E-04   5.49582585E-05   2.13383378E-05  
  84               1.20450474E+02   2.15461544E+03   8.38112958E-01   1.60261516E-01   4.94071282E-04   1.16105379E-04   3.59395216E-04   4.12156273E-04   5.48613354E-05   2.13030527E-05  
  85               1.28218004E+02   2.18705138E+03   8.38032534E-01   1.60249496E-01   4.89644128E-04   1.11411426E-04   4.20491729E-04   4.16563417E-04   5.47264110E-05   2.12691536E-05  
  86               1.34360199E+02   2.21403268E+03   8.37984491E-01   1.60243633E-01   4.85597145E-04   1.07160231E-04   4.78438594E-04   4.20583604E-04   5.46358626E-05   2.12355039E-05  
  87               1.39105700E+02   2.23185210E+03   8.37949658E-01   1.60239796E-01   4.83686885E-04   1.05103776E-04   5.18990721E-04   4.22473281E-04   5.45511460E-05   2.12158943E-05  
  88               1.44766509E+02   2.25530303E+03   8.37899501E-01   1.60234091E-01   4.80570126E-04   1.01793563E-04   5.77962753E-04   4.25563591E-04   5.44666941E-05   2.11840075E-05  
  89               1.51485672E+02   2.27939367E+03   8.37843242E-01   1.60228217E-01   4.78250257E-04   9.92570450E-05   6.42379685E-04   4.27853358E-04   5.43496961E-05   2.11539877E-05  
  90               1.59422225E+02   2.30932779E+03   8.37763321E-01   1.60219654E-01   4.74972817E-04   9.57038322E-05   7.31762485E-04   4.31090916E-04   5.42260696E-05   2.11101115E-05  
  91               1.68749131E+02   2.34048437E+03   8.37666681E-01   1.60210419E-01   4.77345398E-04   9.20779812E-05   8.32994688E-04   4.34391465E-04   5.40723144E-05   2.10858290E-05  
  92               1.79661041E+02   2.37735806E+03   8.37546241E-01   1.60198605E-01   4.74348421E-04   8.85350500E-05   9.68179301E-04   4.37494168E-04   5.38986872E-05   2.10265718E-05  
  93               1.92371033E+02   2.41602940E+03   8.37404554E-01   1.60185251E-01   4.72030044E-04   8.56165272E-05   1.12545519E-03   4.39903375E-04   5.36858585E-05   2.09633550E-05  
  94               2.07121404E+02   2.45988334E+03   8.37221415E-01   1.60168185E-01   4.69487507E-04   8.23723715E-05   1.32812912E-03   4.42529027E-04   5.34481516E-05   2.08837540E-05  
  95               2.24182461E+02   2.50587282E+03   8.37004228E-01   1.60148452E-01   4.67602437E-04   7.97012436E-05   1.56684677E-03   4.44479826E-04   5.31666243E-05   2.07969581E-05  
  96               2.43873341E+02   2.55666242E+03   8.36729741E-01   1.60123740E-01   4.65754624E-04   7.69340063E-05   1.86781430E-03   4.46381811E-04   5.28505966E-05   2.06920100E-05  
  97               2.66570984E+02   2.60981687E+03   8.36403684E-01   1.60094835E-01   4.64576146E-04   7.46999714E-05   2.22386152E-03   4.47603658E-04   5.24839881E-05   2.05769698E-05  
  98               2.92730677E+02   2.66724555E+03   8.36001124E-01   1.60059389E-01   4.63698265E-04   7.25740631E-05   2.66265253E-03   4.48523085E-04   5.20704474E-05   2.04432809E-05  
  99               3.22900205E+02   2.72677195E+03   8.35529341E-01   1.60018261E-01   4.63622034E-04   7.10364291E-05   3.17552636E-03   4.48649672E-04   5.15943368E-05   2.02996265E-05  
  100              3.57746229E+02   2.79062897E+03   8.34953506E-01   1.59968240E-01   4.63984860E-04   6.96435515E-05   3.80090046E-03   4.48361121E-04   5.10581044E-05   2.01359163E-05  
  101              3.98094498E+02   2.85631895E+03   8.34289112E-01   1.59910908E-01   4.65311218E-04   6.88860133E-05   4.52114660E-03   4.47151408E-04   5.04430534E-05   1.99641649E-05  
