# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               CH4              Mg              
  15               1.63905400E-03   7.63268045E+02   8.38709770E-01   1.60354795E-01   1.31912002E-11   4.91391599E-04   2.95472877E-04   6.02510363E-05   5.49993345E-05   0.00000000E+00  
  16               2.04978792E-03   7.71478879E+02   8.38706220E-01   1.60358255E-01   1.70841789E-11   4.91398311E-04   2.95477084E-04   6.02515816E-05   5.50001037E-05   0.00000000E+00  
  17               2.55896607E-03   7.83656526E+02   8.38710472E-01   1.60353877E-01   2.61130510E-11   4.91389082E-04   2.95471744E-04   6.02501102E-05   5.49990927E-05   0.00000000E+00  
  18               3.19019339E-03   7.91979105E+02   8.38706552E-01   1.60357654E-01   3.34019151E-11   4.91395896E-04   2.95476095E-04   6.02505317E-05   5.49998814E-05   0.00000000E+00  
  19               3.97273945E-03   8.04295430E+02   8.38709979E-01   1.60353991E-01   5.00479423E-11   4.91388194E-04   2.95471768E-04   6.02490859E-05   5.49990504E-05   0.00000000E+00  
  20               4.94277170E-03   8.12727055E+02   8.38705566E-01   1.60358178E-01   6.32299513E-11   4.91395165E-04   2.95476321E-04   6.02493371E-05   5.49998670E-05   0.00000000E+00  
  21               6.14511243E-03   8.25120236E+02   8.38707992E-01   1.60355351E-01   9.27144969E-11   4.91389281E-04   2.95473210E-04   6.02478942E-05   5.49992505E-05   0.00000000E+00  
  22               7.63513477E-03   8.33620304E+02   8.38702927E-01   1.60360074E-01   1.15560888E-10   4.91396463E-04   2.95478027E-04   6.02479193E-05   5.50001023E-05   0.00000000E+00  
  23               9.48136010E-03   8.46088259E+02   8.38704303E-01   1.60358063E-01   1.66003831E-10   4.91392721E-04   2.95476352E-04   6.02464546E-05   5.49997373E-05   0.00000000E+00  
  24               1.17683628E-02   8.54591840E+02   8.38698383E-01   1.60363458E-01   2.03787582E-10   4.91400019E-04   2.95481395E-04   6.02461780E-05   5.50006132E-05   0.00000000E+00  
  25               1.46003704E-02   8.67173298E+02   8.38698669E-01   1.60362155E-01   2.87546152E-10   4.91404862E-04   2.95485041E-04   6.02454211E-05   5.50012188E-05   0.00000000E+00  
  26               1.81057872E-02   8.75876735E+02   8.38692797E-01   1.60368005E-01   3.50388403E-10   4.91412236E-04   2.95490286E-04   6.02447848E-05   5.50021108E-05   0.00000000E+00  
  27               2.24428808E-02   8.88790885E+02   8.38693659E-01   1.60367153E-01   4.89658419E-10   4.91405080E-04   2.95486863E-04   6.02421688E-05   5.50013776E-05   0.00000000E+00  
  28               2.78051355E-02   8.97870805E+02   8.38687700E-01   1.60373093E-01   5.95771501E-10   4.91411680E-04   2.95491770E-04   6.02410374E-05   5.50021828E-05   0.00000000E+00  
  29               3.44295557E-02   9.11442044E+02   8.38688708E-01   1.60372101E-01   8.33101921E-10   4.91403502E-04   2.95487837E-04   6.02378905E-05   5.50013304E-05   0.00000000E+00  
  30               4.26051408E-02   9.21149546E+02   8.38683063E-01   1.60377736E-01   1.01942827E-09   4.91408747E-04   2.95492006E-04   6.02361867E-05   5.50019742E-05   0.00000000E+00  
  31               5.26871066E-02   9.35518839E+02   8.38684373E-01   1.60376450E-01   1.43030821E-09   4.91399308E-04   2.95487361E-04   6.02324826E-05   5.50009658E-05   0.00000000E+00  
  32               6.51113346E-02   9.46298661E+02   8.38679671E-01   1.60381152E-01   1.78066727E-09   4.91402262E-04   2.95490165E-04   6.02301025E-05   5.50013338E-05   0.00000000E+00  
  33               8.04065277E-02   9.62097121E+02   8.38682091E-01   1.60378767E-01   2.54654882E-09   4.91390444E-04   2.95484071E-04   6.02257219E-05   5.50000363E-05   0.00000000E+00  
  34               9.92074778E-02   9.74541019E+02   8.38679054E-01   1.60381813E-01   3.26781708E-09   4.91390302E-04   2.95484966E-04   6.02225882E-05   5.50000319E-05   0.00000000E+00  
  35               1.22280422E-01   9.92273015E+02   8.38683040E-01   1.60377870E-01   4.80405942E-09   4.91375598E-04   2.95477065E-04   6.02174901E-05   5.49983834E-05   0.00000000E+00  
  36               1.50541588E-01   1.00701902E+03   8.38682279E-01   1.60378648E-01   6.42324008E-09   4.91371478E-04   2.95475478E-04   6.02135128E-05   5.49979038E-05   1.25854963E-15  
  37               1.85072543E-01   1.02741926E+03   8.38688387E-01   1.60372588E-01   9.81484673E-09   4.91353324E-04   2.95465392E-04   6.02076388E-05   5.49958330E-05   2.39670707E-15  
  38               2.27138006E-01   1.04503995E+03   8.38690186E-01   1.60370811E-01   1.37429897E-08   4.91344958E-04   2.95461110E-04   6.02027846E-05   5.49948185E-05   8.46762950E-15  
  39               2.78238542E-01   1.06871044E+03   8.38698466E-01   1.60362578E-01   2.18969511E-08   4.91323445E-04   2.95448787E-04   6.01961316E-05   5.49922351E-05   1.66590445E-14  
  40               3.40083324E-01   1.09005115E+03   8.38703067E-01   1.60358001E-01   3.23493268E-08   4.91310722E-04   2.95441424E-04   6.01903457E-05   5.49903062E-05   7.25272081E-14  
  41               4.14604183E-01   1.11780565E+03   8.38713314E-01   1.60347788E-01   5.39424217E-08   4.91287212E-04   2.95426667E-04   6.01829689E-05   5.49861135E-05   2.62355890E-13  
  42               5.04021095E-01   1.14351295E+03   8.38720168E-01   1.60340942E-01   8.38943289E-08   4.91273537E-04   2.95414901E-04   6.01763462E-05   5.49791311E-05   7.91775638E-13  
  43               6.11051404E-01   1.17606694E+03   8.38731381E-01   1.60329726E-01   1.45884608E-07   4.91257189E-04   2.95392524E-04   6.01684298E-05   5.49589326E-05   3.17077156E-12  
  44               7.38701483E-01   1.20710310E+03   8.38739506E-01   1.60321588E-01   2.38658965E-07   4.91266594E-04   2.95356663E-04   6.01611469E-05   5.48950258E-05   1.08204406E-11  
  45               8.90321269E-01   1.24519569E+03   8.38750267E-01   1.60310855E-01   4.29573243E-07   4.91323977E-04   2.95263327E-04   6.01529661E-05   5.46857058E-05   4.67890424E-11  
  46               1.06988937E+00   1.28201596E+03   8.38758330E-01   1.60303162E-01   7.28760868E-07   4.91531681E-04   2.95012378E-04   6.01452722E-05   5.40123525E-05   1.72989009E-10  
  47               1.28227044E+00   1.32588740E+03   8.38768139E-01   1.60294712E-01   1.33365813E-06   4.92093908E-04   2.94335553E-04   6.01368621E-05   5.20716642E-05   7.65919911E-10  
  48               1.53360960E+00   1.36820526E+03   8.38776980E-01   1.60289412E-01   2.28662744E-06   4.93414118E-04   2.92743387E-04   6.01284657E-05   4.75789762E-05   2.85652033E-09  
  49               1.83292341E+00   1.41658221E+03   8.38787489E-01   1.60284800E-01   4.10106544E-06   4.96098685E-04   2.89589754E-04   6.01193979E-05   3.96225636E-05   1.17614890E-08  
  50               2.19070275E+00   1.46278557E+03   8.38792441E-01   1.60281741E-01   6.84951600E-06   5.00308231E-04   2.85470144E-04   6.01122497E-05   3.20480102E-05   4.03139435E-08  
  51               2.61662732E+00   1.51446110E+03   8.38779228E-01   1.60276034E-01   1.17734154E-05   5.05860465E-04   2.82825434E-04   6.01084966E-05   2.49092920E-05   1.45774217E-07  
  52               3.10290757E+00   1.56303157E+03   8.38764175E-01   1.60274050E-01   1.88366630E-05   5.11326266E-04   2.94094811E-04   6.01296659E-05   1.92096662E-05   2.72495649E-07  
  53               3.64346278E+00   1.61555416E+03   8.38751944E-01   1.60270917E-01   3.05345285E-05   5.15324494E-04   2.92919547E-04   6.01263931E-05   1.52103319E-05   1.51254442E-06  
  54               4.23008891E+00   1.66355667E+03   8.38724370E-01   1.60266894E-01   4.59904335E-05   5.18091523E-04   2.97295581E-04   6.01300740E-05   1.24603133E-05   6.01824514E-06  
  55               4.82076614E+00   1.71303796E+03   8.38650719E-01   1.60257499E-01   6.90072265E-05   5.20992761E-04   3.16579637E-04   6.01496428E-05   9.51272410E-06   2.00567995E-05  
  56               5.35787521E+00   1.76155312E+03   8.38517715E-01   1.60246685E-01   1.01292459E-04   5.24168837E-04   3.82817611E-04   6.02228433E-05   6.28511143E-06   6.49983034E-05  
  57               5.83388057E+00   1.80135933E+03   8.38474966E-01   1.60241337E-01   1.36513538E-04   5.25120882E-04   3.82154009E-04   6.02134982E-05   5.31512048E-06   6.48631643E-05  
  58               6.24607978E+00   1.83375408E+03   8.38442891E-01   1.60238271E-01   1.72264719E-04   5.25744921E-04   3.81468119E-04   6.02242852E-05   4.67687400E-06   6.47496644E-05  
  59               6.57116684E+00   1.85805336E+03   8.38414306E-01   1.60235608E-01   2.03920918E-04   5.26137592E-04   3.81021232E-04   6.02156895E-05   4.27015400E-06   6.46618709E-05  
  60               6.95540610E+00   1.88555782E+03   8.38376640E-01   1.60232157E-01   2.45437597E-04   5.26519544E-04   3.80577880E-04   6.02048563E-05   3.87037097E-06   6.45598490E-05  
  61               7.40604087E+00   1.91621599E+03   8.38296340E-01   1.60221788E-01   2.99683492E-04   5.26856414E-04   3.80134992E-04   6.01860897E-05   3.48925301E-06   6.44402155E-05  
  62               7.76048343E+00   1.93935465E+03   8.38253177E-01   1.60217930E-01   3.46898096E-04   5.27092289E-04   3.79860253E-04   6.02100673E-05   3.23776370E-06   6.43495413E-05  
  63               8.03223675E+00   1.95648178E+03   8.38217787E-01   1.60214777E-01   3.85622136E-04   5.27242948E-04   3.79660617E-04   6.01965562E-05   3.07031000E-06   6.42809684E-05  
  64               8.35918322E+00   1.97652129E+03   8.38172239E-01   1.60210733E-01   4.35371893E-04   5.27402875E-04   3.79457845E-04   6.01871455E-05   2.89083217E-06   6.41993942E-05  
  65               8.74910108E+00   1.99951519E+03   8.38114149E-01   1.60205594E-01   4.98742522E-04   5.27563266E-04   3.79252828E-04   6.01780395E-05   2.70604346E-06   6.41036283E-05  
  66               9.21038084E+00   2.02569000E+03   8.38039770E-01   1.60199036E-01   5.79819233E-04   5.27720358E-04   3.79051807E-04   6.01676377E-05   2.51830902E-06   6.39921180E-05  
  67               9.75393454E+00   2.05507654E+03   8.37944986E-01   1.60190702E-01   6.83156308E-04   5.27866235E-04   3.78808669E-04   6.01549104E-05   2.33405263E-06   6.38633243E-05  
  68               1.03928323E+01   2.08794902E+03   8.37823227E-01   1.60180019E-01   8.15824291E-04   5.27997286E-04   3.78560497E-04   6.01393219E-05   2.15464047E-06   6.37150447E-05  
  69               1.11393764E+01   2.12414751E+03   8.37668021E-01   1.60166427E-01   9.84853275E-04   5.28105549E-04   3.78312113E-04   6.01202311E-05   1.98580178E-06   6.35460513E-05  
  70               1.20069767E+01   2.16373020E+03   8.37470047E-01   1.60149114E-01   1.20037985E-03   5.28186752E-04   3.78062731E-04   6.00971013E-05   1.82869324E-06   6.33546936E-05  
  71               1.30103570E+01   2.20642172E+03   8.37219890E-01   1.60127260E-01   1.47263979E-03   5.28234149E-04   3.77814555E-04   6.00691576E-05   1.68686245E-06   6.31399222E-05  
  72               1.41658212E+01   2.25218807E+03   8.36904556E-01   1.60099733E-01   1.81576536E-03   5.28243763E-04   3.77564716E-04   6.00356884E-05   1.55997647E-06   6.29002117E-05  
  73               1.54916410E+01   2.30063040E+03   8.36510107E-01   1.60065113E-01   2.24275842E-03   5.28208291E-04   3.77312896E-04   5.99955852E-05   1.44998948E-06   6.26346057E-05  
  74               1.70077675E+01   2.35169277E+03   8.36015299E-01   1.60022482E-01   2.77183280E-03   5.28153193E-04   3.83385338E-04   5.99501089E-05   1.33280821E-06   6.23418980E-05  
  75               1.87374663E+01   2.40493103E+03   8.35421242E-01   1.59970690E-01   3.41787229E-03   5.28017991E-04   3.83251725E-04   5.98945024E-05   1.25477900E-06   6.20214100E-05  
  76               2.07075740E+01   2.46035406E+03   8.34699295E-01   1.59907759E-01   4.20301443E-03   5.27825166E-04   3.83080408E-04   5.98292816E-05   1.19025566E-06   6.16713887E-05  
  77               2.29479192E+01   2.51749642E+03   8.33835942E-01   1.59832513E-01   5.14194523E-03   5.27569300E-04   3.82874508E-04   5.97531483E-05   1.13957981E-06   6.12913831E-05  
  78               2.54929839E+01   2.57639692E+03   8.32809197E-01   1.59743036E-01   6.25856997E-03   5.27244825E-04   3.82633765E-04   5.96647186E-05   1.10056630E-06   6.08797427E-05  
  79               2.83822990E+01   2.63659652E+03   8.31608618E-01   1.59638420E-01   7.56422924E-03   5.26846655E-04   3.82364705E-04   5.95624937E-05   1.07363646E-06   6.04361825E-05  
  80               3.16609803E+01   2.69822546E+03   8.30211242E-01   1.59516665E-01   9.08388356E-03   5.26368185E-04   3.82068751E-04   5.94447148E-05   1.05679802E-06   5.99589655E-05  
  81               3.53799184E+01   2.76082646E+03   8.28612706E-01   1.59377392E-01   1.08222585E-02   5.25805189E-04   3.81756497E-04   5.93095935E-05   1.05072989E-06   5.94482137E-05  
  82               3.95966350E+01   2.82449670E+03   8.26794689E-01   1.59219008E-01   1.27992624E-02   5.25150971E-04   3.81433524E-04   5.91548035E-05   1.05412006E-06   5.89026604E-05  
  83               4.43754272E+01   2.88896972E+03   8.24754466E-01   1.59041279E-01   1.50178302E-02   5.24401305E-04   3.81112705E-04   5.89777557E-05   1.06725508E-06   5.83224261E-05  
  84               4.97878012E+01   2.95428855E+03   8.22480281E-01   1.58843181E-01   1.74907253E-02   5.23549747E-04   3.80804199E-04   5.87748754E-05   1.08948353E-06   5.77069587E-05  
  85               5.59126994E+01   3.02018908E+03   8.19978162E-01   1.58625245E-01   2.02113573E-02   5.22593193E-04   3.80524804E-04   5.85418181E-05   1.12139522E-06   5.70571025E-05  
  86               6.28323852E+01   3.08669360E+03   8.17243242E-01   1.58387049E-01   2.31849911E-02   5.21525858E-04   3.80286359E-04   5.82722850E-05   1.16257350E-06   5.63733625E-05  
  87               7.06254456E+01   3.15336040E+03   8.14300819E-01   1.58130801E-01   2.63840796E-02   5.20349052E-04   3.80107682E-04   5.79587463E-05   1.21397842E-06   5.56589556E-05  
  88               7.93758576E+01   3.22031210E+03   8.11146408E-01   1.57856111E-01   2.98134730E-02   5.19056513E-04   3.79994257E-04   5.75891459E-05   1.27484755E-06   5.49152775E-05  
  89               8.91752636E+01   3.28714971E+03   8.07814748E-01   1.57566008E-01   3.34353577E-02   5.17650598E-04   3.79959767E-04   5.71483900E-05   1.34647634E-06   5.41458715E-05  
  90               1.00124891E+02   3.35408155E+03   8.04300566E-01   1.57260031E-01   3.72554414E-02   5.16122981E-04   3.80000215E-04   5.66130051E-05   1.42831019E-06   5.33518918E-05  
  91               1.12337052E+02   3.42085507E+03   8.00636267E-01   1.56941005E-01   4.12384488E-02   5.14473457E-04   3.80118384E-04   5.59535685E-05   1.52169560E-06   5.25363218E-05  
  92               1.25937555E+02   3.48772988E+03   7.96813517E-01   1.56608197E-01   4.53934094E-02   5.12690441E-04   3.80299264E-04   5.51268472E-05   1.62635566E-06   5.16999209E-05  
  93               1.41065600E+02   3.55447366E+03   7.92868087E-01   1.56264722E-01   4.96813775E-02   5.10772068E-04   3.80537993E-04   5.40813763E-05   1.74408888E-06   5.08454785E-05  
  94               1.57876310E+02   3.62141912E+03   7.88783635E-01   1.55909148E-01   5.41200721E-02   5.08702063E-04   3.80809182E-04   5.27442548E-05   1.87467283E-06   4.99732999E-05  
  95               1.76546069E+02   3.68831171E+03   7.84601986E-01   1.55545111E-01   5.86639447E-02   5.06477201E-04   3.81106638E-04   5.10370866E-05   2.02059271E-06   4.90860259E-05  
  96               1.97276380E+02   3.75555901E+03   7.80297707E-01   1.55170383E-01   6.33405729E-02   5.04075696E-04   3.81399766E-04   4.88538969E-05   2.18178463E-06   4.81832676E-05  
  97               2.20297355E+02   3.82296136E+03   7.75909898E-01   1.54788361E-01   6.81073519E-02   5.01490384E-04   3.81684707E-04   4.60990494E-05   2.36119152E-06   4.72671058E-05  
  98               2.45872963E+02   3.89093531E+03   7.71409569E-01   1.54396503E-01   7.29957147E-02   4.98695169E-04   3.81932349E-04   4.26621821E-05   2.55915103E-06   4.63368414E-05  
  99               2.74305856E+02   3.95927835E+03   7.66838767E-01   1.53998466E-01   7.79598881E-02   4.95679580E-04   3.82149506E-04   3.84980256E-05   2.77938855E-06   4.53943207E-05  
  100              3.05939301E+02   4.02848300E+03   7.62156724E-01   1.53590687E-01   8.30441925E-02   4.92409462E-04   3.82308880E-04   3.35954857E-05   3.02219032E-06   4.44384822E-05  
  101              3.41161618E+02   4.09836152E+03   7.57404636E-01   1.53176768E-01   8.82039481E-02   4.88865762E-04   3.82432090E-04   2.81160264E-05   3.29172596E-06   4.34711742E-05  
