# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               H2S             
  25               1.70808666E-02   5.83869265E+02   8.38557617E-01   1.60522995E-01   9.55562147E-17   5.28907975E-04   2.91626015E-04   6.05196303E-05   0.00000000E+00   2.29899888E-05  
  26               1.95593562E-02   5.96338147E+02   8.38557722E-01   1.60522891E-01   2.30117671E-16   5.28906812E-04   2.91625444E-04   6.05193184E-05   0.00000000E+00   2.29899739E-05  
  27               2.23714436E-02   6.09595137E+02   8.38557826E-01   1.60522789E-01   5.64394855E-16   5.28905679E-04   2.91624890E-04   6.05190056E-05   0.00000000E+00   2.29899592E-05  
  28               2.55570656E-02   6.23784479E+02   8.38557925E-01   1.60522687E-01   1.41700985E-15   5.28904482E-04   2.91624303E-04   6.05186806E-05   0.00000000E+00   2.29899446E-05  
  29               2.91619855E-02   6.38919967E+02   8.38558025E-01   1.60522588E-01   3.62405274E-15   5.28903415E-04   2.91623790E-04   6.05183653E-05   0.00000000E+00   2.29899305E-05  
  30               3.32383808E-02   6.55030669E+02   8.38558091E-01   1.60522487E-01   9.40614980E-15   5.28902214E-04   2.91623205E-04   6.05180287E-05   0.00000000E+00   2.29899161E-05  
  31               3.78428104E-02   6.72195818E+02   8.38558186E-01   1.60522394E-01   2.47571954E-14   5.28901785E-04   2.91623048E-04   6.05177742E-05   0.00000000E+00   2.29899027E-05  
  32               4.30353334E-02   6.90599325E+02   8.38558079E-01   1.60522257E-01   6.63830766E-14   5.28900897E-04   2.91622640E-04   6.05174601E-05   0.00000000E+00   2.29898830E-05  
  33               4.88782055E-02   7.10418676E+02   8.38558192E-01   1.60522143E-01   1.81803020E-13   5.28901986E-04   2.91623325E-04   6.05173640E-05   0.00000000E+00   2.29898666E-05  
  34               5.54356314E-02   7.31777316E+02   8.38558148E-01   1.60521943E-01   5.07740595E-13   5.28903855E-04   2.91624444E-04   6.05173477E-05   0.00000000E+00   2.29898378E-05  
  35               6.27720846E-02   7.54734454E+02   8.38558427E-01   1.60521664E-01   1.43838648E-12   5.28902022E-04   2.91623527E-04   6.05168948E-05   0.00000000E+00   2.29897974E-05  
  36               7.09553026E-02   7.79488348E+02   8.38559000E-01   1.60521081E-01   4.13698900E-12   5.28899490E-04   2.91622231E-04   6.05163441E-05   0.00000000E+00   2.29928759E-05  
  37               8.00683155E-02   8.06582188E+02   8.38560331E-01   1.60519704E-01   1.22446918E-11   5.28895544E-04   2.91620166E-04   6.05156031E-05   0.00000000E+00   2.30025626E-05  
  38               9.01831500E-02   8.36714339E+02   8.38563684E-01   1.60516194E-01   3.78409833E-11   5.28888297E-04   2.91616297E-04   6.05144428E-05   0.00000000E+00   2.30384663E-05  
  39               1.01392249E-01   8.64751730E+02   8.38569757E-01   1.60509607E-01   1.00131063E-10   5.28877057E-04   2.91610248E-04   6.05127643E-05   0.00000000E+00   2.31405500E-05  
  40               1.13784572E-01   8.95928067E+02   8.38582266E-01   1.60495642E-01   2.76167207E-10   5.28867641E-04   2.91605236E-04   6.05112138E-05   0.00000000E+00   2.34746556E-05  
  41               1.27447640E-01   9.24789769E+02   8.38600581E-01   1.60475783E-01   6.60618130E-10   5.28830977E-04   2.91585237E-04   6.05064455E-05   0.00000000E+00   2.42880619E-05  
  42               1.42492926E-01   9.56872497E+02   8.38630846E-01   1.60445652E-01   1.64404183E-09   5.28777628E-04   2.91556078E-04   6.04996580E-05   0.00000000E+00   2.42834318E-05  
  43               1.59073263E-01   9.86567516E+02   8.38661533E-01   1.60415104E-01   3.60469219E-09   5.28724243E-04   2.91526936E-04   6.04927589E-05   2.83136673E-16   2.42786985E-05  
  44               1.77335334E-01   1.01967987E+03   8.38695952E-01   1.60380831E-01   8.22928592E-09   5.28665402E-04   2.91494809E-04   6.04851424E-05   2.33442065E-15   2.42733036E-05  
  45               1.97417185E-01   1.05028779E+03   8.38722949E-01   1.60353943E-01   1.67533949E-08   5.28618443E-04   2.91469225E-04   6.04788184E-05   1.44016707E-14   2.42689254E-05  
  46               2.19454571E-01   1.08437434E+03   8.38748148E-01   1.60328832E-01   3.54092444E-08   5.28574502E-04   2.91445235E-04   6.04727943E-05   9.73208780E-14   2.42645727E-05  
  47               2.43581742E-01   1.11576275E+03   8.38765264E-01   1.60311754E-01   6.73527909E-08   5.28543320E-04   2.91428086E-04   6.04682003E-05   4.95673829E-13   2.42612104E-05  
  48               2.69948863E-01   1.15067319E+03   8.38779739E-01   1.60297266E-01   1.32651109E-07   5.28516582E-04   2.91412994E-04   6.04640821E-05   2.71100421E-12   2.42576917E-05  
  49               2.98795621E-01   1.18280994E+03   8.38788746E-01   1.60288181E-01   2.37616093E-07   5.28498869E-04   2.91402230E-04   6.04609438E-05   1.14860719E-11   2.42545224E-05  
  50               3.30369833E-01   1.21867213E+03   8.38795884E-01   1.60280854E-01   4.40833835E-07   5.28484999E-04   2.91392829E-04   6.04581482E-05   5.21678524E-11   2.42504149E-05  
  51               3.64911565E-01   1.25169962E+03   8.38799971E-01   1.60276466E-01   7.50666884E-07   5.28477476E-04   2.91387070E-04   6.04559035E-05   1.89550085E-10   2.42456713E-05  
  52               4.02661184E-01   1.28852552E+03   8.38802896E-01   1.60272995E-01   1.32081410E-06   5.28474391E-04   2.91387398E-04   6.04538672E-05   7.36293456E-10   2.42378773E-05  
  53               4.43865123E-01   1.32238949E+03   8.38804140E-01   1.60270925E-01   2.14818683E-06   5.28478155E-04   2.91407379E-04   6.04521292E-05   2.34948519E-09   2.42260823E-05  
  54               4.88783099E-01   1.36010958E+03   8.38804294E-01   1.60269229E-01   3.60212496E-06   5.28491092E-04   2.91477513E-04   6.04506901E-05   7.99337600E-09   2.41997448E-05  
  55               5.37672418E-01   1.39478545E+03   8.38800979E-01   1.60267766E-01   5.62248748E-06   5.28516557E-04   2.91676798E-04   6.04496029E-05   2.28220505E-08   2.41460820E-05  
  56               5.90871658E-01   1.43338061E+03   8.38798250E-01   1.60267215E-01   9.03040475E-06   5.28600594E-04   2.92189815E-04   6.04537137E-05   4.19290893E-08   2.37020107E-05  
  57               6.48562726E-01   1.46872423E+03   8.38779132E-01   1.60263498E-01   1.35642430E-05   5.28648538E-04   2.93276806E-04   6.04519179E-05   1.77723960E-07   2.36817978E-05  
  58               7.10644104E-01   1.50766753E+03   8.38769773E-01   1.60265248E-01   2.08449887E-05   5.28895733E-04   2.95676451E-04   6.04713063E-05   2.96462411E-07   2.16806223E-05  
  59               7.76401834E-01   1.54254818E+03   8.38756294E-01   1.60263506E-01   2.99210593E-05   5.28992353E-04   2.98986988E-04   6.04727734E-05   1.05612229E-06   2.16741501E-05  
  60               8.44731536E-01   1.57993471E+03   8.38734201E-01   1.60261136E-01   4.34512657E-05   5.29136559E-04   3.04476371E-04   6.04803859E-05   3.75284511E-06   2.15843532E-05  
  61               9.13447075E-01   1.61168821E+03   8.38698207E-01   1.60257278E-01   5.85751307E-05   5.29289644E-04   3.13500086E-04   6.04926297E-05   9.66927518E-06   2.13764900E-05  
  62               9.78680868E-01   1.64353358E+03   8.38650063E-01   1.60253416E-01   7.83874606E-05   5.29558134E-04   3.26157592E-04   6.05232423E-05   2.19788138E-05   2.09866070E-05  
  63               1.03643041E+00   1.66700351E+03   8.38591060E-01   1.60247981E-01   9.60894455E-05   5.29946457E-04   3.43284055E-04   6.05722843E-05   3.65026609E-05   2.05989858E-05  
  64               1.09586885E+00   1.69366276E+03   8.38511529E-01   1.60243641E-01   1.20730841E-04   5.29960367E-04   3.60666394E-04   6.05760081E-05   6.60156206E-05   1.99812759E-05  
  65               1.14954794E+00   1.71336035E+03   8.38485038E-01   1.60240562E-01   1.41725818E-04   5.30098945E-04   3.69073783E-04   6.05952700E-05   6.59823608E-05   1.99859694E-05  
  66               1.19500889E+00   1.73274184E+03   8.38458886E-01   1.60237854E-01   1.65961818E-04   5.30075492E-04   3.73714624E-04   6.05945087E-05   6.59522620E-05   1.99845848E-05  
  67               1.24525861E+00   1.74974890E+03   8.38435603E-01   1.60235622E-01   1.89335383E-04   5.30038915E-04   3.75875341E-04   6.05933022E-05   6.59222492E-05   1.99810154E-05  
  68               1.30068238E+00   1.77157367E+03   8.38402968E-01   1.60232703E-01   2.24313474E-04   5.29949308E-04   3.76524157E-04   6.05893886E-05   6.58867801E-05   1.99689796E-05  
  69               1.34508269E+00   1.78529268E+03   8.38348727E-01   1.60224607E-01   2.48170267E-04   5.30277487E-04   3.76970356E-04   6.06396152E-05   6.58585936E-05   1.99589740E-05  
  70               1.37901776E+00   1.79868492E+03   8.38324501E-01   1.60222488E-01   2.74527442E-04   5.30210640E-04   3.77010988E-04   6.06382731E-05   6.58366674E-05   1.99454219E-05  
  71               1.41709947E+00   1.80961668E+03   8.38304119E-01   1.60220705E-01   2.96708974E-04   5.30181385E-04   3.77004689E-04   6.06370779E-05   6.58151906E-05   1.99344964E-05  
  72               1.45970865E+00   1.82532226E+03   8.38271044E-01   1.60217811E-01   3.32703918E-04   5.30171763E-04   3.76966493E-04   6.06354303E-05   6.57882785E-05   1.99130468E-05  
  73               1.50723494E+00   1.83865897E+03   8.38241550E-01   1.60215233E-01   3.64794538E-04   5.30172002E-04   3.76920497E-04   6.06338702E-05   6.57615444E-05   1.98942842E-05  
  74               1.56005817E+00   1.85678675E+03   8.38196041E-01   1.60211254E-01   4.14301050E-04   5.30174298E-04   3.76864488E-04   6.06317459E-05   6.57289418E-05   1.98615741E-05  
  75               1.61855198E+00   1.87258432E+03   8.38153770E-01   1.60207562E-01   4.60287591E-04   5.30175564E-04   3.76807895E-04   6.06296475E-05   6.56962869E-05   1.98316044E-05  
  76               1.68321471E+00   1.89314405E+03   8.38090996E-01   1.60202076E-01   5.28561537E-04   5.30173893E-04   3.76744493E-04   6.06268160E-05   6.56572973E-05   1.97835207E-05  
  77               1.75422318E+00   1.91135408E+03   8.38030976E-01   1.60196834E-01   5.93806533E-04   5.30168848E-04   3.76695062E-04   6.06240021E-05   6.56181139E-05   1.97385173E-05  
  78               1.83181491E+00   1.93410124E+03   8.37945101E-01   1.60189336E-01   6.87141949E-04   5.30159134E-04   3.76656836E-04   6.06202247E-05   6.55724163E-05   1.96712486E-05  
  79               1.91669192E+00   1.95453270E+03   8.37861258E-01   1.60182018E-01   7.78352410E-04   5.30145281E-04   3.76583991E-04   6.06162658E-05   6.55262796E-05   1.96069689E-05  
  80               2.01000977E+00   1.97957367E+03   8.37743266E-01   1.60171719E-01   9.06719829E-04   5.30124246E-04   3.76487902E-04   6.06109787E-05   6.54726759E-05   1.95144936E-05  
  81               2.11238966E+00   2.00248792E+03   8.37624904E-01   1.60161391E-01   1.03548121E-03   5.30098708E-04   3.76400341E-04   6.06053781E-05   6.54179800E-05   1.94249739E-05  
  82               2.22451441E+00   2.02979148E+03   8.37462678E-01   1.60147235E-01   1.21196425E-03   5.30062636E-04   3.76289584E-04   6.05981133E-05   6.53552701E-05   1.93020060E-05  
  83               2.34709495E+00   2.05503316E+03   8.37297427E-01   1.60132818E-01   1.39172993E-03   5.30021733E-04   3.76186421E-04   6.05902960E-05   6.52910802E-05   1.91820851E-05  
  84               2.48092527E+00   2.08437131E+03   8.37076602E-01   1.60113552E-01   1.63195553E-03   5.29966334E-04   3.76057528E-04   6.05805142E-05   6.52183197E-05   1.90240175E-05  
  85               2.62683619E+00   2.11175411E+03   8.36848923E-01   1.60093691E-01   1.87962921E-03   5.29905551E-04   3.75934466E-04   6.05698940E-05   6.51436091E-05   1.88691517E-05  
  86               2.78576929E+00   2.14285889E+03   8.36552405E-01   1.60067825E-01   2.20219107E-03   5.29825890E-04   3.75782789E-04   6.05569718E-05   6.50597886E-05   1.86728018E-05  
  87               2.95871065E+00   2.17219490E+03   8.36243318E-01   1.60040866E-01   2.53841976E-03   5.29739763E-04   3.75634281E-04   6.05428893E-05   6.49733977E-05   1.84795808E-05  
  88               3.14678829E+00   2.20479928E+03   8.35851408E-01   1.60006683E-01   2.96474574E-03   5.29630230E-04   3.75454064E-04   6.05260405E-05   6.48774065E-05   1.82436899E-05  
  89               3.35118510E+00   2.23590008E+03   8.35438671E-01   1.59970686E-01   3.41372294E-03   5.29512355E-04   3.75273359E-04   6.05076971E-05   6.47780423E-05   1.80104726E-05  
  90               3.57327172E+00   2.26968327E+03   8.34930964E-01   1.59926408E-01   3.96600850E-03   5.29367112E-04   3.75058533E-04   6.04860684E-05   6.46687759E-05   1.77369228E-05  
  91               3.81450198E+00   2.30236004E+03   8.34387919E-01   1.59878844E-01   4.55457503E-03   5.29209061E-04   3.74840911E-04   6.04623546E-05   6.45548716E-05   1.74643898E-05  
  92               4.07631628E+00   2.33698343E+03   8.33736335E-01   1.59822511E-01   5.25393242E-03   5.29023629E-04   3.81150015E-04   6.04355434E-05   6.44311997E-05   1.71866870E-05  
  93               4.36054711E+00   2.37042114E+03   8.33057700E-01   1.59763333E-01   5.99207420E-03   5.28825089E-04   3.80948848E-04   6.04062426E-05   6.43028380E-05   1.68852365E-05  
  94               4.66961356E+00   2.40474848E+03   8.32289392E-01   1.59696338E-01   6.82777066E-03   5.28599841E-04   3.80707396E-04   6.03733699E-05   6.41655558E-05   1.65651390E-05  
  95               5.00577417E+00   2.43883633E+03   8.31458434E-01   1.59623882E-01   7.73162170E-03   5.28355206E-04   3.80438825E-04   6.03375575E-05   6.40211565E-05   1.62428000E-05  
  96               5.37147584E+00   2.47395392E+03   8.30519642E-01   1.59542025E-01   8.75277484E-03   5.28078574E-04   3.80128625E-04   6.02974403E-05   6.38666307E-05   1.59020922E-05  
  97               5.76948037E+00   2.50881499E+03   8.29511821E-01   1.59454153E-01   9.84901656E-03   5.27780651E-04   3.79791518E-04   6.02540121E-05   6.37043450E-05   1.55627432E-05  
  98               6.20281618E+00   2.54461391E+03   8.28385145E-01   1.59355920E-01   1.10745442E-02   5.27447388E-04   3.79410675E-04   6.02057009E-05   6.35311583E-05   1.52089258E-05  
  99               6.67480619E+00   2.58013582E+03   8.27185141E-01   1.59251297E-01   1.23798298E-02   5.27091466E-04   3.79003326E-04   6.01537119E-05   6.33496141E-05   1.48602881E-05  
  100              7.18912694E+00   2.61657713E+03   8.25853980E-01   1.59135241E-01   1.38277785E-02   5.26696463E-04   3.78549323E-04   6.00961478E-05   6.31562657E-05   1.45003037E-05  
  101              7.74988637E+00   2.65269793E+03   8.24448625E-01   1.59012720E-01   1.53564223E-02   5.26278341E-04   3.78070131E-04   6.00345504E-05   6.29540647E-05   1.41495557E-05  
