# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              CH4              N2               Mg              
  17               8.08361618E-04   5.70602358E+02   8.38493305E-01   1.60509238E-01   1.53351325E-16   4.21980140E-04   3.58493777E-04   1.23777408E-04   5.98731888E-05   0.00000000E+00  
  18               1.00880086E-03   5.73369390E+02   8.38493279E-01   1.60509259E-01   1.71645174E-16   4.21980388E-04   3.58493988E-04   1.23777481E-04   5.98732009E-05   0.00000000E+00  
  19               1.25787534E-03   5.87216971E+02   8.38493304E-01   1.60509234E-01   4.55762892E-16   4.21980609E-04   3.58494175E-04   1.23777546E-04   5.98732055E-05   0.00000000E+00  
  20               1.56728411E-03   5.90127688E+02   8.38493274E-01   1.60509260E-01   5.09808345E-16   4.21980915E-04   3.58494435E-04   1.23777636E-04   5.98732184E-05   0.00000000E+00  
  21               1.95161066E-03   6.04107576E+02   8.38493306E-01   1.60509229E-01   1.28840400E-15   4.21981262E-04   3.58494730E-04   1.23777738E-04   5.98732330E-05   0.00000000E+00  
  22               2.42883827E-03   6.07113913E+02   8.38493262E-01   1.60509260E-01   1.43447047E-15   4.21981647E-04   3.58495057E-04   1.23777852E-04   5.98732490E-05   0.00000000E+00  
  23               3.02135067E-03   6.21207079E+02   8.38493301E-01   1.60509221E-01   3.45594284E-15   4.21981995E-04   3.58495353E-04   1.23777954E-04   5.98732555E-05   0.00000000E+00  
  24               3.75682074E-03   6.24311452E+02   8.38493252E-01   1.60509261E-01   3.83030404E-15   4.21982451E-04   3.58495741E-04   1.23778089E-04   5.98732734E-05   0.00000000E+00  
  25               4.66994452E-03   6.38542618E+02   8.38493298E-01   1.60509215E-01   8.83650457E-15   4.21983090E-04   3.58496283E-04   1.23778276E-04   5.98733132E-05   0.00000000E+00  
  26               5.80368900E-03   6.41607862E+02   8.38493215E-01   1.60509261E-01   9.66263693E-15   4.21983631E-04   3.58496743E-04   1.23778436E-04   5.98733356E-05   0.00000000E+00  
  27               7.21153541E-03   6.55942840E+02   8.38493268E-01   1.60509208E-01   2.13599655E-14   4.21984099E-04   3.58497141E-04   1.23778574E-04   5.98733439E-05   0.00000000E+00  
  28               8.95963526E-03   6.59003604E+02   8.38493184E-01   1.60509270E-01   2.31158136E-14   4.21984687E-04   3.58497640E-04   1.23778747E-04   5.98733661E-05   0.00000000E+00  
  29               1.11301218E-02   6.73485054E+02   8.38493240E-01   1.60509212E-01   4.92240819E-14   4.21985988E-04   3.58498746E-04   1.23779129E-04   5.98734866E-05   0.00000000E+00  
  30               1.38243641E-02   6.76600273E+02   8.38493018E-01   1.60509263E-01   5.29387550E-14   4.21986664E-04   3.58499321E-04   1.23779328E-04   5.98735157E-05   0.00000000E+00  
  31               1.71675425E-02   6.91592874E+02   8.38493082E-01   1.60509198E-01   1.11053069E-13   4.21987230E-04   3.58499802E-04   1.23779495E-04   5.98735268E-05   0.00000000E+00  
  32               2.13135882E-02   6.95032196E+02   8.38492921E-01   1.60509276E-01   1.20485419E-13   4.21987866E-04   3.58500343E-04   1.23779683E-04   5.98735458E-05   0.00000000E+00  
  33               2.64513208E-02   7.10805599E+02   8.38492992E-01   1.60509198E-01   2.52189504E-13   4.21991212E-04   3.58503185E-04   1.23780665E-04   5.98739472E-05   0.00000000E+00  
  34               3.28117000E-02   7.15064582E+02   8.38492891E-01   1.60509296E-01   2.82788358E-13   4.21991977E-04   3.58503835E-04   1.23780890E-04   5.98739807E-05   0.00000000E+00  
  35               4.06757555E-02   7.32188403E+02   8.38492994E-01   1.60509192E-01   6.04891562E-13   4.21992540E-04   3.58504315E-04   1.23781057E-04   5.98739842E-05   0.00000000E+00  
  36               5.03827132E-02   7.37714829E+02   8.38492718E-01   1.60509259E-01   7.13075371E-13   4.21993232E-04   3.58504903E-04   1.23781260E-04   5.98740044E-05   0.00000000E+00  
  37               6.23426479E-02   7.56726786E+02   8.38492872E-01   1.60509098E-01   1.58330382E-12   4.21996042E-04   3.58507290E-04   1.23782086E-04   5.98743238E-05   0.00000000E+00  
  38               7.70485808E-02   7.64219877E+02   8.38492778E-01   1.60509185E-01   2.00921699E-12   4.21996816E-04   3.58507949E-04   1.23782314E-04   5.98743531E-05   0.00000000E+00  
  39               9.51035950E-02   7.85572616E+02   8.38493047E-01   1.60508909E-01   4.65286551E-12   4.21997268E-04   3.58508333E-04   1.23782447E-04   5.98743351E-05   0.00000000E+00  
  40               1.17227005E-01   7.95467911E+02   8.38492982E-01   1.60508955E-01   6.38416668E-12   4.21997988E-04   3.58508945E-04   1.23782659E-04   5.98743538E-05   0.00000000E+00  
  41               1.44287111E-01   8.19707250E+02   8.38493483E-01   1.60508424E-01   1.54644975E-11   4.21998185E-04   3.58509113E-04   1.23782718E-04   5.98742967E-05   0.00000000E+00  
  42               1.77292184E-01   8.32754993E+02   8.38493529E-01   1.60508338E-01   2.31991587E-11   4.21998853E-04   3.58509681E-04   1.23782915E-04   5.98743047E-05   0.00000000E+00  
  43               2.17427519E-01   8.60414774E+02   8.38494567E-01   1.60507187E-01   5.85414660E-11   4.21998674E-04   3.58509529E-04   1.23782864E-04   5.98741905E-05   0.00000000E+00  
  44               2.66058485E-01   8.77315028E+02   8.38494824E-01   1.60506660E-01   9.60791701E-11   4.21999303E-04   3.58510064E-04   1.23783049E-04   5.98741887E-05   0.00000000E+00  
  45               3.24762991E-01   9.09071250E+02   8.38497031E-01   1.60503838E-01   2.51330298E-10   4.21999066E-04   3.58509862E-04   1.23782980E-04   5.98740609E-05   0.00000000E+00  
  46               3.95247251E-01   9.30499222E+02   8.38497762E-01   1.60501873E-01   4.47742044E-10   4.22001345E-04   3.58511794E-04   1.23783648E-04   5.98742861E-05   0.00000000E+00  
  47               4.79578476E-01   9.66967919E+02   8.38503455E-01   1.60494695E-01   1.19917576E-09   4.22002354E-04   3.58512630E-04   1.23783937E-04   5.98743240E-05   0.00000000E+00  
  48               5.80161953E-01   9.93744458E+02   8.38509254E-01   1.60488944E-01   2.29523159E-09   4.21995185E-04   3.58506414E-04   1.23781786E-04   5.98731795E-05   0.00000000E+00  
  49               6.99711985E-01   1.03559989E+03   8.38526275E-01   1.60472007E-01   6.20021667E-09   4.21975663E-04   3.58489269E-04   1.23775831E-04   5.98702071E-05   1.06621659E-15  
  50               8.41049576E-01   1.06819711E+03   8.38540534E-01   1.60457806E-01   1.24435960E-08   4.21960710E-04   3.58473357E-04   1.23769954E-04   5.98674826E-05   5.95213930E-15  
  51               1.00745154E+00   1.11552132E+03   8.38570886E-01   1.60427535E-01   3.29456669E-08   4.21938907E-04   3.58440134E-04   1.23755981E-04   5.98621595E-05   6.70069695E-14  
  52               1.20258227E+00   1.15352752E+03   8.38592917E-01   1.60405518E-01   6.65792680E-08   4.21980913E-04   3.58398575E-04   1.23719855E-04   5.98580169E-05   3.89245906E-13  
  53               1.43114664E+00   1.20561264E+03   8.38627151E-01   1.60371248E-01   1.66803814E-07   4.22211437E-04   3.58269241E-04   1.23552034E-04   5.98520875E-05   3.93240429E-12  
  54               1.69867763E+00   1.24798077E+03   8.38648247E-01   1.60350459E-01   3.26336764E-07   4.23176353E-04   3.57731304E-04   1.22633057E-04   5.98483890E-05   2.12170263E-11  
  55               2.01349934E+00   1.30372863E+03   8.38676379E-01   1.60324596E-01   7.53556825E-07   4.26128537E-04   3.55707839E-04   1.18942197E-04   5.98437578E-05   1.73652811E-10  
  56               2.38998265E+00   1.34914130E+03   8.38697657E-01   1.60312301E-01   1.38654006E-06   4.33119580E-04   3.49700469E-04   1.08170486E-04   5.98398390E-05   7.90367508E-10  
  57               2.85162377E+00   1.40722662E+03   8.38729679E-01   1.60300128E-01   2.89669776E-06   4.46674725E-04   3.36380782E-04   8.62284617E-05   5.98345519E-05   4.88025402E-09  
  58               3.42206818E+00   1.45472368E+03   8.38746487E-01   1.60294982E-01   4.94708225E-06   4.60967427E-04   3.22437668E-04   7.05331916E-05   5.98322599E-05   1.79952979E-08  
  59               4.11946804E+00   1.51529516E+03   8.38760285E-01   1.60288090E-01   9.47589448E-06   4.77515787E-04   3.07219031E-04   5.28215893E-05   5.98320548E-05   8.65611042E-08  
  60               4.94336194E+00   1.56574632E+03   8.38748923E-01   1.60282218E-01   1.53784205E-05   4.86850280E-04   3.02920642E-04   4.38187012E-05   5.98383052E-05   2.72644004E-07  
  61               5.86964805E+00   1.62808270E+03   8.38734310E-01   1.60276818E-01   2.73717905E-05   4.98687142E-04   3.08568019E-04   3.18142821E-05   5.98588488E-05   1.07280464E-06  
  62               6.86055854E+00   1.67931319E+03   8.38711989E-01   1.60271908E-01   4.20832411E-05   5.04218254E-04   3.08914392E-04   2.62959017E-05   5.98639442E-05   4.72365191E-06  
  63               7.83874013E+00   1.73968427E+03   8.38636033E-01   1.60260496E-01   6.89885101E-05   5.11737271E-04   3.27119478E-04   1.87072896E-05   5.98844880E-05   2.10181601E-05  
  64               8.73383090E+00   1.79022019E+03   8.38508581E-01   1.60248863E-01   1.01572153E-04   5.17739590E-04   3.89443949E-04   1.26627357E-05   5.99472057E-05   6.44682652E-05  
  65               9.53651415E+00   1.83176380E+03   8.38467723E-01   1.60243398E-01   1.37185296E-04   5.19594221E-04   3.87587795E-04   1.07784702E-05   5.99324955E-05   6.42912831E-05  
  66               1.02288903E+01   1.86570511E+03   8.38435891E-01   1.60240088E-01   1.73568055E-04   5.20834233E-04   3.86286762E-04   9.51454183E-06   5.99334330E-05   6.41427071E-05  
  67               1.07748861E+01   1.89087671E+03   8.38407662E-01   1.60237294E-01   2.05375652E-04   5.21604678E-04   3.85468151E-04   8.72436052E-06   5.99210819E-05   6.40285062E-05  
  68               1.14191455E+01   1.91965731E+03   8.38369864E-01   1.60233663E-01   2.47592154E-04   5.22378169E-04   3.84638134E-04   7.92574348E-06   5.99078733E-05   6.38955764E-05  
  69               1.21731930E+01   1.95132713E+03   8.38288847E-01   1.60222965E-01   3.01926144E-04   5.23071052E-04   3.83846715E-04   7.18087050E-06   5.98862795E-05   6.37416037E-05  
  70               1.27395708E+01   1.97428283E+03   8.38247755E-01   1.60219200E-01   3.47207958E-04   5.23525894E-04   3.83357910E-04   6.70254303E-06   5.98941854E-05   6.36296324E-05  
  71               1.31521208E+01   1.99028210E+03   8.38216278E-01   1.60216335E-01   3.81852895E-04   5.23805455E-04   3.83038163E-04   6.40436089E-06   5.98797095E-05   6.35495594E-05  
  72               1.36500491E+01   2.00930353E+03   8.38175364E-01   1.60212631E-01   4.26755606E-04   5.24115084E-04   3.82695043E-04   6.07159439E-06   5.98693507E-05   6.34536166E-05  
  73               1.42450278E+01   2.03105176E+03   8.38123855E-01   1.60208004E-01   4.83138247E-04   5.24428153E-04   3.82376815E-04   5.73009194E-06   5.98574778E-05   6.33411492E-05  
  74               1.49515378E+01   2.05611582E+03   8.38057731E-01   1.60202098E-01   5.55537560E-04   5.24749959E-04   3.81984627E-04   5.37289198E-06   5.98430956E-05   6.32094523E-05  
  75               1.57895716E+01   2.08441047E+03   8.37973709E-01   1.60194635E-01   6.47395312E-04   5.25060812E-04   3.81589441E-04   5.01823101E-06   5.98253134E-05   6.30566538E-05  
  76               1.67774157E+01   2.11630117E+03   8.37865834E-01   1.60185097E-01   7.65188024E-04   5.25359007E-04   3.81189426E-04   4.66551752E-06   5.98037946E-05   6.28802599E-05  
  77               1.79347642E+01   2.15160159E+03   8.37728714E-01   1.60173019E-01   9.14759337E-04   5.25628382E-04   3.80798318E-04   4.32873887E-06   5.97776632E-05   6.26789357E-05  
  78               1.92831020E+01   2.19036274E+03   8.37554448E-01   1.60157716E-01   1.10469541E-03   5.25862126E-04   3.80418915E-04   4.01169009E-06   5.97462681E-05   6.24508362E-05  
  79               2.08458581E+01   2.23249477E+03   8.37333905E-01   1.60138393E-01   1.34492001E-03   5.26051933E-04   3.80055162E-04   3.71920017E-06   5.97087863E-05   6.21944414E-05  
  80               2.26490512E+01   2.27765832E+03   8.37057911E-01   1.60114255E-01   1.64539896E-03   5.26187322E-04   3.79713683E-04   3.45813225E-06   5.96641193E-05   6.19088268E-05  
  81               2.47215203E+01   2.32599280E+03   8.36709928E-01   1.60083652E-01   2.02196914E-03   5.26266050E-04   3.79387421E-04   3.22412354E-06   5.96113692E-05   6.15918367E-05  
  82               2.70950134E+01   2.37672391E+03   8.36277287E-01   1.60046422E-01   2.48354139E-03   5.26335451E-04   3.85375315E-04   2.97727864E-06   5.95521790E-05   6.12440138E-05  
  83               2.98060625E+01   2.43039195E+03   8.35752031E-01   1.60000614E-01   3.05479745E-03   5.26282224E-04   3.85218513E-04   2.80575250E-06   5.94802221E-05   6.08623483E-05  
  84               3.28968191E+01   2.48575461E+03   8.35123213E-01   1.59945803E-01   3.73864245E-03   5.26150074E-04   3.85064611E-04   2.67065470E-06   5.93960397E-05   6.04483968E-05  
  85               3.64141590E+01   2.54390523E+03   8.34355628E-01   1.59878913E-01   4.57337878E-03   5.25944016E-04   3.84896642E-04   2.55461534E-06   5.92988105E-05   5.99977368E-05  
  86               4.04134616E+01   2.60299810E+03   8.33461083E-01   1.59800983E-01   5.54612299E-03   5.25648613E-04   3.84743570E-04   2.47404505E-06   5.91860917E-05   5.95139748E-05  
  87               4.49585033E+01   2.66485535E+03   8.32384256E-01   1.59707184E-01   6.71706078E-03   5.25266372E-04   3.84582113E-04   2.40727719E-06   5.90565810E-05   5.89903716E-05  
  88               5.01234813E+01   2.72696329E+03   8.31163418E-01   1.59600865E-01   8.04451030E-03   5.24784060E-04   3.84456661E-04   2.37517704E-06   5.89076018E-05   5.84330187E-05  
  89               5.59931302E+01   2.79186911E+03   8.29715011E-01   1.59474734E-01   9.61936578E-03   5.24197624E-04   3.84337137E-04   2.35308984E-06   5.87367760E-05   5.78327703E-05  
  90               6.26642972E+01   2.85641883E+03   8.28116729E-01   1.59335580E-01   1.13570571E-02   5.23500198E-04   3.84285261E-04   2.36557332E-06   5.85414216E-05   5.71986943E-05  
  91               7.02436895E+01   2.92387348E+03   8.26245749E-01   1.59172688E-01   1.33911780E-02   5.22677417E-04   3.84262756E-04   2.38514192E-06   5.83170393E-05   5.65193732E-05  
  92               7.88496306E+01   2.99042097E+03   8.24234190E-01   1.58997594E-01   1.55779573E-02   5.21732950E-04   3.84349456E-04   2.43999067E-06   5.80609915E-05   5.58076876E-05  
  93               8.86116147E+01   3.05979796E+03   8.21917706E-01   1.58795960E-01   1.80961399E-02   5.20639715E-04   3.84498975E-04   2.50113441E-06   5.77646414E-05   5.50507879E-05  
  94               9.96547414E+01   3.12770373E+03   8.19490742E-01   1.58584758E-01   2.07341723E-02   5.19416039E-04   3.84802181E-04   2.59885323E-06   5.74251188E-05   5.42658836E-05  
  95               1.12110979E+02   3.19798165E+03   8.16756902E-01   1.58346855E-01   2.37056510E-02   5.18024280E-04   3.85201343E-04   2.70373332E-06   5.70265759E-05   5.34408108E-05  
  96               1.26121892E+02   3.26657841E+03   8.13944581E-01   1.58102177E-01   2.67621166E-02   5.16492049E-04   3.85781568E-04   2.84476873E-06   5.65630469E-05   5.25933977E-05  
  97               1.41843633E+02   3.33686647E+03   8.10858324E-01   1.57833675E-01   3.01161290E-02   5.14775066E-04   3.86479657E-04   2.99682998E-06   5.60057170E-05   5.17130917E-05  
  98               1.59438751E+02   3.40583522E+03   8.07701681E-01   1.57559102E-01   3.35462712E-02   5.12897725E-04   3.87355165E-04   3.18254337E-06   5.53390680E-05   5.08145530E-05  
  99               1.79096226E+02   3.47562645E+03   8.04339757E-01   1.57266690E-01   3.71992247E-02   5.10820737E-04   3.88353697E-04   3.38646352E-06   5.45165024E-05   4.98917226E-05  
  100              2.01016171E+02   3.54495521E+03   8.00878085E-01   1.56965640E-01   4.09601745E-02   5.08548043E-04   3.89492569E-04   3.61969035E-06   5.34986385E-05   4.89523845E-05  
  101              2.25443195E+02   3.61397257E+03   7.97324962E-01   1.56656669E-01   4.48200527E-02   5.06061919E-04   3.90758259E-04   3.88361115E-06   5.22266247E-05   4.79978378E-05  
