# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              NH3              H2S              N2               H2O(s)          
  47               4.88173863E-01   1.72985705E+02   8.38078622E-01   1.60464540E-01   7.78663097E-04   5.30772617E-04   1.11615468E-04   2.29812322E-05   8.41415179E-06   1.05905900E-07  
  48               5.69094679E-01   1.81826044E+02   8.38078332E-01   1.60464485E-01   7.78663063E-04   5.30772594E-04   1.11615292E-04   2.29812243E-05   8.41415071E-06   4.51791139E-07  
  49               6.63668156E-01   1.91056416E+02   8.38077215E-01   1.60464271E-01   7.78663003E-04   5.30772554E-04   1.11615083E-04   2.29811936E-05   8.41414923E-06   1.78345826E-06  
  50               7.73971756E-01   2.00744825E+02   8.38073373E-01   1.60463535E-01   7.78662944E-04   5.30772513E-04   1.11614843E-04   2.29810883E-05   8.41414762E-06   6.36088053E-06  
  51               9.02266975E-01   2.10779765E+02   8.38060998E-01   1.60461166E-01   7.78662988E-04   5.30772543E-04   1.11614581E-04   2.29807489E-05   8.41414696E-06   2.11059895E-05  
  52               1.05124395E+00   2.21257435E+02   8.38024954E-01   1.60454265E-01   7.78664275E-04   5.30773421E-04   1.11614457E-04   2.29797606E-05   8.41415959E-06   6.40499203E-05  
  53               1.22422569E+00   2.32095309E+02   8.37924847E-01   1.60435097E-01   7.78669588E-04   5.30777042E-04   1.11614867E-04   2.29770155E-05   8.41421552E-06   1.83318009E-04  
  54               1.42535562E+00   2.43424378E+02   8.37656871E-01   1.60383789E-01   7.78375268E-04   5.30576420E-04   1.11572281E-04   2.29696672E-05   8.41103347E-06   5.03153130E-04  
  55               1.65955518E+00   2.55182444E+02   8.38077776E-01   1.60464378E-01   7.79271308E-04   5.31187202E-04   1.11700273E-04   2.29812090E-05   8.42071411E-06   0.00000000E+00  
  56               1.93238185E+00   2.67498623E+02   8.38077769E-01   1.60464377E-01   7.79275917E-04   5.31190343E-04   1.11700443E-04   2.29812088E-05   8.42076186E-06   0.00000000E+00  
  57               2.25005007E+00   2.80290694E+02   8.38077770E-01   1.60464377E-01   7.79275891E-04   5.31190326E-04   1.11699908E-04   2.29812088E-05   8.42075936E-06   0.00000000E+00  
  58               2.61927995E+00   2.93662107E+02   8.38077770E-01   1.60464377E-01   7.79275821E-04   5.31190278E-04   1.11699339E-04   2.29812089E-05   8.42075626E-06   0.00000000E+00  
  59               3.04763603E+00   3.07515391E+02   8.38077771E-01   1.60464377E-01   7.79275742E-04   5.31190225E-04   1.11698703E-04   2.29812089E-05   8.42075280E-06   0.00000000E+00  
  60               3.54347021E+00   3.21953289E+02   8.38077772E-01   1.60464377E-01   7.79275655E-04   5.31190165E-04   1.11697993E-04   2.29812089E-05   8.42074894E-06   0.00000000E+00  
  61               4.11664494E+00   3.36887623E+02   8.38077772E-01   1.60464377E-01   7.79275558E-04   5.31190099E-04   1.11697203E-04   2.29812089E-05   8.42074465E-06   0.00000000E+00  
  62               4.77875967E+00   3.52449794E+02   8.38077773E-01   1.60464377E-01   7.79275452E-04   5.31190026E-04   1.11696324E-04   2.29812089E-05   8.42073990E-06   0.00000000E+00  
  63               5.54261858E+00   3.68543623E+02   8.38077764E-01   1.60464376E-01   7.79275344E-04   5.31189953E-04   1.11695354E-04   2.29812087E-05   8.42073475E-06   0.00000000E+00  
  64               6.42167714E+00   3.85281025E+02   8.38077766E-01   1.60464375E-01   7.79275201E-04   5.31189855E-04   1.11694281E-04   2.29812086E-05   8.42072881E-06   0.00000000E+00  
  65               7.42959681E+00   4.02522408E+02   8.38077767E-01   1.60464375E-01   7.79275199E-04   5.31189854E-04   1.11693125E-04   2.29812086E-05   8.42072397E-06   0.00000000E+00  
  66               8.58300439E+00   4.20398886E+02   8.38077768E-01   1.60464375E-01   7.79275048E-04   5.31189751E-04   1.11691834E-04   2.29812086E-05   8.42071705E-06   0.00000000E+00  
  67               9.89944631E+00   4.38774136E+02   8.38077367E-01   1.60464299E-01   7.79274574E-04   5.31189428E-04   1.11690376E-04   2.29811976E-05   8.42070614E-06   0.00000000E+00  
  68               1.13960116E+01   4.57745739E+02   8.38077391E-01   1.60464257E-01   7.79281538E-04   5.31194175E-04   1.11689859E-04   2.29811917E-05   8.42077508E-06   0.00000000E+00  
  69               1.30893046E+01   4.77129960E+02   8.38077304E-01   1.60464245E-01   7.79281457E-04   5.31194120E-04   1.11688203E-04   2.29811900E-05   8.42076737E-06   0.00000000E+00  
  70               1.49960564E+01   4.97021358E+02   8.38076924E-01   1.60464249E-01   7.79281498E-04   5.31194148E-04   1.11686436E-04   2.29811905E-05   8.42076044E-06   0.00000000E+00  
  71               1.71428900E+01   5.17315658E+02   8.38076674E-01   1.60464490E-01   7.79287816E-04   5.31198454E-04   1.11685432E-04   2.29812250E-05   8.42082079E-06   0.00000000E+00  
  72               1.95622537E+01   5.38221939E+02   8.38076677E-01   1.60464489E-01   7.79287631E-04   5.31198328E-04   1.11683355E-04   2.29812250E-05   8.42081028E-06   0.00000000E+00  
  73               2.22850498E+01   5.59592784E+02   8.38074013E-01   1.60463977E-01   7.79284863E-04   5.31196441E-04   1.11680767E-04   2.29811516E-05   8.42077128E-06   0.00000000E+00  
  74               2.53396565E+01   5.81561135E+02   8.38074183E-01   1.60463702E-01   7.79343475E-04   5.31236394E-04   1.11686832E-04   2.29811122E-05   8.42139496E-06   0.00000000E+00  
  75               2.87516128E+01   6.03905577E+02   8.38074189E-01   1.60463698E-01   7.79343741E-04   5.31236575E-04   1.11684394E-04   2.29811117E-05   8.42138759E-06   0.00000000E+00  
  76               3.25514696E+01   6.26774211E+02   8.38074198E-01   1.60463692E-01   7.79343450E-04   5.31236377E-04   1.11681719E-04   2.29811108E-05   8.42137358E-06   0.00000000E+00  
  77               3.67910500E+01   6.50067697E+02   8.38074211E-01   1.60463683E-01   7.79343138E-04   5.31236164E-04   1.11678869E-04   2.29811094E-05   8.42135864E-06   0.00000000E+00  
  78               4.15194036E+01   6.73993847E+02   8.38074228E-01   1.60463668E-01   7.79342802E-04   5.31235935E-04   1.11675832E-04   2.29811074E-05   8.42134269E-06   0.00000000E+00  
  79               4.67809097E+01   6.98340350E+02   8.38074252E-01   1.60463648E-01   7.79342442E-04   5.31235689E-04   1.11672604E-04   2.29811044E-05   8.42132573E-06   0.00000000E+00  
  80               5.26168393E+01   7.23256583E+02   8.38074285E-01   1.60463619E-01   7.79342060E-04   5.31235429E-04   1.11669188E-04   2.29811002E-05   8.42130779E-06   0.00000000E+00  
  81               5.90678851E+01   7.48494750E+02   8.38074328E-01   1.60463579E-01   7.79341631E-04   5.31235137E-04   1.11665587E-04   2.29810945E-05   8.42128865E-06   0.00000000E+00  
  82               6.61989225E+01   7.74293536E+02   8.38074377E-01   1.60463524E-01   7.79341170E-04   5.31234822E-04   1.11661790E-04   2.29810867E-05   8.42126839E-06   0.00000000E+00  
  83               7.41308153E+01   8.00633084E+02   8.38074450E-01   1.60463456E-01   7.79340846E-04   5.31234602E-04   1.11657797E-04   2.29810769E-05   8.42124877E-06   0.00000000E+00  
  84               8.29747945E+01   8.27813237E+02   8.38074496E-01   1.60463359E-01   7.79340378E-04   5.31234282E-04   1.11653554E-04   2.29810628E-05   8.42122668E-06   0.00000000E+00  
  85               9.28252796E+01   8.55608134E+02   8.38074609E-01   1.60463249E-01   7.79340842E-04   5.31234599E-04   1.11649209E-04   2.29810469E-05   8.42121374E-06   0.00000000E+00  
  86               1.03756243E+02   8.84157396E+02   8.38074537E-01   1.60463075E-01   7.79340957E-04   5.31234677E-04   1.11644574E-04   2.29810215E-05   8.42119610E-06   0.00000000E+00  
  87               1.15817729E+02   9.13098316E+02   8.38074690E-01   1.60462915E-01   7.79343886E-04   5.31236673E-04   1.11640096E-04   2.29809980E-05   8.42120790E-06   0.00000000E+00  
  88               1.29047233E+02   9.42513312E+02   8.38074690E-01   1.60462697E-01   7.79347837E-04   5.31239366E-04   1.11635505E-04   2.29843370E-05   8.42122976E-06   0.00000000E+00  
  89               1.43585980E+02   9.72253018E+02   8.38074883E-01   1.60462490E-01   7.79347057E-04   5.31238834E-04   1.11629927E-04   2.29849165E-05   8.42119929E-06   0.00000000E+00  
  90               1.59577991E+02   1.00261196E+03   8.38075075E-01   1.60462255E-01   7.79346408E-04   5.31238392E-04   1.11624022E-04   2.29977754E-05   8.42116892E-06   0.00000000E+00  
  91               1.77142652E+02   1.03331941E+03   8.38075233E-01   1.60461996E-01   7.79346168E-04   5.31238228E-04   1.11617813E-04   2.30244962E-05   8.42114158E-06   0.00000000E+00  
  92               1.96380526E+02   1.06457098E+03   8.38075309E-01   1.60461705E-01   7.79346858E-04   5.31238698E-04   1.11611377E-04   2.30800074E-05   8.42112294E-06   0.00000000E+00  
  93               2.17379051E+02   1.09602285E+03   8.38075204E-01   1.60461380E-01   7.79349406E-04   5.31240433E-04   1.11604868E-04   2.31901457E-05   8.42112313E-06   0.00000000E+00  
  94               2.40219839E+02   1.12786729E+03   8.38074770E-01   1.60461001E-01   7.79355374E-04   5.31244491E-04   1.11598533E-04   2.34014169E-05   8.42115923E-06   0.00000000E+00  
  95               2.65017785E+02   1.15979826E+03   8.38073900E-01   1.60460574E-01   7.79372230E-04   5.31255935E-04   1.11593445E-04   2.37857512E-05   8.42131225E-06   0.00000000E+00  
  96               2.92091258E+02   1.19230564E+03   8.38073261E-01   1.60460213E-01   7.79370940E-04   5.31254857E-04   1.11585384E-04   2.42855982E-05   8.42126889E-06   0.00000000E+00  
  97               3.21768535E+02   1.22524278E+03   8.38073525E-01   1.60459938E-01   7.79370312E-04   5.31253604E-04   1.11576949E-04   2.42854661E-05   8.42123321E-06   0.00000000E+00  
  98               3.54298540E+02   1.25892086E+03   8.38073777E-01   1.60459664E-01   7.79371464E-04   5.31251618E-04   1.11568127E-04   2.42852946E-05   8.42122125E-06   0.00000000E+00  
  99               3.89888837E+02   1.29298335E+03   8.38074001E-01   1.60459401E-01   7.79376963E-04   5.31247542E-04   1.11558959E-04   2.42850729E-05   8.42127155E-06   0.00000000E+00  
  100              4.28711802E+02   1.32765991E+03   8.38074196E-01   1.60459143E-01   7.79389625E-04   5.31239270E-04   1.11549599E-04   2.42847813E-05   8.42143486E-06   0.00000000E+00  
  101              4.70913525E+02   1.36252182E+03   8.37979814E-01   1.60440801E-01   7.79338972E-04   5.31152038E-04   1.11534007E-04   2.42816641E-05   8.42184870E-06   0.00000000E+00  
