# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   3.54644470E+02   8.38496148E-01   1.60509784E-01   8.66142975E-28   5.29362404E-04   3.71943398E-04   6.06035189E-05   0.00000000E+00   0.00000000E+00  
  2                1.71674380E-05   4.23718949E+02   8.38496305E-01   1.60509638E-01   1.16769018E-22   5.29358121E-04   3.71940391E-04   6.06030250E-05   0.00000000E+00   0.00000000E+00  
  3                2.50936194E-05   4.48079599E+02   8.38496345E-01   1.60509623E-01   2.82831372E-21   5.29343953E-04   3.71930444E-04   6.06013943E-05   0.00000000E+00   0.00000000E+00  
  4                3.42728711E-05   4.70951871E+02   8.38496383E-01   1.60509611E-01   4.20311559E-20   5.29332822E-04   3.71922631E-04   6.06001083E-05   0.00000000E+00   0.00000000E+00  
  5                4.50066210E-05   4.83857202E+02   8.38496412E-01   1.60509610E-01   1.63122974E-19   5.29318968E-04   3.71912907E-04   6.05985094E-05   0.00000000E+00   0.00000000E+00  
  6                5.76195373E-05   5.00824033E+02   8.38496447E-01   1.60509596E-01   9.12967410E-19   5.29312125E-04   3.71908109E-04   6.05977126E-05   0.00000000E+00   0.00000000E+00  
  7                7.24694749E-05   5.11003800E+02   8.38496475E-01   1.60509588E-01   2.32393296E-18   5.29303280E-04   3.71901905E-04   6.05966864E-05   0.00000000E+00   0.00000000E+00  
  8                8.99830938E-05   5.26284435E+02   8.38496538E-01   1.60509549E-01   9.33690237E-18   5.29297337E-04   3.71897739E-04   6.05959925E-05   0.00000000E+00   0.00000000E+00  
  9                1.10661625E-04   5.35515250E+02   8.38496579E-01   1.60509520E-01   1.99831282E-17   5.29291746E-04   3.71893821E-04   6.05953389E-05   0.00000000E+00   0.00000000E+00  
  10               1.35100701E-04   5.50027586E+02   8.38496719E-01   1.60509400E-01   6.64050608E-17   5.29288003E-04   3.71891202E-04   6.05948970E-05   0.00000000E+00   0.00000000E+00  
  11               1.63998644E-04   5.58684040E+02   8.38496805E-01   1.60509321E-01   1.26817715E-16   5.29284114E-04   3.71888479E-04   6.05944384E-05   0.00000000E+00   0.00000000E+00  
  12               1.98186629E-04   5.72672427E+02   8.38497135E-01   1.60509008E-01   3.66136085E-16   5.29281489E-04   3.71886644E-04   6.05941248E-05   0.00000000E+00   0.00000000E+00  
  13               2.38640605E-04   5.80943341E+02   8.38497313E-01   1.60508825E-01   6.43580005E-16   5.29278506E-04   3.71884558E-04   6.05937702E-05   0.00000000E+00   0.00000000E+00  
  14               2.86515940E-04   5.94729225E+02   8.38498054E-01   1.60508093E-01   1.68629094E-15   5.29276344E-04   3.71883049E-04   6.05935097E-05   0.00000000E+00   0.00000000E+00  
  15               3.43168456E-04   6.02872843E+02   8.38498408E-01   1.60507706E-01   2.80906055E-15   5.29273882E-04   3.71881328E-04   6.05932150E-05   0.00000000E+00   0.00000000E+00  
  16               4.10200634E-04   6.16681317E+02   8.38499957E-01   1.60506151E-01   6.86176469E-15   5.29271652E-04   3.71879771E-04   6.05929470E-05   0.00000000E+00   0.00000000E+00  
  17               4.89501070E-04   6.24775721E+02   8.38500546E-01   1.60505406E-01   1.09507689E-14   5.29269371E-04   3.71878177E-04   6.05926732E-05   0.00000000E+00   0.00000000E+00  
  18               5.83350529E-04   6.38601882E+02   8.38503463E-01   1.60502446E-01   2.50981795E-14   5.29266482E-04   3.71876157E-04   6.05923300E-05   0.00000000E+00   0.00000000E+00  
  19               6.94453863E-04   6.46608521E+02   8.38504632E-01   1.60501280E-01   3.84335479E-14   5.29264077E-04   3.71874476E-04   6.05920423E-05   0.00000000E+00   0.00000000E+00  
  20               8.26013722E-04   6.60497180E+02   8.38509475E-01   1.60496235E-01   8.33735914E-14   5.29259726E-04   3.71871428E-04   6.05915318E-05   0.00000000E+00   0.00000000E+00  
  21               9.81803407E-04   6.68490322E+02   8.38511161E-01   1.60494551E-01   1.23528075E-13   5.29256918E-04   3.71869464E-04   6.05911982E-05   0.00000000E+00   0.00000000E+00  
  22               1.16627019E-03   6.82582023E+02   8.38518898E-01   1.60486834E-01   2.56895670E-13   5.29250821E-04   3.71865188E-04   6.05904880E-05   0.00000000E+00   0.00000000E+00  
  23               1.38464086E-03   6.90716105E+02   8.38521189E-01   1.60484545E-01   3.72462319E-13   5.29247349E-04   3.71862758E-04   6.05900786E-05   0.00000000E+00   0.00000000E+00  
  24               1.64304603E-03   7.05231553E+02   8.38532219E-01   1.60473535E-01   7.53436373E-13   5.29239545E-04   3.71857283E-04   6.05891734E-05   0.00000000E+00   0.00000000E+00  
  25               1.94866182E-03   7.13748965E+02   8.38535357E-01   1.60470398E-01   1.08369269E-12   5.29234970E-04   3.71854076E-04   6.05886378E-05   0.00000000E+00   0.00000000E+00  
  26               2.30984962E-03   7.28891714E+02   8.38549998E-01   1.60455764E-01   2.15452703E-12   5.29230015E-04   3.71850603E-04   6.05880589E-05   0.00000000E+00   0.00000000E+00  
  27               2.73635818E-03   7.38019426E+02   8.38554296E-01   1.60451455E-01   3.10548201E-12   5.29224471E-04   3.71846716E-04   6.05874127E-05   0.00000000E+00   0.00000000E+00  
  28               3.23958598E-03   7.54090860E+02   8.38572616E-01   1.60433144E-01   6.14363677E-12   5.29203895E-04   3.71832267E-04   6.05850456E-05   0.00000000E+00   0.00000000E+00  
  29               3.83270889E-03   7.64207316E+02   8.38578656E-01   1.60427053E-01   9.00313099E-12   5.29196252E-04   3.71826904E-04   6.05841592E-05   0.00000000E+00   0.00000000E+00  
  30               4.53160425E-03   7.81413845E+02   8.38599764E-01   1.60405873E-01   1.78025066E-11   5.29172370E-04   3.71810131E-04   6.05814139E-05   0.00000000E+00   0.00000000E+00  
  31               5.35475489E-03   7.92588565E+02   8.38607104E-01   1.60398335E-01   2.64546992E-11   5.29162971E-04   3.71803535E-04   6.05803267E-05   0.00000000E+00   0.00000000E+00  
  32               6.32365374E-03   8.11044935E+02   8.38628929E-01   1.60376140E-01   5.22308941E-11   5.29137751E-04   3.71785822E-04   6.05774284E-05   0.00000000E+00   0.00000000E+00  
  33               7.46294754E-03   8.23543791E+02   8.38637199E-01   1.60367543E-01   7.90915743E-11   5.29126956E-04   3.71778245E-04   6.05761816E-05   0.00000000E+00   0.00000000E+00  
  34               8.80093018E-03   8.43591536E+02   8.38657473E-01   1.60345982E-01   1.56972219E-10   5.29102286E-04   3.71760919E-04   6.05733463E-05   0.00000000E+00   0.00000000E+00  
  35               1.03694614E-02   8.57821013E+02   8.38665364E-01   1.60336822E-01   2.44100267E-10   5.29090693E-04   3.71752780E-04   6.05720083E-05   0.00000000E+00   4.10062008E-16  
  36               1.22044429E-02   8.79941727E+02   8.38684484E-01   1.60317752E-01   4.91127740E-10   5.29068335E-04   3.71737078E-04   6.05694378E-05   0.00000000E+00   3.55663100E-15  
  37               1.43453649E-02   8.96471541E+02   8.38693335E-01   1.60308929E-01   7.91817697E-10   5.29056867E-04   3.71729027E-04   6.05681142E-05   0.00000000E+00   3.55642874E-15  
  38               1.68359225E-02   9.21125062E+02   8.38708635E-01   1.60293678E-01   1.62029866E-09   5.29038619E-04   3.71716212E-04   6.05660144E-05   0.00000000E+00   3.34924005E-14  
  39               1.97250382E-02   9.40220029E+02   8.38715943E-01   1.60286406E-01   2.69570563E-09   5.29028939E-04   3.71709418E-04   6.05648956E-05   0.00000000E+00   3.34907893E-14  
  40               2.30731706E-02   9.67639853E+02   8.38726503E-01   1.60275901E-01   5.57246542E-09   5.29016027E-04   3.71700352E-04   6.05634067E-05   1.05130215E-15   3.39069344E-13  
  41               2.69456221E-02   9.89902998E+02   8.38731677E-01   1.60270769E-01   9.59395177E-09   5.29008962E-04   3.71695395E-04   6.05625874E-05   4.06792119E-15   3.39057090E-13  
  42               3.14127811E-02   1.02094148E+03   8.38737987E-01   1.60264503E-01   2.01942901E-08   5.29000979E-04   3.71689792E-04   6.05616630E-05   2.55044305E-14   1.31262477E-12  
  43               3.65466907E-02   1.04701662E+03   8.38741019E-01   1.60261488E-01   3.59543726E-08   5.28996618E-04   3.71686734E-04   6.05611534E-05   1.04783295E-13   3.72140377E-12  
  44               4.24208823E-02   1.08220743E+03   8.38744141E-01   1.60258350E-01   7.66437656E-08   5.28992388E-04   3.71683769E-04   6.05606588E-05   6.56845154E-13   1.45651815E-11  
  45               4.91034540E-02   1.11289117E+03   8.38745585E-01   1.60256847E-01   1.40981053E-07   5.28990030E-04   3.71682122E-04   6.05603787E-05   2.86086527E-12   4.34021184E-11  
  46               5.66633526E-02   1.15309949E+03   8.38746777E-01   1.60255474E-01   3.04066428E-07   5.28988002E-04   3.71680716E-04   6.05601364E-05   1.80104248E-11   1.71995741E-10  
  47               6.51954860E-02   1.18914214E+03   8.38747133E-01   1.60254808E-01   5.74004220E-07   5.28986816E-04   3.71679943E-04   6.05599905E-05   8.20890847E-11   5.33942498E-10  
  48               7.47914581E-02   1.23586799E+03   8.38746940E-01   1.60254210E-01   1.25915489E-06   5.28985931E-04   3.71679522E-04   6.05598791E-05   5.28261169E-10   2.15986837E-09  
  49               8.54889191E-02   1.28292508E+03   8.38745689E-01   1.60253788E-01   2.61652731E-06   5.28986129E-04   3.71680439E-04   6.05598919E-05   2.97048445E-09   7.90180158E-09  
  50               9.73922106E-02   1.33027851E+03   8.38742310E-01   1.60253275E-01   5.17443775E-06   5.28991274E-04   3.71686969E-04   6.05604720E-05   1.47666167E-08   2.63734933E-08  
  51               1.10600480E-01   1.37786314E+03   8.38734474E-01   1.60252475E-01   9.77529431E-06   5.29005518E-04   3.71706907E-04   6.05620977E-05   6.51949400E-08   8.08808117E-08  
  52               1.25203883E-01   1.42551211E+03   8.38711664E-01   1.60249534E-01   1.76787518E-05   5.29194013E-04   3.71869367E-04   6.05836846E-05   2.56551600E-07   2.28866027E-07  
  53               1.41290405E-01   1.47315522E+03   8.38696521E-01   1.60251103E-01   3.07125953E-05   5.29211855E-04   3.71962764E-04   6.05857643E-05   7.69682124E-07   1.46278782E-06  
  54               1.58750504E-01   1.52022176E+03   8.38663813E-01   1.60247819E-01   5.11397535E-05   5.29303707E-04   3.72196766E-04   6.05963886E-05   4.38574749E-06   1.46269949E-06  
  55               1.77121655E-01   1.56549072E+03   8.38609303E-01   1.60244064E-01   8.10046865E-05   5.29450704E-04   3.72611569E-04   6.06134430E-05   1.76803166E-05   6.46263588E-06  
  56               1.95327237E-01   1.60688959E+03   8.38521447E-01   1.60239561E-01   1.20453778E-04   5.30067882E-04   3.73497459E-04   6.06844774E-05   4.72772092E-05   6.46218160E-06  
  57               2.11597005E-01   1.64132182E+03   8.38459499E-01   1.60237493E-01   1.64859621E-04   5.30067939E-04   3.74108856E-04   6.06850521E-05   6.64651080E-05   1.91098770E-05  
  58               2.29851942E-01   1.67756219E+03   8.38372230E-01   1.60226647E-01   2.26020375E-04   5.30034328E-04   3.74560128E-04   6.06819589E-05   6.64354139E-05   1.91077718E-05  
  59               2.46454292E-01   1.70851321E+03   8.38309950E-01   1.60221095E-01   2.92600171E-04   5.30486678E-04   3.75215370E-04   6.07346936E-05   6.64106904E-05   5.55267747E-05  
  60               2.60412644E-01   1.73332642E+03   8.38250099E-01   1.60215834E-01   3.57358317E-04   5.30463676E-04   3.75519249E-04   6.07329904E-05   6.63899576E-05   5.55231497E-05  
  61               2.76162089E-01   1.75995248E+03   8.38173957E-01   1.60209153E-01   4.39855044E-04   5.30436591E-04   3.75790066E-04   6.07307737E-05   6.63666323E-05   5.55188102E-05  
  62               2.93843102E-01   1.78842560E+03   8.38076799E-01   1.60200641E-01   5.45242150E-04   5.30404427E-04   3.76008467E-04   6.07278894E-05   6.63404308E-05   5.55135938E-05  
  63               3.13569043E-01   1.81843694E+03   8.37954219E-01   1.60189915E-01   6.78321496E-04   5.30366265E-04   3.76157313E-04   6.07241940E-05   6.63112234E-05   5.55073649E-05  
  64               3.35381051E-01   1.84985515E+03   8.37800248E-01   1.60176457E-01   8.45590268E-04   5.30320722E-04   3.76226578E-04   6.07195019E-05   6.62788292E-05   5.54999381E-05  
  65               3.59161026E-01   1.88204901E+03   8.37611366E-01   1.60159961E-01   1.05091016E-03   5.30266834E-04   3.76215486E-04   6.07136899E-05   6.62434552E-05   5.54912374E-05  
  66               3.85184909E-01   1.91523673E+03   8.37378781E-01   1.60139654E-01   1.30386908E-03   5.30200203E-04   3.76125619E-04   6.07062367E-05   6.62045432E-05   5.54809626E-05  
  67               4.14210721E-01   1.94984740E+03   8.37089631E-01   1.60114416E-01   1.61839654E-03   5.30117996E-04   3.75978480E-04   6.06968493E-05   6.61609831E-05   5.54686513E-05  
  68               4.46525654E-01   1.98590180E+03   8.36730667E-01   1.60083089E-01   2.00888807E-03   5.30015945E-04   3.75789598E-04   6.06850449E-05   6.61121503E-05   5.54538756E-05  
  69               4.82449477E-01   2.02310658E+03   8.36290621E-01   1.60044690E-01   2.48759060E-03   5.29890440E-04   3.75567490E-04   6.06703798E-05   6.60576085E-05   5.54362853E-05  
