# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   4.42040703E+02   8.38494195E-01   1.60509178E-01   2.00777555E-21   5.29354693E-04   3.74773840E-04   6.06266189E-05   0.00000000E+00   0.00000000E+00  
  2                2.64245071E-05   5.31297607E+02   8.38495412E-01   1.60508133E-01   2.76534689E-17   5.29320840E-04   3.74749892E-04   6.06227255E-05   0.00000000E+00   0.00000000E+00  
  3                4.38947951E-05   5.75045727E+02   8.38507667E-01   1.60495945E-01   9.41166337E-16   5.29269248E-04   3.74713386E-04   6.06167987E-05   0.00000000E+00   0.00000000E+00  
  4                6.34548965E-05   5.99653283E+02   8.38528862E-01   1.60474638E-01   5.16183743E-15   5.29225943E-04   3.74682743E-04   6.06118241E-05   0.00000000E+00   0.00000000E+00  
  5                8.56424261E-05   6.24445902E+02   8.38570201E-01   1.60433194E-01   2.56004273E-14   5.29168037E-04   3.74641761E-04   6.06051794E-05   0.00000000E+00   0.00000000E+00  
  6                1.10959136E-04   6.40556082E+02   8.38596022E-01   1.60407444E-01   6.53018214E-14   5.29132155E-04   3.74616370E-04   6.06010585E-05   0.00000000E+00   0.00000000E+00  
  7                1.39986057E-04   6.60013181E+02   8.38633806E-01   1.60369756E-01   1.96645247E-13   5.29084865E-04   3.74582901E-04   6.05956319E-05   0.00000000E+00   0.00000000E+00  
  8                1.73348428E-04   6.72906512E+02   8.38650363E-01   1.60353239E-01   3.81283652E-13   5.29062608E-04   3.74567154E-04   6.05930732E-05   0.00000000E+00   0.00000000E+00  
  9                2.11758231E-04   6.89999679E+02   8.38676017E-01   1.60327639E-01   9.15153633E-13   5.29031203E-04   3.74544930E-04   6.05894674E-05   0.00000000E+00   0.00000000E+00  
  10               2.56014015E-04   7.01344202E+02   8.38685631E-01   1.60318017E-01   1.54951801E-12   5.29018399E-04   3.74535875E-04   6.05879923E-05   0.00000000E+00   0.00000000E+00  
  11               3.07031959E-04   7.17348787E+02   8.38702420E-01   1.60301219E-01   3.28961960E-12   5.28998503E-04   3.74521798E-04   6.05857054E-05   0.00000000E+00   0.00000000E+00  
