# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   5.31241662E+02   8.38578208E-01   1.60517363E-01   4.47219026E-17   5.21849356E-04   2.71651691E-04   6.03562059E-05   0.00000000E+00   0.00000000E+00  
  2                1.88040986E-05   5.62949003E+02   8.38596665E-01   1.60498924E-01   5.35866239E-16   5.21813991E-04   2.71633281E-04   6.03521157E-05   0.00000000E+00   0.00000000E+00  
  3                2.95236085E-05   5.78884663E+02   8.38605385E-01   1.60490211E-01   1.55656278E-15   5.21797054E-04   2.71624464E-04   6.03501570E-05   0.00000000E+00   0.00000000E+00  
  4                4.27370687E-05   5.93078356E+02   8.38615216E-01   1.60480252E-01   3.85832148E-15   5.21786074E-04   2.71618748E-04   6.03488875E-05   0.00000000E+00   0.00000000E+00  
  5                5.90676501E-05   6.04995492E+02   8.38622697E-01   1.60472734E-01   7.89778378E-15   5.21773677E-04   2.71612295E-04   6.03474542E-05   0.00000000E+00   0.00000000E+00  
  6                7.92766516E-05   6.17115355E+02   8.38632671E-01   1.60462780E-01   1.60876215E-14   5.21763007E-04   2.71606740E-04   6.03462209E-05   0.00000000E+00   0.00000000E+00  
  7                1.04304062E-04   6.27805555E+02   8.38639744E-01   1.60455501E-01   2.91047782E-14   5.21751917E-04   2.71600967E-04   6.03449391E-05   0.00000000E+00   0.00000000E+00  
  8                1.35329823E-04   6.39045278E+02   8.38649263E-01   1.60445999E-01   5.36321767E-14   5.21741833E-04   2.71595717E-04   6.03437740E-05   0.00000000E+00   0.00000000E+00  
  9                1.73815688E-04   6.49228619E+02   8.38655999E-01   1.60439278E-01   9.06313776E-14   5.21732052E-04   2.71590625E-04   6.03426443E-05   0.00000000E+00   0.00000000E+00  
  10               2.21573544E-04   6.60177970E+02   8.38665015E-01   1.60430277E-01   1.57894133E-13   5.21722599E-04   2.71585703E-04   6.03415528E-05   0.00000000E+00   0.00000000E+00  
  11               2.80843194E-04   6.70303260E+02   8.38671406E-01   1.60423898E-01   2.57109844E-13   5.21713825E-04   2.71581135E-04   6.03405403E-05   0.00000000E+00   0.00000000E+00  
  12               3.54395654E-04   6.81337510E+02   8.38680091E-01   1.60415226E-01   4.34145411E-13   5.21704757E-04   2.71576413E-04   6.03394944E-05   0.00000000E+00   0.00000000E+00  
  13               4.45653270E-04   6.91652088E+02   8.38686212E-01   1.60409113E-01   6.91559043E-13   5.21696931E-04   2.71572338E-04   6.03385926E-05   0.00000000E+00   0.00000000E+00  
  14               5.58846842E-04   7.02912772E+02   8.38694398E-01   1.60400933E-01   1.14123924E-12   5.21688383E-04   2.71567886E-04   6.03376080E-05   0.00000000E+00   0.00000000E+00  
  15               6.99197730E-04   7.13453431E+02   8.38699947E-01   1.60395379E-01   1.78160135E-12   5.21682124E-04   2.71564626E-04   6.03368890E-05   0.00000000E+00   0.00000000E+00  
  16               8.73157255E-04   7.24929798E+02   8.38707261E-01   1.60388060E-01   2.87219877E-12   5.21674516E-04   2.71560663E-04   6.03360148E-05   0.00000000E+00   0.00000000E+00  
  17               1.08867496E-03   7.35687693E+02   8.38711995E-01   1.60383296E-01   4.39325099E-12   5.21670702E-04   2.71558674E-04   6.03355803E-05   0.00000000E+00   0.00000000E+00  
  18               1.35555832E-03   7.47378291E+02   8.38718275E-01   1.60376985E-01   6.92298149E-12   5.21664189E-04   2.71555280E-04   6.03348346E-05   0.00000000E+00   0.00000000E+00  
  19               1.68586770E-03   7.58375326E+02   8.38722150E-01   1.60373027E-01   1.03917297E-11   5.21663840E-04   2.71555095E-04   6.03348030E-05   0.00000000E+00   0.00000000E+00  
  20               2.09467304E-03   7.70303802E+02   8.38727398E-01   1.60367697E-01   1.60357967E-11   5.21658318E-04   2.71552216E-04   6.03341743E-05   0.00000000E+00   0.00000000E+00  
  21               2.60066969E-03   7.81509104E+02   8.38730278E-01   1.60364629E-01   2.35989700E-11   5.21664972E-04   2.71555676E-04   6.03349550E-05   0.00000000E+00   0.00000000E+00  
  22               3.22703520E-03   7.93586084E+02   8.38734290E-01   1.60360445E-01   3.55474660E-11   5.21661211E-04   2.71553713E-04   6.03345321E-05   0.00000000E+00   0.00000000E+00  
  23               4.00255521E-03   8.04907423E+02   8.38735983E-01   1.60358405E-01   5.11320044E-11   5.21658171E-04   2.71552125E-04   6.03341938E-05   0.00000000E+00   0.00000000E+00  
  24               4.96270439E-03   8.17040526E+02   8.38738637E-01   1.60355429E-01   7.50063902E-11   5.21655962E-04   2.71550970E-04   6.03339528E-05   0.00000000E+00   0.00000000E+00  
  25               6.15128680E-03   8.28356809E+02   8.38738908E-01   1.60354516E-01   1.05113760E-10   5.21654427E-04   2.71550165E-04   6.03337905E-05   0.00000000E+00   0.00000000E+00  
  26               7.62234211E-03   8.40568971E+02   8.38740244E-01   1.60352532E-01   1.50593168E-10   5.21653622E-04   2.71549740E-04   6.03337136E-05   0.00000000E+00   0.00000000E+00  
  27               9.44242162E-03   8.51983445E+02   8.38739066E-01   1.60352419E-01   2.06813301E-10   5.21653229E-04   2.71549529E-04   6.03336851E-05   0.00000000E+00   0.00000000E+00  
  28               1.16933545E-02   8.64345034E+02   8.38740124E-01   1.60351356E-01   2.90591544E-10   5.21653576E-04   2.71549704E-04   6.03337427E-05   0.00000000E+00   0.00000000E+00  
  29               1.44754578E-02   8.76069146E+02   8.38739682E-01   1.60351793E-01   3.94505315E-10   5.21653875E-04   2.71549853E-04   6.03337954E-05   0.00000000E+00   9.76352249E-16  
  30               1.79113833E-02   8.88974025E+02   8.38740589E-01   1.60350883E-01   5.51518414E-10   5.21654605E-04   2.71550227E-04   6.03338982E-05   0.00000000E+00   3.09012006E-15  
  31               2.21507135E-02   9.01276971E+02   8.38740119E-01   1.60351351E-01   7.46772162E-10   5.21654989E-04   2.71550422E-04   6.03339615E-05   0.00000000E+00   3.09012183E-15  
  32               2.73752385E-02   9.14933378E+02   8.38741156E-01   1.60350315E-01   1.04467731E-09   5.21655716E-04   2.71550794E-04   6.03340646E-05   0.00000000E+00   9.94760132E-15  
  33               3.38058459E-02   9.28263359E+02   8.38741253E-01   1.60350223E-01   1.42883564E-09   5.21655442E-04   2.71550647E-04   6.03340522E-05   0.00000000E+00   9.94756229E-15  
