# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               H2S             
  12               2.82217212E-03   4.08638923E+02   8.38558800E-01   1.60537134E-01   9.21422681E-25   5.25768275E-04   2.74868995E-04   6.04243404E-05   0.00000000E+00   2.29932299E-05  
  13               3.32968327E-03   4.17313806E+02   8.38559986E-01   1.60535950E-01   3.23330115E-24   5.25766074E-04   2.74867856E-04   6.04240897E-05   0.00000000E+00   2.29930603E-05  
  14               3.90817747E-03   4.25162148E+02   8.38560827E-01   1.60535103E-01   9.55600305E-24   5.25763112E-04   2.74866319E-04   6.04237516E-05   0.00000000E+00   2.29929390E-05  
  15               4.56757455E-03   4.34326012E+02   8.38561830E-01   1.60533992E-01   3.26267031E-23   5.25801869E-04   2.74886593E-04   6.04282080E-05   0.00000000E+00   2.29927798E-05  
  16               5.31868696E-03   4.43148556E+02   8.38562333E-01   1.60533057E-01   1.01044322E-22   5.25803885E-04   2.74887659E-04   6.04284419E-05   0.00000000E+00   2.29926460E-05  
  17               6.17381551E-03   4.52950636E+02   8.38560711E-01   1.60531905E-01   3.39249957E-22   5.25803073E-04   2.74887247E-04   6.04283509E-05   0.00000000E+00   2.29924810E-05  
  18               7.14842319E-03   4.61267649E+02   8.38561521E-01   1.60531100E-01   8.99459545E-22   5.25800623E-04   2.74885979E-04   6.04280716E-05   0.00000000E+00   2.29923656E-05  
  19               8.25936688E-03   4.71068034E+02   8.38562275E-01   1.60530348E-01   2.74538519E-21   5.25799222E-04   2.74885259E-04   6.04279130E-05   0.00000000E+00   2.29922580E-05  
  20               9.52553543E-03   4.79601054E+02   8.38562742E-01   1.60529883E-01   6.91564215E-21   5.25798361E-04   2.74884821E-04   6.04278164E-05   0.00000000E+00   2.29921913E-05  
  21               1.09681693E-02   4.89800324E+02   8.38563366E-01   1.60529261E-01   2.02385666E-20   5.25797140E-04   2.74884196E-04   6.04276785E-05   0.00000000E+00   2.29921022E-05  
  22               1.26109320E-02   4.98971542E+02   8.38563782E-01   1.60528846E-01   5.07596355E-20   5.25796324E-04   2.74883782E-04   6.04275872E-05   0.00000000E+00   2.29920429E-05  
  23               1.44804745E-02   5.09951590E+02   8.38564327E-01   1.60528304E-01   1.47807747E-19   5.25795215E-04   2.74883215E-04   6.04274622E-05   0.00000000E+00   2.29919651E-05  
  24               1.66069815E-02   5.19937584E+02   8.38564698E-01   1.60527933E-01   3.72736230E-19   5.25794437E-04   2.74882822E-04   6.04273753E-05   0.00000000E+00   2.29919121E-05  
  25               1.90250255E-02   5.31816779E+02   8.38565167E-01   1.60527467E-01   1.08190583E-18   5.25793436E-04   2.74882313E-04   6.04272629E-05   0.00000000E+00   2.29918453E-05  
  26               2.17728513E-02   5.42936204E+02   8.38565506E-01   1.60527128E-01   2.79469754E-18   5.25792683E-04   2.74881933E-04   6.04271790E-05   0.00000000E+00   2.29917968E-05  
  27               2.48926958E-02   5.56225592E+02   8.38565923E-01   1.60526713E-01   8.35342317E-18   5.25791756E-04   2.74881462E-04   6.04270752E-05   0.00000000E+00   2.29917373E-05  
  28               2.84312112E-02   5.68976969E+02   8.38566238E-01   1.60526398E-01   2.26564048E-17   5.25791016E-04   2.74881090E-04   6.04269930E-05   0.00000000E+00   2.29916923E-05  
  29               3.24397796E-02   5.83979735E+02   8.38566599E-01   1.60526040E-01   6.99357361E-17   5.25790176E-04   2.74880666E-04   6.04268993E-05   0.00000000E+00   2.29916409E-05  
  30               3.69737807E-02   5.98627701E+02   8.38566878E-01   1.60525762E-01   1.98302945E-16   5.25789467E-04   2.74880311E-04   6.04268208E-05   0.00000000E+00   2.29916010E-05  
  31               4.20923977E-02   6.15800915E+02   8.38567182E-01   1.60525458E-01   6.37142646E-16   5.25788712E-04   2.74879932E-04   6.04267370E-05   0.00000000E+00   2.29915575E-05  
  32               4.78580877E-02   6.33007428E+02   8.38567423E-01   1.60525215E-01   1.92126944E-15   5.25788032E-04   2.74879593E-04   6.04266621E-05   0.00000000E+00   2.29915227E-05  
  33               5.43446090E-02   6.53059149E+02   8.38567670E-01   1.60524962E-01   6.51111163E-15   5.25787402E-04   2.74879280E-04   6.04265930E-05   0.00000000E+00   2.29914865E-05  
  34               6.16312167E-02   6.73398418E+02   8.38567851E-01   1.60524755E-01   2.08146163E-14   5.25786922E-04   2.74879046E-04   6.04265411E-05   0.00000000E+00   2.29914568E-05  
  35               6.97985765E-02   6.96864068E+02   8.38567881E-01   1.60524516E-01   7.36083019E-14   5.25786856E-04   2.74879030E-04   6.04265371E-05   0.00000000E+00   2.29914225E-05  
  36               7.89167557E-02   7.22251385E+02   8.38568014E-01   1.60524304E-01   2.63788360E-13   5.25789295E-04   2.74880324E-04   6.04268211E-05   0.00000000E+00   2.29913921E-05  
  37               8.90607907E-02   7.48995392E+02   8.38568063E-01   1.60524040E-01   9.22244030E-13   5.25791861E-04   2.74881685E-04   6.04271197E-05   0.00000000E+00   2.29913540E-05  
  38               1.00322537E-01   7.75335518E+02   8.38568389E-01   1.60523707E-01   2.89859882E-12   5.25790864E-04   2.74881184E-04   6.04270091E-05   0.00000000E+00   2.29913055E-05  
  39               1.12833566E-01   8.03131191E+02   8.38569050E-01   1.60523020E-01   8.95245689E-12   5.25789303E-04   2.74880388E-04   6.04268338E-05   0.00000000E+00   2.29975543E-05  
  40               1.26732895E-01   8.30537403E+02   8.38570364E-01   1.60521614E-01   2.51974610E-11   5.25786731E-04   2.74879066E-04   6.04265425E-05   0.00000000E+00   2.30163037E-05  
  41               1.42154796E-01   8.59491394E+02   8.38573214E-01   1.60518486E-01   7.00386328E-11   5.25782234E-04   2.74876737E-04   6.04260302E-05   0.00000000E+00   2.30767145E-05  
  42               1.59228076E-01   8.87943928E+02   8.38578397E-01   1.60512507E-01   1.78665625E-10   5.25775160E-04   2.74873063E-04   6.04252219E-05   0.00000000E+00   2.32451986E-05  
  43               1.78074241E-01   9.17933002E+02   8.38588246E-01   1.60501153E-01   4.50564887E-10   5.25770809E-04   2.74870813E-04   6.04247268E-05   0.00000000E+00   2.37212564E-05  
  44               1.98829117E-01   9.47258050E+02   8.38604306E-01   1.60484024E-01   1.04859656E-09   5.25741198E-04   2.74855360E-04   6.04213293E-05   0.00000000E+00   2.42892871E-05  
  45               2.21704834E-01   9.78220930E+02   8.38629234E-01   1.60459200E-01   2.42352803E-09   5.25699802E-04   2.74833750E-04   6.04165782E-05   0.00000000E+00   2.42854490E-05  
  46               2.46917033E-01   1.00852619E+03   8.38657536E-01   1.60431017E-01   5.21864087E-09   5.25652993E-04   2.74809310E-04   6.04112054E-05   7.01058576E-16   2.42810512E-05  
  47               2.74672873E-01   1.04057355E+03   8.38688705E-01   1.60399965E-01   1.11971502E-08   5.25602828E-04   2.74783089E-04   6.04054441E-05   4.87702179E-15   2.42761220E-05  
  48               3.05172597E-01   1.07184331E+03   8.38716432E-01   1.60372332E-01   2.24975615E-08   5.25557818E-04   2.74759409E-04   6.04002581E-05   2.89297078E-14   2.42715854E-05  
  49               3.38611336E-01   1.10487080E+03   8.38741840E-01   1.60346992E-01   4.50814318E-08   5.25517636E-04   2.74737697E-04   6.03955718E-05   1.70450496E-13   2.42671655E-05  
  50               3.75184897E-01   1.13694278E+03   8.38761417E-01   1.60327442E-01   8.49137342E-08   5.25487233E-04   2.74719521E-04   6.03918715E-05   8.50804575E-13   2.42633491E-05  
  51               4.15192093E-01   1.17084740E+03   8.38777676E-01   1.60311161E-01   1.59861307E-07   5.25464863E-04   2.74701941E-04   6.03888091E-05   4.19131626E-12   2.42595274E-05  
  52               4.59001018E-01   1.20379287E+03   8.38789220E-01   1.60299540E-01   2.84797422E-07   5.25454065E-04   2.74683118E-04   6.03865355E-05   1.77037077E-11   2.42558423E-05  
  53               5.06980911E-01   1.23875669E+03   8.38798248E-01   1.60290367E-01   5.08839452E-07   5.25455452E-04   2.74657836E-04   6.03847149E-05   7.41829879E-11   2.42514364E-05  
  54               5.59504534E-01   1.27269163E+03   8.38804271E-01   1.60284154E-01   8.64129527E-07   5.25474715E-04   2.74622134E-04   6.03833615E-05   2.70451838E-10   2.42461273E-05  
  55               6.16957549E-01   1.30875191E+03   8.38808757E-01   1.60279412E-01   1.47372366E-06   5.25517912E-04   2.74574067E-04   6.03822402E-05   9.83697414E-10   2.42379005E-05  
  56               6.79748399E-01   1.34368729E+03   8.38811531E-01   1.60276310E-01   2.39755818E-06   5.25596253E-04   2.74526864E-04   6.03813331E-05   3.16082930E-09   2.42243724E-05  
  57               7.48298767E-01   1.38084880E+03   8.38813157E-01   1.60273968E-01   3.92096343E-06   5.25725461E-04   2.74529039E-04   6.03807455E-05   1.01887089E-08   2.41947669E-05  
  58               8.23117899E-01   1.41678261E+03   8.38810570E-01   1.60271934E-01   6.13635371E-06   5.25919987E-04   2.74720985E-04   6.03802088E-05   2.93540613E-08   2.41291883E-05  
  59               9.04669034E-01   1.45499011E+03   8.38808813E-01   1.60271178E-01   9.65469561E-06   5.26250204E-04   2.75444161E-04   6.03859930E-05   5.11531456E-08   2.35930152E-05  
  60               9.93023207E-01   1.49163019E+03   8.38790338E-01   1.60267239E-01   1.45417507E-05   5.26609547E-04   2.77084074E-04   6.03853507E-05   2.19295848E-07   2.35729828E-05  
  61               1.08763470E+00   1.53003395E+03   8.38779896E-01   1.60268296E-01   2.19020355E-05   5.27216632E-04   2.81113573E-04   6.04054490E-05   3.87083427E-07   2.17284760E-05  
  62               1.18729861E+00   1.56583371E+03   8.38765233E-01   1.60266238E-01   3.14100137E-05   5.27679332E-04   2.85053999E-04   6.04080611E-05   1.36800242E-06   2.17111285E-05  
  63               1.29026476E+00   1.60236626E+03   8.38742081E-01   1.60263620E-01   4.46947956E-05   5.28160672E-04   2.91163565E-04   6.04165439E-05   4.48854991E-06   2.16053262E-05  
  64               1.39287781E+00   1.63458650E+03   8.38702231E-01   1.60259182E-01   6.00360386E-05   5.28575102E-04   3.02214931E-04   6.04303499E-05   1.12520345E-05   2.13729548E-05  
  65               1.48952299E+00   1.66521435E+03   8.38650062E-01   1.60254451E-01   7.87675208E-05   5.28991244E-04   3.20124444E-04   6.04606708E-05   2.38385156E-05   2.09875905E-05  
  66               1.57531157E+00   1.68912645E+03   8.38587906E-01   1.60248590E-01   9.64584755E-05   5.29287130E-04   3.41633205E-04   6.04892846E-05   3.91473569E-05   2.05938813E-05  
  67               1.66302759E+00   1.71465105E+03   8.38516004E-01   1.60244677E-01   1.19248087E-04   5.29545096E-04   3.68035653E-04   6.05177825E-05   6.58202818E-05   2.00495211E-05  
  68               1.74056766E+00   1.73430132E+03   8.38479750E-01   1.60239636E-01   1.39467034E-04   5.29685173E-04   3.75201705E-04   6.05364192E-05   6.57799148E-05   2.00553626E-05  
  69               1.80495161E+00   1.75205143E+03   8.38458938E-01   1.60237631E-01   1.60507978E-04   5.29711554E-04   3.76979124E-04   6.05357571E-05   6.57460654E-05   2.00565389E-05  
  70               1.87651083E+00   1.76888765E+03   8.38438368E-01   1.60235767E-01   1.82455742E-04   5.29747757E-04   3.77440852E-04   6.05346255E-05   6.57109179E-05   2.00553154E-05  
  71               1.95588391E+00   1.78924119E+03   8.38410430E-01   1.60233294E-01   2.12848861E-04   5.29775305E-04   3.77444877E-04   6.05328524E-05   6.56703095E-05   2.00483483E-05  
  72               2.04368238E+00   1.80871878E+03   8.38380827E-01   1.60230705E-01   2.45247089E-04   5.29710538E-04   3.77305471E-04   6.05286410E-05   6.56279697E-05   2.00381325E-05  
  73               2.11116408E+00   1.82511521E+03   8.38322339E-01   1.60222460E-01   2.76185756E-04   5.29968505E-04   3.77382470E-04   6.05809021E-05   6.55916167E-05   2.00241339E-05  
  74               2.16024245E+00   1.83490269E+03   8.38304595E-01   1.60220922E-01   2.95628869E-04   5.29907038E-04   3.77277290E-04   6.05793282E-05   6.55688666E-05   2.00156052E-05  
  75               2.21540988E+00   1.84793058E+03   8.38278482E-01   1.60218635E-01   3.24094399E-04   5.29904138E-04   3.77209268E-04   6.05774814E-05   6.55412683E-05   2.00008870E-05  
  76               2.27726217E+00   1.85996286E+03   8.38253207E-01   1.60216422E-01   3.51614434E-04   5.29915013E-04   3.77154491E-04   6.05755994E-05   6.55127276E-05   1.99866580E-05  
  77               2.34639612E+00   1.87534026E+03   8.38217422E-01   1.60213288E-01   3.90560512E-04   5.29931676E-04   3.77095759E-04   6.05733253E-05   6.54788469E-05   1.99641225E-05  
  78               2.42342223E+00   1.88979983E+03   8.38181684E-01   1.60210162E-01   4.29455008E-04   5.29943913E-04   3.77036268E-04   6.05709355E-05   6.54436412E-05   1.99415028E-05  
  79               2.50892094E+00   1.90761482E+03   8.38132584E-01   1.60205867E-01   4.82876395E-04   5.29957282E-04   3.76970733E-04   6.05680703E-05   6.54026457E-05   1.99079921E-05  
  80               2.60345961E+00   1.92454152E+03   8.38082390E-01   1.60201480E-01   5.37464175E-04   5.29964234E-04   3.76916118E-04   6.05649756E-05   6.53600118E-05   1.98738462E-05  
  81               2.70786827E+00   1.94477998E+03   8.38015076E-01   1.60195596E-01   6.10660909E-04   5.29970544E-04   3.76855893E-04   6.05612419E-05   6.53111191E-05   1.98258149E-05  
  82               2.82222372E+00   1.96410080E+03   8.37945240E-01   1.60189498E-01   6.86583546E-04   5.29969965E-04   3.76813588E-04   6.05572032E-05   6.52604142E-05   1.97765509E-05  
  83               2.94756576E+00   1.98652241E+03   8.37854073E-01   1.60181536E-01   7.85782353E-04   5.29966351E-04   3.76723930E-04   6.05521607E-05   6.52032276E-05   1.97102555E-05  
  84               3.08551153E+00   2.00831928E+03   8.37756976E-01   1.60173061E-01   8.91422607E-04   5.29955513E-04   3.76639023E-04   6.05465346E-05   6.51432601E-05   1.96409339E-05  
  85               3.23701544E+00   2.03311128E+03   8.37632263E-01   1.60162176E-01   1.02710880E-03   5.29938878E-04   3.76538651E-04   6.05397689E-05   6.50760872E-05   1.95514092E-05  
  86               3.40306918E+00   2.05738104E+03   8.37497602E-01   1.60150425E-01   1.17360834E-03   5.29914478E-04   3.76441730E-04   6.05321216E-05   6.50055660E-05   1.94573183E-05  
  87               3.58476697E+00   2.08440357E+03   8.37328001E-01   1.60135627E-01   1.35811964E-03   5.29881216E-04   3.76328611E-04   6.05231281E-05   6.49274081E-05   1.93400170E-05  
  88               3.78325704E+00   2.11102288E+03   8.37142888E-01   1.60119478E-01   1.55949822E-03   5.29839292E-04   3.76216430E-04   6.05129354E-05   6.48452561E-05   1.92164224E-05  
  89               3.99982189E+00   2.14003174E+03   8.36914911E-01   1.60099591E-01   1.80750534E-03   5.29785330E-04   3.76087260E-04   6.05011332E-05   6.47551406E-05   1.90677745E-05  
  90               4.23580051E+00   2.16885787E+03   8.36663200E-01   1.60077636E-01   2.08132580E-03   5.29721129E-04   3.75955374E-04   6.04877921E-05   6.46601766E-05   1.89104550E-05  
  91               4.49271655E+00   2.19954940E+03   8.36361501E-01   1.60051322E-01   2.40952218E-03   5.29641990E-04   3.75806146E-04   6.04724863E-05   6.45571285E-05   1.87284936E-05  
  92               4.77214830E+00   2.23045520E+03   8.36023321E-01   1.60021829E-01   2.77739897E-03   5.29549797E-04   3.75648718E-04   6.04552391E-05   6.44480133E-05   1.85340579E-05  
  93               5.07593287E+00   2.26244351E+03   8.35632214E-01   1.59987721E-01   3.20284687E-03   5.29440921E-04   3.75475340E-04   6.04356835E-05   6.43311321E-05   1.83194791E-05  
  94               5.40603488E+00   2.29479753E+03   8.35191199E-01   1.59949058E-01   3.68042521E-03   5.29314873E-04   3.75290650E-04   6.04136312E-05   6.42070785E-05   1.80910623E-05  
  95               5.76469136E+00   2.32765788E+03   8.34688812E-01   1.59905749E-01   4.21756481E-03   5.29175577E-04   3.81574005E-04   6.03896965E-05   6.40754601E-05   1.78782078E-05  
  96               6.15396736E+00   2.36121178E+03   8.34130850E-01   1.59857097E-01   4.82442233E-03   5.29013115E-04   3.81426372E-04   6.03623644E-05   6.39356352E-05   1.76177492E-05  
  97               6.57642988E+00   2.39527244E+03   8.33506596E-01   1.59802667E-01   5.50340224E-03   5.28829748E-04   3.81247666E-04   6.03319367E-05   6.37874348E-05   1.73432133E-05  
  98               7.03519345E+00   2.42986759E+03   8.32809698E-01   1.59741905E-01   6.26140826E-03   5.28623707E-04   3.81038620E-04   6.02981625E-05   6.36303355E-05   1.70550813E-05  
  99               7.53342056E+00   2.46473949E+03   8.32041634E-01   1.59674940E-01   7.09683035E-03   5.28395207E-04   3.80801194E-04   6.02609421E-05   6.34644589E-05   1.67574533E-05  
  100              8.07458077E+00   2.50028840E+03   8.31185445E-01   1.59600294E-01   8.02811438E-03   5.28139598E-04   3.80530778E-04   6.02197127E-05   6.32885278E-05   1.64464186E-05  
  101              8.66258885E+00   2.53575142E+03   8.30260569E-01   1.59519662E-01   9.03411046E-03   5.27861922E-04   3.80235670E-04   6.01748307E-05   6.31038509E-05   1.61331089E-05  
