# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               SiO             
  1                1.00000000E-05   3.35417709E+02   8.38560162E-01   1.60523095E-01   1.24399926E-29   5.27727385E-04   2.90620951E-04   6.03374093E-05   0.00000000E+00   0.00000000E+00  
  2                1.08129959E-04   4.09661932E+02   8.38560380E-01   1.60522378E-01   5.52801969E-24   5.27737851E-04   2.90626698E-04   6.03386491E-05   0.00000000E+00   0.00000000E+00  
  3                2.13019695E-04   4.36302671E+02   8.38560161E-01   1.60522572E-01   1.98806135E-22   5.27753159E-04   2.90635095E-04   6.03404913E-05   0.00000000E+00   0.00000000E+00  
  4                3.31700555E-04   4.52628770E+02   8.38560164E-01   1.60522547E-01   1.40431355E-21   5.27766646E-04   2.90642490E-04   6.03421198E-05   0.00000000E+00   0.00000000E+00  
  5                4.67429162E-04   4.67485233E+02   8.38560181E-01   1.60522508E-01   7.51746469E-21   5.27779248E-04   2.90649400E-04   6.03436419E-05   0.00000000E+00   0.00000000E+00  
  6                6.23410519E-04   4.78043451E+02   8.38560161E-01   1.60522508E-01   2.26013861E-20   5.27791269E-04   2.90655991E-04   6.03450937E-05   0.00000000E+00   0.00000000E+00  
  7                8.03219053E-04   4.89146619E+02   8.38560158E-01   1.60522491E-01   6.95968330E-20   5.27802834E-04   2.90662333E-04   6.03464907E-05   0.00000000E+00   0.00000000E+00  
  8                1.01086403E-03   4.97426415E+02   8.38560130E-01   1.60522500E-01   1.52145017E-19   5.27814124E-04   2.90668524E-04   6.03478544E-05   0.00000000E+00   0.00000000E+00  
  9                1.25093801E-03   5.07022504E+02   8.38560122E-01   1.60522490E-01   3.73001092E-19   5.27825192E-04   2.90674592E-04   6.03491915E-05   0.00000000E+00   0.00000000E+00  
  10               1.52870428E-03   5.14368070E+02   8.38560092E-01   1.60522502E-01   7.09239632E-19   5.27836147E-04   2.90680599E-04   6.03505150E-05   0.00000000E+00   0.00000000E+00  
  11               1.85029093E-03   5.23480481E+02   8.38560083E-01   1.60522493E-01   1.57423582E-18   5.27847001E-04   2.90686551E-04   6.03518266E-05   0.00000000E+00   0.00000000E+00  
  12               2.22277768E-03   5.30468200E+02   8.38560052E-01   1.60522505E-01   2.79004817E-18   5.27857853E-04   2.90692502E-04   6.03531379E-05   0.00000000E+00   0.00000000E+00  
  13               2.65434972E-03   5.39371993E+02   8.38560042E-01   1.60522496E-01   5.80465763E-18   5.27868679E-04   2.90698438E-04   6.03544462E-05   0.00000000E+00   0.00000000E+00  
  14               3.15445375E-03   5.46228248E+02   8.38560012E-01   1.60522508E-01   9.84230936E-18   5.27879552E-04   2.90704400E-04   6.03557603E-05   0.00000000E+00   0.00000000E+00  
  15               3.73399546E-03   5.55190294E+02   8.38560002E-01   1.60522500E-01   1.97405209E-17   5.27890460E-04   2.90710381E-04   6.03570790E-05   0.00000000E+00   0.00000000E+00  
  16               4.40554245E-03   5.62122699E+02   8.38559972E-01   1.60522511E-01   3.26760120E-17   5.27901478E-04   2.90716423E-04   6.03584110E-05   0.00000000E+00   0.00000000E+00  
  17               5.18354572E-03   5.71320930E+02   8.38559963E-01   1.60522502E-01   6.41952249E-17   5.27912582E-04   2.90722511E-04   6.03597536E-05   0.00000000E+00   0.00000000E+00  
  18               6.08457399E-03   5.78574763E+02   8.38559934E-01   1.60522511E-01   1.05808055E-16   5.27923826E-04   2.90728676E-04   6.03611132E-05   0.00000000E+00   0.00000000E+00  
  19               7.12760505E-03   5.88351378E+02   8.38559927E-01   1.60522498E-01   2.08839493E-16   5.27935224E-04   2.90734926E-04   6.03624916E-05   0.00000000E+00   0.00000000E+00  
  20               8.33434897E-03   5.96186292E+02   8.38559901E-01   1.60522504E-01   3.48568242E-16   5.27946801E-04   2.90741274E-04   6.03638917E-05   0.00000000E+00   0.00000000E+00  
  21               9.72959991E-03   6.06642666E+02   8.38559898E-01   1.60522488E-01   6.92918928E-16   5.27958558E-04   2.90747720E-04   6.03653138E-05   0.00000000E+00   0.00000000E+00  
  22               1.13414914E-02   6.15238246E+02   8.38559874E-01   1.60522488E-01   1.18014955E-15   5.27970675E-04   2.90754365E-04   6.03667789E-05   0.00000000E+00   0.00000000E+00  
  23               1.32020181E-02   6.26688231E+02   8.38559874E-01   1.60522466E-01   2.39975399E-15   5.27982928E-04   2.90761083E-04   6.03682613E-05   0.00000000E+00   0.00000000E+00  
  24               1.53484082E-02   6.36320383E+02   8.38559852E-01   1.60522459E-01   4.21764061E-15   5.27995471E-04   2.90767961E-04   6.03697792E-05   0.00000000E+00   0.00000000E+00  
  25               1.78232168E-02   6.48856340E+02   8.38559855E-01   1.60522429E-01   8.74337155E-15   5.28008710E-04   2.90775221E-04   6.03713792E-05   0.00000000E+00   0.00000000E+00  
  26               2.06743831E-02   6.59653825E+02   8.38559823E-01   1.60522410E-01   1.58335109E-14   5.28021997E-04   2.90782506E-04   6.03729878E-05   0.00000000E+00   0.00000000E+00  
  27               2.39556300E-02   6.73601041E+02   8.38559824E-01   1.60522365E-01   3.37831717E-14   5.28036837E-04   2.90790646E-04   6.03747776E-05   0.00000000E+00   0.00000000E+00  
  28               2.77269333E-02   6.86011035E+02   8.38559686E-01   1.60522303E-01   6.39781656E-14   5.28051135E-04   2.90798485E-04   6.03765098E-05   0.00000000E+00   0.00000000E+00  
  29               3.20551187E-02   7.01742701E+02   8.38559664E-01   1.60522216E-01   1.41506152E-13   5.28069347E-04   2.90808478E-04   6.03786948E-05   0.00000000E+00   0.00000000E+00  
  30               3.70129781E-02   7.16081442E+02   8.38559717E-01   1.60522136E-01   2.80679945E-13   5.28085198E-04   2.90817169E-04   6.03806164E-05   0.00000000E+00   0.00000000E+00  
  31               4.26791635E-02   7.33981071E+02   8.38559681E-01   1.60521931E-01   6.45236714E-13   5.28105117E-04   2.90828097E-04   6.03830108E-05   0.00000000E+00   0.00000000E+00  
  32               4.91364891E-02   7.50766607E+02   8.38559879E-01   1.60521699E-01   1.34990630E-12   5.28123199E-04   2.90838010E-04   6.03852045E-05   0.00000000E+00   0.00000000E+00  
  33               5.64753041E-02   7.71342683E+02   8.38560355E-01   1.60521184E-01   3.23531777E-12   5.28142363E-04   2.90848516E-04   6.03875325E-05   0.00000000E+00   0.00000000E+00  
  34               6.48038074E-02   7.90887316E+02   8.38561099E-01   1.60520385E-01   7.07612940E-12   5.28162627E-04   2.90859624E-04   6.03899983E-05   0.00000000E+00   0.00000000E+00  
  35               7.42383749E-02   8.14379637E+02   8.38562806E-01   1.60518587E-01   1.74370599E-11   5.28183382E-04   2.90870997E-04   6.03925333E-05   0.00000000E+00   0.00000000E+00  
  36               8.48961705E-02   8.37159271E+02   8.38565603E-01   1.60515593E-01   3.96664510E-11   5.28204160E-04   2.90882379E-04   6.03950852E-05   0.00000000E+00   0.00000000E+00  
  37               9.68922345E-02   8.64186693E+02   8.38571709E-01   1.60509006E-01   1.00387927E-10   5.28222808E-04   2.90892583E-04   6.03974086E-05   0.00000000E+00   0.00000000E+00  
  38               1.10334245E-01   8.90730216E+02   8.38581046E-01   1.60498253E-01   2.35756327E-10   5.28238972E-04   2.90901413E-04   6.03994634E-05   0.00000000E+00   0.00000000E+00  
  39               1.25322445E-01   9.21405815E+02   8.38599106E-01   1.60478408E-01   5.99234803E-10   5.28254300E-04   2.90909778E-04   6.04014388E-05   0.00000000E+00   0.00000000E+00  
  40               1.41964280E-01   9.51380341E+02   8.38624834E-01   1.60452735E-01   1.40208769E-09   5.28246051E-04   2.90905154E-04   6.04007340E-05   0.00000000E+00   0.00000000E+00  
  41               1.60419475E-01   9.85471909E+02   8.38659992E-01   1.60417662E-01   3.48307819E-09   5.28228069E-04   2.90895163E-04   6.03989313E-05   2.59120351E-16   1.46576402E-15  
  42               1.80806690E-01   1.02056948E+03   8.38695972E-01   1.60381764E-01   8.33836850E-09   5.28208353E-04   2.90884205E-04   6.03969427E-05   2.40869279E-15   1.52855178E-14  
  43               2.03285404E-01   1.05551168E+03   8.38726821E-01   1.60350965E-01   1.87289298E-08   5.28197621E-04   2.90878161E-04   6.03959883E-05   1.91166446E-14   1.34978226E-13  
  44               2.28015696E-01   1.09127846E+03   8.38751897E-01   1.60325902E-01   4.06143550E-08   5.28194621E-04   2.90876280E-04   6.03959155E-05   1.37593372E-13   1.07588780E-12  
  45               2.55156419E-01   1.12683804E+03   8.38770262E-01   1.60307498E-01   8.33365091E-08   5.28202518E-04   2.90880153E-04   6.03970698E-05   8.46072782E-13   7.27448559E-12  
  46               2.84918802E-01   1.16320153E+03   8.38783581E-01   1.60294071E-01   1.65983330E-07   5.28218580E-04   2.90888002E-04   6.03991106E-05   4.72875465E-12   4.45298231E-11  
  47               3.17612203E-01   1.19951361E+03   8.38792519E-01   1.60284936E-01   3.16166940E-07   5.28241740E-04   2.90898907E-04   6.04018665E-05   2.31665446E-11   2.37570963E-10  
  48               3.53541355E-01   1.23672483E+03   8.38798486E-01   1.60278640E-01   5.87983577E-07   5.28269990E-04   2.90911856E-04   6.04050239E-05   1.05058513E-10   1.16955336E-09  
  49               3.93006008E-01   1.27396064E+03   8.38802103E-01   1.60274503E-01   1.05297928E-06   5.28303148E-04   2.90928995E-04   6.04084246E-05   4.28290635E-10   5.15102063E-09  
  50               4.36316218E-01   1.31204913E+03   8.38804089E-01   1.60271691E-01   1.84540533E-06   5.28341530E-04   2.90959517E-04   6.04118894E-05   1.63834784E-09   2.12273817E-08  
  51               4.83800471E-01   1.35020232E+03   8.38804539E-01   1.60269787E-01   3.13063391E-06   5.28387571E-04   2.91032815E-04   6.04153761E-05   5.74740138E-09   7.98908110E-08  
  52               5.35804738E-01   1.38921086E+03   8.38803395E-01   1.60268408E-01   5.21171570E-06   5.28446014E-04   2.91225766E-04   6.04189875E-05   1.91209608E-08   2.84442198E-07  
  53               5.92805535E-01   1.42839222E+03   8.38798928E-01   1.60267044E-01   8.44170095E-06   5.28521982E-04   2.91724342E-04   6.04227639E-05   5.92406859E-08   9.39826336E-07  
  54               6.55205090E-01   1.46834442E+03   8.38779631E-01   1.60263612E-01   1.34312548E-05   5.28629564E-04   2.92950778E-04   6.04278045E-05   1.74016817E-07   2.93730175E-06  
  55               7.23104457E-01   1.50826925E+03   8.38769134E-01   1.60265158E-01   2.08129845E-05   5.28924960E-04   2.95739240E-04   6.04520943E-05   2.96055079E-07   1.85886617E-05  
  56               7.95991587E-01   1.54818535E+03   8.38754078E-01   1.60263281E-01   3.14997716E-05   5.29053571E-04   2.99701340E-04   6.04558393E-05   1.26592785E-06   1.91046466E-05  
  57               8.72859798E-01   1.58703200E+03   8.38724695E-01   1.60259810E-01   4.61505952E-05   5.29219617E-04   3.06716766E-04   6.04643213E-05   4.58946084E-06   2.07163812E-05  
  58               9.51390436E-01   1.62412188E+03   8.38680551E-01   1.60255572E-01   6.52795783E-05   5.29394954E-04   3.19221498E-04   6.04774811E-05   1.33328234E-05   2.48874666E-05  
  59               1.02773258E+00   1.65768586E+03   8.38610788E-01   1.60249034E-01   8.80623007E-05   5.29635161E-04   3.38187063E-04   6.05048913E-05   2.96479857E-05   3.27142619E-05  
  60               1.09729931E+00   1.68671278E+03   8.38520090E-01   1.60244557E-01   1.12944313E-04   5.29876708E-04   3.59742695E-04   6.05378051E-05   6.60200975E-05   5.03777372E-05  
  61               1.16926030E+00   1.71503576E+03   8.38484409E-01   1.60240544E-01   1.42718255E-04   5.30040782E-04   3.69466293E-04   6.05642661E-05   6.59743500E-05   5.04475008E-05  
