# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               CH4              Mg              
  1                1.00000000E-05   3.65689878E+02   8.38533298E-01   1.60516852E-01   8.11053374E-27   4.78935517E-04   3.07509613E-04   6.02133527E-05   7.08868443E-05   0.00000000E+00  
  2                3.08272890E-04   4.26263595E+02   8.38532173E-01   1.60517529E-01   3.99230903E-23   4.78938209E-04   3.07511336E-04   6.02130820E-05   7.08872288E-05   0.00000000E+00  
  3                6.34578669E-04   4.55368631E+02   8.38532032E-01   1.60517661E-01   1.44079989E-21   4.78943622E-04   3.07514876E-04   6.02120492E-05   7.08880014E-05   0.00000000E+00  
  4                1.00724948E-03   4.69383866E+02   8.38531963E-01   1.60517728E-01   6.43191513E-21   4.78945120E-04   3.07515885E-04   6.02111009E-05   7.08882048E-05   0.00000000E+00  
  5                1.43794630E-03   4.84735068E+02   8.38532004E-01   1.60517686E-01   3.18524297E-20   4.78946199E-04   3.07516616E-04   6.02103408E-05   7.08883501E-05   0.00000000E+00  
  6                1.93777641E-03   4.93343691E+02   8.38531924E-01   1.60517764E-01   7.08683958E-20   4.78947250E-04   3.07517324E-04   6.02097097E-05   7.08884934E-05   0.00000000E+00  
  7                2.51934681E-03   5.05403689E+02   8.38531950E-01   1.60517738E-01   2.22493505E-19   4.78948084E-04   3.07517889E-04   6.02091308E-05   7.08886057E-05   0.00000000E+00  
  8                3.19701883E-03   5.11922908E+02   8.38531863E-01   1.60517824E-01   3.83878667E-19   4.78948980E-04   3.07518491E-04   6.02086132E-05   7.08887280E-05   0.00000000E+00  
  9                3.98777780E-03   5.22548296E+02   8.38531881E-01   1.60517805E-01   9.80080881E-19   4.78949710E-04   3.07518986E-04   6.02081107E-05   7.08888264E-05   0.00000000E+00  
  10               4.91130297E-03   5.28092734E+02   8.38531788E-01   1.60517897E-01   1.50060408E-18   4.78950533E-04   3.07519539E-04   6.02076462E-05   7.08889389E-05   0.00000000E+00  
  11               5.99055599E-03   5.38070783E+02   8.38531803E-01   1.60517881E-01   3.43250433E-18   4.78951210E-04   3.07519997E-04   6.02071813E-05   7.08890299E-05   0.00000000E+00  
  12               7.25211702E-03   5.43300184E+02   8.38531708E-01   1.60517975E-01   5.00250884E-18   4.78951992E-04   3.07520522E-04   6.02067434E-05   7.08891368E-05   0.00000000E+00  
  13               8.72690146E-03   5.53268783E+02   8.38531727E-01   1.60517955E-01   1.09461099E-17   4.78952630E-04   3.07520954E-04   6.02062961E-05   7.08892223E-05   0.00000000E+00  
  14               1.04507338E-02   5.58529099E+02   8.38531634E-01   1.60518047E-01   1.56801722E-17   4.78953383E-04   3.07521458E-04   6.02058698E-05   7.08893249E-05   0.00000000E+00  
  15               1.24650461E-02   5.68841349E+02   8.38531661E-01   1.60518019E-01   3.38388244E-17   4.78954003E-04   3.07521878E-04   6.02054302E-05   7.08894079E-05   0.00000000E+00  
  16               1.48178425E-02   5.74508304E+02   8.38531576E-01   1.60518103E-01   4.90723198E-17   4.78954733E-04   3.07522367E-04   6.02050065E-05   7.08895070E-05   0.00000000E+00  
  17               1.75646800E-02   5.85402683E+02   8.38531612E-01   1.60518066E-01   1.06090271E-16   4.78955320E-04   3.07522765E-04   6.02045648E-05   7.08895850E-05   0.00000000E+00  
  18               2.07694998E-02   5.91599707E+02   8.38531536E-01   1.60518141E-01   1.56564631E-16   4.78956034E-04   3.07523244E-04   6.02041380E-05   7.08896816E-05   0.00000000E+00  
  19               2.45057162E-02   6.03258069E+02   8.38531584E-01   1.60518093E-01   3.41873241E-16   4.78956605E-04   3.07523631E-04   6.02036906E-05   7.08897571E-05   0.00000000E+00  
  20               2.88572110E-02   6.10397890E+02   8.38531525E-01   1.60518150E-01   5.26102246E-16   4.78957306E-04   3.07524101E-04   6.02032563E-05   7.08898516E-05   0.00000000E+00  
  21               3.39202894E-02   6.23147855E+02   8.38531586E-01   1.60518088E-01   1.17778446E-15   4.78957861E-04   3.07524478E-04   6.02027986E-05   7.08899244E-05   0.00000000E+00  
  22               3.98059841E-02   6.31355503E+02   8.38531544E-01   1.60518127E-01   1.88827660E-15   4.78958575E-04   3.07524956E-04   6.02023553E-05   7.08900204E-05   0.00000000E+00  
  23               4.66430279E-02   6.45315203E+02   8.38531616E-01   1.60518054E-01   4.32037831E-15   4.78959120E-04   3.07525326E-04   6.02018836E-05   7.08900913E-05   0.00000000E+00  
  24               5.45769725E-02   6.54923095E+02   8.38531587E-01   1.60518071E-01   7.29171797E-15   4.78959930E-04   3.07525866E-04   6.02014375E-05   7.08902013E-05   0.00000000E+00  
  25               6.37749028E-02   6.70479921E+02   8.38531671E-01   1.60517986E-01   1.72404422E-14   4.78960456E-04   3.07526224E-04   6.02009465E-05   7.08902690E-05   0.00000000E+00  
  26               7.44234205E-02   6.81764740E+02   8.38531635E-01   1.60517976E-01   3.06981217E-14   4.78961703E-04   3.07527045E-04   6.02005362E-05   7.08904431E-05   0.00000000E+00  
  27               8.67319437E-02   6.99140855E+02   8.38531730E-01   1.60517881E-01   7.47397703E-14   4.78962146E-04   3.07527349E-04   6.02000136E-05   7.08904979E-05   0.00000000E+00  
  28               1.00929241E-01   7.12474712E+02   8.38531563E-01   1.60517818E-01   1.40905392E-13   4.78965963E-04   3.07529821E-04   6.01999035E-05   7.08910519E-05   0.00000000E+00  
  29               1.17271985E-01   7.32129428E+02   8.38531675E-01   1.60517706E-01   3.55222843E-13   4.78966389E-04   3.07530114E-04   6.01993536E-05   7.08911036E-05   0.00000000E+00  
  30               1.36037505E-01   7.47970024E+02   8.38531520E-01   1.60517608E-01   7.10782705E-13   4.78969959E-04   3.07532427E-04   6.01991849E-05   7.08916202E-05   0.00000000E+00  
  31               1.57529958E-01   7.70210978E+02   8.38531672E-01   1.60517453E-01   1.84150291E-12   4.78970460E-04   3.07532769E-04   6.01986150E-05   7.08916825E-05   0.00000000E+00  
  32               1.82103564E-01   7.88932669E+02   8.38531795E-01   1.60517321E-01   3.88383208E-12   4.78970993E-04   3.07533132E-04   6.01980326E-05   7.08917489E-05   0.00000000E+00  
  33               2.10152466E-01   8.14252939E+02   8.38532103E-01   1.60516993E-01   1.03109777E-11   4.78971346E-04   3.07533379E-04   6.01974087E-05   7.08917882E-05   0.00000000E+00  
  34               2.42098286E-01   8.36397660E+02   8.38532455E-01   1.60516581E-01   2.28184762E-11   4.78971722E-04   3.07533642E-04   6.01967663E-05   7.08918305E-05   0.00000000E+00  
  35               2.78390175E-01   8.65113788E+02   8.38533338E-01   1.60515535E-01   6.12112259E-11   4.78971856E-04   3.07533749E-04   6.01960692E-05   7.08918364E-05   0.00000000E+00  
  36               3.19470452E-01   8.90737159E+02   8.38534456E-01   1.60513956E-01   1.38578194E-10   4.78972604E-04   3.07534251E-04   6.01954210E-05   7.08919325E-05   0.00000000E+00  
  37               3.65785129E-01   9.22695152E+02   8.38536899E-01   1.60510073E-01   3.65224564E-10   4.78974941E-04   3.07535772E-04   6.01949385E-05   7.08922628E-05   0.00000000E+00  
  38               4.17801731E-01   9.51494869E+02   8.38540817E-01   1.60504452E-01   8.20055578E-10   4.78974905E-04   3.07535767E-04   6.01941141E-05   7.08922400E-05   0.00000000E+00  
  39               4.76185676E-01   9.86306811E+02   8.38552493E-01   1.60492845E-01   2.06857892E-09   4.78958502E-04   3.07525236E-04   6.01911745E-05   7.08897885E-05   0.00000000E+00  
  40               5.41633807E-01   1.01780033E+03   8.38567472E-01   1.60477943E-01   4.48622520E-09   4.78936702E-04   3.07511161E-04   6.01874659E-05   7.08865084E-05   4.75866580E-16  
  41               6.14873420E-01   1.05493490E+03   8.38592149E-01   1.60453361E-01   1.06208380E-08   4.78902966E-04   3.07489084E-04   6.01820971E-05   7.08813165E-05   4.02075287E-15  
  42               6.96639022E-01   1.08843391E+03   8.38616721E-01   1.60428869E-01   2.17923206E-08   4.78870131E-04   3.07466015E-04   6.01764639E-05   7.08753966E-05   2.42607296E-14  
  43               7.87724743E-01   1.12714217E+03   8.38647502E-01   1.60398160E-01   4.77357831E-08   4.78837420E-04   3.07436841E-04   6.01698398E-05   7.08653053E-05   1.75253036E-13  
  44               8.89089080E-01   1.16180241E+03   8.38671823E-01   1.60373869E-01   9.13879499E-08   4.78834933E-04   3.07402544E-04   6.01639771E-05   7.08385527E-05   9.05992655E-13  
  45               1.00213111E+00   1.20138046E+03   8.38697308E-01   1.60348399E-01   1.84294977E-07   4.78896380E-04   3.07330393E-04   6.01579182E-05   7.07395227E-05   5.35449696E-12  
  46               1.12843948E+00   1.23665839E+03   8.38715003E-01   1.60330868E-01   3.28727789E-07   4.79130753E-04   3.07136139E-04   6.01528355E-05   7.03715463E-05   2.30216517E-11  
  47               1.27002670E+00   1.27678435E+03   8.38732569E-01   1.60314042E-01   6.13753006E-07   4.79716976E-04   3.06612193E-04   6.01475812E-05   6.92471861E-05   1.10236663E-10  
  48               1.42967623E+00   1.31247072E+03   8.38745388E-01   1.60303621E-01   1.02619979E-06   4.80957918E-04   3.05374262E-04   6.01425715E-05   6.63668664E-05   3.95453821E-10  
  49               1.61133436E+00   1.35303512E+03   8.38759811E-01   1.60294396E-01   1.78862394E-06   4.83238506E-04   3.02895173E-04   6.01369583E-05   6.04757070E-05   1.55677356E-09  
  50               1.81982771E+00   1.38909316E+03   8.38772294E-01   1.60289589E-01   2.82327933E-06   4.86815426E-04   2.98882939E-04   6.01316850E-05   5.19083542E-05   4.74584509E-09  
  51               2.06047092E+00   1.43017649E+03   8.38784697E-01   1.60285308E-01   4.63604263E-06   4.91832560E-04   2.93384188E-04   6.01275664E-05   4.17002433E-05   1.57871116E-08  
  52               2.33704017E+00   1.46704280E+03   8.38787103E-01   1.60281961E-01   6.99670495E-06   4.97499695E-04   2.88267975E-04   6.01249936E-05   3.41296425E-05   4.24239890E-08  
  53               2.65017021E+00   1.50912547E+03   8.38789332E-01   1.60279506E-01   1.09831040E-05   5.03687860E-04   2.85769219E-04   6.01325696E-05   2.66820315E-05   7.67403587E-08  
