# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              H                CO               N2               H2S             
  19               3.92797609E-02   2.99366449E+02   8.38181880E-01   1.60484506E-01   7.33857312E-04   4.87212629E-04   1.61240739E-35   1.92423769E-05   5.54286400E-05   2.29854663E-05  
  20               4.61434841E-02   3.06076384E+02   8.38181880E-01   1.60484506E-01   7.33857505E-04   4.87212757E-04   1.01483790E-34   1.92423819E-05   5.54286547E-05   2.29854663E-05  
  21               5.41270822E-02   3.15114037E+02   8.38181879E-01   1.60484506E-01   7.33857706E-04   4.87212891E-04   1.09404093E-33   1.92423872E-05   5.54286699E-05   2.29854663E-05  
  22               6.34086746E-02   3.22389553E+02   8.38181879E-01   1.60484506E-01   7.33857916E-04   4.87213030E-04   6.61569564E-33   1.92423927E-05   5.54286859E-05   2.29854662E-05  
  23               7.41950817E-02   3.31967376E+02   8.38181879E-01   1.60484506E-01   7.33858134E-04   4.87213175E-04   6.40146186E-32   1.92423984E-05   5.54287025E-05   2.29854662E-05  
  24               8.67233557E-02   3.39856163E+02   8.38181877E-01   1.60484505E-01   7.33858365E-04   4.87213328E-04   3.71024454E-31   1.92424045E-05   5.54287200E-05   2.29854662E-05  
  25               1.01267367E-01   3.50127650E+02   8.38181877E-01   1.60484505E-01   7.33858602E-04   4.87213486E-04   3.31050352E-30   1.92424107E-05   5.54287380E-05   2.29854661E-05  
  26               1.18145808E-01   3.58791994E+02   8.38181855E-01   1.60484500E-01   7.33858861E-04   4.87213657E-04   1.87494715E-29   1.92424175E-05   5.54287577E-05   2.29854654E-05  
  27               1.37727127E-01   3.69867024E+02   8.38181858E-01   1.60484497E-01   7.33859100E-04   4.87213816E-04   1.55493949E-28   1.92424238E-05   5.54287759E-05   2.29854650E-05  
  28               1.60428138E-01   3.79456878E+02   8.38181859E-01   1.60484496E-01   7.33859404E-04   4.87214018E-04   8.67510735E-28   1.92424317E-05   5.54287989E-05   2.29854648E-05  
  29               1.86720507E-01   3.91619039E+02   8.38181861E-01   1.60484493E-01   7.33859677E-04   4.87214199E-04   6.91054060E-27   1.92424389E-05   5.54288197E-05   2.29854644E-05  
  30               2.17129216E-01   4.02544972E+02   8.38181864E-01   1.60484490E-01   7.33860185E-04   4.87214537E-04   3.96376903E-26   1.92424522E-05   5.54288582E-05   2.29854639E-05  
  31               2.52249717E-01   4.16153508E+02   8.38181538E-01   1.60484418E-01   7.33860487E-04   4.87214737E-04   3.11472840E-25   1.92424601E-05   5.54288812E-05   2.29854536E-05  
  32               2.92746351E-01   4.28601977E+02   8.38181581E-01   1.60484374E-01   7.33860288E-04   4.87214605E-04   1.81364340E-24   1.92424549E-05   5.54288664E-05   2.29854474E-05  
  33               3.39385504E-01   4.43823092E+02   8.38181590E-01   1.60484346E-01   7.33865989E-04   4.87218390E-04   1.38387037E-23   1.92426044E-05   5.54292971E-05   2.29854433E-05  
  34               3.93010383E-01   4.58154614E+02   8.38181506E-01   1.60484291E-01   7.33866318E-04   4.87218608E-04   8.22644796E-23   1.92426130E-05   5.54293221E-05   2.29854355E-05  
  35               4.54553911E-01   4.75545776E+02   8.38181219E-01   1.60484241E-01   7.33867020E-04   4.87219074E-04   6.26358153E-22   1.92426314E-05   5.54293753E-05   2.29854282E-05  
  36               5.25043506E-01   4.92438442E+02   8.38178407E-01   1.60483799E-01   7.33868066E-04   4.87219769E-04   3.90106411E-21   1.92426589E-05   5.54294545E-05   2.29853650E-05  
  37               6.05577985E-01   5.12878137E+02   8.38178964E-01   1.60483242E-01   7.33868240E-04   4.87219884E-04   3.06898266E-20   1.92426634E-05   5.54294679E-05   2.29852852E-05  
  38               6.97365532E-01   5.33028389E+02   8.38179348E-01   1.60482753E-01   7.33927276E-04   4.87259079E-04   1.99952850E-19   1.92442114E-05   5.54339271E-05   2.29852151E-05  
  39               8.01909870E-01   5.55569125E+02   8.38180209E-01   1.60481894E-01   7.33926184E-04   4.87258354E-04   1.39088470E-18   1.92441828E-05   5.54338449E-05   2.29850922E-05  
  40               9.20710938E-01   5.79314102E+02   8.38181556E-01   1.60480550E-01   7.33924697E-04   4.87257366E-04   9.11400678E-18   1.92441438E-05   5.54337328E-05   2.29848997E-05  
  41               1.05564176E+00   6.03258346E+02   8.38183328E-01   1.60478784E-01   7.33921749E-04   4.87255410E-04   5.20697158E-17   1.92440665E-05   5.54335105E-05   2.29846467E-05  
  42               1.20868870E+00   6.28495943E+02   8.38185550E-01   1.60476569E-01   7.33917866E-04   4.87252832E-04   2.83070920E-16   1.92439647E-05   5.54332175E-05   2.29843294E-05  
  43               1.38213520E+00   6.53923493E+02   8.38187902E-01   1.60474224E-01   7.33913416E-04   4.87249877E-04   1.36160512E-15   1.92438480E-05   5.54328818E-05   2.29839937E-05  
  44               1.57858759E+00   6.80755126E+02   8.38190353E-01   1.60471779E-01   7.33908906E-04   4.87246883E-04   6.28970223E-15   1.92437297E-05   5.54325416E-05   2.29836434E-05  
  45               1.80076027E+00   7.07747397E+02   8.38192578E-01   1.60469556E-01   7.33904648E-04   4.87244056E-04   2.60050324E-14   1.92436181E-05   5.54322204E-05   2.29833249E-05  
  46               2.05178206E+00   7.36208890E+02   8.38194646E-01   1.60467473E-01   7.33901042E-04   4.87241662E-04   1.03777456E-13   1.92435235E-05   5.54319485E-05   2.29830266E-05  
  47               2.33496401E+00   7.64786132E+02   8.38196338E-01   1.60465717E-01   7.33898222E-04   4.87239789E-04   3.74368824E-13   1.92434496E-05   5.54317361E-05   2.29827750E-05  
  48               2.65423455E+00   7.94926184E+02   8.38197729E-01   1.60464128E-01   7.33896451E-04   4.87238614E-04   1.31102605E-12   1.92434032E-05   5.54316030E-05   2.29825472E-05  
  49               3.01419253E+00   8.25169263E+02   8.38198791E-01   1.60462828E-01   7.33899529E-04   4.87240657E-04   4.19292741E-12   1.92434842E-05   5.54318362E-05   2.29823605E-05  
  50               3.41946588E+00   8.57059349E+02   8.38199883E-01   1.60461716E-01   7.33903435E-04   4.87243251E-04   1.30729089E-11   1.92435881E-05   5.54321321E-05   2.29824896E-05  
  51               3.87503994E+00   8.88940742E+02   8.38200737E-01   1.60460820E-01   7.33903026E-04   4.87242979E-04   3.74408629E-11   1.92435863E-05   5.54321020E-05   2.29916540E-05  
  52               4.38649109E+00   9.22535147E+02   8.38201423E-01   1.60460006E-01   7.33903153E-04   4.87243063E-04   1.04898970E-10   1.92436370E-05   5.54321125E-05   2.30193307E-05  
  53               4.95958415E+00   9.55978532E+02   8.38201769E-01   1.60459295E-01   7.33904350E-04   4.87243858E-04   2.71387504E-10   1.92439086E-05   5.54322039E-05   2.30961201E-05  
  54               5.60126625E+00   9.91192517E+02   8.38201212E-01   1.60458446E-01   7.33907833E-04   4.87246170E-04   6.89044450E-10   1.92451021E-05   5.54324680E-05   2.33111783E-05  
  55               6.31872305E+00   1.02611413E+03   8.38200056E-01   1.60457637E-01   7.33918913E-04   4.87253521E-04   1.62447689E-09   1.92502112E-05   5.54333064E-05   2.42853091E-05  
  56               7.11927602E+00   1.06286214E+03   8.38200832E-01   1.60456815E-01   7.33932055E-04   4.87262209E-04   3.77021706E-09   1.92697800E-05   5.54343039E-05   2.42851160E-05  
  57               8.01204686E+00   1.09915861E+03   8.38201808E-01   1.60455762E-01   7.33930541E-04   4.87260924E-04   8.16743331E-09   1.93420098E-05   5.54342198E-05   2.42848433E-05  
  58               9.00794001E+00   1.13748416E+03   8.38203202E-01   1.60454118E-01   7.33926785E-04   4.87256627E-04   1.75191763E-08   1.95862679E-05   5.54341259E-05   2.42843986E-05  
  59               1.01190281E+01   1.17525712E+03   8.38204854E-01   1.60451725E-01   7.33911938E-04   4.87235965E-04   3.52783598E-08   2.03365879E-05   5.54341503E-05   2.42837313E-05  
  60               1.13617396E+01   1.20987064E+03   8.38206067E-01   1.60448692E-01   7.33840511E-04   4.87133902E-04   6.40116928E-08   2.22875643E-05   5.54346535E-05   2.42828598E-05  
  61               1.27527665E+01   1.24519282E+03   8.38206843E-01   1.60444403E-01   7.33543192E-04   4.86721782E-04   1.13461030E-07   2.64373933E-05   5.54360147E-05   2.42816070E-05  
  62               1.43096839E+01   1.27807203E+03   8.38207143E-01   1.60439552E-01   7.32498294E-04   4.85330663E-04   1.86710455E-07   3.33213398E-05   5.54384419E-05   2.42801041E-05  
  63               1.60547339E+01   1.31243078E+03   8.38209513E-01   1.60433687E-01   7.29596014E-04   4.81642620E-04   3.05941860E-07   4.32454931E-05   5.54411914E-05   2.42781236E-05  
  64               1.80180453E+01   1.34493949E+03   8.38216867E-01   1.60428580E-01   7.23304820E-04   4.74203783E-04   4.74295215E-07   5.45152663E-05   5.54428650E-05   2.42759901E-05  
  65               2.02332616E+01   1.37967791E+03   8.38230822E-01   1.60423151E-01   7.12465789E-04   4.62245387E-04   7.41399029E-07   6.84603382E-05   5.54428664E-05   2.42732203E-05  
  66               2.27374283E+01   1.41325612E+03   8.38248325E-01   1.60418453E-01   6.98984233E-04   4.48329249E-04   1.11297715E-06   8.25844930E-05   5.54416320E-05   2.42700039E-05  
  67               2.55681556E+01   1.44984842E+03   8.38270008E-01   1.60412741E-01   6.82210245E-04   4.31212208E-04   1.69983267E-06   9.98402528E-05   5.54398880E-05   2.42635543E-05  
  68               2.87573859E+01   1.48597720E+03   8.38291451E-01   1.60407118E-01   6.65213906E-04   4.14032761E-04   2.52150724E-06   1.16969390E-04   5.54379073E-05   2.42587146E-05  
  69               3.23374973E+01   1.52570599E+03   8.38317015E-01   1.60400330E-01   6.45066497E-04   3.93312082E-04   3.81919234E-06   1.37653424E-04   5.54358575E-05   2.42337638E-05  
  70               3.63487971E+01   1.56536064E+03   8.38339677E-01   1.60393312E-01   6.25061296E-04   3.73118495E-04   5.64578919E-06   1.57776617E-04   5.54323781E-05   2.42254211E-05  
  71               4.08144392E+01   1.60877721E+03   8.38365763E-01   1.60385434E-01   6.03973690E-04   3.49353232E-04   8.49878997E-06   1.81455764E-04   5.54304977E-05   2.40771376E-05  
  72               4.57346574E+01   1.65226033E+03   8.38375546E-01   1.60374904E-01   5.81859333E-04   3.26912070E-04   1.25088972E-05   2.03784767E-04   5.54197299E-05   2.40603388E-05  
  73               5.10575396E+01   1.69961275E+03   8.38388935E-01   1.60365039E-01   5.72463576E-04   2.98034612E-04   1.87067722E-05   2.32530087E-04   5.54291839E-05   2.30442574E-05  
  74               5.67376403E+01   1.74737780E+03   8.38410879E-01   1.60356182E-01   5.48992957E-04   2.73403582E-04   2.74643335E-05   2.57008585E-04   5.54101311E-05   2.29992335E-05  
  75               6.27163306E+01   1.79454767E+03   8.38421629E-01   1.60346829E-01   5.29421779E-04   2.50300717E-04   3.93159442E-05   2.79937097E-04   5.53793742E-05   2.29128431E-05  
  76               6.88359876E+01   1.83845115E+03   8.38416117E-01   1.60337267E-01   5.18097849E-04   2.29877388E-04   5.38949872E-05   3.00177564E-04   5.53266225E-05   2.27418799E-05  
  77               7.48166211E+01   1.87915613E+03   8.38387659E-01   1.60325910E-01   5.17296826E-04   2.10153789E-04   7.12420397E-05   3.19715032E-04   5.52694837E-05   2.24348477E-05  
  78               8.12310448E+01   1.91930359E+03   8.38328812E-01   1.60311694E-01   5.31109036E-04   1.89579363E-04   9.25853916E-05   3.40099949E-04   5.51970178E-05   2.19560473E-05  
  79               8.71982211E+01   1.95502028E+03   8.38276491E-01   1.60300684E-01   5.48491336E-04   1.71761384E-04   1.15828957E-04   3.57756716E-04   5.51319855E-05   2.15325196E-05  
  80               9.24587625E+01   1.98435297E+03   8.38266751E-01   1.60296258E-01   5.40238431E-04   1.63352981E-04   1.38244212E-04   3.66007300E-04   5.50599543E-05   2.15102352E-05  
  81               9.82813495E+01   2.01584639E+03   8.38251993E-01   1.60291365E-01   5.31912429E-04   1.54850415E-04   1.66217246E-04   3.74328160E-04   5.49814034E-05   2.14843573E-05  
  82               1.04704383E+02   2.04835801E+03   8.38220166E-01   1.60284118E-01   5.24242987E-04   1.46991606E-04   1.99649202E-04   3.81977332E-04   5.48866955E-05   2.14569385E-05  
  83               1.10046067E+02   2.07457257E+03   8.38199411E-01   1.60279820E-01   5.18444707E-04   1.41026380E-04   2.30479746E-04   3.87768244E-04   5.48094744E-05   2.14333231E-05  
  84               1.14210169E+02   2.09393959E+03   8.38181444E-01   1.60276578E-01   5.14564667E-04   1.37006747E-04   2.55543124E-04   3.91651684E-04   5.47455056E-05   2.14158102E-05  
  85               1.18929205E+02   2.11557042E+03   8.38158792E-01   1.60272792E-01   5.10358867E-04   1.32656810E-04   2.86170407E-04   3.95842775E-04   5.46746787E-05   2.13948322E-05  
  86               1.24262610E+02   2.13883436E+03   8.38131016E-01   1.60268600E-01   5.06248187E-04   1.28370077E-04   3.22209462E-04   3.99949180E-04   5.45911853E-05   2.13719362E-05  
  87               1.30263845E+02   2.16434650E+03   8.38096406E-01   1.60263743E-01   5.01981428E-04   1.23895378E-04   3.65889049E-04   4.04215599E-04   5.44982175E-05   2.13451563E-05  
  88               1.36986008E+02   2.19159185E+03   8.38023983E-01   1.60252493E-01   4.97837450E-04   1.19513506E-04   4.17493622E-04   4.08342106E-04   5.43896761E-05   2.13146934E-05  
  89               1.42084914E+02   2.21171565E+03   8.37989307E-01   1.60248291E-01   4.94927507E-04   1.16439607E-04   4.59264947E-04   4.11232807E-04   5.43096967E-05   2.12912986E-05  
  90               1.45839373E+02   2.22603069E+03   8.37962748E-01   1.60245158E-01   4.93004660E-04   1.14395635E-04   4.90867237E-04   4.13140945E-04   5.42495472E-05   2.12743128E-05  
  91               1.50157869E+02   2.24226101E+03   8.37930616E-01   1.60241459E-01   4.90890960E-04   1.12140372E-04   5.28798497E-04   4.15237408E-04   5.41810091E-05   2.12542520E-05  
  92               1.55110399E+02   2.26025264E+03   8.37892420E-01   1.60237206E-01   4.88713328E-04   1.09799549E-04   5.73407025E-04   4.17395079E-04   5.41012181E-05   2.12315188E-05  
  93               1.60773023E+02   2.28032167E+03   8.37846479E-01   1.60232227E-01   4.86411761E-04   1.07308471E-04   6.26608829E-04   4.19673563E-04   5.40102004E-05   2.12051022E-05  
  94               1.67227692E+02   2.30244600E+03   8.37791606E-01   1.60226450E-01   4.84057918E-04   1.04735694E-04   6.89588854E-04   4.22000993E-04   5.39059449E-05   2.11748802E-05  
  95               1.74563428E+02   2.32667150E+03   8.37724245E-01   1.60219378E-01   4.81691918E-04   1.02118017E-04   7.63997582E-04   4.24334936E-04   5.37867563E-05   2.11404085E-05  
  96               1.82875243E+02   2.35320474E+03   8.37639172E-01   1.60211187E-01   4.84197845E-04   9.86197251E-05   8.52489938E-04   4.27542640E-04   5.36581062E-05   2.11202631E-05  
  97               1.92268311E+02   2.38172062E+03   8.37546842E-01   1.60202200E-01   4.82044917E-04   9.60168954E-05   9.55896057E-04   4.29777275E-04   5.35052104E-05   2.10763443E-05  
  98               2.02856497E+02   2.41272904E+03   8.37436286E-01   1.60191631E-01   4.79902867E-04   9.33724507E-05   1.07909977E-03   4.31997210E-04   5.33344972E-05   2.10256531E-05  
  99               2.14764305E+02   2.44571651E+03   8.37306729E-01   1.60179500E-01   4.77964897E-04   9.08800911E-05   1.22265706E-03   4.34005686E-04   5.31414232E-05   2.09693030E-05  
  100              2.28129066E+02   2.48117688E+03   8.37152645E-01   1.60165276E-01   4.76120805E-04   8.84167002E-05   1.39274138E-03   4.35913181E-04   5.29269033E-05   2.09050005E-05  
  101              2.43103410E+02   2.51854846E+03   8.36973180E-01   1.60148965E-01   4.74553832E-04   8.61625694E-05   1.59001034E-03   4.37534960E-04   5.26861844E-05   2.08341039E-05  
