# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              NH3              H2S              N2               H2O(s)          
  1                1.00000000E-05   2.77204277E+01   8.38088071E-01   1.60466559E-01   7.79780821E-04   5.30728734E-04   9.41679870E-05   2.29802589E-05   1.34226670E-05   0.00000000E+00  
  2                2.26458440E-04   3.42908495E+01   8.38088074E-01   1.60466560E-01   7.79778791E-04   5.30727353E-04   9.41677421E-05   2.29802590E-05   1.34226320E-05   0.00000000E+00  
  3                4.81270811E-04   3.87024499E+01   8.38088075E-01   1.60466560E-01   7.79778113E-04   5.30726891E-04   9.41676602E-05   2.29802590E-05   1.34226204E-05   0.00000000E+00  
  4                7.81454966E-04   4.09750287E+01   8.38088076E-01   1.60466560E-01   7.79777773E-04   5.30726660E-04   9.41676192E-05   2.29802590E-05   1.34226145E-05   0.00000000E+00  
  5                1.13502854E-03   4.35018799E+01   8.38088076E-01   1.60466560E-01   7.79777548E-04   5.30726506E-04   9.41675920E-05   2.29802590E-05   1.34226106E-05   0.00000000E+00  
  6                1.55131574E-03   4.50425955E+01   8.38088077E-01   1.60466560E-01   7.79777374E-04   5.30726388E-04   9.41675711E-05   2.29802590E-05   1.34226076E-05   0.00000000E+00  
  7                2.04132142E-03   4.71754556E+01   8.38088077E-01   1.60466560E-01   7.79777230E-04   5.30726290E-04   9.41675538E-05   2.29802590E-05   1.34226052E-05   0.00000000E+00  
  8                2.61781618E-03   4.84968136E+01   8.38088077E-01   1.60466560E-01   7.79777104E-04   5.30726205E-04   9.41675385E-05   2.29802590E-05   1.34226030E-05   0.00000000E+00  
  9                3.29555401E-03   5.05503482E+01   8.38088077E-01   1.60466560E-01   7.79776990E-04   5.30726127E-04   9.41675248E-05   2.29802590E-05   1.34226010E-05   0.00000000E+00  
  10               4.09205668E-03   5.18031912E+01   8.38088077E-01   1.60466560E-01   7.79776883E-04   5.30726054E-04   9.41675119E-05   2.29802590E-05   1.34225992E-05   0.00000000E+00  
  11               5.02741393E-03   5.38811420E+01   8.38088077E-01   1.60466560E-01   7.79776781E-04   5.30725985E-04   9.41674996E-05   2.29802590E-05   1.34225974E-05   0.00000000E+00  
  12               6.12456313E-03   5.51925154E+01   8.38088078E-01   1.60466560E-01   7.79776682E-04   5.30725917E-04   9.41674876E-05   2.29802590E-05   1.34225957E-05   0.00000000E+00  
  13               7.41054920E-03   5.73955893E+01   8.38088078E-01   1.60466561E-01   7.79776583E-04   5.30725850E-04   9.41674757E-05   2.29802591E-05   1.34225940E-05   0.00000000E+00  
  14               8.91669170E-03   5.88153885E+01   8.38088078E-01   1.60466561E-01   7.79776483E-04   5.30725782E-04   9.41674636E-05   2.29802591E-05   1.34225923E-05   0.00000000E+00  
  15               1.06787270E-02   6.12075553E+01   8.38088078E-01   1.60466561E-01   7.79776380E-04   5.30725712E-04   9.41674512E-05   2.29802591E-05   1.34225905E-05   0.00000000E+00  
  16               1.27373964E-02   6.28370068E+01   8.38088078E-01   1.60466561E-01   7.79776273E-04   5.30725639E-04   9.41674383E-05   2.29802591E-05   1.34225887E-05   0.00000000E+00  
  17               1.51399821E-02   6.54995742E+01   8.38088078E-01   1.60466561E-01   7.79776160E-04   5.30725562E-04   9.41674247E-05   2.29802591E-05   1.34225868E-05   0.00000000E+00  
  18               1.79414349E-02   6.73697942E+01   8.38088079E-01   1.60466561E-01   7.79776040E-04   5.30725480E-04   9.41674102E-05   2.29802591E-05   1.34225847E-05   0.00000000E+00  
  19               2.12055166E-02   7.03750321E+01   8.38088079E-01   1.60466561E-01   7.79775911E-04   5.30725392E-04   9.41673946E-05   2.29802591E-05   1.34225825E-05   0.00000000E+00  
  20               2.50046814E-02   7.26534802E+01   8.38088079E-01   1.60466561E-01   7.79775771E-04   5.30725298E-04   9.41673778E-05   2.29802591E-05   1.34225801E-05   0.00000000E+00  
  21               2.94145325E-02   7.62350691E+01   8.38088079E-01   1.60466561E-01   7.79775630E-04   5.30725201E-04   9.41673607E-05   2.29802591E-05   1.34225776E-05   0.00000000E+00  
  22               3.45235876E-02   7.91918361E+01   8.38088079E-01   1.60466561E-01   7.79775503E-04   5.30725115E-04   9.41673454E-05   2.29802591E-05   1.34225754E-05   0.00000000E+00  
  23               4.04405556E-02   8.32678314E+01   8.38088080E-01   1.60466561E-01   7.79775415E-04   5.30725055E-04   9.41673348E-05   2.29802591E-05   1.34225739E-05   0.00000000E+00  
  24               4.72948608E-02   8.74478168E+01   8.38088080E-01   1.60466561E-01   7.79775349E-04   5.30725010E-04   9.41673268E-05   2.29802591E-05   1.34225728E-05   0.00000000E+00  
  25               5.52420770E-02   9.18661374E+01   8.38088080E-01   1.60466561E-01   7.79775301E-04   5.30724978E-04   9.41673211E-05   2.29802591E-05   1.34225720E-05   0.00000000E+00  
  26               6.44633774E-02   9.64114677E+01   8.38088080E-01   1.60466561E-01   7.79775269E-04   5.30724955E-04   9.41673171E-05   2.29802591E-05   1.34225714E-05   0.00000000E+00  
  27               7.51710070E-02   1.01230378E+02   8.38088043E-01   1.60466554E-01   7.79775233E-04   5.30724931E-04   9.41673128E-05   2.29802581E-05   1.34225708E-05   3.54595875E-17  
  28               8.76133378E-02   1.06199265E+02   8.38087908E-01   1.60466528E-01   7.79775213E-04   5.30724918E-04   9.41673105E-05   2.29802544E-05   1.34225705E-05   4.50016719E-16  
  29               1.02081133E-01   1.11478732E+02   8.38087366E-01   1.60466424E-01   7.79775257E-04   5.30724947E-04   9.41673157E-05   2.29802395E-05   1.34225712E-05   4.79945965E-15  
  30               1.18908287E-01   1.16929880E+02   8.38085235E-01   1.60466016E-01   7.79775606E-04   5.30725185E-04   9.41673579E-05   2.29801811E-05   1.34225772E-05   4.74269378E-14  
  31               1.38483803E-01   1.22726822E+02   8.38077617E-01   1.60464558E-01   7.79776918E-04   5.30726078E-04   9.41675164E-05   2.29799722E-05   1.34225998E-05   4.20585702E-13  
  32               1.61264798E-01   1.28831005E+02   8.38000249E-01   1.60449744E-01   7.79782448E-04   5.30729842E-04   9.41681842E-05   2.29778508E-05   1.34226950E-05   3.45295687E-12  
  33               1.87788301E-01   1.35329998E+02   8.38087971E-01   1.60466540E-01   7.79846540E-04   5.30773464E-04   9.41759241E-05   2.29802561E-05   1.34237982E-05   2.54374618E-11  
  34               2.18685330E-01   1.42166029E+02   8.38088032E-01   1.60466552E-01   7.79806531E-04   5.30746233E-04   9.41710925E-05   2.29802578E-05   1.34231095E-05   1.72996539E-10  
  35               2.54677003E-01   1.49419057E+02   8.38087934E-01   1.60466533E-01   7.79870472E-04   5.30789752E-04   9.41788141E-05   2.29802551E-05   1.34242102E-05   1.05538546E-09  
  36               2.96606923E-01   1.57023356E+02   8.38087930E-01   1.60466532E-01   7.79870370E-04   5.30789683E-04   9.41788019E-05   2.29802550E-05   1.34242084E-05   5.84965470E-09  
  37               3.45471969E-01   1.65005607E+02   8.38087912E-01   1.60466529E-01   7.79870246E-04   5.30789598E-04   9.41787869E-05   2.29802545E-05   1.34242063E-05   2.65804698E-08  
  38               4.02459778E-01   1.72973217E+02   8.38087828E-01   1.60466513E-01   7.79870110E-04   5.30789506E-04   9.41787705E-05   2.29802522E-05   1.34242040E-05   1.27565133E-07  
  39               4.68964385E-01   1.81790897E+02   8.38087478E-01   1.60466446E-01   7.79869993E-04   5.30789426E-04   9.41787564E-05   2.29802426E-05   1.34242019E-05   5.44520294E-07  
  40               5.46597727E-01   1.91012879E+02   8.38086133E-01   1.60466188E-01   7.79870022E-04   5.30789446E-04   9.41787599E-05   2.29802057E-05   1.34242024E-05   2.14679942E-06  
  41               6.37041487E-01   2.00686084E+02   8.38081499E-01   1.60465301E-01   7.79870701E-04   5.30789908E-04   9.41788420E-05   2.29800787E-05   1.34242141E-05   7.66778746E-06  
  42               7.42136758E-01   2.10715822E+02   8.38066652E-01   1.60462458E-01   7.79873649E-04   5.30791914E-04   9.41791979E-05   2.29796716E-05   1.34242649E-05   2.53519574E-05  
  43               8.64054149E-01   2.21162746E+02   8.38023130E-01   1.60454125E-01   7.79884021E-04   5.30798974E-04   9.41804506E-05   2.29784782E-05   1.34244434E-05   7.71893459E-05  
  44               1.00546490E+00   2.31988457E+02   8.37526947E-01   1.60359122E-01   7.79915537E-04   5.30820424E-04   9.41842566E-05   2.29648729E-05   1.34249859E-05   6.68334454E-04  
  45               1.16977026E+00   2.43277701E+02   8.38087191E-01   1.60466391E-01   7.80357606E-04   5.31121302E-04   9.42376418E-05   2.29802347E-05   1.34325954E-05   0.00000000E+00  
  46               1.36093767E+00   2.55018529E+02   8.38087661E-01   1.60466481E-01   7.80049559E-04   5.30911641E-04   9.42004415E-05   2.29802476E-05   1.34272929E-05   0.00000000E+00  
  47               1.58338281E+00   2.67272811E+02   8.38087000E-01   1.60466354E-01   7.80482406E-04   5.31206242E-04   9.42527130E-05   2.29802295E-05   1.34347437E-05   0.00000000E+00  
  48               1.84197943E+00   2.80022649E+02   8.38087001E-01   1.60466354E-01   7.80481924E-04   5.31205914E-04   9.42526549E-05   2.29802295E-05   1.34347354E-05   0.00000000E+00  
  49               2.14222108E+00   2.93300672E+02   8.38087002E-01   1.60466355E-01   7.80481384E-04   5.31205546E-04   9.42525898E-05   2.29802296E-05   1.34347261E-05   0.00000000E+00  
  50               2.49039060E+00   3.07103194E+02   8.38087003E-01   1.60466355E-01   7.80480780E-04   5.31205136E-04   9.42525169E-05   2.29802296E-05   1.34347157E-05   0.00000000E+00  
  51               2.89347289E+00   3.21443074E+02   8.38087004E-01   1.60466355E-01   7.80480108E-04   5.31204678E-04   9.42524358E-05   2.29802296E-05   1.34347041E-05   0.00000000E+00  
  52               3.35910252E+00   3.36325482E+02   8.38087005E-01   1.60466355E-01   7.80479361E-04   5.31204170E-04   9.42523457E-05   2.29802296E-05   1.34346913E-05   0.00000000E+00  
  53               3.89595620E+00   3.51746806E+02   8.38087006E-01   1.60466355E-01   7.80478535E-04   5.31203608E-04   9.42522461E-05   2.29802297E-05   1.34346770E-05   0.00000000E+00  
  54               4.51497758E+00   3.67763439E+02   8.38086997E-01   1.60466353E-01   7.80477631E-04   5.31202992E-04   9.42521370E-05   2.29802294E-05   1.34346615E-05   0.00000000E+00  
  55               5.22792166E+00   3.84364019E+02   8.38086999E-01   1.60466353E-01   7.80476615E-04   5.31202301E-04   9.42520145E-05   2.29802293E-05   1.34346440E-05   0.00000000E+00  
  56               6.04676690E+00   4.01575015E+02   8.38087001E-01   1.60466353E-01   7.80475617E-04   5.31201622E-04   9.42518942E-05   2.29802293E-05   1.34346268E-05   0.00000000E+00  
  57               6.98324189E+00   4.19325747E+02   8.38087003E-01   1.60466353E-01   7.80474420E-04   5.31200807E-04   9.42517498E-05   2.29802294E-05   1.34346062E-05   0.00000000E+00  
  58               8.05000471E+00   4.37631233E+02   8.38086574E-01   1.60466271E-01   7.80472846E-04   5.31199735E-04   9.42515598E-05   2.29802176E-05   1.34345791E-05   0.00000000E+00  
  59               9.26328365E+00   4.56452835E+02   8.38086602E-01   1.60466228E-01   7.80477759E-04   5.31203079E-04   9.42521534E-05   2.29802114E-05   1.34346637E-05   0.00000000E+00  
  60               1.06392859E+01   4.75830307E+02   8.38086515E-01   1.60466216E-01   7.80476268E-04   5.31202065E-04   9.42519736E-05   2.29802097E-05   1.34346381E-05   0.00000000E+00  
  61               1.21941544E+01   4.95677917E+02   8.38086137E-01   1.60466220E-01   7.80474949E-04   5.31201167E-04   9.42518145E-05   2.29802103E-05   1.34346154E-05   0.00000000E+00  
  62               1.39445394E+01   5.16025997E+02   8.38085894E-01   1.60466462E-01   7.80475620E-04   5.31201623E-04   9.42518957E-05   2.29802449E-05   1.34346269E-05   0.00000000E+00  
  63               1.59108386E+01   5.36806912E+02   8.38085892E-01   1.60466460E-01   7.80477946E-04   5.31203206E-04   9.42521769E-05   2.29802446E-05   1.34346670E-05   0.00000000E+00  
  64               1.81237281E+01   5.58169137E+02   8.38083258E-01   1.60465953E-01   7.80473431E-04   5.31200133E-04   9.42516320E-05   2.29801720E-05   1.34345893E-05   0.00000000E+00  
  65               2.06129432E+01   5.80063754E+02   8.38083425E-01   1.60465679E-01   7.80531897E-04   5.31239926E-04   9.42586928E-05   2.29801328E-05   1.34355957E-05   0.00000000E+00  
  66               2.34055245E+01   6.02548877E+02   8.38083435E-01   1.60465673E-01   7.80529741E-04   5.31238459E-04   9.42584327E-05   2.29801320E-05   1.34355586E-05   0.00000000E+00  
  67               2.65250226E+01   6.25481599E+02   8.38083448E-01   1.60465664E-01   7.80527470E-04   5.31236913E-04   9.42581588E-05   2.29801307E-05   1.34355195E-05   0.00000000E+00  
  68               2.99929893E+01   6.48883110E+02   8.38083466E-01   1.60465650E-01   7.80525085E-04   5.31235290E-04   9.42578712E-05   2.29801287E-05   1.34354784E-05   0.00000000E+00  
  69               3.38493919E+01   6.72701927E+02   8.38083491E-01   1.60465630E-01   7.80522592E-04   5.31233593E-04   9.42575704E-05   2.29801257E-05   1.34354355E-05   0.00000000E+00  
  70               3.81462338E+01   6.97121905E+02   8.38083526E-01   1.60465599E-01   7.80519977E-04   5.31231813E-04   9.42572551E-05   2.29801214E-05   1.34353905E-05   0.00000000E+00  
  71               4.29311662E+01   7.22042187E+02   8.38083573E-01   1.60465557E-01   7.80517242E-04   5.31229952E-04   9.42569252E-05   2.29801153E-05   1.34353435E-05   0.00000000E+00  
  72               4.82488437E+01   7.47570489E+02   8.38083636E-01   1.60465498E-01   7.80514356E-04   5.31227988E-04   9.42565772E-05   2.29801068E-05   1.34352938E-05   0.00000000E+00  
  73               5.41436600E+01   7.73531296E+02   8.38083711E-01   1.60465419E-01   7.80511347E-04   5.31225939E-04   9.42562142E-05   2.29800955E-05   1.34352420E-05   0.00000000E+00  
  74               6.06681338E+01   8.00072641E+02   8.38083810E-01   1.60465317E-01   7.80508238E-04   5.31223823E-04   9.42558392E-05   2.29800808E-05   1.34351885E-05   0.00000000E+00  
  75               6.79095178E+01   8.27124053E+02   8.38083903E-01   1.60465182E-01   7.80505223E-04   5.31221772E-04   9.42554757E-05   2.29800614E-05   1.34351367E-05   0.00000000E+00  
  76               7.59784219E+01   8.54990099E+02   8.38084026E-01   1.60465015E-01   7.80503110E-04   5.31220333E-04   9.42552211E-05   2.29800373E-05   1.34351003E-05   0.00000000E+00  
  77               8.49650684E+01   8.83491385E+02   8.38084086E-01   1.60464798E-01   7.80500481E-04   5.31218544E-04   9.42549041E-05   2.29800058E-05   1.34350551E-05   0.00000000E+00  
  78               9.49352088E+01   9.12729633E+02   8.38084103E-01   1.60464530E-01   7.80500069E-04   5.31218263E-04   9.42548549E-05   2.29799665E-05   1.34350480E-05   0.00000000E+00  
  79               1.05927712E+02   9.42344675E+02   8.38084349E-01   1.60464269E-01   7.80500631E-04   5.31218646E-04   9.42549233E-05   2.29799277E-05   1.34350577E-05   0.00000000E+00  
  80               1.17974979E+02   9.72398490E+02   8.38084622E-01   1.60463977E-01   7.80496655E-04   5.31215940E-04   9.42544437E-05   2.29873590E-05   1.34349892E-05   0.00000000E+00  
  81               1.31132457E+02   1.00260109E+03   8.38084888E-01   1.60463658E-01   7.80492873E-04   5.31213366E-04   9.42539877E-05   2.30023660E-05   1.34349242E-05   0.00000000E+00  
  82               1.45554631E+02   1.03332486E+03   8.38085117E-01   1.60463307E-01   7.80489645E-04   5.31211169E-04   9.42535985E-05   2.30341384E-05   1.34348686E-05   0.00000000E+00  
  83               1.61382976E+02   1.06439065E+03   8.38085238E-01   1.60462926E-01   7.80487685E-04   5.31209834E-04   9.42533623E-05   2.30997907E-05   1.34348349E-05   0.00000000E+00  
  84               1.78734774E+02   1.09603751E+03   8.38085146E-01   1.60462499E-01   7.80487947E-04   5.31210009E-04   9.42533944E-05   2.32319647E-05   1.34348395E-05   0.00000000E+00  
  85               1.97698574E+02   1.12792637E+03   8.38084342E-01   1.60461959E-01   7.80506669E-04   5.31222736E-04   9.42556546E-05   2.34844262E-05   1.34351620E-05   0.00000000E+00  
  86               2.18363343E+02   1.16026677E+03   8.38083237E-01   1.60461465E-01   7.80502016E-04   5.31219496E-04   9.42550864E-05   2.42858374E-05   1.34350825E-05   0.00000000E+00  
  87               2.40856376E+02   1.19275985E+03   8.38083580E-01   1.60461111E-01   7.80497801E-04   5.31216277E-04   9.42545418E-05   2.42857147E-05   1.34350112E-05   0.00000000E+00  
  88               2.65308550E+02   1.22569728E+03   8.38083909E-01   1.60460763E-01   7.80494561E-04   5.31212743E-04   9.42540177E-05   2.42855618E-05   1.34349607E-05   0.00000000E+00  
  89               2.92024445E+02   1.25894691E+03   8.38084208E-01   1.60460430E-01   7.80493957E-04   5.31207883E-04   9.42535211E-05   2.42853697E-05   1.34349760E-05   0.00000000E+00  
  90               3.21282817E+02   1.29293088E+03   8.38084481E-01   1.60460104E-01   7.80499508E-04   5.31198652E-04   9.42530253E-05   2.42851204E-05   1.34351947E-05   0.00000000E+00  
  91               3.53316280E+02   1.32731438E+03   8.38084710E-01   1.60459794E-01   7.80516352E-04   5.31178249E-04   9.42523650E-05   2.42847985E-05   1.34360220E-05   0.00000000E+00  
  92               3.88316318E+02   1.36239282E+03   8.38084901E-01   1.60459494E-01   7.80546028E-04   5.31137246E-04   9.42509178E-05   2.42843755E-05   1.34385682E-05   0.00000000E+00  
  93               4.26458829E+02   1.39772576E+03   8.38085043E-01   1.60459214E-01   7.80579196E-04   5.31071318E-04   9.42469718E-05   2.42838278E-05   1.34456543E-05   0.00000000E+00  
  94               4.67996657E+02   1.43367647E+03   8.38085141E-01   1.60458944E-01   7.80601882E-04   5.30980299E-04   9.42362914E-05   2.42831074E-05   1.34636518E-05   0.00000000E+00  
  95               5.13128305E+02   1.46979772E+03   8.38085170E-01   1.60458692E-01   7.80606199E-04   5.30864329E-04   9.42093062E-05   2.42821689E-05   1.35047199E-05   0.00000000E+00  
  96               5.61129922E+02   1.50575736E+03   8.38085132E-01   1.60458451E-01   7.80593745E-04   5.30721244E-04   9.41491470E-05   2.42806784E-05   1.35849382E-05   0.00000000E+00  
  97               6.12897522E+02   1.54170607E+03   8.38084984E-01   1.60458218E-01   7.80548884E-04   5.30548554E-04   9.40312904E-05   2.42792991E-05   1.37159634E-05   0.00000000E+00  
  98               6.69341623E+02   1.57846838E+03   8.38084761E-01   1.60457994E-01   7.80515180E-04   5.30336803E-04   9.38337423E-05   2.42755622E-05   1.38902695E-05   0.00000000E+00  
  99               7.31436390E+02   1.61595702E+03   8.38084288E-01   1.60457743E-01   7.80396933E-04   5.30082984E-04   9.35727796E-05   2.42734151E-05   1.40620530E-05   0.00000000E+00  
  100              8.00269125E+02   1.65488694E+03   8.38083634E-01   1.60457518E-01   7.80464567E-04   5.29773443E-04   9.33026275E-05   2.42606244E-05   1.42040562E-05   0.00000000E+00  
  101              8.77097340E+02   1.69507732E+03   8.37988292E-01   1.60439161E-01   7.80170747E-04   5.29346001E-04   9.31407875E-05   2.42545921E-05   1.42795288E-05   0.00000000E+00  
