# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CO               CH4              N2               H2S             
  49               3.04530371E+00   1.18214684E+03   8.38425728E-01   1.60441146E-01   7.34788933E-08   5.21732160E-04   2.28810866E-04   2.84196703E-04   5.88435023E-05   2.42813454E-05  
  50               3.42633031E+00   1.22096232E+03   8.38444254E-01   1.60421653E-01   1.42647633E-07   5.21484261E-04   2.30284945E-04   2.83857703E-04   5.88409484E-05   2.42774358E-05  
  51               3.85385468E+00   1.25353791E+03   8.38458377E-01   1.60405823E-01   2.38350177E-07   5.20584109E-04   2.34081531E-04   2.82551980E-04   5.88396945E-05   2.42739159E-05  
  52               4.33561952E+00   1.29261324E+03   8.38477478E-01   1.60384819E-01   4.29941255E-07   5.17805515E-04   2.42585826E-04   2.78498896E-04   5.88391081E-05   2.42687802E-05  
  53               4.88272836E+00   1.32527173E+03   8.38493427E-01   1.60370728E-01   6.76921734E-07   5.10616964E-04   2.57766014E-04   2.68350192E-04   5.88403295E-05   2.42644295E-05  
  54               5.51206870E+00   1.36462451E+03   8.38520382E-01   1.60354517E-01   1.14518339E-06   4.95691952E-04   2.81435755E-04   2.48318400E-04   5.88404576E-05   2.42580347E-05  
  55               6.24557286E+00   1.39742719E+03   8.38546306E-01   1.60346407E-01   1.71089779E-06   4.75986121E-04   3.04906519E-04   2.25958977E-04   5.88392756E-05   2.42520640E-05  
  56               7.10583110E+00   1.43730423E+03   8.38580364E-01   1.60336659E-01   2.74112900E-06   4.50901721E-04   3.31662201E-04   1.98860093E-04   5.88368135E-05   2.42319239E-05  
  57               8.11069368E+00   1.47051619E+03   8.38599750E-01   1.60331414E-01   3.92232447E-06   4.34167621E-04   3.48473935E-04   1.82364596E-04   5.88346914E-05   2.42249034E-05  
  58               9.27466573E+00   1.51129857E+03   8.38624891E-01   1.60324250E-01   6.02365847E-06   4.14123280E-04   3.69680016E-04   1.60940000E-04   5.88339671E-05   2.41256332E-05  
  59               1.06083722E+01   1.54543884E+03   8.38632486E-01   1.60319444E-01   8.36407632E-06   4.02714621E-04   3.81244075E-04   1.49441960E-04   5.88317066E-05   2.41141812E-05  
  60               1.21132155E+01   1.58788130E+03   8.38646295E-01   1.60313118E-01   1.25017358E-05   3.91004529E-04   3.99520551E-04   1.31058143E-04   5.88379134E-05   2.35765523E-05  
  61               1.37850755E+01   1.62412743E+03   8.38642255E-01   1.60307298E-01   1.71502518E-05   3.81644920E-04   4.09295882E-04   1.21253990E-04   5.88333191E-05   2.35547687E-05  
  62               1.56011812E+01   1.66946610E+03   8.38642807E-01   1.60300666E-01   2.53694120E-05   3.79243660E-04   4.27202381E-04   1.03265681E-04   5.88460585E-05   2.24461111E-05  
  63               1.75339660E+01   1.70949550E+03   8.38639564E-01   1.60295581E-01   3.50148206E-05   3.71607609E-04   4.37492262E-04   9.29158279E-05   5.88337276E-05   2.23732941E-05  
  64               1.95332613E+01   1.75940981E+03   8.38621487E-01   1.60286708E-01   5.20654976E-05   3.66615763E-04   4.53337199E-04   7.69809656E-05   5.88235261E-05   2.21146469E-05  
  65               2.14798612E+01   1.80382261E+03   8.38561447E-01   1.60274187E-01   7.26292692E-05   3.77779644E-04   4.66750613E-04   6.34833840E-05   5.88141479E-05   2.16409972E-05  
  66               2.32750658E+01   1.84239445E+03   8.38462376E-01   1.60261488E-01   9.56714594E-05   4.26289979E-04   4.80631744E-04   4.95536178E-05   5.88293068E-05   2.07553939E-05  
  67               2.48659096E+01   1.87426892E+03   8.38447005E-01   1.60258148E-01   1.18998652E-04   4.21665061E-04   4.85239130E-04   4.48951538E-05   5.88010960E-05   2.07483475E-05  
  68               2.66198460E+01   1.90797545E+03   8.38425349E-01   1.60254410E-01   1.48670522E-04   4.17369802E-04   4.89502488E-04   4.05730179E-05   5.87761360E-05   2.07385386E-05  
  69               2.80249917E+01   1.93332214E+03   8.38393853E-01   1.60249308E-01   1.74727625E-04   4.14577222E-04   4.92255633E-04   3.77658890E-05   5.87565304E-05   2.07295945E-05  
  70               2.90394579E+01   1.95134824E+03   8.38377134E-01   1.60247066E-01   1.95526452E-04   4.12727444E-04   4.94084870E-04   3.59019751E-05   5.87395813E-05   2.07219360E-05  
  71               3.01820692E+01   1.97063766E+03   8.38357031E-01   1.60244554E-01   2.19899144E-04   4.10949923E-04   4.95839183E-04   3.41084444E-05   5.87212191E-05   2.07130574E-05  
  72               3.14717621E+01   1.99210581E+03   8.38331775E-01   1.60241560E-01   2.49984531E-04   4.09091960E-04   4.97670954E-04   3.22314172E-05   5.87005935E-05   2.07012418E-05  
  73               3.29210637E+01   2.01500050E+03   8.38301315E-01   1.60238155E-01   2.85574323E-04   4.07330355E-04   4.99404510E-04   3.04466786E-05   5.86756655E-05   2.06871443E-05  
  74               3.45421682E+01   2.04001483E+03   8.38263498E-01   1.60234105E-01   3.29164551E-04   4.05567694E-04   5.01150268E-04   2.86421688E-05   5.86465904E-05   2.06690084E-05  
  75               3.56983985E+01   2.05695262E+03   8.38204845E-01   1.60225390E-01   3.61500530E-04   4.04474397E-04   5.02180676E-04   2.75505096E-05   5.86263350E-05   2.06546708E-05  
  76               3.64947428E+01   2.06866487E+03   8.38183701E-01   1.60223269E-01   3.85451682E-04   4.03761791E-04   5.02894417E-04   2.68070769E-05   5.86112325E-05   2.06443029E-05  
  77               3.74106771E+01   2.08150554E+03   8.38159281E-01   1.60220835E-01   4.13010028E-04   4.03031274E-04   5.03600413E-04   2.60669655E-05   5.85941416E-05   2.06324547E-05  
  78               3.84603155E+01   2.09626242E+03   8.38129240E-01   1.60217873E-01   4.46762680E-04   4.02239467E-04   5.04398910E-04   2.52284820E-05   5.85753740E-05   2.06176877E-05  
  79               3.96628646E+01   2.11241407E+03   8.38094161E-01   1.60214478E-01   4.86044174E-04   4.01419838E-04   5.05185600E-04   2.43958160E-05   5.85526820E-05   2.06004358E-05  
  80               4.10360240E+01   2.13069543E+03   8.38051249E-01   1.60210371E-01   5.33945647E-04   4.00527113E-04   5.06039512E-04   2.34881460E-05   5.85273515E-05   2.05789699E-05  
  81               4.25988793E+01   2.15057291E+03   8.38000767E-01   1.60205615E-01   5.90045489E-04   3.99652229E-04   5.06870199E-04   2.25957266E-05   5.84973527E-05   2.05540022E-05  
  82               4.43715939E+01   2.17268732E+03   8.37939412E-01   1.60199895E-01   6.58024208E-04   3.98734848E-04   5.07736011E-04   2.16581293E-05   5.84636935E-05   2.05234463E-05  
  83               4.63759032E+01   2.19653476E+03   8.37867040E-01   1.60193234E-01   7.37926456E-04   3.97851587E-04   5.08560734E-04   2.07510399E-05   5.84244923E-05   2.04878363E-05  
  84               4.86346729E+01   2.22263652E+03   8.37779701E-01   1.60185268E-01   8.34110646E-04   3.96959147E-04   5.09385552E-04   1.98308952E-05   5.83804424E-05   2.04449926E-05  
  85               5.11727567E+01   2.25053617E+03   8.37676656E-01   1.60175959E-01   9.47293579E-04   3.96117333E-04   5.10150931E-04   1.89562548E-05   5.83298497E-05   2.03952588E-05  
  86               5.40163660E+01   2.28060849E+03   8.37553337E-01   1.60164896E-01   1.08248223E-03   3.95298336E-04   5.10882572E-04   1.80987019E-05   5.82730298E-05   2.03365269E-05  
  87               5.71943994E+01   2.31248930E+03   8.37406093E-01   1.60151574E-01   1.24143356E-03   3.94541569E-04   5.11538953E-04   1.72969024E-05   5.82084037E-05   2.02688373E-05  
  88               6.07368172E+01   2.34637577E+03   8.37226049E-01   1.60136090E-01   1.42955471E-03   3.99645968E-04   5.12387860E-04   1.63033553E-05   5.81413717E-05   2.02215320E-05  
  89               6.46781005E+01   2.38204310E+03   8.37023765E-01   1.60118243E-01   1.65016604E-03   3.99134326E-04   5.12897137E-04   1.56072822E-05   5.80606328E-05   2.01323085E-05  
  90               6.90549894E+01   2.41948979E+03   8.36786680E-01   1.60097397E-01   1.90852694E-03   3.98682913E-04   5.13321266E-04   1.49695509E-05   5.79703210E-05   2.00310188E-05  
  91               7.39100454E+01   2.45870377E+03   8.36509401E-01   1.60073084E-01   2.21049570E-03   3.98292904E-04   5.13657206E-04   1.43894269E-05   5.78695984E-05   1.99167580E-05  
  92               7.92856528E+01   2.49941420E+03   8.36188462E-01   1.60045007E-01   2.55982145E-03   3.97978928E-04   5.13890015E-04   1.38786238E-05   5.77572178E-05   1.97899120E-05  
  93               8.52353140E+01   2.54188421E+03   8.35814905E-01   1.60012379E-01   2.96626183E-03   3.97727587E-04   5.14032168E-04   1.34190066E-05   5.76326542E-05   1.96485685E-05  
  94               9.18166343E+01   2.58556302E+03   8.35388213E-01   1.59975168E-01   3.43033421E-03   3.97570124E-04   5.14055237E-04   1.30359459E-05   5.74938362E-05   1.94951059E-05  
  95               9.91005632E+01   2.63111053E+03   8.34893071E-01   1.59932027E-01   3.96873179E-03   3.97477787E-04   5.13986296E-04   1.26935744E-05   5.73405289E-05   1.93257031E-05  
  96               1.07165028E+02   2.67757635E+03   8.34335346E-01   1.59883487E-01   4.57499884E-03   3.97502342E-04   5.13780893E-04   1.24342260E-05   5.71696508E-05   1.91458263E-05  
  97               1.16105069E+02   2.72568725E+03   8.33697108E-01   1.59827974E-01   5.26866850E-03   3.97618345E-04   5.13463365E-04   1.22224928E-05   5.69805324E-05   1.89514915E-05  
  98               1.26025401E+02   2.77490329E+03   8.32979927E-01   1.59765637E-01   6.04798351E-03   3.97860108E-04   5.13006909E-04   1.20799152E-05   5.67703581E-05   1.87465871E-05  
  99               1.37050519E+02   2.82545664E+03   8.32172664E-01   1.59695506E-01   6.92504870E-03   3.98230891E-04   5.12411593E-04   1.19957446E-05   5.65370868E-05   1.85304296E-05  
  100              1.49321316E+02   2.87753506E+03   8.31263352E-01   1.59616539E-01   7.91286396E-03   3.98739516E-04   5.11672548E-04   1.19627785E-05   5.62782182E-05   1.83025789E-05  
  101              1.63001160E+02   2.93048390E+03   8.30260709E-01   1.59529512E-01   9.00188255E-03   3.99429895E-04   5.10758219E-04   1.20058326E-05   5.59898444E-05   1.80689403E-05  
