# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              NH3              N2               H2S              H2O(s)          
  40               9.13523628E-02   1.64921610E+02   8.38112078E-01   1.60471155E-01   7.78443888E-04   5.29122911E-04   4.15361266E-05   4.01367247E-05   2.29805591E-05   1.15277067E-07  
  41               1.06223778E-01   1.73481280E+02   8.38111771E-01   1.60471096E-01   7.78443832E-04   5.29122873E-04   4.15361236E-05   4.01367218E-05   2.29805507E-05   4.81375610E-07  
  42               1.23503651E-01   1.81884724E+02   8.38110353E-01   1.60470825E-01   7.78444028E-04   5.29123006E-04   4.15361340E-05   4.01367319E-05   2.29805118E-05   2.17051941E-06  
  43               1.43575266E-01   1.91242498E+02   8.38105745E-01   1.60469942E-01   7.78445476E-04   5.29123990E-04   4.15362113E-05   4.01368065E-05   2.29803854E-05   7.65833388E-06  
  44               1.66868420E-01   2.00416704E+02   8.38087992E-01   1.60466543E-01   7.78450959E-04   5.29127716E-04   4.15365038E-05   4.01370892E-05   2.29798987E-05   2.88017020E-05  
  45               1.93879143E-01   2.10527889E+02   8.38038831E-01   1.60457131E-01   7.78472218E-04   5.29142167E-04   4.15376382E-05   4.01381854E-05   2.29785507E-05   8.73385260E-05  
  46               2.25183228E-01   2.20484146E+02   8.37562454E-01   1.60365920E-01   7.78535469E-04   5.29185160E-04   4.15410131E-05   4.01414466E-05   2.29654887E-05   6.54828813E-04  
  47               2.61453226E-01   2.31372126E+02   8.38111292E-01   1.60471004E-01   7.79033192E-04   5.29523472E-04   4.15675706E-05   4.01671093E-05   2.29805375E-05   0.00000000E+00  
  48               3.03500760E-01   2.42170558E+02   8.38111361E-01   1.60471018E-01   7.78987327E-04   5.29492296E-04   4.15651233E-05   4.01647445E-05   2.29805394E-05   0.00000000E+00  
  49               3.52275212E-01   2.53911980E+02   8.38112040E-01   1.60471148E-01   7.78534110E-04   5.29184236E-04   4.15409406E-05   4.01413765E-05   2.29805580E-05   0.00000000E+00  
  50               4.08891644E-01   2.65656522E+02   8.38111266E-01   1.60470999E-01   7.79050710E-04   5.29535379E-04   4.15685053E-05   4.01680126E-05   2.29805368E-05   0.00000000E+00  
  51               4.74602579E-01   2.78359767E+02   8.38111260E-01   1.60470998E-01   7.79054400E-04   5.29537887E-04   4.15687022E-05   4.01682028E-05   2.29805367E-05   0.00000000E+00  
  52               5.50784607E-01   2.91132187E+02   8.38111261E-01   1.60470999E-01   7.79053855E-04   5.29537516E-04   4.15686731E-05   4.01681747E-05   2.29805367E-05   0.00000000E+00  
  53               6.39076731E-01   3.04860968E+02   8.38111262E-01   1.60470999E-01   7.79053242E-04   5.29537100E-04   4.15686404E-05   4.01681431E-05   2.29805367E-05   0.00000000E+00  
  54               7.41329564E-01   3.18726928E+02   8.38111263E-01   1.60470999E-01   7.79052556E-04   5.29536634E-04   4.15686038E-05   4.01681078E-05   2.29805367E-05   0.00000000E+00  
  55               8.59648185E-01   3.33563853E+02   8.38111264E-01   1.60470999E-01   7.79051790E-04   5.29536113E-04   4.15685629E-05   4.01680683E-05   2.29805368E-05   0.00000000E+00  
  56               9.96484416E-01   3.48602744E+02   8.38111265E-01   1.60470999E-01   7.79050934E-04   5.29535531E-04   4.15685173E-05   4.01680242E-05   2.29805368E-05   0.00000000E+00  
  57               1.15470995E+00   3.64655580E+02   8.38111263E-01   1.60470999E-01   7.79049984E-04   5.29534885E-04   4.15684666E-05   4.01679752E-05   2.29805367E-05   0.00000000E+00  
  58               1.33756177E+00   3.80969852E+02   8.38111265E-01   1.60470999E-01   7.79048926E-04   5.29534166E-04   4.15684101E-05   4.01679207E-05   2.29805367E-05   0.00000000E+00  
  59               1.54859037E+00   3.98335401E+02   8.38110981E-01   1.60470944E-01   7.79047760E-04   5.29533373E-04   4.15683479E-05   4.01678605E-05   2.29805289E-05   0.00000000E+00  
  60               1.79165989E+00   4.15978905E+02   8.38111011E-01   1.60470917E-01   7.79046239E-04   5.29532340E-04   4.15682668E-05   4.01677821E-05   2.29805250E-05   0.00000000E+00  
  61               2.07130151E+00   4.34708583E+02   8.38111013E-01   1.60470917E-01   7.79044621E-04   5.29531240E-04   4.15681804E-05   4.01676987E-05   2.29805250E-05   0.00000000E+00  
  62               2.39267339E+00   4.53732813E+02   8.38110994E-01   1.60470913E-01   7.79047867E-04   5.29533446E-04   4.15683536E-05   4.01678661E-05   2.29805244E-05   0.00000000E+00  
  63               2.76129964E+00   4.73877807E+02   8.38110596E-01   1.60470847E-01   7.79046207E-04   5.29532318E-04   4.15682651E-05   4.01677805E-05   2.29805150E-05   0.00000000E+00  
  64               3.18304965E+00   4.94288314E+02   8.38110302E-01   1.60471142E-01   7.79045848E-04   5.29532074E-04   4.15682459E-05   4.01677620E-05   2.29805572E-05   0.00000000E+00  
  65               3.66429185E+00   5.15820040E+02   8.38107520E-01   1.60470597E-01   7.79043780E-04   5.29530668E-04   4.15681356E-05   4.01676554E-05   2.29804792E-05   0.00000000E+00  
  66               4.21340083E+00   5.37620762E+02   8.38107813E-01   1.60470312E-01   7.79039277E-04   5.29527607E-04   4.15678953E-05   4.01674233E-05   2.29804383E-05   0.00000000E+00  
  67               4.83983843E+00   5.60643294E+02   8.38107849E-01   1.60470276E-01   7.79039227E-04   5.29527574E-04   4.15678927E-05   4.01674207E-05   2.29804332E-05   0.00000000E+00  
  68               5.55324449E+00   5.83948282E+02   8.38107817E-01   1.60470198E-01   7.79100722E-04   5.29569372E-04   4.15711739E-05   4.01705914E-05   2.29804221E-05   0.00000000E+00  
  69               6.36334950E+00   6.08477691E+02   8.38107924E-01   1.60470095E-01   7.79098348E-04   5.29567759E-04   4.15710473E-05   4.01704691E-05   2.29804073E-05   0.00000000E+00  
  70               7.27970258E+00   6.33192388E+02   8.38108090E-01   1.60469935E-01   7.79095101E-04   5.29565552E-04   4.15708740E-05   4.01703017E-05   2.29803844E-05   0.00000000E+00  
  71               8.31571585E+00   6.59125625E+02   8.38108349E-01   1.60469682E-01   7.79091464E-04   5.29563080E-04   4.15706800E-05   4.01701142E-05   2.29803481E-05   0.00000000E+00  
  72               9.48721078E+00   6.85304446E+02   8.38108716E-01   1.60469322E-01   7.79087404E-04   5.29560320E-04   4.15704634E-05   4.01699049E-05   2.29802966E-05   0.00000000E+00  
  73               1.08097899E+01   7.12745761E+02   8.38109241E-01   1.60468804E-01   7.79082802E-04   5.29557192E-04   4.15702178E-05   4.01696676E-05   2.29802225E-05   0.00000000E+00  
  74               1.22989437E+01   7.40402592E+02   8.38109910E-01   1.60468140E-01   7.79077662E-04   5.29553699E-04   4.15699436E-05   4.01694027E-05   2.29801273E-05   0.00000000E+00  
  75               1.39704999E+01   7.69224563E+02   8.38110763E-01   1.60467285E-01   7.79071833E-04   5.29549736E-04   4.15696326E-05   4.01691022E-05   2.29800048E-05   0.00000000E+00  
  76               1.58460494E+01   7.98275443E+02   8.38111728E-01   1.60466294E-01   7.79065480E-04   5.29545418E-04   4.15692936E-05   4.01687746E-05   2.29798628E-05   0.00000000E+00  
  77               1.79575709E+01   8.28602771E+02   8.38112712E-01   1.60465117E-01   7.79058613E-04   5.29540751E-04   4.15689272E-05   4.01684207E-05   2.29796939E-05   0.00000000E+00  
  78               2.03353857E+01   8.59398787E+02   8.38113713E-01   1.60463864E-01   7.79051669E-04   5.29536031E-04   4.15685567E-05   4.01680627E-05   2.29795141E-05   0.00000000E+00  
  79               2.30063128E+01   8.91375352E+02   8.38114991E-01   1.60462581E-01   7.79048648E-04   5.29533977E-04   4.15683955E-05   4.01679070E-05   2.29793292E-05   0.00000000E+00  
  80               2.59922344E+01   9.23769863E+02   8.38116232E-01   1.60461320E-01   7.79045693E-04   5.29531969E-04   4.15682379E-05   4.01677547E-05   2.29855662E-05   0.00000000E+00  
  81               2.93113722E+01   9.56942396E+02   8.38117417E-01   1.60460084E-01   7.79037541E-04   5.29526427E-04   4.15678029E-05   4.01673344E-05   2.30007680E-05   0.00000000E+00  
  82               3.29946207E+01   9.90448261E+02   8.38118428E-01   1.60458918E-01   7.79029684E-04   5.29521087E-04   4.15673837E-05   4.01669294E-05   2.30389490E-05   0.00000000E+00  
  83               3.70878305E+01   1.02472582E+03   8.38119160E-01   1.60457792E-01   7.79022774E-04   5.29516389E-04   4.15670150E-05   4.01665732E-05   2.31330445E-05   0.00000000E+00  
  84               4.16314662E+01   1.05951731E+03   8.38118964E-01   1.60456622E-01   7.79018387E-04   5.29513406E-04   4.15667811E-05   4.01663472E-05   2.33510112E-05   0.00000000E+00  
  85               4.66599601E+01   1.09490361E+03   8.38118137E-01   1.60455566E-01   7.79020522E-04   5.29514843E-04   4.15668955E-05   4.01664578E-05   2.42849750E-05   0.00000000E+00  
  86               5.22025959E+01   1.13065740E+03   8.38118898E-01   1.60454742E-01   7.79028642E-04   5.29520271E-04   4.15673320E-05   4.01668798E-05   2.42847805E-05   0.00000000E+00  
  87               5.82945678E+01   1.16682510E+03   8.38119570E-01   1.60453981E-01   7.79021014E-04   5.29514576E-04   4.15669441E-05   4.01665058E-05   2.42845557E-05   0.00000000E+00  
  88               6.49874507E+01   1.20334899E+03   8.38120120E-01   1.60453263E-01   7.79012941E-04   5.29506582E-04   4.15666158E-05   4.01661922E-05   2.42842792E-05   0.00000000E+00  
  89               7.23632873E+01   1.24044457E+03   8.38120565E-01   1.60452559E-01   7.78998932E-04   5.29486236E-04   4.15663555E-05   4.01659569E-05   2.42839205E-05   0.00000000E+00  
  90               8.04933856E+01   1.27810203E+03   8.38120940E-01   1.60451852E-01   7.78956852E-04   5.29417347E-04   4.15661418E-05   4.01658181E-05   2.42834423E-05   0.00000000E+00  
  91               8.94352769E+01   1.31629041E+03   8.38121369E-01   1.60451135E-01   7.78818402E-04   5.29201252E-04   4.15658545E-05   4.01658061E-05   2.42827981E-05   0.00000000E+00  
  92               9.92338458E+01   1.35490255E+03   8.38122086E-01   1.60450418E-01   7.78439826E-04   5.28669285E-04   4.15650100E-05   4.01659576E-05   2.42819319E-05   0.00000000E+00  
  93               1.09926046E+02   1.39378829E+03   8.38123275E-01   1.60449704E-01   7.77674141E-04   5.27712907E-04   4.15623085E-05   4.01665960E-05   2.42807694E-05   0.00000000E+00  
  94               1.21577045E+02   1.43298131E+03   8.38124910E-01   1.60448950E-01   7.76489757E-04   5.26346385E-04   4.15542758E-05   4.01687943E-05   2.42791924E-05   0.00000000E+00  
  95               1.34279435E+02   1.47244968E+03   8.38126909E-01   1.60448108E-01   7.74890888E-04   5.24568933E-04   4.15322012E-05   4.01752028E-05   2.42770182E-05   0.00000000E+00  
  96               1.48149112E+02   1.51242012E+03   8.38129340E-01   1.60447152E-01   7.72867041E-04   5.22321787E-04   4.14773067E-05   4.01916221E-05   2.42724479E-05   0.00000000E+00  
  97               1.63258926E+02   1.55266315E+03   8.38132010E-01   1.60446017E-01   7.70293786E-04   5.19575619E-04   4.13592131E-05   4.02280682E-05   2.42691684E-05   0.00000000E+00  
  98               1.79645669E+02   1.59324456E+03   8.38135108E-01   1.60444763E-01   7.67429714E-04   5.16272074E-04   4.11528790E-05   4.02965549E-05   2.42528712E-05   0.00000000E+00  
  99               1.97322013E+02   1.63373923E+03   8.38137724E-01   1.60443158E-01   7.63796331E-04   5.12451364E-04   4.08830080E-05   4.03922889E-05   2.42478014E-05   0.00000000E+00  
  100              2.16247103E+02   1.67419425E+03   8.38140402E-01   1.60441531E-01   7.60726976E-04   5.08059632E-04   4.06350901E-05   4.05080137E-05   2.41927520E-05   0.00000000E+00  
  101              2.36428819E+02   1.71417013E+03   8.38050392E-01   1.60421840E-01   7.56110917E-04   5.03205986E-04   4.04977860E-05   4.05580606E-05   2.41826543E-05   0.00000000E+00  
