# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              CO               H                N2               H2S             
  17               2.66259766E-02   2.23281973E+02   8.38142587E-01   1.60476983E-01   7.64265132E-04   5.15868664E-04   3.73788885E-06   2.22586717E-48   5.23656221E-05   2.29833172E-05  
  18               3.13681146E-02   2.31749557E+02   8.38141886E-01   1.60476848E-01   7.64737029E-04   5.16187188E-04   3.74019681E-06   1.48295088E-46   5.23979556E-05   2.29832980E-05  
  19               3.68857483E-02   2.38069476E+02   8.38141891E-01   1.60476849E-01   7.64733493E-04   5.16184802E-04   3.74017952E-06   2.73972084E-45   5.23977136E-05   2.29832982E-05  
  20               4.33052081E-02   2.46445479E+02   8.38141885E-01   1.60476848E-01   7.64737644E-04   5.16187603E-04   3.74019982E-06   1.06077622E-43   5.23979982E-05   2.29832980E-05  
  21               5.07706239E-02   2.52843256E+02   8.38141884E-01   1.60476848E-01   7.64737932E-04   5.16187798E-04   3.74020123E-06   1.44020986E-42   5.23980182E-05   2.29832980E-05  
  22               5.94542209E-02   2.61352921E+02   8.38141884E-01   1.60476848E-01   7.64738219E-04   5.16187992E-04   3.74020263E-06   3.87775045E-41   5.23980381E-05   2.29832980E-05  
  23               6.95522938E-02   2.68012057E+02   8.38141884E-01   1.60476848E-01   7.64738512E-04   5.16188189E-04   3.74020407E-06   4.32396870E-40   5.23980584E-05   2.29832980E-05  
  24               8.12925948E-02   2.76840501E+02   8.38141883E-01   1.60476848E-01   7.64738822E-04   5.16188399E-04   3.74020559E-06   9.03149220E-39   5.23980800E-05   2.29832979E-05  
  25               9.49356882E-02   2.83964023E+02   8.38141883E-01   1.60476848E-01   7.64739152E-04   5.16188621E-04   3.74020720E-06   8.97983127E-38   5.23981028E-05   2.29832979E-05  
  26               1.10784917E-01   2.93286643E+02   8.38141882E-01   1.60476848E-01   7.64739501E-04   5.16188857E-04   3.74020890E-06   1.56283685E-36   5.23981270E-05   2.29832979E-05  
  27               1.29190976E-01   3.00969278E+02   8.38141881E-01   1.60476848E-01   7.64739871E-04   5.16189107E-04   3.74021072E-06   1.41736860E-35   5.23981527E-05   2.29832979E-05  
  28               1.50563443E-01   3.10839256E+02   8.38141881E-01   1.60476847E-01   7.64740263E-04   5.16189372E-04   3.74021264E-06   2.08802909E-34   5.23981799E-05   2.29832979E-05  
  29               1.75372575E-01   3.19224415E+02   8.38141880E-01   1.60476847E-01   7.64740681E-04   5.16189653E-04   3.74021468E-06   1.77519052E-33   5.23982089E-05   2.29832979E-05  
  30               2.04157651E-01   3.29973403E+02   8.38141879E-01   1.60476847E-01   7.64741123E-04   5.16189952E-04   3.74021684E-06   2.39335928E-32   5.23982396E-05   2.29832978E-05  
  31               2.37529959E-01   3.39490155E+02   8.38141878E-01   1.60476847E-01   7.64741595E-04   5.16190271E-04   3.74021915E-06   2.06266327E-31   5.23982723E-05   2.29832978E-05  
  32               2.76186343E-01   3.51497258E+02   8.38141877E-01   1.60476847E-01   7.64742095E-04   5.16190608E-04   3.74022159E-06   2.68479150E-30   5.23983070E-05   2.29832978E-05  
  33               3.20924370E-01   3.62363066E+02   8.38141869E-01   1.60476845E-01   7.64742632E-04   5.16190971E-04   3.74022422E-06   2.34031585E-29   5.23983443E-05   2.29832975E-05  
  34               3.72645717E-01   3.75828736E+02   8.38141869E-01   1.60476844E-01   7.64743192E-04   5.16191349E-04   3.74022696E-06   2.91688296E-28   5.23983831E-05   2.29832973E-05  
  35               4.32348064E-01   3.88457819E+02   8.38141868E-01   1.60476843E-01   7.64743820E-04   5.16191772E-04   3.74023003E-06   2.62995659E-27   5.23984267E-05   2.29832972E-05  
  36               5.01155736E-01   4.04048682E+02   8.38141570E-01   1.60476785E-01   7.64744463E-04   5.16192207E-04   3.74023318E-06   3.32691190E-26   5.23984713E-05   2.29832889E-05  
  37               5.80288704E-01   4.19236363E+02   8.38141600E-01   1.60476754E-01   7.64744988E-04   5.16192560E-04   3.74023574E-06   3.26865757E-25   5.23985078E-05   2.29832845E-05  
  38               6.71068550E-01   4.37951547E+02   8.38141601E-01   1.60476747E-01   7.64745460E-04   5.16192879E-04   3.74023806E-06   4.44324347E-24   5.23985409E-05   2.29832835E-05  
  39               7.74901711E-01   4.57326442E+02   8.38141521E-01   1.60476720E-01   7.64752767E-04   5.16197812E-04   3.74027379E-06   5.27913039E-23   5.23990422E-05   2.29832796E-05  
  40               8.93519226E-01   4.77290180E+02   8.38141163E-01   1.60476690E-01   7.64753931E-04   5.16198597E-04   3.74027948E-06   5.47005915E-22   5.23991227E-05   2.29832754E-05  
  41               1.02892659E+00   4.97963679E+02   8.38138191E-01   1.60476348E-01   7.64755938E-04   5.16199952E-04   3.74028930E-06   5.04719167E-21   5.23992611E-05   2.29832264E-05  
  42               1.18335457E+00   5.19272279E+02   8.38138570E-01   1.60475972E-01   7.64754611E-04   5.16199056E-04   3.74028281E-06   4.13574125E-20   5.23991710E-05   2.29831725E-05  
  43               1.35937817E+00   5.41341775E+02   8.38138769E-01   1.60475767E-01   7.64757695E-04   5.16201138E-04   3.74029790E-06   3.06355788E-19   5.23993833E-05   2.29831432E-05  
  44               1.55985039E+00   5.64097820E+02   8.38139032E-01   1.60475396E-01   7.64819434E-04   5.16242811E-04   3.74059985E-06   2.04617398E-18   5.24036147E-05   2.29830899E-05  
  45               1.78783296E+00   5.87654884E+02   8.38139612E-01   1.60474814E-01   7.64820187E-04   5.16243319E-04   3.74060354E-06   1.24967819E-17   5.24036674E-05   2.29830067E-05  
  46               2.04686992E+00   6.11927853E+02   8.38140492E-01   1.60473935E-01   7.64819880E-04   5.16243112E-04   3.74060203E-06   6.95854923E-17   5.24036476E-05   2.29828807E-05  
  47               2.34081541E+00   6.37033246E+02   8.38141728E-01   1.60472701E-01   7.64818903E-04   5.16242452E-04   3.74059726E-06   3.57630315E-16   5.24035821E-05   2.29827040E-05  
  48               2.67412228E+00   6.62882024E+02   8.38143305E-01   1.60471126E-01   7.64817234E-04   5.16241326E-04   3.74058909E-06   1.69209669E-15   5.24034693E-05   2.29824785E-05  
  49               3.05151856E+00   6.89593234E+02   8.38145161E-01   1.60469273E-01   7.64814992E-04   5.16239812E-04   3.74057813E-06   7.45063083E-15   5.24033173E-05   2.29822131E-05  
  50               3.47785587E+00   7.17036071E+02   8.38147161E-01   1.60467272E-01   7.64812440E-04   5.16238090E-04   3.74056565E-06   3.04055291E-14   5.24031443E-05   2.29819265E-05  
  51               3.95878952E+00   7.45327340E+02   8.38149183E-01   1.60465238E-01   7.64809940E-04   5.16236403E-04   3.74055343E-06   1.16129332E-13   5.24029752E-05   2.29816351E-05  
  52               4.50107109E+00   7.74371965E+02   8.38151091E-01   1.60463282E-01   7.64807906E-04   5.16235029E-04   3.74054349E-06   4.14482596E-13   5.24028381E-05   2.29813549E-05  
  53               5.11286622E+00   8.04331961E+02   8.38152730E-01   1.60461440E-01   7.64806750E-04   5.16234249E-04   3.74053788E-06   1.39665812E-12   5.24027616E-05   2.29810908E-05  
  54               5.80277413E+00   8.35119850E+02   8.38154145E-01   1.60459775E-01   7.64807285E-04   5.16234610E-04   3.74054082E-06   4.43745422E-12   5.24028011E-05   2.29808519E-05  
  55               6.57924943E+00   8.66812944E+02   8.38155566E-01   1.60458335E-01   7.64811839E-04   5.16237684E-04   3.74056506E-06   1.33688220E-11   5.24031164E-05   2.29806445E-05  
  56               7.45066342E+00   8.99244610E+02   8.38156775E-01   1.60457083E-01   7.64816726E-04   5.16240983E-04   3.74060038E-06   3.80696113E-11   5.24034548E-05   2.29882601E-05  
  57               8.42743942E+00   9.32490625E+02   8.38157768E-01   1.60455990E-01   7.64818207E-04   5.16241982E-04   3.74066880E-06   1.03048825E-10   5.24035600E-05   2.30093694E-05  
  58               9.52130246E+00   9.66462495E+02   8.38158462E-01   1.60455021E-01   7.64820831E-04   5.16243754E-04   3.74098345E-06   2.65172450E-10   5.24037438E-05   2.30679736E-05  
  59               1.07450525E+01   1.00121971E+03   8.38158669E-01   1.60454112E-01   7.64825859E-04   5.16247147E-04   3.74238005E-06   6.51685601E-10   5.24040925E-05   2.32229279E-05  
  60               1.21112196E+01   1.03666790E+03   8.38158117E-01   1.60453196E-01   7.64836967E-04   5.16254641E-04   3.74822230E-06   1.52992596E-09   5.24048583E-05   2.36060013E-05  
  61               1.36320083E+01   1.07276132E+03   8.38157528E-01   1.60452370E-01   7.64856831E-04   5.16268020E-04   3.77079956E-06   3.43743517E-09   5.24062263E-05   2.42844643E-05  
  62               1.53209285E+01   1.10946526E+03   8.38158183E-01   1.60451625E-01   7.64858671E-04   5.16269061E-04   3.85003754E-06   7.40723109E-09   5.24063751E-05   2.42842549E-05  
  63               1.71990021E+01   1.14683839E+03   8.38158799E-01   1.60450746E-01   7.64859937E-04   5.16268654E-04   4.09778146E-06   1.53668344E-08   5.24065830E-05   2.42839639E-05  
  64               1.92898639E+01   1.18502346E+03   8.38159282E-01   1.60449584E-01   7.64856065E-04   5.16259001E-04   4.76456559E-06   3.08428449E-08   5.24069869E-05   2.42835349E-05  
  65               2.16189610E+01   1.22179076E+03   8.38159370E-01   1.60448110E-01   7.64817727E-04   5.16198505E-04   6.20855625E-06   5.76293312E-08   5.24077389E-05   2.42829463E-05  
  66               2.42139079E+01   1.25669124E+03   8.38159134E-01   1.60446337E-01   7.64628917E-04   5.15933747E-04   8.60912060E-06   1.00325972E-07   5.24088328E-05   2.42821838E-05  
  67               2.71006227E+01   1.29188039E+03   8.38159289E-01   1.60444160E-01   7.63968602E-04   5.15062843E-04   1.20653459E-05   1.69911071E-07   5.24101818E-05   2.42811610E-05  
  68               3.03045430E+01   1.32639512E+03   8.38161089E-01   1.60441877E-01   7.62160611E-04   5.12829919E-04   1.64480452E-05   2.76375817E-07   5.24110547E-05   2.42798931E-05  
  69               3.38650445E+01   1.36211141E+03   8.38165818E-01   1.60439408E-01   7.58347423E-04   5.08448836E-04   2.21698507E-05   4.45383571E-07   5.24115179E-05   2.42782280E-05  
  70               3.78276564E+01   1.39788639E+03   8.38173676E-01   1.60436923E-01   7.52271256E-04   5.01963856E-04   2.90494742E-05   6.99460034E-07   5.24111233E-05   2.42761133E-05  
  71               4.22455195E+01   1.43542966E+03   8.38184376E-01   1.60433947E-01   7.43953047E-04   4.93374096E-04   3.77608807E-05   1.09670477E-06   5.24104910E-05   2.42731522E-05  
  72               4.71644236E+01   1.47352473E+03   8.38197041E-01   1.60430553E-01   7.33989745E-04   4.83199018E-04   4.79319759E-05   1.68831958E-06   5.24099081E-05   2.42690098E-05  
  73               5.26209983E+01   1.51372247E+03   8.38212385E-01   1.60426379E-01   7.21734773E-04   4.70692685E-04   6.04115772E-05   2.60176040E-06   5.24099044E-05   2.42624511E-05  
  74               5.86375013E+01   1.55473678E+03   8.38229358E-01   1.60421626E-01   7.07870062E-04   4.56483508E-04   7.45680081E-05   3.94943699E-06   5.24113590E-05   2.42513328E-05  
  75               6.52329772E+01   1.59799787E+03   8.38246761E-01   1.60415555E-01   6.91557868E-04   4.39672804E-04   9.13052193E-05   6.00017448E-06   5.24176221E-05   2.42288725E-05  
  76               7.24391198E+01   1.64215041E+03   8.38265681E-01   1.60409318E-01   6.76037954E-04   4.21056857E-04   1.09828064E-04   8.98361921E-06   5.24287042E-05   2.40779890E-05  
  77               8.02537304E+01   1.68868393E+03   8.38273202E-01   1.60399297E-01   6.55619886E-04   4.00253014E-04   1.30500891E-04   1.34549163E-05   5.24472205E-05   2.40620763E-05  
  78               8.86364782E+01   1.73309482E+03   8.38278526E-01   1.60391736E-01   6.52528987E-04   3.78282669E-04   1.52332332E-04   1.93297550E-05   5.24611506E-05   2.32026186E-05  
  79               9.75704428E+01   1.77857541E+03   8.38295505E-01   1.60384265E-01   6.33164229E-04   3.57843641E-04   1.72602890E-04   2.75096087E-05   5.24492988E-05   2.31731970E-05  
  80               1.07010999E+02   1.82148639E+03   8.38304376E-01   1.60377056E-01   6.17620451E-04   3.39629796E-04   1.90631487E-04   3.76577605E-05   5.23927883E-05   2.31201109E-05  
  81               1.16764936E+02   1.86441803E+03   8.38301883E-01   1.60368431E-01   6.05628778E-04   3.20785277E-04   2.09258939E-04   5.08530693E-05   5.23346325E-05   2.30062654E-05  
  82               1.26528572E+02   1.90296162E+03   8.38282479E-01   1.60359252E-01   6.02238980E-04   3.04057802E-04   2.25766292E-04   6.56684145E-05   5.22394957E-05   2.28121677E-05  
  83               1.37006975E+02   1.94347189E+03   8.38235322E-01   1.60346102E-01   6.09088313E-04   2.84290195E-04   2.45276206E-04   8.50547539E-05   5.21484660E-05   2.24648581E-05  
  84               1.47101563E+02   1.97855458E+03   8.38160160E-01   1.60332190E-01   6.40226308E-04   2.63598046E-04   2.65747503E-04   1.05266093E-04   5.20362154E-05   2.18999154E-05  
  85               1.56373970E+02   2.01071244E+03   8.38153764E-01   1.60327078E-01   6.29706161E-04   2.52840801E-04   2.76271535E-04   1.27289204E-04   5.19410050E-05   2.18776190E-05  
  86               1.66624062E+02   2.04277798E+03   8.38142424E-01   1.60322164E-01   6.20607338E-04   2.43489033E-04   2.85369778E-04   1.52598393E-04   5.18096965E-05   2.18563367E-05  
  87               1.77962946E+02   2.07815475E+03   8.38125423E-01   1.60316353E-01   6.10598107E-04   2.33175646E-04   2.95377642E-04   1.85393254E-04   5.16789319E-05   2.18284069E-05  
  88               1.87702475E+02   2.10554997E+03   8.38096672E-01   1.60309873E-01   6.03985615E-04   2.26314308E-04   3.01975110E-04   2.14196131E-04   5.15452554E-05   2.18074161E-05  
  89               1.95393549E+02   2.12786679E+03   8.38079834E-01   1.60305980E-01   5.98325273E-04   2.20424398E-04   3.07643081E-04   2.40560227E-04   5.14545262E-05   2.17873366E-05  
  90               2.04086462E+02   2.15049917E+03   8.38059501E-01   1.60302154E-01   5.93526200E-04   2.15396084E-04   3.12432075E-04   2.69465584E-04   5.13319913E-05   2.17686328E-05  
  91               2.13925330E+02   2.17691034E+03   8.38032633E-01   1.60297255E-01   5.87600001E-04   2.09172903E-04   3.18360476E-04   3.07111883E-04   5.12095347E-05   2.17429893E-05  
  92               2.25020987E+02   2.20380933E+03   8.38000521E-01   1.60292304E-01   5.82581723E-04   2.03827157E-04   3.23384227E-04   3.49096433E-04   5.10525579E-05   2.17181584E-05  
  93               2.37505941E+02   2.23449288E+03   8.37958663E-01   1.60286101E-01   5.76669622E-04   1.97497732E-04   3.29323277E-04   4.02990234E-04   5.08911314E-05   2.16855808E-05  
  94               2.46814564E+02   2.25508719E+03   8.37896334E-01   1.60276123E-01   5.73421317E-04   1.93995552E-04   3.32525722E-04   4.42114665E-04   5.07545787E-05   2.16640191E-05  
  95               2.53388823E+02   2.27063972E+03   8.37870451E-01   1.60272739E-01   5.70584527E-04   1.90949960E-04   3.35353815E-04   4.74203043E-04   5.06724666E-05   2.16455132E-05  
  96               2.60930148E+02   2.28634703E+03   8.37842436E-01   1.60269389E-01   5.68422929E-04   1.88567308E-04   3.37504955E-04   5.07684507E-04   5.05618002E-05   2.16289316E-05  
  97               2.69607413E+02   2.30515643E+03   8.37806578E-01   1.60265032E-01   5.65529602E-04   1.85400874E-04   3.40386243E-04   5.50759064E-04   5.04452836E-05   2.16064649E-05  
  98               2.79563576E+02   2.32500314E+03   8.37763772E-01   1.60260044E-01   5.63023875E-04   1.82592398E-04   3.42876413E-04   5.98640292E-04   5.03013962E-05   2.15837039E-05  
  99               2.90963954E+02   2.34681050E+03   8.37709016E-01   1.60254399E-01   5.65057697E-04   1.78797910E-04   3.46333833E-04   6.54745961E-04   5.01392970E-05   2.15721346E-05  
  100              3.03983542E+02   2.37097879E+03   8.37650734E-01   1.60248234E-01   5.62546814E-04   1.75770412E-04   3.48938679E-04   7.21603874E-04   4.99519904E-05   2.15427978E-05  
  101              3.18814109E+02   2.39724311E+03   8.37581834E-01   1.60241191E-01   5.60133495E-04   1.72774965E-04   3.51448025E-04   7.99848071E-04   4.97378376E-05   2.15099658E-05  
