# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   3.78344451E+02   8.38501963E-01   1.60510504E-01   8.96666887E-26   5.29440216E-04   3.64935920E-04   6.05817934E-05   0.00000000E+00   0.00000000E+00  
  2                1.71376231E-05   4.40075769E+02   8.38501825E-01   1.60510664E-01   1.17562498E-21   5.29429777E-04   3.64928730E-04   6.05805971E-05   0.00000000E+00   0.00000000E+00  
  3                2.52135242E-05   4.64669330E+02   8.38501868E-01   1.60510656E-01   2.30028806E-20   5.29413961E-04   3.64917838E-04   6.05787835E-05   0.00000000E+00   0.00000000E+00  
  4                3.47047112E-05   4.85232248E+02   8.38501921E-01   1.60510647E-01   2.16769444E-19   5.29395056E-04   3.64904820E-04   6.05766149E-05   0.00000000E+00   0.00000000E+00  
  5                4.59469949E-05   5.00020727E+02   8.38501952E-01   1.60510633E-01   9.39466179E-19   5.29389893E-04   3.64901276E-04   6.05760182E-05   0.00000000E+00   0.00000000E+00  
  6                5.93158988E-05   5.15487671E+02   8.38502021E-01   1.60510602E-01   4.02449200E-18   5.29376708E-04   3.64892203E-04   6.05745033E-05   0.00000000E+00   0.00000000E+00  
  7                7.52576638E-05   5.27143579E+02   8.38502074E-01   1.60510561E-01   1.10789673E-17   5.29373564E-04   3.64890052E-04   6.05741372E-05   0.00000000E+00   0.00000000E+00  
  8                9.43083436E-05   5.40448039E+02   8.38502196E-01   1.60510466E-01   3.39443517E-17   5.29365005E-04   3.64884168E-04   6.05731514E-05   0.00000000E+00   0.00000000E+00  
  9                1.17099968E-04   5.50875200E+02   8.38502309E-01   1.60510359E-01   7.67950857E-17   5.29363628E-04   3.64883234E-04   6.05729873E-05   0.00000000E+00   0.00000000E+00  
  10               1.44384137E-04   5.63550540E+02   8.38502581E-01   1.60510108E-01   2.03302452E-16   5.29357309E-04   3.64878894E-04   6.05722578E-05   0.00000000E+00   0.00000000E+00  
  11               1.77051553E-04   5.73769049E+02   8.38502846E-01   1.60509838E-01   4.23085763E-16   5.29356609E-04   3.64878426E-04   6.05721712E-05   0.00000000E+00   0.00000000E+00  
  12               2.16165099E-04   5.86418030E+02   8.38503477E-01   1.60509221E-01   1.03403790E-15   5.29351542E-04   3.64874949E-04   6.05715849E-05   0.00000000E+00   0.00000000E+00  
  13               2.62990952E-04   5.96635784E+02   8.38504072E-01   1.60508597E-01   2.02876494E-15   5.29350970E-04   3.64874570E-04   6.05715130E-05   0.00000000E+00   0.00000000E+00  
  14               3.19044854E-04   6.09244257E+02   8.38505421E-01   1.60507247E-01   4.60916021E-15   5.29346383E-04   3.64871423E-04   6.05709818E-05   0.00000000E+00   0.00000000E+00  
  15               3.86136056E-04   6.19359850E+02   8.38506513E-01   1.60505992E-01   8.51406119E-15   5.29345480E-04   3.64870815E-04   6.05708720E-05   0.00000000E+00   0.00000000E+00  
  16               4.66447072E-04   6.31883946E+02   8.38509048E-01   1.60503422E-01   1.80652850E-14   5.29340709E-04   3.64867541E-04   6.05703197E-05   0.00000000E+00   0.00000000E+00  
  17               5.62623570E-04   6.41948796E+02   8.38511192E-01   1.60501283E-01   3.17217759E-14   5.29339022E-04   3.64866392E-04   6.05701203E-05   0.00000000E+00   0.00000000E+00  
  18               6.77826984E-04   6.54558034E+02   8.38515392E-01   1.60496865E-01   6.39678781E-14   5.29333533E-04   3.64862622E-04   6.05694858E-05   0.00000000E+00   0.00000000E+00  
  19               8.15825431E-04   6.64773008E+02   8.38518824E-01   1.60493439E-01   1.08579230E-13   5.29330593E-04   3.64860610E-04   6.05691431E-05   0.00000000E+00   0.00000000E+00  
  20               9.81115560E-04   6.77609856E+02   8.38525632E-01   1.60486648E-01   2.10657583E-13   5.29323913E-04   3.64856019E-04   6.05683725E-05   0.00000000E+00   0.00000000E+00  
  21               1.17905735E-03   6.87989264E+02   8.38530504E-01   1.60481784E-01   3.46678991E-13   5.29319537E-04   3.64853016E-04   6.05678655E-05   0.00000000E+00   0.00000000E+00  
  22               1.41603543E-03   7.01032855E+02   8.38539813E-01   1.60472490E-01   6.47936766E-13   5.29312201E-04   3.64847974E-04   6.05670199E-05   0.00000000E+00   0.00000000E+00  
  23               1.69965489E-03   7.11557916E+02   8.38545869E-01   1.60466440E-01   1.03490290E-12   5.29306454E-04   3.64844026E-04   6.05663562E-05   0.00000000E+00   0.00000000E+00  
  24               2.03892730E-03   7.24845313E+02   8.38557237E-01   1.60455071E-01   1.87148570E-12   5.29303684E-04   3.64842129E-04   6.05660331E-05   0.00000000E+00   0.00000000E+00  
  25               2.44456282E-03   7.35614461E+02   8.38564118E-01   1.60448185E-01   2.92114904E-12   5.29297415E-04   3.64837821E-04   6.05653096E-05   0.00000000E+00   0.00000000E+00  
  26               2.92931350E-03   7.49303268E+02   8.38577007E-01   1.60435298E-01   5.15919970E-12   5.29281681E-04   3.64826988E-04   6.05635031E-05   0.00000000E+00   0.00000000E+00  
  27               3.50816031E-03   7.60591450E+02   8.38584682E-01   1.60427588E-01   7.97721532E-12   5.29274497E-04   3.64822048E-04   6.05626751E-05   0.00000000E+00   0.00000000E+00  
  28               4.19926856E-03   7.74941956E+02   8.38598645E-01   1.60413566E-01   1.39215801E-11   5.29257552E-04   3.64810380E-04   6.05607302E-05   0.00000000E+00   0.00000000E+00  
  29               5.02432983E-03   7.86875604E+02   8.38606741E-01   1.60405346E-01   2.14089005E-11   5.29249783E-04   3.64805037E-04   6.05598353E-05   0.00000000E+00   0.00000000E+00  
  30               6.00897012E-03   8.02061595E+02   8.38621029E-01   1.60390820E-01   3.71132524E-11   5.29232229E-04   3.64792949E-04   6.05578208E-05   0.00000000E+00   0.00000000E+00  
  31               7.18328396E-03   8.14987969E+02   8.38629499E-01   1.60381962E-01   5.74326676E-11   5.29223564E-04   3.64786987E-04   6.05568234E-05   0.00000000E+00   0.00000000E+00  
  32               8.58258401E-03   8.31337207E+02   8.38643436E-01   1.60367260E-01   9.98428005E-11   5.29205679E-04   3.64774671E-04   6.05547711E-05   0.00000000E+00   0.00000000E+00  
  33               1.02479900E-02   8.45503684E+02   8.38652012E-01   1.60358014E-01   1.56230337E-10   5.29196305E-04   3.64768221E-04   6.05536928E-05   0.00000000E+00   0.00000000E+00  
  34               1.22270957E-02   8.63385182E+02   8.38665125E-01   1.60343567E-01   2.74586144E-10   5.29178523E-04   3.64755975E-04   6.05516523E-05   0.00000000E+00   0.00000000E+00  
  35               1.45744029E-02   8.79359130E+02   8.38674674E-01   1.60334040E-01   4.40505568E-10   5.29168207E-04   3.64748874E-04   6.05504661E-05   0.00000000E+00   1.19756899E-15  
  36               1.73521656E-02   8.99258502E+02   8.38688203E-01   1.60320552E-01   7.89462992E-10   5.29151173E-04   3.64737143E-04   6.05485114E-05   0.00000000E+00   8.65337684E-15  
  37               2.06305967E-02   9.17333932E+02   8.38697340E-01   1.60311445E-01   1.29865126E-09   5.29140885E-04   3.64730062E-04   6.05473285E-05   0.00000000E+00   8.65286297E-15  
  38               2.44903426E-02   9.39548908E+02   8.38709028E-01   1.60299807E-01   2.37074168E-09   5.29125854E-04   3.64719712E-04   6.05456029E-05   0.00000000E+00   6.75411441E-14  
  39               2.90293787E-02   9.60157953E+02   8.38716984E-01   1.60291894E-01   4.00680837E-09   5.29116523E-04   3.64713289E-04   6.05445295E-05   4.54296090E-16   6.75375507E-14  
  40               3.43592975E-02   9.85185857E+02   8.38726134E-01   1.60282801E-01   7.46615799E-09   5.29104479E-04   3.64704998E-04   6.05431458E-05   2.17610283E-15   2.09658038E-13  
  41               4.06034168E-02   1.00884175E+03   8.38732260E-01   1.60276715E-01   1.29745017E-08   5.29097032E-04   3.64699874E-04   6.05422881E-05   8.65681393E-15   5.70877450E-13  
  42               4.78952197E-02   1.03746961E+03   8.38738654E-01   1.60270358E-01   2.48258951E-08   5.29088365E-04   3.64693909E-04   6.05412908E-05   4.32782453E-14   1.84811344E-12  
  43               5.63745114E-02   1.06524061E+03   8.38742831E-01   1.60266191E-01   4.48303741E-08   5.29083054E-04   3.64690258E-04   6.05406775E-05   1.85357293E-13   5.35332314E-12  
  44               6.61863604E-02   1.09834176E+03   8.38746636E-01   1.60262365E-01   8.82682338E-08   5.29077662E-04   3.64686554E-04   6.05400549E-05   9.68110699E-13   1.80616591E-11  
  45               7.74753567E-02   1.13065290E+03   8.38748918E-01   1.60260010E-01   1.63865581E-07   5.29074534E-04   3.64684422E-04   6.05396913E-05   4.33755027E-12   5.45780385E-11  
  46               9.04161929E-02   1.16844402E+03   8.38750670E-01   1.60258077E-01   3.26756726E-07   5.29071682E-04   3.64682526E-04   6.05393591E-05   2.28135721E-11   1.87198730E-10  
  47               1.05218918E-01   1.20586400E+03   8.38751498E-01   1.60256916E-01   6.18016905E-07   5.29070062E-04   3.64681665E-04   6.05391674E-05   1.04880063E-10   5.81043255E-10  
  48               1.22092125E-01   1.24931498E+03   8.38751696E-01   1.60256000E-01   1.24553698E-06   5.29068905E-04   3.64681795E-04   6.05390277E-05   5.55274756E-10   2.01382066E-09  
  49               1.41223230E-01   1.29292102E+03   8.38750856E-01   1.60255374E-01   2.39424163E-06   5.29068708E-04   3.64685149E-04   6.05389962E-05   2.61089237E-09   6.39423059E-09  
  50               1.62741971E-01   1.34483234E+03   8.38747550E-01   1.60254624E-01   4.98391929E-06   5.29073529E-04   3.64700860E-04   6.05395377E-05   1.46497542E-08   2.33399198E-08  
  51               1.86712908E-01   1.39681413E+03   8.38738896E-01   1.60253576E-01   9.81223076E-06   5.29089462E-04   3.64757008E-04   6.05413579E-05   7.11744910E-08   7.68682489E-08  
  52               2.13339219E-01   1.44862087E+03   8.38716085E-01   1.60250784E-01   1.83212041E-05   5.29277814E-04   3.65033169E-04   6.05629502E-05   3.00311405E-07   2.29657838E-07  
  53               2.42701652E-01   1.50022996E+03   8.38698669E-01   1.60251885E-01   3.26320156E-05   5.29299059E-04   3.65452227E-04   6.05655419E-05   1.08160391E-06   1.56534908E-06  
  54               2.74414257E-01   1.55057341E+03   8.38659748E-01   1.60248040E-01   5.51074912E-05   5.29410238E-04   3.66391356E-04   6.05787548E-05   6.27269308E-06   1.56522152E-06  
  55               3.07255949E-01   1.59818209E+03   8.38591587E-01   1.60243194E-01   8.76131684E-05   5.29594216E-04   3.68070710E-04   6.06008333E-05   2.39777246E-05   6.85347656E-06  
  56               3.39195348E-01   1.64070033E+03   8.38494598E-01   1.60240877E-01   1.29399841E-04   5.30150257E-04   3.70533214E-04   6.06661323E-05   6.63793011E-05   6.85297618E-06  
  57               3.67213714E-01   1.67549988E+03   8.38450735E-01   1.60236867E-01   1.75305550E-04   5.30123141E-04   3.72438567E-04   6.06654503E-05   6.63471814E-05   1.95256671E-05  
  58               3.98890337E-01   1.71229612E+03   8.38361535E-01   1.60225818E-01   2.38214288E-04   5.30072609E-04   3.73720642E-04   6.06627259E-05   6.63089481E-05   1.95231852E-05  
  59               4.26803369E-01   1.74288148E+03   8.38299446E-01   1.60220246E-01   3.04189609E-04   5.30509857E-04   3.74832421E-04   6.07164400E-05   6.62775850E-05   5.55160490E-05  
  60               4.49502348E-01   1.76655423E+03   8.38242717E-01   1.60215230E-01   3.65260911E-04   5.30469102E-04   3.75481776E-04   6.07150370E-05   6.62522888E-05   5.55120044E-05  
  61               4.75431252E-01   1.79244644E+03   8.38170284E-01   1.60208857E-01   4.43544930E-04   5.30428831E-04   3.75966903E-04   6.07130905E-05   6.62235439E-05   5.55071673E-05  
  62               5.04879501E-01   1.82040720E+03   8.38078210E-01   1.60200784E-01   5.43340113E-04   5.30389131E-04   3.76266424E-04   6.07104587E-05   6.61911080E-05   5.55014001E-05  
