# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               CO               H2O              H                CH4              N2               H2S             
  27               1.99048667E-02   3.59269263E+02   8.38477876E-01   1.60541106E-01   4.38804480E-04   3.42620550E-04   5.03619411E-29   1.10693399E-04   6.00822355E-05   2.29914694E-05  
  28               2.27175001E-02   3.68384626E+02   8.38477901E-01   1.60541081E-01   4.38804366E-04   3.42620461E-04   2.87785199E-28   1.10693371E-04   6.00822173E-05   2.29914658E-05  
  29               2.59084287E-02   3.78868196E+02   8.38477942E-01   1.60541032E-01   4.38807907E-04   3.42623225E-04   1.93917449E-27   1.10694264E-04   6.00826993E-05   2.29914589E-05  
  30               2.95254371E-02   3.89243869E+02   8.38477689E-01   1.60540894E-01   4.38807825E-04   3.42623162E-04   1.15421078E-26   1.10694243E-04   6.00826852E-05   2.29914390E-05  
  31               3.36210788E-02   4.01129642E+02   8.38477872E-01   1.60540711E-01   4.38807462E-04   3.42622879E-04   8.00239678E-26   1.10694152E-04   6.00826324E-05   2.29914128E-05  
  32               3.82518983E-02   4.13207849E+02   8.38478128E-01   1.60540456E-01   4.38806990E-04   3.42622510E-04   5.09884701E-25   1.10694033E-04   6.00825645E-05   2.29913763E-05  
  33               4.34769188E-02   4.27431011E+02   8.38478658E-01   1.60539923E-01   4.38805248E-04   3.42621150E-04   3.97901451E-24   1.10693593E-04   6.00823225E-05   2.29913000E-05  
  34               4.93541723E-02   4.43690482E+02   8.38479570E-01   1.60538820E-01   4.38841442E-04   3.42649410E-04   3.56642995E-23   1.10702724E-04   6.00872746E-05   2.29911420E-05  
  35               5.59521302E-02   4.61056030E+02   8.38478300E-01   1.60536465E-01   4.38839048E-04   3.42647541E-04   3.13159479E-22   1.10702120E-04   6.00869429E-05   2.29908048E-05  
  36               6.33574967E-02   4.78216850E+02   8.38480776E-01   1.60533999E-01   4.38834996E-04   3.42644377E-04   2.28706369E-21   1.10701098E-04   6.00863838E-05   2.29904517E-05  
  37               7.16617846E-02   4.96579989E+02   8.38483858E-01   1.60530926E-01   4.38831169E-04   3.42641390E-04   1.65081682E-20   1.10700132E-04   6.00858554E-05   2.29900115E-05  
  38               8.09630232E-02   5.14695361E+02   8.38486894E-01   1.60527899E-01   4.38827470E-04   3.42638502E-04   1.00680953E-19   1.10699199E-04   6.00853442E-05   2.29895780E-05  
  39               9.13743209E-02   5.34093785E+02   8.38489914E-01   1.60524886E-01   4.38823937E-04   3.42635743E-04   6.09944631E-19   1.10698308E-04   6.00848554E-05   2.29891466E-05  
  40               1.03025604E-01   5.53226616E+02   8.38492409E-01   1.60522399E-01   4.38821032E-04   3.42633475E-04   3.17412554E-18   1.10697575E-04   6.00844522E-05   2.29887903E-05  
  41               1.16058135E-01   5.73745300E+02   8.38494625E-01   1.60520189E-01   4.38818543E-04   3.42631532E-04   1.64936072E-17   1.10696947E-04   6.00841055E-05   2.29884738E-05  
  42               1.30622341E-01   5.93963460E+02   8.38496318E-01   1.60518499E-01   4.38816646E-04   3.42630050E-04   7.45786670E-17   1.10696469E-04   6.00838394E-05   2.29882318E-05  
  43               1.46877143E-01   6.15640625E+02   8.38497761E-01   1.60517059E-01   4.38815100E-04   3.42628843E-04   3.37264854E-16   1.10696079E-04   6.00836207E-05   2.29880256E-05  
  44               1.64994870E-01   6.36949940E+02   8.38498833E-01   1.60515989E-01   4.38814006E-04   3.42627990E-04   1.34027105E-15   1.10695803E-04   6.00834631E-05   2.29878724E-05  
  45               1.85190719E-01   6.59815522E+02   8.38499737E-01   1.60515083E-01   4.38813216E-04   3.42627373E-04   5.34230238E-15   1.10695604E-04   6.00833456E-05   2.29877426E-05  
  46               2.07695002E-01   6.82290487E+02   8.38500397E-01   1.60514410E-01   4.38812895E-04   3.42627123E-04   1.89342217E-14   1.10695523E-04   6.00832905E-05   2.29876462E-05  
  47               2.32752085E-01   7.06424808E+02   8.38500938E-01   1.60513831E-01   4.38813182E-04   3.42627348E-04   6.74561665E-14   1.10695595E-04   6.00833165E-05   2.29875633E-05  
  48               2.60615328E-01   7.30094461E+02   8.38501190E-01   1.60513370E-01   4.38815425E-04   3.42629099E-04   2.15380235E-13   1.10696161E-04   6.00836076E-05   2.29874972E-05  
  49               2.91544131E-01   7.55478727E+02   8.38501338E-01   1.60512950E-01   4.38818028E-04   3.42631132E-04   6.90927365E-13   1.10696818E-04   6.00839455E-05   2.29874367E-05  
  50               3.25828783E-01   7.80284891E+02   8.38501632E-01   1.60512651E-01   4.38818095E-04   3.42631185E-04   1.99879274E-12   1.10696835E-04   6.00839343E-05   2.29873935E-05  
  51               3.63850104E-01   8.06924238E+02   8.38501927E-01   1.60512345E-01   4.38818223E-04   3.42631286E-04   5.82449791E-12   1.10696868E-04   6.00839298E-05   2.29903213E-05  
  52               4.05999699E-01   8.32947118E+02   8.38502217E-01   1.60512022E-01   4.38818467E-04   3.42631476E-04   1.54440410E-11   1.10696929E-04   6.00839399E-05   2.29972747E-05  
  53               4.52681853E-01   8.60911851E+02   8.38502617E-01   1.60511528E-01   4.38818878E-04   3.42631797E-04   4.13039232E-11   1.10697033E-04   6.00839718E-05   2.30179626E-05  
  54               5.04312643E-01   8.88130855E+02   8.38503138E-01   1.60510750E-01   4.38819844E-04   3.42632552E-04   1.01021266E-10   1.10697277E-04   6.00840791E-05   2.30721673E-05  
  55               5.61300672E-01   9.17341487E+02   8.38503999E-01   1.60509235E-01   4.38822028E-04   3.42634254E-04   2.49054273E-10   1.10697826E-04   6.00843518E-05   2.32246712E-05  
  56               6.24075186E-01   9.45613322E+02   8.38505163E-01   1.60506652E-01   4.38829934E-04   3.42640416E-04   5.63532278E-10   1.10699817E-04   6.00854059E-05   2.35830503E-05  
  57               6.93217467E-01   9.75977897E+02   8.38508433E-01   1.60502012E-01   4.38824136E-04   3.42635845E-04   1.28713040E-09   1.10698339E-04   6.00845773E-05   2.42920147E-05  
  58               7.69352117E-01   1.00530054E+03   8.38515443E-01   1.60495053E-01   4.38815343E-04   3.42628817E-04   2.71527989E-09   1.10696064E-04   6.00833179E-05   2.42908951E-05  
  59               8.53122248E-01   1.03685632E+03   8.38527010E-01   1.60483544E-01   4.38801743E-04   3.42617650E-04   5.79379132E-09   1.10692427E-04   6.00813357E-05   2.42890364E-05  
  60               9.45247519E-01   1.06721865E+03   8.38541984E-01   1.60468627E-01   4.38785275E-04   3.42602946E-04   1.14712585E-08   1.10687511E-04   6.00787534E-05   2.42866013E-05  
  61               1.04648863E+00   1.09996590E+03   8.38562517E-01   1.60448151E-01   4.38767108E-04   3.42582834E-04   2.30144877E-08   1.10680179E-04   6.00753220E-05   2.42832029E-05  
  62               1.15763944E+00   1.13133022E+03   8.38584187E-01   1.60426520E-01   4.38760783E-04   3.42558548E-04   4.30013486E-08   1.10668183E-04   6.00716378E-05   2.42794962E-05  
  63               1.27964152E+00   1.16523371E+03   8.38608968E-01   1.60401749E-01   4.38790918E-04   3.42520509E-04   8.15359139E-08   1.10637377E-04   6.00675336E-05   2.42750439E-05  
  64               1.41362366E+00   1.19759772E+03   8.38631068E-01   1.60379626E-01   4.38941043E-04   3.42437574E-04   1.44588122E-07   1.10528756E-04   6.00638372E-05   2.42707215E-05  
  65               1.56082905E+00   1.23273990E+03   8.38653541E-01   1.60357208E-01   4.39419372E-04   3.42182878E-04   2.60844375E-07   1.10118958E-04   6.00602868E-05   2.42657883E-05  
  66               1.72277920E+00   1.26634791E+03   8.38672213E-01   1.60339248E-01   4.40696332E-04   3.41390700E-04   4.42952866E-07   1.08712375E-04   6.00575265E-05   2.42609741E-05  
  67               1.90168958E+00   1.30308068E+03   8.38691596E-01   1.60322568E-01   4.43471751E-04   3.39342389E-04   7.67480362E-07   1.04907841E-04   6.00550035E-05   2.42550770E-05  
  68               2.10083115E+00   1.33861238E+03   8.38710354E-01   1.60310605E-01   4.48515711E-04   3.35010764E-04   1.26389010E-06   9.68246765E-05   6.00527806E-05   2.42482755E-05  
  69               2.32485620E+00   1.37807444E+03   8.38732413E-01   1.60300619E-01   4.56404621E-04   3.27451031E-04   2.13864851E-06   8.33537639E-05   6.00501053E-05   2.42368974E-05  
  70               2.58008407E+00   1.41710858E+03   8.38753184E-01   1.60294130E-01   4.66720051E-04   3.17006797E-04   3.48110344E-06   6.74021495E-05   6.00471001E-05   2.42153597E-05  
  71               2.87425300E+00   1.45842189E+03   8.38769873E-01   1.60288978E-01   4.78220774E-04   3.05483919E-04   5.65830248E-06   5.26020579E-05   6.00441278E-05   2.41606596E-05  
  72               3.21428073E+00   1.49800033E+03   8.38776774E-01   1.60284847E-01   4.88568285E-04   2.96356011E-04   8.73027725E-06   4.20158776E-05   6.00421419E-05   2.40288939E-05  
  73               3.60361890E+00   1.54132966E+03   8.38766275E-01   1.60278644E-01   4.97730478E-04   2.91323305E-04   1.36971908E-05   3.28077403E-05   6.00414831E-05   2.36584224E-05  
  74               4.04061203E+00   1.58393983E+03   8.38753965E-01   1.60275739E-01   5.05424740E-04   3.00278978E-04   2.07477862E-05   2.50471980E-05   6.00448555E-05   2.19692497E-05  
  75               4.51177251E+00   1.63046074E+03   8.38743634E-01   1.60272081E-01   5.11040770E-04   2.97662157E-04   3.19877617E-05   1.94958574E-05   6.00683092E-05   2.19171255E-05  
  76               5.00527651E+00   1.67641452E+03   8.38716665E-01   1.60267455E-01   5.15431145E-04   3.01436146E-04   4.79119826E-05   1.50908095E-05   6.00698567E-05   2.17294056E-05  
  77               5.50965773E+00   1.71974759E+03   8.38656705E-01   1.60259851E-01   5.18941212E-04   3.18540330E-04   6.86672840E-05   1.15520878E-05   6.00743635E-05   2.13098643E-05  
  78               6.00632978E+00   1.75949965E+03   8.38571199E-01   1.60251340E-01   5.21750995E-04   3.52578888E-04   9.39640378E-05   8.70440782E-06   6.00899358E-05   2.07108355E-05  
  79               6.46826234E+00   1.79415509E+03   8.38497021E-01   1.60245127E-01   5.23528336E-04   3.83462828E-04   1.22024204E-04   6.89425099E-06   6.01142723E-05   2.02995102E-05  
  80               6.87270148E+00   1.82300324E+03   8.38461912E-01   1.60240714E-01   5.24278783E-04   3.82954356E-04   1.50466727E-04   6.14036410E-06   6.01622304E-05   2.03069541E-05  
  81               7.21590756E+00   1.84634724E+03   8.38437880E-01   1.60238400E-01   5.24787753E-04   3.82393677E-04   1.77341137E-04   5.61641544E-06   6.01516430E-05   2.03088987E-05  
  82               7.59220651E+00   1.87102674E+03   8.38408480E-01   1.60235632E-01   5.25256813E-04   3.81869977E-04   2.09999354E-04   5.12939264E-06   6.01413669E-05   2.03064766E-05  
  83               7.90380756E+00   1.89063407E+03   8.38381912E-01   1.60233171E-01   5.25586692E-04   3.81501689E-04   2.39346809E-04   4.78784739E-06   6.01501751E-05   2.03012138E-05  
  84               8.14320689E+00   1.90537688E+03   8.38359904E-01   1.60231154E-01   5.25811518E-04   3.81246162E-04   2.63606362E-04   4.55143995E-06   6.01413965E-05   2.02951855E-05  
  85               8.40667851E+00   1.92107141E+03   8.38302563E-01   1.60222743E-01   5.26009502E-04   3.80975815E-04   2.91577254E-04   4.32102350E-06   6.01320624E-05   2.02860453E-05  
  86               8.69856637E+00   1.93810486E+03   8.38272375E-01   1.60220029E-01   5.26227430E-04   3.80720537E-04   3.24706689E-04   4.08902874E-06   6.01202620E-05   2.02745651E-05  
  87               9.02282662E+00   1.95635073E+03   8.38236976E-01   1.60216852E-01   5.26431376E-04   3.80478013E-04   3.63503396E-04   3.86390060E-06   6.01031729E-05   2.02596470E-05  
  88               9.26149574E+00   1.96955107E+03   8.38209159E-01   1.60214360E-01   5.26578280E-04   3.80307965E-04   3.93915754E-04   3.71170481E-06   6.01349007E-05   2.02468729E-05  
  89               9.42965216E+00   1.97858131E+03   8.38189099E-01   1.60212574E-01   5.26662934E-04   3.80206997E-04   4.15851834E-04   3.61440441E-06   6.01221055E-05   2.02374072E-05  
  90               9.61695579E+00   1.98861111E+03   8.38165709E-01   1.60210492E-01   5.26757129E-04   3.80084767E-04   4.41428149E-04   3.50960435E-06   6.01139354E-05   2.02258298E-05  
  91               9.82763020E+00   1.99955993E+03   8.38138856E-01   1.60208108E-01   5.26852290E-04   3.79984020E-04   4.70730898E-04   3.40243444E-06   6.01079952E-05   2.02124196E-05  
  92               1.00652172E+01   2.01180344E+03   8.38107100E-01   1.60205293E-01   5.26953028E-04   3.79847418E-04   5.05413295E-04   3.28761203E-06   6.01024718E-05   2.01958268E-05  
  93               1.03323842E+01   2.02513866E+03   8.38070390E-01   1.60202047E-01   5.27053131E-04   3.79737131E-04   5.45438554E-04   3.17139645E-06   6.00966070E-05   2.01764843E-05  
  94               1.06319800E+01   2.03988235E+03   8.38027078E-01   1.60198224E-01   5.27156003E-04   3.79588458E-04   5.92709675E-04   3.04974576E-06   6.00900001E-05   2.01528351E-05  
  95               1.09684127E+01   2.05587346E+03   8.37976792E-01   1.60193793E-01   5.27255630E-04   3.79437382E-04   6.47565157E-04   2.92851146E-06   6.00823725E-05   2.01249909E-05  
  96               1.13452684E+01   2.07343258E+03   8.37917226E-01   1.60188553E-01   5.27355214E-04   3.79279020E-04   7.12517168E-04   2.80370048E-06   6.00737010E-05   2.00914956E-05  
  97               1.17663344E+01   2.09231220E+03   8.37848015E-01   1.60182473E-01   5.27448224E-04   3.79120115E-04   7.87955006E-04   2.68165149E-06   6.00636849E-05   2.00523302E-05  
  98               1.22355995E+01   2.11281928E+03   8.37766203E-01   1.60175296E-01   5.27537255E-04   3.78956027E-04   8.77097639E-04   2.55878763E-06   6.00523396E-05   2.00057617E-05  
  99               1.27572595E+01   2.13466388E+03   8.37671241E-01   1.60166975E-01   5.27616123E-04   3.78793130E-04   9.80535335E-04   2.44101666E-06   6.00393110E-05   1.99518536E-05  
  100              1.33357232E+01   2.15814527E+03   8.37559326E-01   1.60157178E-01   5.27687035E-04   3.78626731E-04   1.10240749E-03   2.32489325E-06   6.00246266E-05   1.98885878E-05  
  101              1.39756289E+01   2.18292890E+03   8.37427776E-01   1.60145468E-01   5.27743066E-04   3.78461814E-04   1.24346905E-03   2.21572399E-06   6.00078035E-05   1.98161844E-05  
