-2.019448e+01 1.391702e+04
-1.070704e+02 2.187610e+04
-4.893739e+01 1.712318e+04
-2.380638e+01 1.491869e+04
-5.343140e+01 1.577629e+04
-4.498645e+01 1.491343e+04
-2.087548e+01 1.393602e+04
-7.994060e+00 1.126799e+04
-3.268606e+01 1.478776e+04
-4.043945e+01 1.541999e+04
-4.848939e+01 1.699826e+04
-2.122319e+01 1.441372e+04
-8.613429e+01 1.921039e+04
-4.407345e+01 1.836629e+04
-2.244557e+01 1.351769e+04
-1.960997e+02 2.475327e+04
-7.051394e+01 1.722941e+04
-5.439150e+01 1.632487e+04
-1.256383e+01 1.083095e+04
-1.474982e+02 2.307191e+04
-8.511397e+01 1.953249e+04
-4.498645e+01 1.614478e+04
-8.045923e+01 1.854770e+04
-2.480857e+01 1.498813e+04
-2.480856e+01 1.495009e+04
-3.816347e+01 1.626488e+04
-1.171457e+02 1.891761e+04
-3.246753e+01 1.472766e+04
-4.150670e+01 1.607691e+04
-3.912357e+01 1.691767e+04
-8.472884e+01 1.932883e+04
-1.795734e+01 1.373367e+04
-2.480856e+01 1.494118e+04
-8.461346e+01 1.887990e+04
-9.720116e+00 1.090222e+04
-1.425493e+01 1.341910e+04
-3.816347e+01 1.664186e+04
-1.332984e+01 1.313951e+04
-2.619373e+01 1.585592e+04
-6.725373e+01 1.883263e+04
-5.343081e+01 1.619438e+04
-1.655836e+01 1.421552e+04
-1.805401e+01 1.254415e+04
-7.876839e+01 1.891932e+04
-2.195666e+01 1.385665e+04
-1.351350e+01 1.305908e+04
-4.739123e+01 1.536310e+04
-1.234112e+01 1.174223e+04
-4.982132e+01 1.603399e+04
-9.479575e+01 1.919154e+04
-2.668900e+01 1.499006e+04
-1.878664e+02 2.668076e+04
-2.670976e+01 1.530634e+04
-6.615326e+01 1.885565e+04
-1.202583e+01 1.274244e+04
-3.265544e+01 1.459841e+04
-2.358739e+01 1.461895e+04
-2.318344e+02 2.719044e+04
-3.572564e+01 1.561216e+04
-3.246789e+01 1.464737e+04
-3.480999e+01 1.671638e+04
-3.527503e+01 1.535758e+04
-1.805401e+01 1.163666e+04
-2.455868e+01 1.395821e+04
-3.761332e+01 1.600564e+04
-1.413896e+01 1.343886e+04
-2.539971e+01 1.430185e+04
-6.647042e+01 1.747988e+04
-1.440205e+01 1.360756e+04
-1.629911e+01 1.442938e+04
-2.312085e+01 1.455970e+04
-2.665318e+01 1.456214e+04
-4.053467e+01 1.635890e+04
-1.171457e+02 1.892278e+04
-3.816347e+01 1.753540e+04
-2.173590e+01 1.432614e+04
-1.805381e+01 1.334694e+04
-4.982132e+01 1.601336e+04
-1.890927e+01 1.347745e+04
-1.605339e+01 1.430902e+04
-8.511303e+01 1.805584e+04
-1.440205e+01 1.359996e+04
-1.440204e+01 1.393329e+04
-2.199021e+01 1.472025e+04
-3.059726e+02 2.295018e+04
-1.795754e+01 1.350668e+04
-1.440205e+01 1.334485e+04
-2.121113e+01 1.261723e+04
-1.722909e+02 2.437500e+04
-4.212873e+01 1.571650e+04
-3.127706e+01 1.476151e+04
-2.964712e+02 2.421596e+04
-3.268605e+01 1.470173e+04
-1.661970e+01 1.439349e+04
-2.549063e+01 1.533370e+04
-1.515069e+01 1.372000e+04
-5.392230e+01 1.679349e+04
-1.581486e+02 2.359341e+04
-1.867682e+01 1.453119e+04
-6.647043e+01 1.680566e+04
