# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              CH4              N2               Mg              
  1                1.00000000E-05   4.81555659E+02   8.38152979E-01   1.60443884E-01   2.66636760E-19   8.70801687E-08   7.79648395E-04   5.31175787E-04   6.08398228E-05   0.00000000E+00  
  2                1.18587719E-05   5.44547146E+02   8.38193745E-01   1.60434377E-01   1.38209309E-16   2.79861758E-05   7.48531399E-04   5.01657310E-04   6.08467455E-05   0.00000000E+00  
  3                1.41039731E-05   5.65929568E+02   8.38285795E-01   1.60412450E-01   7.91878841E-16   9.42774902E-05   6.78296418E-04   4.33371702E-04   6.08393310E-05   0.00000000E+00  
  4                1.71550110E-05   5.85890066E+02   8.38424407E-01   1.60379094E-01   3.52358328E-15   1.97011368E-04   5.73090760E-04   3.29365594E-04   6.08271858E-05   0.00000000E+00  
  5                2.13252205E-05   5.98015557E+02   8.38488743E-01   1.60363460E-01   7.88979090E-15   2.45862232E-04   5.24450107E-04   2.80599676E-04   6.08212447E-05   0.00000000E+00  
  6                2.68831397E-05   6.11856565E+02   8.38560559E-01   1.60345881E-01   1.91086178E-14   3.00904854E-04   4.70080904E-04   2.25867052E-04   6.08145835E-05   0.00000000E+00  
  7                3.40519391E-05   6.20779445E+02   8.38579230E-01   1.60341261E-01   3.16073984E-14   3.15665987E-04   4.56046136E-04   2.11458103E-04   6.08125771E-05   0.00000000E+00  
  8                4.30875454E-05   6.32415761E+02   8.38618059E-01   1.60331741E-01   6.15612216E-14   3.45735991E-04   4.26774265E-04   1.81764923E-04   6.08088127E-05   0.00000000E+00  
  9                5.43052802E-05   6.39934386E+02   8.38620997E-01   1.60330958E-01   8.96632758E-14   3.48446414E-04   4.24618622E-04   1.79324578E-04   6.08081377E-05   0.00000000E+00  
  10               6.80837854E-05   6.50551692E+02   8.38646821E-01   1.60324609E-01   1.57308219E-13   3.68546630E-04   4.05166506E-04   1.59526554E-04   6.08054904E-05   0.00000000E+00  
  11               8.49018896E-05   6.57384106E+02   8.38644298E-01   1.60325168E-01   2.15054700E-13   3.67001368E-04   4.07123935E-04   1.61271885E-04   6.08052273E-05   0.00000000E+00  
  12               1.05317003E-04   6.67472731E+02   8.38663976E-01   1.60320324E-01   3.55016100E-13   3.82340801E-04   3.92305589E-04   1.46169877E-04   6.08030814E-05   0.00000000E+00  
  13               1.30020982E-04   6.73918085E+02   8.38659093E-01   1.60321466E-01   4.67039874E-13   3.78927617E-04   3.96035827E-04   1.49736077E-04   6.08029395E-05   0.00000000E+00  
  14               1.59816877E-04   6.83738814E+02   8.38675356E-01   1.60317460E-01   7.41029866E-13   3.91603533E-04   3.83789347E-04   1.37249695E-04   6.08010413E-05   0.00000000E+00  
  15               1.95694376E-04   6.89988541E+02   8.38669420E-01   1.60318864E-01   9.51366542E-13   3.87341641E-04   3.88304701E-04   1.41632840E-04   6.08008867E-05   0.00000000E+00  
  16               2.38807651E-04   6.99731606E+02   8.38683686E-01   1.60315347E-01   1.47049199E-12   3.98450990E-04   3.77560011E-04   1.30677893E-04   6.07990981E-05   0.00000000E+00  
  17               2.90571543E-04   7.05931474E+02   8.38677383E-01   1.60316843E-01   1.85952415E-12   3.93878704E-04   3.82342173E-04   1.35349249E-04   6.07988506E-05   0.00000000E+00  
  18               3.52643350E-04   7.15745560E+02   8.38690456E-01   1.60313618E-01   2.82552393E-12   4.04048719E-04   3.72490872E-04   1.25307254E-04   6.07970870E-05   0.00000000E+00  
  19               4.27068667E-04   7.22057348E+02   8.38684410E-01   1.60315050E-01   3.54998300E-12   3.99653817E-04   3.77066419E-04   1.29785465E-04   6.07966729E-05   0.00000000E+00  
  20               5.16245086E-04   7.32087297E+02   8.38696843E-01   1.60311978E-01   5.34204915E-12   4.09317999E-04   3.67689004E-04   1.20229056E-04   6.07948724E-05   0.00000000E+00  
  21               6.23102302E-04   7.38598571E+02   8.38691202E-01   1.60313307E-01   6.69354451E-12   4.05228970E-04   3.71937473E-04   1.24389221E-04   6.07942536E-05   0.00000000E+00  
  22               7.51079696E-04   7.48934395E+02   8.38703180E-01   1.60310336E-01   1.00119629E-11   4.14542468E-04   3.62887923E-04   1.15167195E-04   6.07923822E-05   0.00000000E+00  
  23               9.04410869E-04   7.55761585E+02   8.38698211E-01   1.60311489E-01   1.25682384E-11   4.10981713E-04   3.66593808E-04   1.18789568E-04   6.07915111E-05   0.00000000E+00  
  24               1.08811142E-03   7.66509952E+02   8.38709904E-01   1.60308570E-01   1.87559790E-11   4.20094496E-04   3.57729741E-04   1.09754948E-04   6.07895352E-05   0.00000000E+00  
  25               1.30839880E-03   7.73752402E+02   8.38705693E-01   1.60309511E-01   2.36589230E-11   4.17162050E-04   3.60797878E-04   1.12741209E-04   6.07883734E-05   0.00000000E+00  
  26               1.57265348E-03   7.85052452E+02   8.38717270E-01   1.60306586E-01   3.53783008E-11   4.26236410E-04   3.51963772E-04   1.03734043E-04   6.07862579E-05   0.00000000E+00  
  27               1.89010511E-03   7.92912522E+02   8.38714178E-01   1.60307197E-01   4.51408647E-11   4.24275515E-04   3.54057466E-04   1.05742503E-04   6.07847501E-05   0.00000000E+00  
  28               2.27163610E-03   8.04915504E+02   8.38725648E-01   1.60304226E-01   6.78890454E-11   4.33383717E-04   3.45186492E-04   9.66921945E-05   6.07824682E-05   0.00000000E+00  
  29               2.73077488E-03   8.13508568E+02   8.38723485E-01   1.60304496E-01   8.77797500E-11   4.32386726E-04   3.46316376E-04   9.77311299E-05   6.07805861E-05   0.00000000E+00  
  30               3.28358883E-03   8.26382962E+02   8.38734934E-01   1.60301476E-01   1.33234086E-10   4.41567202E-04   3.37374402E-04   8.86005589E-05   6.07781294E-05   0.00000000E+00  
  31               3.95025937E-03   8.35939150E+02   8.38734047E-01   1.60301347E-01   1.75526919E-10   4.41734704E-04   3.37345376E-04   8.84701446E-05   6.07758527E-05   0.00000000E+00  
  32               4.75444749E-03   8.49846255E+02   8.38745882E-01   1.60298419E-01   2.69408403E-10   4.50875892E-04   3.28446182E-04   7.93721385E-05   6.07732673E-05   0.00000000E+00  
  33               5.72571557E-03   8.60487785E+02   8.38747250E-01   1.60298054E-01   3.61679982E-10   4.52030915E-04   3.27437777E-04   7.82499294E-05   6.07706425E-05   0.00000000E+00  
  34               6.89897002E-03   8.75678281E+02   8.38759017E-01   1.60295140E-01   5.63710169E-10   4.61120977E-04   3.18593604E-04   6.91969149E-05   6.07679168E-05   0.00000000E+00  
  35               8.31791066E-03   8.87716983E+02   8.38761789E-01   1.60294430E-01   7.75632581E-10   4.63343049E-04   3.16527445E-04   6.70035781E-05   6.07649406E-05   0.00000000E+00  
  36               1.00322671E-02   9.04264500E+02   8.38772890E-01   1.60291676E-01   1.22349909E-09   4.71925200E-04   3.08187915E-04   5.84527769E-05   6.07621117E-05   0.00000000E+00  
  37               1.21034159E-02   9.17742033E+02   8.38776438E-01   1.60290776E-01   1.71762797E-09   4.74735590E-04   3.05536211E-04   5.56670758E-05   6.07588317E-05   0.00000000E+00  
  38               1.46029553E-02   9.35994281E+02   8.38786883E-01   1.60288181E-01   2.75640090E-09   4.82814872E-04   2.97692309E-04   4.76142343E-05   6.07559720E-05   0.00000000E+00  
  39               1.76216575E-02   9.51332343E+02   8.38791160E-01   1.60287102E-01   3.97369957E-09   4.86176176E-04   2.94490565E-04   4.42740758E-05   6.07524931E-05   0.00000000E+00  
  40               2.12616896E-02   9.71514046E+02   8.38800480E-01   1.60284782E-01   6.48092399E-09   4.93392795E-04   2.87492151E-04   3.70795813E-05   6.07496764E-05   9.35351641E-16  
  41               2.56477582E-02   9.88999696E+02   8.38804988E-01   1.60283648E-01   9.59505003E-09   4.96924110E-04   2.84113418E-04   3.35662038E-05   6.07461208E-05   4.05220197E-15  
  42               3.09191086E-02   1.01172897E+03   8.38813156E-01   1.60281611E-01   1.60375440E-08   5.03256321E-04   2.77977710E-04   2.72525935E-05   6.07435239E-05   1.44653456E-14  
  43               3.72393027E-02   1.03186791E+03   8.38817526E-01   1.60280510E-01   2.44791308E-08   5.06679144E-04   2.74694422E-04   2.38449482E-05   6.07401035E-05   4.11584913E-14  
  44               4.47789507E-02   1.05733206E+03   8.38824040E-01   1.60278878E-01   4.16856067E-08   5.11747302E-04   2.69791929E-04   1.87923325E-05   6.07378474E-05   1.52250694E-13  
  45               5.37312724E-02   1.08052581E+03   8.38827822E-01   1.60277918E-01   6.55347504E-08   5.14725603E-04   2.66934045E-04   1.58268256E-05   6.07347974E-05   4.61827796E-13  
  46               6.42897698E-02   1.10945323E+03   8.38832711E-01   1.60276675E-01   1.14362104E-07   5.18571511E-04   2.63223138E-04   1.19940268E-05   6.07331514E-05   1.79208854E-12  
