# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              CO               H                NH3              N2              
  66               9.99416707E-01   1.23261989E+03   8.38674125E-01   1.60315108E-01   3.82397835E-04   1.31295839E-04   3.99419369E-04   3.25272295E-07   9.68253635E-07   6.03156702E-05  
  67               1.20375526E+00   1.27424550E+03   8.38707931E-01   1.60306749E-01   3.56641904E-04   1.05349848E-04   4.25345625E-04   6.04479852E-07   9.75955727E-07   6.03065517E-05  
  68               1.44600919E+00   1.31820710E+03   8.38736444E-01   1.60299604E-01   3.34706624E-04   8.32497084E-05   4.47427722E-04   1.11567416E-06   9.83061935E-07   6.02976573E-05  
  69               1.72669143E+00   1.35696283E+03   8.38752737E-01   1.60295343E-01   3.21799997E-04   7.02078658E-05   4.60457349E-04   1.83039156E-06   1.01439058E-06   6.02775582E-05  
  70               2.04651585E+00   1.39998350E+03   8.38768651E-01   1.60290917E-01   3.08720890E-04   5.68895771E-05   4.73760822E-04   3.09649013E-06   1.03207125E-06   6.02635640E-05  
  71               2.40772676E+00   1.43946738E+03   8.38777301E-01   1.60287835E-01   3.00477283E-04   4.81738805E-05   4.82463277E-04   4.84445551E-06   1.06388569E-06   6.02427532E-05  
  72               2.81121366E+00   1.48405678E+03   8.38783555E-01   1.60284159E-01   2.92159469E-04   3.88663014E-05   4.91753564E-04   7.87939409E-06   1.07908901E-06   6.02293438E-05  
  73               3.25561086E+00   1.52615351E+03   8.38770885E-01   1.60278770E-01   2.88050423E-04   3.22070077E-05   4.98387619E-04   1.21026359E-05   1.10243598E-06   6.02110680E-05  
  74               3.72720259E+00   1.57350391E+03   8.38756528E-01   1.60275464E-01   2.99669968E-04   2.40348514E-05   5.06540825E-04   1.92868295E-05   1.10514132E-06   6.02051827E-05  
  75               4.21759451E+00   1.61844277E+03   8.38748106E-01   1.60272435E-01   2.96602118E-04   1.93605263E-05   5.11195967E-04   2.92426896E-05   1.11050699E-06   6.01965229E-05  
  76               4.71770805E+00   1.66856179E+03   8.38722940E-01   1.60267847E-01   2.99159113E-04   1.45903291E-05   5.15941911E-04   4.57318349E-05   1.09656059E-06   6.01974995E-05  
  77               5.19173544E+00   1.71190034E+03   8.38668202E-01   1.60260856E-01   3.14293160E-04   1.11809882E-05   5.19321551E-04   6.58005612E-05   1.08987661E-06   6.01960956E-05  
  78               5.60158999E+00   1.74726092E+03   8.38593914E-01   1.60252930E-01   3.41466323E-04   8.71317388E-06   5.21760091E-04   8.73256585E-05   1.08625475E-06   6.01951219E-05  
  79               5.92244651E+00   1.77307788E+03   8.38510586E-01   1.60246226E-01   3.83812567E-04   6.92368003E-06   5.23527522E-04   1.06505142E-04   1.08603586E-06   6.01952091E-05  
  80               6.25867400E+00   1.79934543E+03   8.38490298E-01   1.60244146E-01   3.83047269E-04   6.19714548E-06   5.24242064E-04   1.29593299E-04   1.08619822E-06   6.01919229E-05  
  81               6.62608186E+00   1.82621470E+03   8.38455551E-01   1.60239807E-01   3.82378941E-04   5.57372886E-06   5.24845252E-04   1.57315290E-04   1.08879552E-06   6.01863491E-05  
  82               6.93512224E+00   1.84823242E+03   8.38431928E-01   1.60237559E-01   3.81893552E-04   5.12179416E-06   5.25284653E-04   1.83635160E-04   1.09099962E-06   6.01821827E-05  
  83               7.17991726E+00   1.86470852E+03   8.38412148E-01   1.60235710E-01   3.81572679E-04   4.82594918E-06   5.25570218E-04   2.05556565E-04   1.09404991E-06   6.01782075E-05  
  84               7.45139119E+00   1.88285099E+03   8.38387983E-01   1.60233476E-01   3.81241054E-04   4.52181195E-06   5.25862262E-04   2.32257241E-04   1.09696670E-06   6.01739586E-05  
  85               7.75155483E+00   1.90185132E+03   8.38359959E-01   1.60230916E-01   3.80931764E-04   4.24080875E-06   5.26129464E-04   2.63116997E-04   1.10151708E-06   6.01685662E-05  
  86               8.08240410E+00   1.92249907E+03   8.38294860E-01   1.60221895E-01   3.80605917E-04   3.95882207E-06   5.26375610E-04   3.00516645E-04   1.10611582E-06   6.01604764E-05  
  87               8.32355010E+00   1.93677186E+03   8.38269100E-01   1.60219591E-01   3.80417137E-04   3.78556052E-06   5.26536798E-04   3.28742743E-04   1.11039342E-06   6.01557386E-05  
  88               8.49346044E+00   1.94693772E+03   8.38249472E-01   1.60217830E-01   3.80279092E-04   3.66512350E-06   5.26648241E-04   3.50250814E-04   1.11293131E-06   6.01525801E-05  
  89               8.68476651E+00   1.95779243E+03   8.38227455E-01   1.60215864E-01   3.80156399E-04   3.54842536E-06   5.26754819E-04   3.74330721E-04   1.11665975E-06   6.01485982E-05  
  90               8.89958940E+00   1.97011984E+03   8.38200834E-01   1.60213489E-01   3.80004401E-04   3.41821279E-06   5.26873083E-04   4.03452921E-04   1.12024255E-06   6.01443583E-05  
  91               9.14005819E+00   1.98326991E+03   8.38170676E-01   1.60210810E-01   3.79879351E-04   3.29209151E-06   5.26985701E-04   4.36376506E-04   1.12508393E-06   6.01391930E-05  
  92               9.40840392E+00   1.99796129E+03   8.38134510E-01   1.60207600E-01   3.79716713E-04   3.15606605E-06   5.27105872E-04   4.75878758E-04   1.12996931E-06   6.01335932E-05  
  93               9.70681013E+00   2.01356479E+03   8.38093292E-01   1.60203956E-01   3.79601593E-04   3.02514229E-06   5.27218845E-04   5.20798616E-04   1.13619964E-06   6.01269442E-05  
  94               1.00374685E+01   2.03071540E+03   8.38044314E-01   1.60199633E-01   3.79433020E-04   2.88852515E-06   5.27334533E-04   5.74253306E-04   1.14269187E-06   6.01196564E-05  
  95               1.04047742E+01   2.04892506E+03   8.37988077E-01   1.60194680E-01   3.79267957E-04   2.75796958E-06   5.27441232E-04   6.35592479E-04   1.15066143E-06   6.01111193E-05  
  96               1.08117808E+01   2.06876262E+03   8.37921208E-01   1.60188799E-01   3.79095929E-04   2.62462298E-06   5.27546733E-04   7.08499303E-04   1.15920335E-06   6.01016411E-05  
  97               1.12616872E+01   2.08972056E+03   8.37844153E-01   1.60182035E-01   3.78927877E-04   2.49840323E-06   5.27641151E-04   7.92474499E-04   1.16933927E-06   6.00907055E-05  
  98               1.17578822E+01   2.11225570E+03   8.37753122E-01   1.60174053E-01   3.78755914E-04   2.37296693E-06   5.27729632E-04   8.91648130E-04   1.18035719E-06   6.00785065E-05  
  99               1.23039319E+01   2.13593811E+03   8.37648050E-01   1.60164851E-01   3.78587918E-04   2.25538436E-06   5.27804976E-04   1.00608037E-03   1.19309169E-06   6.00645984E-05  
  100              1.29036438E+01   2.16109766E+03   8.37524814E-01   1.60154068E-01   3.78418294E-04   2.14146996E-06   5.27870052E-04   1.14026365E-03   1.20704422E-06   6.00490525E-05  
  101              1.35610672E+01   2.18736664E+03   8.37380860E-01   1.60141278E-01   3.78251612E-04   2.03606135E-06   5.27918472E-04   1.29481141E-03   1.22289944E-06   6.00313305E-05  
