# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CO               CH4              N2               Mg              
  1                1.00000000E-05   3.82961903E+02   8.38154239E-01   1.60444048E-01   2.07089836E-25   7.77826849E-04   1.05372493E-13   5.31279804E-04   6.05231675E-05   0.00000000E+00  
  2                4.07323519E-05   4.51564465E+02   8.38153128E-01   1.60444004E-01   1.98922299E-20   7.79117943E-04   3.58085120E-10   5.31279218E-04   6.06582598E-05   0.00000000E+00  
  3                7.41293660E-05   4.76715174E+02   8.38152581E-01   1.60443980E-01   1.47226402E-19   7.79762406E-04   1.42706303E-09   5.31277918E-04   6.07304449E-05   0.00000000E+00  
  4                1.12140011E-04   4.95758429E+02   8.38152592E-01   1.60443977E-01   5.21849176E-19   7.79760254E-04   3.25180319E-09   5.31275892E-04   6.07352940E-05   0.00000000E+00  
  5                1.55873769E-04   5.07659231E+02   8.38152600E-01   1.60443975E-01   1.64316194E-18   7.79756471E-04   6.58772598E-09   5.31272286E-04   6.07363322E-05   0.00000000E+00  
  6                2.06479638E-04   5.20177175E+02   8.38152600E-01   1.60443975E-01   3.73483449E-18   7.79752390E-04   1.03204048E-08   5.31268330E-04   6.07318710E-05   0.00000000E+00  
  7                2.65246119E-04   5.28419930E+02   8.38152605E-01   1.60443974E-01   8.46625739E-18   7.79746091E-04   1.61549451E-08   5.31262196E-04   6.07286929E-05   0.00000000E+00  
  8                3.33644026E-04   5.38647219E+02   8.38152604E-01   1.60443974E-01   1.58466296E-17   7.79740200E-04   2.17495592E-08   5.31256386E-04   6.07221303E-05   0.00000000E+00  
  9                4.13351011E-04   5.45536771E+02   8.38152612E-01   1.60443972E-01   3.10917823E-17   7.79730727E-04   3.07474918E-08   5.31247056E-04   6.07177729E-05   0.00000000E+00  
  10               5.06312937E-04   5.54928222E+02   8.38152613E-01   1.60443972E-01   5.31276066E-17   7.79722256E-04   3.89488860E-08   5.31238627E-04   6.07105210E-05   0.00000000E+00  
  11               6.14783023E-04   5.61273439E+02   8.38152626E-01   1.60443969E-01   9.67102103E-17   7.79708140E-04   5.25541202E-08   5.31224633E-04   6.07057424E-05   0.00000000E+00  
  12               7.41390406E-04   5.70310050E+02   8.38152632E-01   1.60443967E-01   1.57280595E-16   7.79695785E-04   6.46478518E-08   5.31212278E-04   6.06980740E-05   0.00000000E+00  
  13               8.89183226E-04   5.76467133E+02   8.38152652E-01   1.60443962E-01   2.73409034E-16   7.79674992E-04   8.48893533E-08   5.31191573E-04   6.06929493E-05   0.00000000E+00  
  14               1.06172618E-03   5.85357570E+02   8.38152663E-01   1.60443958E-01   4.29361740E-16   7.79657331E-04   1.02312021E-07   5.31173850E-04   6.06847409E-05   0.00000000E+00  
  15               1.26316888E-03   5.91380968E+02   8.38152694E-01   1.60443950E-01   7.20698977E-16   7.79627674E-04   1.31403229E-07   5.31144217E-04   6.06790625E-05   0.00000000E+00  
  16               1.49835005E-03   6.00233923E+02   8.38152713E-01   1.60443945E-01   1.10674070E-15   7.79602648E-04   1.56234279E-07   5.31119039E-04   6.06702201E-05   0.00000000E+00  
  17               1.77287151E-03   6.06343346E+02   8.38152758E-01   1.60443932E-01   1.82280131E-15   7.79559762E-04   1.98527633E-07   5.31076091E-04   6.06641502E-05   0.00000000E+00  
  18               2.09324724E-03   6.15376573E+02   8.38152791E-01   1.60443922E-01   2.77552671E-15   7.79522539E-04   2.35567893E-07   5.31038608E-04   6.06549796E-05   0.00000000E+00  
  19               2.46701205E-03   6.21744223E+02   8.38152864E-01   1.60443902E-01   4.54443117E-15   7.79458069E-04   2.99375356E-07   5.30973962E-04   6.06488669E-05   0.00000000E+00  
  20               2.90300730E-03   6.31150734E+02   8.38152913E-01   1.60443882E-01   6.95185875E-15   7.79398749E-04   3.58454382E-07   5.30914249E-04   6.06398231E-05   0.00000000E+00  
  21               3.41148248E-03   6.38027967E+02   8.38153026E-01   1.60443847E-01   1.14722956E-14   7.79295258E-04   4.61090729E-07   5.30810440E-04   6.06342260E-05   0.00000000E+00  
  22               4.00432213E-03   6.48052790E+02   8.38153133E-01   1.60443813E-01   1.78221141E-14   7.79193168E-04   5.62775023E-07   5.30707778E-04   6.06259209E-05   0.00000000E+00  
  23               4.69523199E-03   6.55622362E+02   8.38153306E-01   1.60443747E-01   2.99003149E-14   7.79016116E-04   7.38574526E-07   5.30530216E-04   6.06213706E-05   0.00000000E+00  
  24               5.50004566E-03   6.66457161E+02   8.38153490E-01   1.60443677E-01   4.75954113E-14   7.78827598E-04   9.26272380E-07   5.30340884E-04   6.06144119E-05   0.00000000E+00  
  25               6.43691902E-03   6.74985146E+02   8.38153866E-01   1.60443561E-01   8.20328984E-14   7.78499792E-04   1.25205380E-06   5.30012298E-04   6.06115832E-05   0.00000000E+00  
  26               7.52673013E-03   6.86931488E+02   8.38154293E-01   1.60443428E-01   1.35087171E-13   7.78121526E-04   1.62859306E-06   5.29632879E-04   6.06067575E-05   0.00000000E+00  
