# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   6.15172515E+02   8.38780144E-01   1.60292565E-01   3.95574373E-14   4.67168297E-04   3.04022101E-04   6.07960959E-05   0.00000000E+00   0.00000000E+00  
  2                8.96319824E-05   6.82745699E+02   8.38769072E-01   1.60294666E-01   9.35305502E-13   4.62637412E-04   3.12942471E-04   6.07947432E-05   0.00000000E+00   0.00000000E+00  
  3                1.80151113E-04   7.13180089E+02   8.38784095E-01   1.60290821E-01   3.45999349E-12   4.75049619E-04   3.01711526E-04   6.07921905E-05   0.00000000E+00   0.00000000E+00  
  4                2.88293306E-04   7.30469301E+02   8.38780450E-01   1.60291577E-01   6.59734617E-12   4.72807536E-04   3.04445186E-04   6.07912379E-05   0.00000000E+00   0.00000000E+00  
  5                4.17071986E-04   7.48995925E+02   8.38788911E-01   1.60289372E-01   1.34754648E-11   4.79776772E-04   2.97995292E-04   6.07895017E-05   0.00000000E+00   0.00000000E+00  
  6                5.70676751E-04   7.60720307E+02   8.38784460E-01   1.60290339E-01   1.98959060E-11   4.76742874E-04   3.01275377E-04   6.07886059E-05   0.00000000E+00   0.00000000E+00  
  7                7.53808023E-04   7.75986075E+02   8.38790906E-01   1.60288588E-01   3.44099477E-11   4.82181655E-04   2.96198309E-04   6.07870370E-05   0.00000000E+00   0.00000000E+00  
  8                9.72463666E-04   7.85702002E+02   8.38786254E-01   1.60289564E-01   4.62689338E-11   4.79017949E-04   2.99525928E-04   6.07860096E-05   0.00000000E+00   0.00000000E+00  
  9                1.23333315E-03   7.99573970E+02   8.38791350E-01   1.60288062E-01   7.38933567E-11   4.83576068E-04   2.95257334E-04   6.07844479E-05   0.00000000E+00   0.00000000E+00  
  10               1.54461321E-03   8.08258018E+02   8.38786228E-01   1.60289059E-01   9.43866458E-11   4.80194544E-04   2.98758840E-04   6.07832107E-05   0.00000000E+00   0.00000000E+00  
  11               1.91561130E-03   8.21391558E+02   8.38789979E-01   1.60287724E-01   1.43445217E-10   4.84079697E-04   2.95118218E-04   6.07815607E-05   0.00000000E+00   0.00000000E+00  
  12               2.35763741E-03   8.29480048E+02   8.38785081E-01   1.60288895E-01   1.77327014E-10   4.80455617E-04   2.98835010E-04   6.07800986E-05   0.00000000E+00   0.00000000E+00  
  13               2.88371220E-03   8.42205883E+02   8.38789305E-01   1.60287822E-01   2.60365947E-10   4.83820194E-04   2.95685014E-04   6.07783381E-05   0.00000000E+00   0.00000000E+00  
  14               3.50958374E-03   8.49998037E+02   8.38784198E-01   1.60289047E-01   3.15335410E-10   4.80024900E-04   2.99555215E-04   6.07765377E-05   0.00000000E+00   7.12422577E-16  
  15               4.25353202E-03   8.62623221E+02   8.38788086E-01   1.60288059E-01   4.53052870E-10   4.83117733E-04   2.96655446E-04   6.07745573E-05   0.00000000E+00   3.55752944E-15  
  16               5.13749515E-03   8.70318895E+02   8.38782843E-01   1.60289320E-01   5.41650966E-10   4.79209709E-04   3.00626489E-04   6.07723380E-05   0.00000000E+00   3.55755466E-15  
  17               6.18692751E-03   8.83003414E+02   8.38786505E-01   1.60288389E-01   7.66193968E-10   4.82118655E-04   2.97893771E-04   6.07700704E-05   0.00000000E+00   3.55753019E-15  
  18               7.43250582E-03   8.90783213E+02   8.38781251E-01   1.60289653E-01   9.09873531E-10   4.78197591E-04   3.01870586E-04   6.07673460E-05   0.00000000E+00   1.19671276E-14  
