# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   7.48826356E+02   8.38850978E-01   1.60272869E-01   8.63334619E-11   5.29685372E-04   2.49070696E-04   6.07894172E-05   0.00000000E+00   9.43652510E-17  
  2                1.03515102E-04   8.50931366E+02   8.38849953E-01   1.60272832E-01   1.90036040E-09   5.30168281E-04   2.50124554E-04   6.07889939E-05   0.00000000E+00   2.57470219E-14  
  3                2.05325204E-04   8.92587567E+02   8.38849712E-01   1.60272817E-01   5.81584976E-09   5.30277022E-04   2.50370133E-04   6.07887705E-05   5.62629220E-16   1.95501580E-13  
  4                3.21706710E-04   9.24572497E+02   8.38849568E-01   1.60272807E-01   1.30593668E-08   5.30342805E-04   2.50510926E-04   6.07885978E-05   4.20786441E-15   8.45420309E-13  
  5                4.56402317E-04   9.48840103E+02   8.38849472E-01   1.60272801E-01   2.29378193E-08   5.30381040E-04   2.50593885E-04   6.07884214E-05   1.71491460E-14   2.33011609E-12  
  6                6.13590790E-04   9.72157065E+02   8.38849384E-01   1.60272794E-01   3.88513545E-08   5.30414031E-04   2.50661171E-04   6.07882629E-05   6.33062723E-14   1.24068647E-11  
  7                7.97797074E-04   9.91501924E+02   8.38849310E-01   1.60272789E-01   5.82437805E-08   5.30435801E-04   2.50707563E-04   6.07880826E-05   1.73522817E-13   1.24068537E-11  
  8                1.01419415E-03   1.01162037E+03   8.38849228E-01   1.60272783E-01   8.83014985E-08   5.30457327E-04   2.50750025E-04   6.07879137E-05   3.20536270E-13   4.71243705E-11  
  9                1.26873088E-03   1.02890804E+03   8.38849150E-01   1.60272777E-01   1.23093307E-07   5.30472125E-04   2.50781389E-04   6.07877145E-05   1.10950924E-12   4.71243177E-11  
  10               1.56834868E-03   1.04759436E+03   8.38849052E-01   1.60272769E-01   1.76046051E-07   5.30487913E-04   2.50811796E-04   6.07875243E-05   1.86516798E-12   1.48438314E-10  
  11               1.92112066E-03   1.06392081E+03   8.38848955E-01   1.60272762E-01   2.35420253E-07   5.30498853E-04   2.50835141E-04   6.07872961E-05   5.52489984E-12   1.48438100E-10  
  12               2.33649569E-03   1.08192695E+03   8.38848827E-01   1.60272751E-01   3.24525469E-07   5.30511117E-04   2.50858574E-04   6.07870752E-05   8.75283083E-12   6.97156179E-10  
  13               2.82546050E-03   1.09784753E+03   8.38848697E-01   1.60272741E-01   4.22592959E-07   5.30519594E-04   2.50877037E-04   6.07868090E-05   2.34682059E-11   6.97154884E-10  
  14               3.40086055E-03   1.11561405E+03   8.38848517E-01   1.60272725E-01   5.68202771E-07   5.30529476E-04   2.50896511E-04   6.07865485E-05   3.57427329E-11   6.97153335E-10  
  15               4.07773728E-03   1.13143015E+03   8.38848331E-01   1.60272710E-01   7.26078365E-07   5.30536189E-04   2.50911837E-04   6.07862341E-05   8.92848163E-11   2.57695819E-09  
  16               4.87448356E-03   1.14912848E+03   8.38848074E-01   1.60272688E-01   9.56730247E-07   5.30544210E-04   2.50930534E-04   6.07859217E-05   1.31652860E-10   2.57695080E-09  
  17               5.81277645E-03   1.16500885E+03   8.38847797E-01   1.60272663E-01   1.20445474E-06   5.30549504E-04   2.50944213E-04   6.07855442E-05   3.11012731E-10   2.57694276E-09  
  18               6.91798229E-03   1.18294654E+03   8.38847414E-01   1.60272631E-01   1.56576362E-06   5.30556159E-04   2.50969388E-04   6.07851671E-05   4.47877161E-10   9.23367131E-09  
  19               8.21967746E-03   1.19920733E+03   8.38846993E-01   1.60272592E-01   1.95419974E-06   5.30560434E-04   2.50984049E-04   6.07847133E-05   1.02358762E-09   9.23363370E-09  
  20               9.75234243E-03   1.21763906E+03   8.38846381E-01   1.60272540E-01   2.51832742E-06   5.30566033E-04   2.51037021E-04   6.07842564E-05   1.45046332E-09   9.23358872E-09  
  21               1.15559903E-02   1.23447854E+03   8.38845686E-01   1.60272471E-01   3.12622791E-06   5.30569462E-04   2.51059730E-04   6.07837071E-05   3.24487267E-09   2.97039175E-08  
  22               1.36766907E-02   1.25363919E+03   8.38844702E-01   1.60272394E-01   4.00869089E-06   5.30574239E-04   2.51209729E-04   6.07831571E-05   4.53871752E-09   2.97037286E-08  
  23               1.61680004E-02   1.27137097E+03   8.38843368E-01   1.60272243E-01   4.97307933E-06   5.30576941E-04   2.51264397E-04   6.07824828E-05   1.01043057E-08   2.97035096E-08  
  24               1.90892376E-02   1.29155491E+03   8.38841570E-01   1.60272115E-01   6.37105305E-06   5.30581033E-04   2.51743369E-04   6.07818220E-05   1.40282869E-08   1.01488041E-07  
  25               2.25087957E-02   1.31041969E+03   8.38838882E-01   1.60271783E-01   7.92042721E-06   5.30582877E-04   2.51914929E-04   6.07809778E-05   3.13587743E-08   1.01486985E-07  
  26               2.64984300E-02   1.33196493E+03   8.38834895E-01   1.60271512E-01   1.01788911E-05   5.30586119E-04   2.53527733E-04   6.07801718E-05   4.32199996E-08   1.01485812E-07  
  27               3.11372370E-02   1.35243115E+03   8.38828498E-01   1.60270648E-01   1.27533676E-05   5.30586277E-04   2.54111427E-04   6.07790341E-05   9.87434166E-08   3.45784837E-07  
  28               3.64863119E-02   1.37567148E+03   8.38821027E-01   1.60270324E-01   1.64987309E-05   5.30589004E-04   2.58578833E-04   6.07781387E-05   1.34951256E-07   3.45779750E-07  
  29               4.26614985E-02   1.39792493E+03   8.38802744E-01   1.60267298E-01   2.08468181E-05   5.30582362E-04   2.58849264E-04   6.07761050E-05   3.17027693E-07   3.45768409E-07  
  30               4.95862744E-02   1.42332226E+03   8.38780941E-01   1.60266722E-01   2.72880786E-05   5.30582660E-04   2.76238774E-04   6.07751233E-05   3.92719858E-07   1.34984113E-06  
  31               5.72902784E-02   1.44769205E+03   8.38771898E-01   1.60265886E-01   3.49377383E-05   5.30584001E-04   2.77066108E-04   6.07739555E-05   9.59003940E-07   1.34981069E-06  
  32               6.61551552E-02   1.47540239E+03   8.38752972E-01   1.60263797E-01   4.61592315E-05   5.30581935E-04   2.79476708E-04   6.07723630E-05   2.55593356E-06   1.34976553E-06  
  33               7.60019960E-02   1.50239073E+03   8.38728516E-01   1.60261454E-01   5.98481680E-05   5.30577757E-04   2.84929010E-04   6.07706288E-05   6.12475453E-06   5.35065019E-06  
  34               8.64353282E-02   1.53159408E+03   8.38684928E-01   1.60257348E-01   7.91000375E-05   5.30567322E-04   2.97655026E-04   6.07683980E-05   1.44299299E-05   5.35038284E-06  
  35               9.76430529E-02   1.56049273E+03   8.38599762E-01   1.60247752E-01   1.03224014E-04   5.30536464E-04   3.20934162E-04   6.07641261E-05   2.96439727E-05   5.34992339E-06  
  36               1.08070850E-01   1.59155963E+03   8.38481432E-01   1.60239054E-01   1.37665215E-04   5.30503544E-04   3.77256720E-04   6.07606197E-05   6.65706485E-05   1.93313183E-05  
