# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   6.95668320E+02   8.38853988E-01   1.60273317E-01   5.75990890E-12   5.28576128E-04   2.47905459E-04   6.07894485E-05   0.00000000E+00   0.00000000E+00  
  2                1.63242678E-05   7.79779922E+02   8.38850512E-01   1.60272841E-01   2.76227170E-10   5.29905942E-04   2.49562967E-04   6.07893817E-05   0.00000000E+00   8.03282681E-16  
  3                2.33365480E-05   8.19490913E+02   8.38850048E-01   1.60272810E-01   1.20563239E-09   5.30107891E-04   2.50053574E-04   6.07893774E-05   0.00000000E+00   1.22450063E-14  
  4                3.14803044E-05   8.44947410E+02   8.38849851E-01   1.60272799E-01   2.76116998E-09   5.30199142E-04   2.50257810E-04   6.07893626E-05   0.00000000E+00   5.60757075E-14  
  5                4.10329624E-05   8.70062709E+02   8.38849695E-01   1.60272791E-01   6.00664857E-09   5.30270994E-04   2.50414293E-04   6.07893514E-05   0.00000000E+00   6.10048033E-13  
  6                5.22797263E-05   8.88893909E+02   8.38849603E-01   1.60272786E-01   1.01808052E-08   5.30315244E-04   2.50502204E-04   6.07893333E-05   0.00000000E+00   6.10047932E-13  
  7                6.55490475E-05   9.09979878E+02   8.38849508E-01   1.60272781E-01   1.82167200E-08   5.30357679E-04   2.50586949E-04   6.07893195E-05   1.67404246E-15   1.76308504E-12  
  8                8.12189090E-05   9.26284137E+02   8.38849443E-01   1.60272777E-01   2.74143618E-08   5.30385814E-04   2.50638304E-04   6.07892983E-05   1.89120037E-14   8.83078168E-12  
  9                9.97594243E-05   9.45411557E+02   8.38849364E-01   1.60272773E-01   4.43041467E-08   5.30414935E-04   2.50692680E-04   6.07892813E-05   4.03593632E-14   8.83077945E-12  
  10               1.21731717E-04   9.60439565E+02   8.38849303E-01   1.60272769E-01   6.23876962E-08   5.30434990E-04   2.50726948E-04   6.07892560E-05   1.44020440E-13   3.50149687E-11  
  11               1.47799068E-04   9.78697551E+02   8.38849218E-01   1.60272763E-01   9.51159173E-08   5.30456852E-04   2.50765689E-04   6.07892349E-05   2.60706410E-13   3.50149571E-11  
  12               1.78737598E-04   9.93237620E+02   8.38849147E-01   1.60272758E-01   1.28985874E-07   5.30472296E-04   2.50790818E-04   6.07892047E-05   5.32890152E-13   1.20569583E-10  
  13               2.15465185E-04   1.01121117E+03   8.38849039E-01   1.60272750E-01   1.89537618E-07   5.30489593E-04   2.50820195E-04   6.07891784E-05   1.46686667E-12   1.20569530E-10  
  14               2.59056652E-04   1.02566656E+03   8.38848944E-01   1.60272743E-01   2.50924638E-07   5.30502024E-04   2.50839715E-04   6.07891421E-05   2.84350533E-12   3.77098056E-10  
  15               3.10779924E-04   1.04368424E+03   8.38848793E-01   1.60272730E-01   3.59385929E-07   5.30516153E-04   2.50862869E-04   6.07891093E-05   7.28268011E-12   3.77097832E-10  
  16               3.72117257E-04   1.05829669E+03   8.38848655E-01   1.60272719E-01   4.67962203E-07   5.30526434E-04   2.50878868E-04   6.07890653E-05   1.35478337E-11   1.09722615E-09  
  17               4.44812557E-04   1.07655835E+03   8.38848427E-01   1.60272699E-01   6.57405948E-07   5.30538196E-04   2.50897623E-04   6.07890240E-05   3.30099050E-11   1.09722526E-09  
  18               5.30899008E-04   1.09148613E+03   8.38848216E-01   1.60272681E-01   8.45652295E-07   5.30546844E-04   2.50912365E-04   6.07889703E-05   5.93214304E-11   4.60767521E-09  
  19               6.32761387E-04   1.11013508E+03   8.38847866E-01   1.60272650E-01   1.16998636E-06   5.30556758E-04   2.50928155E-04   6.07889179E-05   1.39474252E-10   4.60767020E-09  
  20               7.53175625E-04   1.12546908E+03   8.38847517E-01   1.60272619E-01   1.49015666E-06   5.30564084E-04   2.50947132E-04   6.07888506E-05   2.43319920E-10   4.60766498E-09  
  21               8.95517802E-04   1.14453173E+03   8.38846954E-01   1.60272567E-01   2.03235102E-06   5.30572448E-04   2.50962061E-04   6.07887820E-05   5.53810113E-10   2.00863635E-08  
  22               1.06381328E-03   1.16031615E+03   8.38846403E-01   1.60272521E-01   2.56501922E-06   5.30578668E-04   2.51004192E-04   6.07886983E-05   9.36444520E-10   2.00863330E-08  
  23               1.26280647E-03   1.17995444E+03   8.38845406E-01   1.60272421E-01   3.45981737E-06   5.30585698E-04   2.51024759E-04   6.07886010E-05   2.08749818E-09   2.00862896E-08  
  24               1.49797992E-03   1.19642094E+03   8.38844441E-01   1.60272344E-01   4.34500263E-06   5.30590973E-04   2.51160105E-04   6.07884932E-05   3.43789976E-09   7.28772698E-08  
  25               1.77576507E-03   1.21687534E+03   8.38842687E-01   1.60272160E-01   5.82046944E-06   5.30596792E-04   2.51210848E-04   6.07883523E-05   7.61789829E-09   7.28770395E-08  
  26               2.10344808E-03   1.23420737E+03   8.38840648E-01   1.60271991E-01   7.29254650E-06   5.30600975E-04   2.51697615E-04   6.07881955E-05   1.22459455E-08   7.28768075E-08  
  27               2.48950055E-03   1.25566510E+03   8.38837001E-01   1.60271560E-01   9.72671502E-06   5.30605181E-04   2.51874941E-04   6.07879479E-05   2.72094058E-08   2.90069645E-07  
  28               2.94256596E-03   1.27406542E+03   8.38832898E-01   1.60271309E-01   1.21905693E-05   5.30608093E-04   2.53654106E-04   6.07877447E-05   4.26841902E-08   2.90068379E-07  
  29               3.47330127E-03   1.29672883E+03   8.38823709E-01   1.60270066E-01   1.62308936E-05   5.30608840E-04   2.54325540E-04   6.07871759E-05   9.53195898E-08   2.90065135E-07  
  30               4.08910129E-03   1.31644277E+03   8.38814953E-01   1.60269698E-01   2.04144544E-05   5.30609754E-04   2.59777276E-04   6.07869154E-05   1.46114249E-07   1.05369432E-06  
  31               4.80215194E-03   1.34048659E+03   8.38795930E-01   1.60266784E-01   2.71910244E-05   5.30604640E-04   2.60175036E-04   6.07857023E-05   4.14502485E-07   1.05367052E-06  
  32               5.61177645E-03   1.36168919E+03   8.38771507E-01   1.60265590E-01   3.43993558E-05   5.30599250E-04   2.76502232E-04   6.07851227E-05   5.02143348E-07   1.05365777E-06  
  33               6.52299546E-03   1.38735273E+03   8.38757852E-01   1.60264352E-01   4.60216938E-05   5.30599189E-04   2.77874183E-04   6.07845455E-05   1.42944012E-06   4.33616003E-06  
  34               7.56487752E-03   1.41009069E+03   8.38739718E-01   1.60262614E-01   5.84744179E-05   5.30596197E-04   2.80740544E-04   6.07837518E-05   3.32145412E-06   4.33608763E-06  
  35               8.75053824E-03   1.43750644E+03   8.38694368E-01   1.60257377E-01   7.83236812E-05   5.30580649E-04   2.88945202E-04   6.07816531E-05   8.69250533E-06   4.33591546E-06  
  36               1.00361916E-02   1.46220802E+03   8.38643118E-01   1.60252438E-01   1.00452159E-04   5.30563846E-04   3.03592691E-04   6.07796558E-05   1.82676373E-05   1.68610279E-05  
  37               1.13456244E-02   1.49045182E+03   8.38552981E-01   1.60244221E-01   1.34091825E-04   5.30532666E-04   3.34462127E-04   6.07764631E-05   3.84951400E-05   1.68600279E-05  
  38               1.26852826E-02   1.51624859E+03   8.38418994E-01   1.60230393E-01   1.72651021E-04   5.30479985E-04   3.77363840E-04   6.07711438E-05   6.67213712E-05   1.68584373E-05  
