# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              H                CH4              CO               NH3              N2              
  42               4.86381245E-01   5.78607768E+02   8.38093376E-01   1.60458265E-01   7.80110939E-04   1.18590574E-17   5.31326881E-04   3.07313692E-13   8.92751931E-05   1.62222912E-05  
  43               6.00119662E-01   6.02509610E+02   8.38098893E-01   1.60456928E-01   7.80104530E-04   6.53913655E-17   5.31322451E-04   1.21417717E-12   8.09389366E-05   2.03899122E-05  
  44               7.42121934E-01   6.23783427E+02   8.38102668E-01   1.60456012E-01   7.80100229E-04   2.62806480E-16   5.31319418E-04   3.50853515E-12   7.52347990E-05   2.32416338E-05  
  45               9.19603236E-01   6.51829966E+02   8.38108623E-01   1.60454569E-01   7.80093582E-04   1.46554371E-15   5.31314625E-04   1.40534661E-11   6.62360064E-05   2.77404824E-05  
  46               1.14123590E+00   6.77492595E+02   8.38112661E-01   1.60453588E-01   7.80089415E-04   6.13230281E-15   5.31311350E-04   4.23715560E-11   6.01298722E-05   3.07931778E-05  
  47               1.41693914E+00   7.09964303E+02   8.38118107E-01   1.60452264E-01   7.80084347E-04   3.29523944E-14   5.31306841E-04   1.64593209E-10   5.18879450E-05   3.49136392E-05  
  48               1.75717174E+00   7.39761723E+02   8.38121609E-01   1.60451399E-01   7.80082203E-04   1.33328073E-13   5.31303654E-04   4.84102753E-10   4.65405023E-05   3.75870324E-05  
  49               2.17307704E+00   7.75957088E+02   8.38125716E-01   1.60450325E-01   7.80080921E-04   6.39807009E-13   5.31298869E-04   1.70334164E-09   4.00631269E-05   4.08253128E-05  
  50               2.67785472E+00   8.09281840E+02   8.38128214E-01   1.60449621E-01   7.80082248E-04   2.36229592E-12   5.31293582E-04   4.64496320E-09   3.59485819E-05   4.28823182E-05  
  51               3.28523631E+00   8.48695490E+02   8.38131324E-01   1.60448859E-01   7.80083949E-04   9.81909174E-12   5.31281252E-04   1.44135672E-08   3.12321864E-05   4.52402264E-05  
  52               4.00927639E+00   8.84907875E+02   8.38133241E-01   1.60448371E-01   7.80081395E-04   3.21055881E-11   5.31258529E-04   3.54666578E-08   2.82877392E-05   4.67122645E-05  
  53               4.86603829E+00   9.26967272E+02   8.38135346E-01   1.60447796E-01   7.80053930E-04   1.14354080E-10   5.31195811E-04   9.61532505E-08   2.49697874E-05   4.83710200E-05  
  54               5.87184258E+00   9.65839381E+02   8.38136372E-01   1.60447348E-01   7.79978273E-04   3.31691290E-10   5.31076411E-04   2.13870808E-07   2.28836847E-05   4.94138961E-05  
  55               7.04471182E+00   1.01079804E+03   8.38136969E-01   1.60446675E-01   7.79737310E-04   1.03651320E-09   5.30769697E-04   5.17922282E-07   2.04921396E-05   5.06093966E-05  
  56               8.40503502E+00   1.05270797E+03   8.38137128E-01   1.60446120E-01   7.79265654E-04   2.72135613E-09   5.30225298E-04   1.05981833E-06   1.89665671E-05   5.13719363E-05  
  57               9.97915648E+00   1.10051391E+03   8.38139753E-01   1.60445431E-01   7.78179166E-04   7.54079713E-09   5.28977206E-04   2.30426138E-06   1.72502488E-05   5.22297378E-05  
  58               1.17941555E+01   1.14483626E+03   8.38142890E-01   1.60444613E-01   7.76372199E-04   1.78126107E-08   5.26996800E-04   4.27994274E-06   1.61990379E-05   5.27548458E-05  
  59               1.38816526E+01   1.19451487E+03   8.38148651E-01   1.60443136E-01   7.72639892E-04   4.35297731E-08   5.23038742E-04   8.22927066E-06   1.50313293E-05   5.33377063E-05  
  60               1.62800844E+01   1.23996331E+03   8.38155937E-01   1.60441284E-01   7.67468284E-04   9.16748825E-08   5.17648227E-04   1.36084121E-05   1.43906045E-05   5.36566363E-05  
  61               1.90460231E+01   1.28993661E+03   8.38168078E-01   1.60438221E-01   7.58615857E-04   1.96414988E-07   5.08539461E-04   2.26980081E-05   1.36906380E-05   5.40040130E-05  
  62               2.22366510E+01   1.33463602E+03   8.38181213E-01   1.60434906E-01   7.48727403E-04   3.65752285E-07   4.98427976E-04   3.27874587E-05   1.34370353E-05   5.41275055E-05  
  63               2.59083556E+01   1.38343476E+03   8.38200216E-01   1.60430110E-01   7.34317106E-04   6.90892639E-07   4.83771209E-04   4.74108058E-05   1.31216159E-05   5.42798732E-05  
  64               3.01197509E+01   1.42663020E+03   8.38217454E-01   1.60425704E-01   7.20942153E-04   1.15659341E-06   4.70189284E-04   6.09581102E-05   1.31602441E-05   5.42545368E-05  
  65               3.49587687E+01   1.47453518E+03   8.38240470E-01   1.60419760E-01   7.02968222E-04   1.98587884E-06   4.51963938E-04   7.91329608E-05   1.31044147E-05   5.42733295E-05  
  66               4.05191382E+01   1.51731898E+03   8.38258666E-01   1.60414843E-01   6.88220914E-04   3.09329146E-06   4.36928425E-04   9.41175662E-05   1.33377583E-05   5.41469473E-05  
  67               4.68700802E+01   1.56585503E+03   8.38282361E-01   1.60408182E-01   6.68610644E-04   4.99895082E-06   4.16906940E-04   1.14063998E-04   1.34383228E-05   5.40822064E-05  
  68               5.40415218E+01   1.61010233E+03   8.38299207E-01   1.60402564E-01   6.53090909E-04   7.48863445E-06   4.00688767E-04   1.30202871E-04   1.37478758E-05   5.39119436E-05  
  69               6.20227801E+01   1.66130166E+03   8.38306850E-01   1.60391953E-01   6.32561590E-04   1.17447672E-05   3.78224196E-04   1.52539610E-04   1.38641241E-05   5.38297418E-05  
  70               7.07854667E+01   1.70941811E+03   8.38311266E-01   1.60384342E-01   6.30246297E-04   1.74109915E-05   3.56080783E-04   1.74550129E-04   1.41038055E-05   5.36849263E-05  
  71               8.03401822E+01   1.76610461E+03   8.38334590E-01   1.60374763E-01   6.04867721E-04   2.72160533E-05   3.29510788E-04   2.00924495E-04   1.41118389E-05   5.36436158E-05  
  72               9.05844278E+01   1.82206137E+03   8.38344647E-01   1.60364302E-01   5.83624911E-04   4.11242899E-05   3.04084192E-04   2.26115308E-04   1.41581984E-05   5.35766941E-05  
  73               1.01362766E+02   1.87690205E+03   8.38331665E-01   1.60351854E-01   5.71777710E-04   6.01484256E-05   2.78833193E-04   2.51090873E-04   1.42266319E-05   5.34933727E-05  
  74               1.12368063E+02   1.92715458E+03   8.38278100E-01   1.60335964E-01   5.77723111E-04   8.34042328E-05   2.54565628E-04   2.75070349E-04   1.43642269E-05   5.33763693E-05  
  75               1.23089721E+02   1.97349618E+03   8.38203830E-01   1.60320293E-01   6.05428525E-04   1.11084469E-04   2.28734553E-04   3.00637449E-04   1.44979644E-05   5.32678565E-05  
  76               1.33140059E+02   2.01305474E+03   8.38192740E-01   1.60314183E-01   5.93541181E-04   1.40148375E-04   2.16579671E-04   3.12525094E-04   1.46655840E-05   5.31396381E-05  
  77               1.44479257E+02   2.05593916E+03   8.38163111E-01   1.60305311E-01   5.81460559E-04   1.78518235E-04   2.04184992E-04   3.24591662E-04   1.48441276E-05   5.29975495E-05  
  78               1.54346340E+02   2.09016270E+03   8.38140837E-01   1.60299767E-01   5.73060844E-04   2.14692548E-04   1.95507573E-04   3.32985985E-04   1.50292700E-05   5.28605805E-05  
  79               1.62268847E+02   2.11718096E+03   8.38119179E-01   1.60295105E-01   5.66636727E-04   2.47405791E-04   1.88846768E-04   3.39406591E-04   1.51651243E-05   5.27556582E-05  
  80               1.71505873E+02   2.14639855E+03   8.38090833E-01   1.60290007E-01   5.60530073E-04   2.86897844E-04   1.82464204E-04   3.45510173E-04   1.53479685E-05   5.26223755E-05  
  81               1.82216945E+02   2.17955257E+03   8.38052643E-01   1.60283805E-01   5.53868540E-04   3.37874834E-04   1.75460960E-04   3.52173825E-04   1.55462563E-05   5.24732427E-05  
  82               1.94554730E+02   2.21507098E+03   8.37971337E-01   1.60270672E-01   5.47632819E-04   3.99894990E-04   1.68817390E-04   3.58401875E-04   1.57934317E-05   5.22908373E-05  
  83               2.03959178E+02   2.24151872E+03   8.37929276E-01   1.60265176E-01   5.43159632E-04   4.51893069E-04   1.64048457E-04   3.62856601E-04   1.59717034E-05   5.21576070E-05  
  84               2.10838555E+02   2.25973738E+03   8.37897333E-01   1.60261236E-01   5.40438289E-04   4.90466726E-04   1.61112227E-04   3.65563869E-04   1.61131724E-05   5.20554270E-05  
  85               2.19034811E+02   2.28141035E+03   8.37856065E-01   1.60256256E-01   5.37191310E-04   5.39932433E-04   1.57599218E-04   3.68793837E-04   1.62706819E-05   5.19381693E-05  
  86               2.28756364E+02   2.30571625E+03   8.37803345E-01   1.60250087E-01   5.33962750E-04   5.99644026E-04   1.54056182E-04   3.72000191E-04   1.64687261E-05   5.17943176E-05  
  87               2.40234713E+02   2.33379152E+03   8.37732188E-01   1.60242549E-01   5.34964204E-04   6.75100977E-04   1.49178134E-04   3.76499449E-04   1.66947450E-05   5.16323190E-05  
  88               2.53727858E+02   2.36499191E+03   8.37651987E-01   1.60234087E-01   5.31593805E-04   7.67041107E-04   1.45210888E-04   3.79986007E-04   1.69679326E-05   5.14341574E-05  
  89               2.69524096E+02   2.40009025E+03   8.37550928E-01   1.60223765E-01   5.28123053E-04   8.81795742E-04   1.41042743E-04   3.83575845E-04   1.72818483E-05   5.12047243E-05  
  90               2.87942639E+02   2.43869022E+03   8.37425850E-01   1.60211435E-01   5.24835917E-04   1.02238193E-03   1.36952230E-04   3.86979311E-04   1.76504320E-05   5.09365942E-05  
  91               3.09342337E+02   2.48100918E+03   8.37270825E-01   1.60196589E-01   5.21753979E-04   1.19521676E-03   1.32941250E-04   3.90172994E-04   1.80758089E-05   5.06268910E-05  
  92               3.34124127E+02   2.52712121E+03   8.37079133E-01   1.60178671E-01   5.18947492E-04   1.40750636E-03   1.29057261E-04   3.93085895E-04   1.85620696E-05   5.02717965E-05  
  93               3.62758204E+02   2.57642053E+03   8.36846668E-01   1.60157449E-01   5.16700797E-04   1.66329583E-03   1.25566944E-04   3.95434015E-04   1.91253910E-05   4.98627697E-05  
  94               3.95785869E+02   2.62992307E+03   8.36559110E-01   1.60131560E-01   5.14770725E-04   1.97852247E-03   1.22172869E-04   3.97468177E-04   1.97538878E-05   4.94013834E-05  
  95               4.33850406E+02   2.68604930E+03   8.36217338E-01   1.60101325E-01   5.13705084E-04   2.35141614E-03   1.19407416E-04   3.98646472E-04   2.04808127E-05   4.88725935E-05  
  96               4.77715548E+02   2.74655229E+03   8.35797689E-01   1.60064481E-01   5.13086128E-04   2.80833818E-03   1.16763762E-04   3.99403097E-04   2.12837470E-05   4.82806457E-05  
  97               5.28335409E+02   2.80961836E+03   8.35303844E-01   1.60021606E-01   5.13492395E-04   3.34442088E-03   1.14792478E-04   3.99173360E-04   2.22027084E-05   4.76076155E-05  
  98               5.86929359E+02   2.87728792E+03   8.34702792E-01   1.59969636E-01   5.14544458E-04   3.99613780E-03   1.12987944E-04   3.98361983E-04   2.32171876E-05   4.68545614E-05  
  99               6.54784028E+02   2.94755477E+03   8.34002454E-01   1.59909503E-01   5.16792260E-04   4.75404940E-03   1.11862674E-04   3.96437929E-04   2.43683983E-05   4.60034358E-05  
  100              7.33311457E+02   3.02228770E+03   8.33163460E-01   1.59837600E-01   5.19892436E-04   5.66148957E-03   1.10929242E-04   3.93773536E-04   2.56305514E-05   4.50566561E-05  
  101              8.23848103E+02   3.09887158E+03   8.32208645E-01   1.59756149E-01   5.24356262E-04   6.69285012E-03   1.10695892E-04   3.89865530E-04   2.70421832E-05   4.39998514E-05  
