# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               CH4              H2O              NH3              H2S              H2O(s)           Ar              
  1                1.00000000E-05   4.76496265E+01   8.38831897E-01   1.60608979E-01   5.31825942E-04   1.83215986E-18   8.03646518E-09   2.30014354E-05   0.00000000E+00   4.22443659E-06  
  2                3.06892737E-04   5.24306092E+01   8.38831897E-01   1.60608979E-01   5.31825942E-04   1.95709045E-18   8.03646518E-09   2.30014354E-05   0.00000000E+00   4.22443659E-06  
  3                6.71231285E-04   5.84398706E+01   8.38831897E-01   1.60608979E-01   5.31825942E-04   2.18803466E-18   8.03646518E-09   2.30014354E-05   0.00000000E+00   4.22443659E-06  
  4                1.11831917E-03   5.78608952E+01   8.38831897E-01   1.60608979E-01   5.31825942E-04   2.11218221E-18   8.03646518E-09   2.30014354E-05   0.00000000E+00   4.22443659E-06  
  5                1.66646349E-03   6.35376816E+01   8.38831897E-01   1.60608979E-01   5.31825942E-04   2.03567309E-18   8.03646518E-09   2.30014354E-05   0.00000000E+00   4.22443659E-06  
  6                2.33806580E-03   6.39487576E+01   8.38831897E-01   1.60608979E-01   5.31825942E-04   1.97730867E-18   8.03646518E-09   2.30014354E-05   0.00000000E+00   4.22443659E-06  
  7                3.15962544E-03   6.71572296E+01   8.38831897E-01   1.60608979E-01   5.31825942E-04   1.75405427E-18   8.03646518E-09   2.30014354E-05   0.00000000E+00   4.22443659E-06  
  8                4.16357124E-03   6.82123700E+01   8.38831897E-01   1.60608979E-01   5.31825942E-04   1.72812794E-18   8.03646518E-09   2.30014354E-05   0.00000000E+00   4.22443659E-06  
  9                5.38835357E-03   7.08335522E+01   8.38831897E-01   1.60608979E-01   5.31825942E-04   2.21942159E-18   8.03646518E-09   2.30014354E-05   0.00000000E+00   4.22443659E-06  
  10               6.87671556E-03   7.26780477E+01   8.38831897E-01   1.60608979E-01   5.31825942E-04   1.75551782E-18   8.03646518E-09   2.30014354E-05   0.00000000E+00   4.22443659E-06  
  11               8.67727336E-03   7.49673610E+01   8.38831897E-01   1.60608979E-01   5.31825942E-04   1.93849853E-18   8.03646518E-09   2.30014354E-05   0.00000000E+00   4.22443659E-06  
  12               1.08447841E-02   7.73402112E+01   8.38831897E-01   1.60608979E-01   5.31825942E-04   1.72272950E-18   8.03646518E-09   2.30014354E-05   0.00000000E+00   4.22443659E-06  
  13               1.34473721E-02   7.93114077E+01   8.38831897E-01   1.60608979E-01   5.31825942E-04   1.78621753E-18   8.03646518E-09   2.30014354E-05   0.00000000E+00   4.22443659E-06  
  14               1.65674145E-02   8.20867850E+01   8.38831897E-01   1.60608979E-01   5.31825942E-04   1.83784057E-18   8.03646518E-09   2.30014354E-05   0.00000000E+00   4.22443659E-06  
  15               2.03118691E-02   8.38402456E+01   8.38831897E-01   1.60608979E-01   5.31825942E-04   1.88412606E-18   8.03646518E-09   2.30014354E-05   0.00000000E+00   4.22443659E-06  
  16               2.48113797E-02   8.69682459E+01   8.38831897E-01   1.60608979E-01   5.31825942E-04   1.82545451E-18   8.03646518E-09   2.30014354E-05   0.00000000E+00   4.22443659E-06  
  17               3.02299201E-02   8.86842461E+01   8.38831897E-01   1.60608979E-01   5.31825942E-04   1.85680224E-18   8.03646518E-09   2.30014354E-05   0.00000000E+00   4.22443659E-06  
  18               3.67653900E-02   9.22878325E+01   8.38831897E-01   1.60608979E-01   5.31825942E-04   1.88659815E-18   8.03646518E-09   2.30014354E-05   0.00000000E+00   4.22443659E-06  
  19               4.46683118E-02   9.40837206E+01   8.38831897E-01   1.60608979E-01   5.31825942E-04   1.91591672E-18   8.03646518E-09   2.30014354E-05   0.00000000E+00   4.22443659E-06  
  20               5.42515276E-02   9.81920059E+01   8.38831897E-01   1.60608979E-01   5.31825942E-04   1.94582876E-18   8.03646518E-09   2.30014354E-05   0.00000000E+00   4.22443659E-06  
  21               6.58959820E-02   1.00142923E+02   8.38831851E-01   1.60608970E-01   5.31825913E-04   1.64858220E-18   8.10010003E-09   2.30014341E-05   1.74424515E-17   4.22443636E-06  
  22               8.00699169E-02   1.04734491E+02   8.38831851E-01   1.60608970E-01   5.31825913E-04   1.91291886E-17   6.34280680E-08   2.30014341E-05   3.31740054E-17   4.22443636E-06  
  23               9.73473601E-02   1.06982354E+02   8.38831467E-01   1.60608897E-01   5.31825669E-04   5.29491031E-17   6.39538981E-08   2.30014236E-05   5.62009226E-16   4.22443442E-06  
  24               1.18368845E-01   1.12238682E+02   8.38831467E-01   1.60608897E-01   5.31825669E-04   6.16323876E-16   5.21490046E-07   2.30014236E-05   1.18812665E-15   4.22443442E-06  
  25               1.43706897E-01   1.14967856E+02   8.38827902E-01   1.60608214E-01   5.31823409E-04   1.82843933E-15   5.26334342E-07   2.30013258E-05   2.10176518E-14   4.22441647E-06  
  26               1.73283106E-01   1.21206274E+02   8.38827902E-01   1.60608214E-01   5.31823409E-04   2.29021151E-14   4.77121940E-06   2.30013258E-05   4.90693775E-14   4.22441647E-06  
  27               2.04833817E-01   1.24521125E+02   8.38807538E-01   1.60604315E-01   5.31810498E-04   7.34928857E-14   4.79773817E-06   2.30007674E-05   1.38678390E-12   4.22431392E-06  
  28               2.34781998E-01   1.30908619E+02   8.38807538E-01   1.60604315E-01   5.31810498E-04   1.46027678E-12   2.90479169E-05   2.30007674E-05   0.00000000E+00   4.22431392E-06  
  29               2.58279937E-01   1.33328295E+02   8.38729718E-01   1.60589415E-01   5.31761160E-04   1.46475708E-12   2.91316510E-05   2.29986335E-05   4.95002151E-12   4.22392201E-06  
  30               2.75875424E-01   1.37940057E+02   8.38729718E-01   1.60589415E-01   5.31761160E-04   6.41477859E-12   1.21819263E-04   2.29986335E-05   0.00000000E+00   4.22392201E-06  
  31               2.87904662E-01   1.38134692E+02   8.38729718E-01   1.60589415E-01   5.31761160E-04   6.43344466E-12   1.21819263E-04   2.29986335E-05   2.00177593E-11   4.22392201E-06  
  32               3.02682459E-01   1.42175415E+02   8.38729718E-01   1.60589415E-01   5.31761160E-04   2.64512040E-11   1.21819263E-04   2.29986335E-05   0.00000000E+00   4.22392201E-06  
  33               3.20827482E-01   1.43088354E+02   8.38729718E-01   1.60589415E-01   5.31761160E-04   2.65754959E-11   1.21819263E-04   2.29986335E-05   1.33292461E-10   4.22392201E-06  
  34               3.43095429E-01   1.48093644E+02   8.38729718E-01   1.60589415E-01   5.31761160E-04   1.59867957E-10   1.21819263E-04   2.29986335E-05   0.00000000E+00   4.22392201E-06  
  35               3.70409430E-01   1.49931560E+02   8.38729717E-01   1.60589415E-01   5.31761159E-04   1.61028166E-10   1.21819263E-04   2.29986335E-05   1.24422630E-09   4.22392200E-06  
  36               4.03897451E-01   1.56162296E+02   8.38729717E-01   1.60589415E-01   5.31761159E-04   1.40525447E-09   1.21819263E-04   2.29986335E-05   0.00000000E+00   4.22392200E-06  
  37               4.44934765E-01   1.59132309E+02   8.38729710E-01   1.60589414E-01   5.31761155E-04   1.41280259E-09   1.21819262E-04   2.29986333E-05   8.09481946E-09   4.22392197E-06  
  38               4.95199422E-01   1.65508667E+02   8.38729710E-01   1.60589414E-01   5.31761155E-04   9.50762204E-09   1.21819262E-04   2.29986333E-05   0.00000000E+00   4.22392197E-06  
  39               5.56743834E-01   1.68493310E+02   8.38729670E-01   1.60589406E-01   5.31761129E-04   9.55182766E-09   1.21819256E-04   2.29986322E-05   4.74106609E-08   4.22392177E-06  
  40               6.32082637E-01   1.75092787E+02   8.38729670E-01   1.60589406E-01   5.31761129E-04   5.69624885E-08   1.21819256E-04   2.29986322E-05   0.00000000E+00   4.22392177E-06  
  41               7.24302106E-01   1.78581024E+02   8.38729433E-01   1.60589361E-01   5.31760979E-04   5.72262070E-08   1.21819221E-04   2.29986257E-05   2.82955704E-07   4.22392057E-06  
  42               8.37197748E-01   1.84803308E+02   8.38729433E-01   1.60589361E-01   5.31760979E-04   3.40181911E-07   1.21819221E-04   2.29986257E-05   0.00000000E+00   4.22392057E-06  
  43               9.75428028E-01   1.90118035E+02   8.38728222E-01   1.60589129E-01   5.31760211E-04   3.41523047E-07   1.21819045E-04   2.29985925E-05   1.44206663E-06   4.22391448E-06  
  44               1.14428464E+00   1.96299542E+02   8.38728222E-01   1.60589129E-01   5.31760211E-04   1.78358968E-06   1.21819045E-04   2.29985925E-05   0.00000000E+00   4.22391448E-06  
  45               1.34999018E+00   2.02552667E+02   8.38720337E-01   1.60587619E-01   5.31755212E-04   1.79220656E-06   1.21817900E-04   2.29983763E-05   9.39310623E-06   4.22387476E-06  
  46               1.59981616E+00   2.09464180E+02   8.38720337E-01   1.60587619E-01   5.31755212E-04   1.11853128E-05   1.21817900E-04   2.29983763E-05   0.00000000E+00   4.22387476E-06  
  47               1.90184186E+00   2.18201182E+02   8.38694787E-01   1.60582727E-01   5.31739013E-04   1.12118423E-05   1.21814189E-04   2.29976757E-05   3.04357945E-05   4.22374609E-06  
  48               2.26485189E+00   2.30369981E+02   8.38606953E-01   1.60565910E-01   5.31683326E-04   4.17226048E-05   1.21801432E-04   2.29952672E-05   1.04647140E-04   4.22330376E-06  
  49               2.69779953E+00   2.43405879E+02   8.38073882E-01   1.60463844E-01   5.31345355E-04   1.46277253E-04   1.21724007E-04   2.29806500E-05   6.35661932E-04   4.22061916E-06  
  50               3.19467065E+00   2.56479458E+02   8.38073882E-01   1.60463844E-01   5.31345355E-04   7.81939186E-04   1.21724007E-04   2.29806500E-05   0.00000000E+00   4.22061916E-06  
  51               3.74662423E+00   2.69510404E+02   8.38073882E-01   1.60463844E-01   5.31345355E-04   7.81939186E-04   1.21724007E-04   2.29806500E-05   0.00000000E+00   4.22061916E-06  
  52               4.41305586E+00   2.83452370E+02   8.38073882E-01   1.60463844E-01   5.31345355E-04   7.81939186E-04   1.21724007E-04   2.29806500E-05   0.00000000E+00   4.22061916E-06  
  53               5.21403486E+00   2.98334009E+02   8.38073882E-01   1.60463844E-01   5.31345355E-04   7.81939186E-04   1.21724007E-04   2.29806500E-05   0.00000000E+00   4.22061916E-06  
  54               6.17225821E+00   3.14111525E+02   8.38073882E-01   1.60463844E-01   5.31345355E-04   7.81939179E-04   1.21724007E-04   2.29806500E-05   0.00000000E+00   4.22061916E-06  
  55               7.31193380E+00   3.30692203E+02   8.38073882E-01   1.60463844E-01   5.31345355E-04   7.81939157E-04   1.21724007E-04   2.29806500E-05   0.00000000E+00   4.22061916E-06  
  56               8.66296054E+00   3.48171659E+02   8.38073882E-01   1.60463844E-01   5.31345355E-04   7.81939089E-04   1.21724007E-04   2.29806500E-05   0.00000000E+00   4.22061916E-06  
  57               1.02626624E+01   3.66417117E+02   8.38073878E-01   1.60463843E-01   5.31345352E-04   7.81938888E-04   1.21724006E-04   2.29806499E-05   0.00000000E+00   4.22061914E-06  
  58               1.21498184E+01   3.85627501E+02   8.38073883E-01   1.60463844E-01   5.31345353E-04   7.81933739E-04   1.21724004E-04   2.29806499E-05   0.00000000E+00   4.22061915E-06  
  59               1.43609681E+01   4.05464881E+02   8.38073883E-01   1.60463844E-01   5.31345353E-04   7.81933739E-04   1.21723997E-04   2.29806499E-05   0.00000000E+00   4.22061915E-06  
  60               1.69347876E+01   4.26162233E+02   8.38073565E-01   1.60463783E-01   5.31345152E-04   7.81933444E-04   1.21723930E-04   2.29806412E-05   0.00000000E+00   4.22061754E-06  
  61               1.99203033E+01   4.47367006E+02   8.38073913E-01   1.60463813E-01   5.31345252E-04   7.81553810E-04   1.21723903E-04   2.29806456E-05   0.00000000E+00   4.22061834E-06  
  62               2.33616608E+01   4.69388154E+02   8.38073886E-01   1.60463809E-01   5.31345238E-04   7.81558082E-04   1.21723777E-04   2.29806449E-05   0.00000000E+00   4.22061823E-06  
  63               2.72996086E+01   4.91730685E+02   8.38073398E-01   1.60463735E-01   5.31344995E-04   7.81663513E-04   1.21723452E-04   2.29806344E-05   0.00000000E+00   4.22061630E-06  
  64               3.17793236E+01   5.14761472E+02   8.38071570E-01   1.60463735E-01   5.31344994E-04   7.83491637E-04   1.21722884E-04   2.29806344E-05   0.00000000E+00   4.22061630E-06  
  65               3.68962088E+01   5.38180176E+02   8.38071571E-01   1.60463735E-01   5.31344994E-04   7.83491636E-04   1.21721777E-04   2.29806344E-05   0.00000000E+00   4.22061629E-06  
  66               4.27500035E+01   5.62567046E+02   8.38068814E-01   1.60463207E-01   5.31343244E-04   7.83489056E-04   1.21719256E-04   2.29805587E-05   0.00000000E+00   4.22060239E-06  
  67               4.94260910E+01   5.87390029E+02   8.38071841E-01   1.60463470E-01   5.31344116E-04   7.80199667E-04   1.21715698E-04   2.29805964E-05   0.00000000E+00   4.22060932E-06  
  68               5.69932858E+01   6.13095865E+02   8.38071845E-01   1.60463469E-01   5.31344113E-04   7.80199677E-04   1.21709143E-04   2.29805963E-05   0.00000000E+00   4.22060930E-06  
  69               6.55193175E+01   6.39019406E+02   8.38071852E-01   1.60463467E-01   5.31344107E-04   7.80199699E-04   1.21698598E-04   2.29805961E-05   0.00000000E+00   4.22060925E-06  
  70               7.51674829E+01   6.65927235E+02   8.38071863E-01   1.60463465E-01   5.31344097E-04   7.80199748E-04   1.21681600E-04   2.29805957E-05   0.00000000E+00   4.22060918E-06  
  71               8.60974145E+01   6.93271689E+02   8.38071880E-01   1.60463460E-01   5.31344082E-04   7.80199845E-04   1.21656034E-04   2.29805951E-05   0.00000000E+00   4.22060907E-06  
  72               9.84492591E+01   7.21686633E+02   8.38071905E-01   1.60463454E-01   5.31344060E-04   7.80200032E-04   1.21617443E-04   2.29805942E-05   0.00000000E+00   4.22060890E-06  
  73               1.12354475E+02   7.50427627E+02   8.38071940E-01   1.60463445E-01   5.31344028E-04   7.80200368E-04   1.21563339E-04   2.29805929E-05   0.00000000E+00   4.22060867E-06  
  74               1.27959268E+02   7.80167992E+02   8.38071988E-01   1.60463433E-01   5.31343982E-04   7.80200956E-04   1.21486864E-04   2.29805910E-05   0.00000000E+00   4.22060834E-06  
  75               1.45618864E+02   8.10449602E+02   8.38072048E-01   1.60463415E-01   5.31343918E-04   7.80201927E-04   1.21385233E-04   2.29805885E-05   0.00000000E+00   4.22060788E-06  
  76               1.65727885E+02   8.42271711E+02   8.38072098E-01   1.60463385E-01   5.31343808E-04   7.80203509E-04   1.21246772E-04   2.29805841E-05   0.00000000E+00   4.22060709E-06  
  77               1.88598408E+02   8.74824427E+02   8.38072171E-01   1.60463349E-01   5.31343671E-04   7.80205934E-04   1.21071053E-04   2.29805786E-05   0.00000000E+00   4.22060614E-06  
  78               2.14441584E+02   9.08758587E+02   8.38072176E-01   1.60463285E-01   5.31343428E-04   7.80209546E-04   1.20844776E-04   2.29805689E-05   0.00000000E+00   4.22060446E-06  
  79               2.43355669E+02   9.42918971E+02   8.38072134E-01   1.60463201E-01   5.31343093E-04   7.80214031E-04   1.20576707E-04   2.29805557E-05   0.00000000E+00   4.22060224E-06  
  80               2.75519177E+02   9.78039157E+02   8.38072325E-01   1.60463146E-01   5.31342807E-04   7.80221460E-04   1.20253160E-04   2.29805457E-05   0.00000000E+00   4.22060080E-06  
  81               3.11483288E+02   1.01342639E+03   8.38072518E-01   1.60463081E-01   5.31342407E-04   7.80229878E-04   1.19889537E-04   2.29918492E-05   0.00000000E+00   4.22059910E-06  
  82               3.51724997E+02   1.05008980E+03   8.38072695E-01   1.60463000E-01   5.31341799E-04   7.80239220E-04   1.19467188E-04   2.30176470E-05   0.00000000E+00   4.22059695E-06  
  83               3.96645483E+02   1.08698385E+03   8.38072773E-01   1.60462897E-01   5.31340878E-04   7.80247369E-04   1.19015909E-04   2.30754619E-05   0.00000000E+00   4.22059425E-06  
  84               4.46609991E+02   1.12505092E+03   8.38072642E-01   1.60462754E-01   5.31339396E-04   7.80251547E-04   1.18515034E-04   2.32043911E-05   0.00000000E+00   4.22059049E-06  
  85               5.01971083E+02   1.16309939E+03   8.38071808E-01   1.60462502E-01   5.31336933E-04   7.80246879E-04   1.18008106E-04   2.34679132E-05   0.00000000E+00   4.22058385E-06  
  86               5.61912846E+02   1.20143586E+03   8.38070699E-01   1.60462299E-01   5.31333676E-04   7.80189155E-04   1.17479105E-04   2.42859466E-05   0.00000000E+00   4.22057852E-06  
  87               6.27692973E+02   1.23947481E+03   8.38070962E-01   1.60462211E-01   5.31329527E-04   7.80255216E-04   1.16972065E-04   2.42858470E-05   0.00000000E+00   4.22057622E-06  
  88               7.01520104E+02   1.27932290E+03   8.38071229E-01   1.60462118E-01   5.31323205E-04   7.80328141E-04   1.16439283E-04   2.42856994E-05   0.00000000E+00   4.22057376E-06  
  89               7.86016912E+02   1.32050738E+03   8.38071464E-01   1.60462026E-01   5.31313952E-04   7.80406947E-04   1.15930873E-04   2.42854852E-05   0.00000000E+00   4.22057135E-06  
  90               8.84663564E+02   1.36515424E+03   8.38071685E-01   1.60461926E-01   5.31299597E-04   7.80496256E-04   1.15398610E-04   2.42851553E-05   0.00000000E+00   4.22056872E-06  
  91               1.00258828E+03   1.41303247E+03   8.38071837E-01   1.60461826E-01   5.31278017E-04   7.80594313E-04   1.14902057E-04   2.42846516E-05   0.00000000E+00   4.22056608E-06  
