# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CH4              CO               N2               H2S             
  17               1.18356674E-03   4.53207524E+02   8.38147818E-01   1.60445104E-01   8.00373807E-22   7.79896165E-04   5.31283301E-04   2.21836328E-13   5.72322371E-05   2.29786765E-05  
  18               1.47702148E-03   4.65073166E+02   8.38148309E-01   1.60444985E-01   3.15574104E-21   7.79895589E-04   5.31282906E-04   6.02846219E-13   5.76033172E-05   2.29786595E-05  
  19               1.84134095E-03   4.67292585E+02   8.38147586E-01   1.60445160E-01   3.69879464E-21   7.79896440E-04   5.31283486E-04   5.04105420E-13   5.70575654E-05   2.29786846E-05  
  20               2.29334523E-03   4.79171101E+02   8.38148032E-01   1.60445052E-01   1.34095116E-20   7.79895920E-04   5.31283128E-04   1.26988572E-12   5.73938680E-05   2.29786691E-05  
  21               2.85398097E-03   4.81428265E+02   8.38147262E-01   1.60445239E-01   1.55562126E-20   7.79896827E-04   5.31283746E-04   1.05466018E-12   5.68123424E-05   2.29786958E-05  
  22               3.54886903E-03   4.93349241E+02   8.38147669E-01   1.60445140E-01   5.23747546E-20   7.79896355E-04   5.31283418E-04   2.48441678E-12   5.71196410E-05   2.29786817E-05  
  23               4.40987875E-03   4.95671862E+02   8.38146840E-01   1.60445341E-01   6.03529416E-20   7.79897332E-04   5.31284083E-04   2.05550364E-12   5.64940717E-05   2.29787105E-05  
  24               5.47593019E-03   5.07770732E+02   8.38147227E-01   1.60445247E-01   1.92385932E-19   7.79896887E-04   5.31283770E-04   4.61140326E-12   5.67860805E-05   2.29786971E-05  
  25               6.79535910E-03   5.10214933E+02   8.38146335E-01   1.60445463E-01   2.21491739E-19   7.79897939E-04   5.31284487E-04   3.82151028E-12   5.61126644E-05   2.29787280E-05  
  26               8.42757883E-03   5.22629262E+02   8.38146718E-01   1.60445371E-01   6.79163422E-19   7.79897505E-04   5.31284175E-04   8.28909525E-12   5.64014097E-05   2.29787147E-05  
  27               1.04463089E-02   5.25144077E+02   8.38145744E-01   1.60445607E-01   7.76854277E-19   7.79898655E-04   5.31284958E-04   6.84066870E-12   5.56662173E-05   2.29787485E-05  
  28               1.29413394E-02   5.37755735E+02   8.38146105E-01   1.60445519E-01   2.26816583E-18   7.79898257E-04   5.31284661E-04   1.41971901E-11   5.59384130E-05   2.29787360E-05  
  29               1.60241843E-02   5.40378304E+02   8.38145039E-01   1.60445778E-01   2.58663123E-18   7.79899516E-04   5.31285519E-04   1.17060642E-11   5.51335208E-05   2.29787730E-05  
  30               1.98305064E-02   5.53319499E+02   8.38145393E-01   1.60445692E-01   7.28993538E-18   7.79899139E-04   5.31285222E-04   2.35546636E-11   5.54008711E-05   2.29787607E-05  
  31               2.45280665E-02   5.56165263E+02   8.38144239E-01   1.60445971E-01   8.36784612E-18   7.79900505E-04   5.31286153E-04   1.95875193E-11   5.45293412E-05   2.29788008E-05  
  32               3.03213655E-02   5.69828102E+02   8.38144638E-01   1.60445875E-01   2.35025860E-17   7.79900097E-04   5.31285812E-04   3.94326880E-11   5.48307801E-05   2.29787869E-05  
  33               3.74646238E-02   5.73454889E+02   8.38143481E-01   1.60446155E-01   2.83483968E-17   7.79901474E-04   5.31286745E-04   3.45081291E-11   5.39568919E-05   2.29788271E-05  
  34               4.62663517E-02   5.88318933E+02   8.38143981E-01   1.60446034E-01   8.17263738E-17   7.79900987E-04   5.31286306E-04   7.15641470E-11   5.43343695E-05   2.29788097E-05  
  35               5.71092962E-02   5.93185480E+02   8.38142908E-01   1.60446294E-01   1.06348814E-16   7.79902284E-04   5.31287171E-04   6.76573775E-11   5.35243863E-05   2.29788469E-05  
  36               7.04587916E-02   6.09702243E+02   8.38143544E-01   1.60446140E-01   3.20301889E-16   7.79901705E-04   5.31286579E-04   1.47126780E-10   5.40044452E-05   2.29788249E-05  
  37               8.68896332E-02   6.16250470E+02   8.38142637E-01   1.60446359E-01   4.57346578E-16   7.79902850E-04   5.31287300E-04   1.52869587E-10   5.33203636E-05   2.29788563E-05  
  38               1.07094812E-01   6.34552194E+02   8.38143374E-01   1.60446180E-01   1.42123938E-15   7.79902260E-04   5.31286514E-04   3.44483002E-10   5.38773288E-05   2.29788307E-05  
  39               1.31946315E-01   6.43105882E+02   8.38142673E-01   1.60446349E-01   2.23002179E-15   7.79903248E-04   5.31287023E-04   3.94170360E-10   5.33492745E-05   2.29788549E-05  
  40               1.62494600E-01   6.63641863E+02   8.38143502E-01   1.60446148E-01   7.18539757E-15   7.79902683E-04   5.31285819E-04   9.25143818E-10   5.39761111E-05   2.29788260E-05  
  41               2.00025223E-01   6.74748524E+02   8.38143034E-01   1.60446255E-01   1.24939394E-14   7.79903517E-04   5.31285922E-04   1.17626531E-09   5.36327531E-05   2.29788414E-05  
  42               2.46067537E-01   6.97959683E+02   8.38143924E-01   1.60446039E-01   4.15950976E-14   7.79902782E-04   5.31283501E-04   2.86800796E-09   5.43041408E-05   2.29788104E-05  
  43               3.02477158E-01   7.12157166E+02   8.38143668E-01   1.60446081E-01   8.00168014E-14   7.79903267E-04   5.31282449E-04   4.05138360E-09   5.41451156E-05   2.29788164E-05  
  44               3.71422905E-01   7.38537338E+02   8.38144433E-01   1.60445832E-01   2.73253561E-13   7.79900377E-04   5.31275437E-04   1.02032563E-08   5.48286516E-05   2.29787806E-05  
  45               4.55451636E-01   7.56265940E+02   8.38144375E-01   1.60445822E-01   5.73151972E-13   7.79898476E-04   5.31269765E-04   1.58178293E-08   5.48220665E-05   2.29787790E-05  
  46               5.57617161E-01   7.86075632E+02   8.38145070E-01   1.60445570E-01   1.96279401E-12   7.79882855E-04   5.31244354E-04   4.03001920E-08   5.54694194E-05   2.29787426E-05  
  47               6.81649227E-01   8.07728840E+02   8.38145217E-01   1.60445528E-01   4.39554334E-12   7.79865230E-04   5.31217205E-04   6.72292895E-08   5.55661139E-05   2.29787361E-05  
  48               8.31836527E-01   8.41338228E+02   8.38146081E-01   1.60445305E-01   1.48326763E-11   7.79783721E-04   5.31113143E-04   1.70277435E-07   5.61450103E-05   2.29847430E-05  
  49               1.01307662E+00   8.67222495E+02   8.38146366E-01   1.60445204E-01   3.45661394E-11   7.79677780E-04   5.30984676E-04   2.98138934E-07   5.62947689E-05   2.29960403E-05  
  50               1.23101564E+00   9.04833405E+02   8.38147369E-01   1.60444876E-01   1.12476131E-10   7.79287115E-04   5.30546288E-04   7.34634651E-07   5.67858561E-05   2.30468423E-05  
  51               1.49176569E+00   9.34985327E+02   8.38147736E-01   1.60444549E-01   2.64354398E-10   7.78758178E-04   5.29970230E-04   1.30874529E-06   5.69466254E-05   2.31543961E-05  
  52               1.80279478E+00   9.76670698E+02   8.38149135E-01   1.60443667E-01   8.13458208E-10   7.77080113E-04   5.28204616E-04   3.06911882E-06   5.73460540E-05   2.35920257E-05  
  53               2.17332375E+00   1.01127357E+03   8.38151102E-01   1.60442745E-01   1.88951176E-09   7.74806012E-04   5.25843067E-04   5.42504792E-06   5.74950660E-05   2.42830320E-05  
  54               2.61502634E+00   1.05735781E+03   8.38159848E-01   1.60440563E-01   5.45608048E-09   7.68556055E-04   5.19404508E-04   1.18502396E-05   5.78086742E-05   2.42825812E-05  
  55               3.14161024E+00   1.09649059E+03   8.38170687E-01   1.60437876E-01   1.22913226E-08   7.60522604E-04   5.11190814E-04   2.00484865E-05   5.79276052E-05   2.42819960E-05  
  56               3.77232907E+00   1.14725833E+03   8.38196108E-01   1.60431616E-01   3.30943125E-08   7.41592726E-04   4.91980152E-04   3.92250117E-05   5.81616344E-05   2.42806242E-05  
  57               4.53377941E+00   1.19118444E+03   8.38224336E-01   1.60424677E-01   7.15316332E-08   7.20358497E-04   4.70493082E-04   6.06765155E-05   5.82391850E-05   2.42789617E-05  
  58               5.46662818E+00   1.24711469E+03   8.38277326E-01   1.60411676E-01   1.79163707E-07   6.80441313E-04   4.30223370E-04   1.00882403E-04   5.83938954E-05   2.42756358E-05  
  59               6.61753037E+00   1.29548066E+03   8.38323404E-01   1.60400346E-01   3.64377117E-07   6.45531470E-04   3.95031907E-04   1.36019754E-04   5.84108013E-05   2.42720597E-05  
  60               8.04418310E+00   1.35433252E+03   8.38388749E-01   1.60384238E-01   8.15759244E-07   5.95900460E-04   3.45065073E-04   1.85909231E-04   5.84702591E-05   2.42658322E-05  
  61               9.80604626E+00   1.40431982E+03   8.38431785E-01   1.60373472E-01   1.50102605E-06   5.62789344E-04   3.11708294E-04   2.19209031E-04   5.84106561E-05   2.42590163E-05  
  62               1.19675273E+01   1.46454189E+03   8.38486232E-01   1.60359590E-01   2.99564388E-06   5.20427134E-04   2.68977734E-04   2.61859172E-04   5.83898057E-05   2.42440075E-05  
  63               1.45763108E+01   1.51578592E+03   8.38515761E-01   1.60351196E-01   5.06598741E-06   4.95895271E-04   2.43856421E-04   2.86915461E-04   5.82745702E-05   2.42166677E-05  
  64               1.76665436E+01   1.57686046E+03   8.38550441E-01   1.60339867E-01   9.18820997E-06   4.64806765E-04   2.11340485E-04   3.19334774E-04   5.82019740E-05   2.41153993E-05  
  65               2.12547227E+01   1.62847321E+03   8.38552071E-01   1.60330802E-01   1.44399321E-05   4.49857339E-04   1.92865259E-04   3.37715304E-04   5.80528967E-05   2.38719424E-05  
  66               2.52818384E+01   1.68962204E+03   8.38561878E-01   1.60320762E-01   2.41915004E-05   4.40075668E-04   1.64585660E-04   3.65871634E-04   5.79604915E-05   2.26903618E-05  
  67               2.96562079E+01   1.74219464E+03   8.38560800E-01   1.60313503E-01   3.62741958E-05   4.27754268E-04   1.49064485E-04   3.81269305E-04   5.78230050E-05   2.26106458E-05  
  68               3.42361034E+01   1.80537939E+03   8.38536650E-01   1.60300061E-01   5.82810127E-05   4.19158051E-04   1.24636540E-04   4.05526141E-04   5.77602763E-05   2.22757990E-05  
  69               3.86761912E+01   1.86399479E+03   8.38459556E-01   1.60282631E-01   8.80744439E-05   4.38318035E-04   1.00258002E-04   4.29747532E-04   5.77151672E-05   2.15556411E-05  
  70               4.27238038E+01   1.91260672E+03   8.38391211E-01   1.60270706E-01   1.21478745E-04   4.60244564E-04   8.34882559E-05   4.46400030E-04   5.76694085E-05   2.10437932E-05  
  71               4.62164977E+01   1.95186664E+03   8.38369758E-01   1.60265584E-01   1.55564654E-04   4.52728328E-04   7.58750174E-05   4.53895898E-04   5.76191032E-05   2.10199879E-05  
  72               5.02256902E+01   1.99383956E+03   8.38326578E-01   1.60257707E-01   2.00252697E-04   4.45863501E-04   6.89070022E-05   4.60720253E-04   5.75557810E-05   2.09922878E-05  
  73               5.36451605E+01   2.02765481E+03   8.38293159E-01   1.60252730E-01   2.43446023E-04   4.41042380E-04   6.39922318E-05   4.65515987E-04   5.75006051E-05   2.09676063E-05  
  74               5.64266944E+01   2.05376445E+03   8.38262306E-01   1.60248620E-01   2.81684454E-04   4.37738034E-04   6.06093270E-05   4.68800697E-04   5.74538827E-05   2.09469246E-05  
  75               5.97126869E+01   2.08338272E+03   8.38221544E-01   1.60243610E-01   3.30809085E-04   4.34342738E-04   5.71170896E-05   4.72174782E-04   5.73979127E-05   2.09211502E-05  
  76               6.35660232E+01   2.11637564E+03   8.38138675E-01   1.60231863E-01   3.93349489E-04   4.30980148E-04   5.36446072E-05   4.75487495E-04   5.73285913E-05   2.08887885E-05  
  77               6.66213686E+01   2.14146304E+03   8.38092255E-01   1.60226874E-01   4.47000050E-04   4.28692686E-04   5.12452198E-05   4.77772985E-04   5.72748589E-05   2.08623274E-05  
  78               6.90015033E+01   2.16034963E+03   8.38053786E-01   1.60222844E-01   4.91095470E-04   4.27085250E-04   4.95778854E-05   4.79350145E-04   5.72324303E-05   2.08408693E-05  
  79               7.18762956E+01   2.18246307E+03   8.38004600E-01   1.60217823E-01   5.47035981E-04   4.25338575E-04   4.77581839E-05   4.81059413E-04   5.71807851E-05   2.08140989E-05  
  80               7.53277275E+01   2.20807227E+03   8.37941743E-01   1.60211570E-01   6.17985545E-04   4.23484720E-04   4.58154904E-05   4.82867345E-04   5.71182889E-05   2.07807928E-05  
  81               7.94461086E+01   2.23732639E+03   8.37861742E-01   1.60203806E-01   7.07637795E-04   4.21579342E-04   4.38022704E-05   4.84716887E-04   5.70428934E-05   2.07397016E-05  
  82               8.43302047E+01   2.27047921E+03   8.37759739E-01   1.60194121E-01   8.21234794E-04   4.19650991E-04   4.17429328E-05   4.86577742E-04   5.69530061E-05   2.06889011E-05  
  83               9.00882350E+01   2.30742210E+03   8.37628951E-01   1.60181756E-01   9.63868904E-04   4.17786464E-04   3.97203568E-05   4.88359786E-04   5.68457028E-05   2.06270911E-05  
  84               9.68378288E+01   2.34839117E+03   8.37458337E-01   1.60166543E-01   1.14372418E-03   4.21463813E-04   3.72866428E-05   4.90534893E-04   5.67261029E-05   2.05788742E-05  
  85               1.04710827E+02   2.39298918E+03   8.37254551E-01   1.60148157E-01   1.36727799E-03   4.20022562E-04   3.54522449E-05   4.92028632E-04   5.65786124E-05   2.04893711E-05  
  86               1.13854679E+02   2.44152850E+03   8.36998999E-01   1.60125335E-01   1.64689259E-03   4.18731925E-04   3.37297999E-05   4.93342222E-04   5.64075200E-05   2.03819539E-05  
  87               1.24435626E+02   2.49330999E+03   8.36685035E-01   1.60097547E-01   1.98963153E-03   4.17699317E-04   3.22202974E-05   4.94364576E-04   5.62081432E-05   2.02570638E-05  
  88               1.36643529E+02   2.54881508E+03   8.36296280E-01   1.60063343E-01   2.41338022E-03   4.16875975E-04   3.08583921E-05   4.95144022E-04   5.59792461E-05   2.01107610E-05  
  89               1.50706738E+02   2.60711497E+03   8.35826718E-01   1.60022248E-01   2.92450179E-03   4.16380559E-04   2.97447752E-05   4.95566394E-04   5.57147429E-05   1.99455529E-05  
  90               1.66893318E+02   2.66896044E+03   8.35253198E-01   1.59972214E-01   3.54826460E-03   4.16150828E-04   2.87876220E-05   4.95698805E-04   5.54128818E-05   1.97568569E-05  
  91               1.85519338E+02   2.73321569E+03   8.34572475E-01   1.59913011E-01   4.28800054E-03   4.16319013E-04   2.80881827E-05   4.95422167E-04   5.50660714E-05   1.95498879E-05  
  92               2.06956409E+02   2.80090301E+03   8.33753055E-01   1.59841861E-01   5.17804971E-03   4.16822088E-04   2.75389766E-05   4.94809043E-04   5.46717082E-05   1.93193027E-05  
  93               2.31643483E+02   2.87057977E+03   8.32799831E-01   1.59759253E-01   6.21285877E-03   4.17817917E-04   2.72536801E-05   4.93723410E-04   5.42202102E-05   1.90740541E-05  
  94               2.60096490E+02   2.94381571E+03   8.31666103E-01   1.59661073E-01   7.44332134E-03   4.19230497E-04   2.70941724E-05   4.92252621E-04   5.37079424E-05   1.88060039E-05  
  95               2.92922639E+02   3.01883280E+03   8.30369871E-01   1.59548965E-01   8.84958646E-03   4.21244530E-04   2.71912442E-05   4.90238233E-04   5.31226557E-05   1.85279248E-05  
  96               3.30793662E+02   3.09713918E+03   8.28858967E-01   1.59418348E-01   1.04884576E-02   4.23806411E-04   2.74201105E-05   4.87741447E-04   5.24575213E-05   1.82317541E-05  
  97               3.74370112E+02   3.17650215E+03   8.27176587E-01   1.59273057E-01   1.23126968E-02   4.27086446E-04   2.79122080E-05   4.84607720E-04   5.16993284E-05   1.79338697E-05  
  98               4.24363526E+02   3.25860364E+03   8.25261498E-01   1.59107711E-01   1.43890002E-02   4.30995150E-04   2.85237561E-05   4.80908787E-04   5.08374175E-05   1.76236300E-05  
  99               4.81540655E+02   3.34092420E+03   8.23188374E-01   1.58928886E-01   1.66359261E-02   4.35675650E-04   2.93965739E-05   4.76487604E-04   4.98530017E-05   1.73197603E-05  
  100              5.46797636E+02   3.42562639E+03   8.20876345E-01   1.58729476E-01   1.91415527E-02   4.40995847E-04   3.03702040E-05   4.71415548E-04   4.87204850E-05   1.70072296E-05  
  101              6.21078967E+02   3.51020004E+03   8.18423664E-01   1.58518105E-01   2.17988303E-02   4.47061822E-04   3.15875573E-05   4.65540148E-04   4.74073484E-05   1.67048616E-05  
