# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CO               CH4              N2               Mg              
  11               6.84967573E-04   4.84156409E+02   8.38151524E-01   1.60444240E-01   4.32274146E-20   7.79750257E-04   2.47398404E-11   5.31280410E-04   5.99252516E-05   0.00000000E+00  
  12               8.27528025E-04   4.88174336E+02   8.38151413E-01   1.60444267E-01   6.15591322E-20   7.79750391E-04   2.62589296E-11   5.31280498E-04   5.98408861E-05   0.00000000E+00  
  13               9.94084568E-04   4.97922349E+02   8.38151486E-01   1.60444249E-01   1.61662010E-19   7.79750292E-04   5.11666429E-11   5.31280412E-04   5.98961533E-05   0.00000000E+00  
  14               1.18867189E-03   5.01811025E+02   8.38151374E-01   1.60444276E-01   2.22845475E-19   7.79750428E-04   5.34754851E-11   5.31280500E-04   5.98114037E-05   0.00000000E+00  
  15               1.41598964E-03   5.11562349E+02   8.38151445E-01   1.60444259E-01   5.55991177E-19   7.79750316E-04   1.00557783E-10   5.31280392E-04   5.98650858E-05   0.00000000E+00  
  16               1.68153831E-03   5.15526066E+02   8.38151335E-01   1.60444286E-01   7.58433139E-19   7.79750451E-04   1.05188561E-10   5.31280476E-04   5.97819758E-05   0.00000000E+00  
  17               1.99176167E-03   5.25449863E+02   8.38151406E-01   1.60444268E-01   1.83190329E-18   7.79750311E-04   1.93609749E-10   5.31280324E-04   5.98356912E-05   0.00000000E+00  
  18               2.35415091E-03   5.29612003E+02   8.38151299E-01   1.60444294E-01   2.50036418E-18   7.79750442E-04   2.04236367E-10   5.31280399E-04   5.97552437E-05   0.00000000E+00  
  19               2.77743102E-03   5.39823385E+02   8.38151371E-01   1.60444277E-01   5.90873567E-18   7.79750242E-04   3.70781373E-10   5.31280166E-04   5.98096513E-05   0.00000000E+00  
  20               3.27171383E-03   5.44358462E+02   8.38151272E-01   1.60444301E-01   8.18201992E-18   7.79750357E-04   3.99038389E-10   5.31280218E-04   5.97345985E-05   0.00000000E+00  
  21               3.84876119E-03   5.55011905E+02   8.38151347E-01   1.60444282E-01   1.91396396E-17   7.79750031E-04   7.21625033E-10   5.31279822E-04   5.97912022E-05   0.00000000E+00  
  22               4.52218438E-03   5.60004408E+02   8.38151256E-01   1.60444304E-01   2.69869883E-17   7.79750112E-04   7.94241328E-10   5.31279821E-04   5.97225134E-05   0.00000000E+00  
  23               5.30774495E-03   5.71243917E+02   8.38151336E-01   1.60444285E-01   6.30147121E-17   7.79749512E-04   1.44121370E-09   5.31279090E-04   5.97823771E-05   0.00000000E+00  
  24               6.22358259E-03   5.76910399E+02   8.38151259E-01   1.60444304E-01   9.16597347E-17   7.79749485E-04   1.64223416E-09   5.31278948E-04   5.97237861E-05   0.00000000E+00  
  25               7.29059797E-03   5.89027046E+02   8.38151348E-01   1.60444282E-01   2.17306447E-16   7.79748224E-04   3.03958794E-09   5.31277444E-04   5.97901443E-05   0.00000000E+00  
  26               8.53273058E-03   5.95603012E+02   8.38151289E-01   1.60444296E-01   3.29691336E-16   7.79747864E-04   3.62459189E-09   5.31276897E-04   5.97451814E-05   0.00000000E+00  
  27               9.97745042E-03   6.08751165E+02   8.38151386E-01   1.60444271E-01   7.95401427E-16   7.79744933E-04   6.85825200E-09   5.31273520E-04   5.98172295E-05   0.00000000E+00  
  28               1.16558627E-02   6.16522664E+02   8.38151350E-01   1.60444280E-01   1.27259473E-15   7.79743482E-04   8.65415488E-09   5.31271728E-04   5.97889683E-05   0.00000000E+00  
  29               1.36036153E-02   6.31099592E+02   8.38151458E-01   1.60444249E-01   3.17419239E-15   7.79735749E-04   1.70107855E-08   5.31263149E-04   5.98686359E-05   0.00000000E+00  
  30               1.58619301E-02   6.40495241E+02   8.38151454E-01   1.60444250E-01   5.43834577E-15   7.79730311E-04   2.30729774E-08   5.31257021E-04   5.98601445E-05   0.00000000E+00  
  31               1.84779213E-02   6.56785676E+02   8.38151559E-01   1.60444208E-01   1.40479198E-14   7.79707415E-04   4.72065040E-08   5.31232477E-04   5.99446847E-05   0.00000000E+00  
  32               2.15041832E-02   6.68069850E+02   8.38151597E-01   1.60444198E-01   2.57341121E-14   7.79687103E-04   6.87504135E-08   5.31210709E-04   5.99534129E-05   0.00000000E+00  
  33               2.49999994E-02   6.86374815E+02   8.38151625E-01   1.60444109E-01   6.87376056E-14   7.79611906E-04   1.46256110E-07   5.31132262E-04   6.00391460E-05   0.00000000E+00  
  34               2.90303402E-02   6.99963863E+02   8.38151763E-01   1.60444074E-01   1.35015462E-13   7.79531111E-04   2.29528708E-07   5.31048310E-04   6.00624928E-05   0.00000000E+00  
  35               3.36679340E-02   7.20593330E+02   8.38152031E-01   1.60443918E-01   3.70944309E-13   7.79259738E-04   5.05268597E-07   5.30770359E-04   6.01452784E-05   0.00000000E+00  
  36               3.89911632E-02   7.36647622E+02   8.38152512E-01   1.60443798E-01   7.69094180E-13   7.78927976E-04   8.41620659E-07   5.30431916E-04   6.01767577E-05   0.00000000E+00  
  37               4.50885221E-02   7.59704193E+02   8.38153980E-01   1.60443436E-01   2.13541621E-12   7.77894730E-04   1.88189283E-06   5.29385793E-04   6.02516473E-05   0.00000000E+00  
  38               5.20605948E-02   7.78418185E+02   8.38155849E-01   1.60442973E-01   4.60637236E-12   7.76509997E-04   3.27338205E-06   5.27987650E-04   6.02859566E-05   0.00000000E+00  
  39               6.00415718E-02   8.04222958E+02   8.38161258E-01   1.60441638E-01   1.28304532E-11   7.72465194E-04   7.32431599E-06   5.23919315E-04   6.03508399E-05   0.00000000E+00  
  40               6.91896203E-02   8.25783122E+02   8.38168622E-01   1.60439799E-01   2.83443060E-11   7.66852505E-04   1.29410930E-05   5.18281785E-04   6.03830979E-05   0.00000000E+00  
  41               7.97408329E-02   8.54516236E+02   8.38187969E-01   1.60434974E-01   7.80430680E-11   7.52054520E-04   2.77318187E-05   5.03442575E-04   6.04351750E-05   0.00000000E+00  
  42               9.20127602E-02   8.79407956E+02   8.38213050E-01   1.60428400E-01   1.75558865E-10   7.32242325E-04   4.75377403E-05   4.83581304E-04   6.04617268E-05   0.00000000E+00  
  43               1.06592423E-01   9.11993504E+02   8.38268555E-01   1.60414304E-01   4.81769674E-10   6.88954271E-04   9.08179751E-05   4.40198900E-04   6.04994909E-05   0.00000000E+00  
  44               1.24326915E-01   9.41190074E+02   8.38331988E-01   1.60398869E-01   1.10539019E-09   6.41043650E-04   1.38795696E-04   3.92132160E-04   6.05165470E-05   0.00000000E+00  
  45               1.46748677E-01   9.78719696E+02   8.38431482E-01   1.60374642E-01   3.01968748E-09   5.65908481E-04   2.14129720E-04   3.16687972E-04   6.05384026E-05   0.00000000E+00  
  46               1.75892529E-01   1.01349208E+03   8.38513367E-01   1.60354672E-01   7.03907289E-09   5.04086660E-04   2.76243051E-04   2.54509756E-04   6.05448647E-05   1.56276406E-15  
  47               2.14497003E-01   1.05629176E+03   8.38604740E-01   1.60332361E-01   1.85749688E-08   4.35121875E-04   3.45633548E-04   1.85063905E-04   6.05537431E-05   1.85769110E-14  
  48               2.65400961E-01   1.09535656E+03   8.38662152E-01   1.60318315E-01   4.12443437E-08   3.91785440E-04   3.89319539E-04   1.41354760E-04   6.05509117E-05   1.40368295E-13  
  49               3.31092220E-01   1.14058141E+03   8.38715301E-01   1.60305293E-01   9.74489138E-08   3.51640545E-04   4.29804097E-04   1.00852105E-04   6.05503470E-05   1.22587437E-12  
  50               4.13567371E-01   1.18028981E+03   8.38744088E-01   1.60298207E-01   1.92410976E-07   3.29835371E-04   4.51823730E-04   7.88266639E-05   6.05404762E-05   6.68609891E-12  
  51               5.14311220E-01   1.22523646E+03   8.38771016E-01   1.60291540E-01   3.97618192E-07   3.09344318E-04   4.72505039E-04   5.81390702E-05   6.05343131E-05   4.03348169E-11  
  52               6.34785657E-01   1.26433450E+03   8.38785129E-01   1.60287968E-01   7.05476989E-07   2.98435618E-04   4.83533402E-04   4.71086390E-05   6.05209111E-05   1.64727408E-10  
  53               7.75991252E-01   1.30907524E+03   8.38799377E-01   1.60284252E-01   1.32075194E-06   2.87187441E-04   4.94905279E-04   3.57328787E-05   6.05127206E-05   7.59714439E-10  
  54               9.39001705E-01   1.34846839E+03   8.38806620E-01   1.60282119E-01   2.19024961E-06   2.80982929E-04   5.01235858E-04   2.93997151E-05   6.04988705E-05   2.58569006E-09  
  55               1.12466839E+00   1.39383033E+03   8.38813289E-01   1.60279710E-01   3.83646110E-06   2.74503097E-04   5.08037307E-04   2.25936901E-05   6.04907370E-05   9.94911735E-09  
  56               1.33431613E+00   1.43383393E+03   8.38814395E-01   1.60278054E-01   6.04535943E-06   2.71365538E-04   5.11892757E-04   1.87333172E-05   6.04772476E-05   2.94795114E-08  
  57               1.56849952E+00   1.47995372E+03   8.38811213E-01   1.60275704E-01   1.00294491E-05   2.68842944E-04   5.16092671E-04   1.45251869E-05   6.04692448E-05   9.76540827E-08  
  58               1.82631728E+00   1.52086661E+03   8.38792768E-01   1.60271903E-01   1.51934380E-05   2.70329812E-04   5.18639940E-04   1.19627668E-05   6.04561353E-05   2.57439429E-07  
  59               2.09995730E+00   1.56788103E+03   8.38770622E-01   1.60269813E-01   2.41574169E-05   2.85032574E-04   5.21796917E-04   8.79527754E-06   6.04515435E-05   6.18924503E-07  
  60               2.38483730E+00   1.61003768E+03   8.38754614E-01   1.60267448E-01   3.56337053E-05   2.86163123E-04   5.23405440E-04   7.17551599E-06   6.04433466E-05   2.39870233E-06  
  61               2.67167700E+00   1.65985386E+03   8.38709364E-01   1.60261899E-01   5.58019220E-05   2.96329224E-04   5.25318058E-04   5.24127604E-06   6.04431847E-05   1.01710560E-05  
  62               2.93379588E+00   1.70186735E+03   8.38632081E-01   1.60253652E-01   7.97188570E-05   3.21495752E-04   5.26640706E-04   3.88830628E-06   6.04417994E-05   2.72056892E-05  
  63               3.14835145E+00   1.73390835E+03   8.38520371E-01   1.60245219E-01   1.03334882E-04   3.79781200E-04   5.27675735E-04   2.82205037E-06   6.04416212E-05   6.54391947E-05  
  64               3.36916350E+00   1.76525704E+03   8.38482553E-01   1.60240515E-01   1.31934214E-04   3.79341334E-04   5.28032670E-04   2.44776411E-06   6.04385292E-05   6.53564572E-05  
  65               3.55773742E+00   1.79053821E+03   8.38457460E-01   1.60238224E-01   1.59568909E-04   3.79041282E-04   5.28274241E-04   2.19682074E-06   6.04360291E-05   6.52880417E-05  
  66               3.70307521E+00   1.80945538E+03   8.38435834E-01   1.60236268E-01   1.83316632E-04   3.78838640E-04   5.28431886E-04   2.03119919E-06   6.04339381E-05   6.52358169E-05  
  67               3.86712982E+00   1.82986772E+03   8.38409533E-01   1.60233909E-01   2.12134661E-04   3.78641240E-04   5.28579585E-04   1.87385274E-06   6.04311934E-05   6.51778491E-05  
  68               4.05159351E+00   1.85219761E+03   8.38376801E-01   1.60230990E-01   2.47940067E-04   3.78443684E-04   5.28721487E-04   1.72009356E-06   6.04279427E-05   6.51132673E-05  
  69               4.25816035E+00   1.87601386E+03   8.38306825E-01   1.60221697E-01   2.91445572E-04   3.78241237E-04   5.28830786E-04   1.57739911E-06   6.04216802E-05   6.50399055E-05  
  70               4.41679673E+00   1.89388636E+03   8.38273153E-01   1.60218729E-01   3.28176737E-04   3.78114390E-04   5.28915801E-04   1.48045168E-06   6.04184568E-05   6.49858115E-05  
  71               4.53452749E+00   1.90662302E+03   8.38247141E-01   1.60216435E-01   3.56547004E-04   3.78024322E-04   5.28969014E-04   1.41801441E-06   6.04158420E-05   6.49462591E-05  
  72               4.66903436E+00   1.92109545E+03   8.38215242E-01   1.60213626E-01   3.91304700E-04   3.77939746E-04   5.29025303E-04   1.35052867E-06   6.04128699E-05   6.49011175E-05  
  73               4.82210216E+00   1.93689648E+03   8.38177649E-01   1.60210321E-01   4.32276680E-04   3.77837704E-04   5.29078852E-04   1.28380210E-06   6.04092229E-05   6.48505583E-05  
  74               4.99580547E+00   1.95459104E+03   8.38131628E-01   1.60206279E-01   4.82392529E-04   3.77740844E-04   5.29132801E-04   1.21387489E-06   6.04050389E-05   6.47934180E-05  
  75               5.19173179E+00   1.97367492E+03   8.38077293E-01   1.60201514E-01   5.41525453E-04   3.77649183E-04   5.29181536E-04   1.14633336E-06   6.03999907E-05   6.47300572E-05  
  76               5.41139570E+00   1.99464106E+03   8.38011292E-01   1.60195732E-01   6.13332240E-04   3.77568165E-04   5.29227378E-04   1.07786797E-06   6.03942102E-05   6.46595065E-05  
  77               5.65736753E+00   2.01699051E+03   8.37933525E-01   1.60188926E-01   6.98002955E-04   3.77448998E-04   5.29265254E-04   1.01342916E-06   6.03873248E-05   6.45819720E-05  
  78               5.93338697E+00   2.04140488E+03   8.37838653E-01   1.60180630E-01   8.01280042E-04   3.77322816E-04   5.29297263E-04   9.49306332E-07   6.03793752E-05   6.44957856E-05  
  79               6.24217102E+00   2.06727476E+03   8.37726347E-01   1.60170815E-01   9.23512268E-04   3.77195192E-04   5.29318757E-04   8.89958460E-07   6.03699654E-05   6.44013349E-05  
  80               6.58661284E+00   2.09518172E+03   8.37589907E-01   1.60158898E-01   1.07199377E-03   3.77060251E-04   5.29330842E-04   8.32277036E-07   6.03591139E-05   6.42972444E-05  
  81               6.96981245E+00   2.12443068E+03   8.37429052E-01   1.60144854E-01   1.24702311E-03   3.76923116E-04   5.29329489E-04   7.80101533E-07   6.03464016E-05   6.41840441E-05  
  82               7.39512392E+00   2.15562769E+03   8.37234814E-01   1.60127901E-01   1.45836107E-03   3.76777311E-04   5.29315048E-04   7.30403759E-07   6.03317765E-05   6.40602355E-05  
  83               7.86619325E+00   2.18799520E+03   8.37007351E-01   1.60108055E-01   1.70582957E-03   3.76627655E-04   5.29284184E-04   6.86439031E-07   6.03148047E-05   6.39265047E-05  
  84               8.38696477E+00   2.22222469E+03   8.36734400E-01   1.60084244E-01   2.00277289E-03   3.76466518E-04   5.29236346E-04   6.45105662E-07   6.02953505E-05   6.37811130E-05  
  85               8.96174721E+00   2.25738342E+03   8.36417962E-01   1.60056645E-01   2.34700800E-03   3.76299348E-04   5.29168908E-04   6.09458720E-07   6.02729730E-05   6.36250670E-05  
  86               9.59522683E+00   2.29429054E+03   8.36039394E-01   1.60023426E-01   2.75666514E-03   3.76116077E-04   5.29078862E-04   5.76300607E-07   6.02472829E-05   6.34561400E-05  
  87               1.02921498E+01   2.33181990E+03   8.35600103E-01   1.59985634E-01   3.22526580E-03   3.82307882E-04   5.28978307E-04   5.39423819E-07   6.02192914E-05   6.32760857E-05  
  88               1.10581410E+01   2.37094527E+03   8.35092775E-01   1.59941401E-01   3.77700594E-03   3.82193186E-04   5.28840641E-04   5.14216379E-07   6.01863424E-05   6.30824057E-05  
  89               1.18996936E+01   2.41051411E+03   8.34518668E-01   1.59891349E-01   4.40139068E-03   3.82050620E-04   5.28676889E-04   4.93775113E-07   6.01491330E-05   6.28766617E-05  
  90               1.28235001E+01   2.45150119E+03   8.33851189E-01   1.59833160E-01   5.12734508E-03   3.81872398E-04   5.28481917E-04   4.75330238E-07   6.01070749E-05   6.26562064E-05  
  91               1.38368884E+01   2.49275939E+03   8.33104620E-01   1.59768079E-01   5.93932785E-03   3.81667005E-04   5.28257442E-04   4.61033363E-07   6.00600016E-05   6.24229504E-05  
  92               1.49481102E+01   2.53523989E+03   8.32248518E-01   1.59693453E-01   6.87045135E-03   3.81425493E-04   5.27996712E-04   4.48550777E-07   6.00071125E-05   6.21741241E-05  
  93               1.61661228E+01   2.57785497E+03   8.31302171E-01   1.59610964E-01   7.89972640E-03   3.81158368E-04   5.27703167E-04   4.39693011E-07   5.99483833E-05   6.19117565E-05  
  94               1.75007833E+01   2.62153708E+03   8.30231068E-01   1.59517604E-01   9.06468927E-03   3.80855346E-04   5.27368465E-04   4.32459731E-07   5.98827772E-05   6.16329881E-05  
  95               1.89628426E+01   2.66520784E+03   8.29062041E-01   1.59415713E-01   1.03361459E-02   3.80529643E-04   5.26998303E-04   4.28507618E-07   5.98104500E-05   6.13401400E-05  
  96               2.05640232E+01   2.70981597E+03   8.27755459E-01   1.59301835E-01   1.17572022E-02   3.80169440E-04   5.26582555E-04   4.26037883E-07   5.97300566E-05   6.10301921E-05  
  97               2.23170418E+01   2.75423988E+03   8.26349258E-01   1.59179281E-01   1.32865823E-02   3.79791913E-04   5.26130043E-04   4.26692663E-07   5.96419885E-05   6.07059678E-05  
  98               2.42356048E+01   2.79956014E+03   8.24793187E-01   1.59043668E-01   1.49789432E-02   3.79381942E-04   5.25627482E-04   4.28640183E-07   5.95443559E-05   6.03639579E-05  
  99               2.63344856E+01   2.84451988E+03   8.23142052E-01   1.58899778E-01   1.67746607E-02   3.78962665E-04   5.25088292E-04   4.33685669E-07   5.94378752E-05   6.00078338E-05  
  100              2.86294470E+01   2.89040850E+03   8.21328404E-01   1.58741728E-01   1.87470938E-02   3.78513527E-04   5.24494247E-04   4.39817008E-07   5.93197219E-05   5.96332992E-05  
  101              3.11373054E+01   2.93578263E+03   8.19429214E-01   1.58576233E-01   2.08125108E-02   3.78065226E-04   5.23864787E-04   4.49095676E-07   5.91909915E-05   5.92451332E-05  
