# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               CH4              H2O              NH3              H2S              H2O(s)           Ar              
  57               6.52843647E+00   3.96014037E+02   8.38073889E-01   1.60463841E-01   5.31345345E-04   7.81898232E-04   1.21723979E-04   2.29811173E-05   0.00000000E+00   4.22061908E-06  
  58               7.50980094E+00   4.13209431E+02   8.38073889E-01   1.60463841E-01   5.31345345E-04   7.81898233E-04   1.21723939E-04   2.29811173E-05   0.00000000E+00   4.22061908E-06  
  59               8.63278284E+00   4.30912655E+02   8.38073889E-01   1.60463841E-01   5.31345345E-04   7.81898247E-04   1.21723846E-04   2.29811173E-05   0.00000000E+00   4.22061908E-06  
  60               9.91448860E+00   4.49326082E+02   8.38073887E-01   1.60463841E-01   5.31345344E-04   7.81898597E-04   1.21723637E-04   2.29811172E-05   0.00000000E+00   4.22061907E-06  
  61               1.13719170E+01   4.68206820E+02   8.38073328E-01   1.60463735E-01   5.31344994E-04   7.81905228E-04   1.21723117E-04   2.29811021E-05   0.00000000E+00   4.22061629E-06  
  62               1.30220613E+01   4.87728884E+02   8.38073405E-01   1.60463713E-01   5.31344920E-04   7.81399135E-04   1.21722204E-04   2.29810989E-05   0.00000000E+00   4.22061570E-06  
  63               1.48819768E+01   5.07634820E+02   8.38071597E-01   1.60463712E-01   5.31344919E-04   7.83207774E-04   1.21720488E-04   2.29810988E-05   0.00000000E+00   4.22061570E-06  
  64               1.69781368E+01   5.28173132E+02   8.38071600E-01   1.60463712E-01   5.31344917E-04   7.83207772E-04   1.21717289E-04   2.29810988E-05   0.00000000E+00   4.22061568E-06  
  65               1.93431836E+01   5.49191792E+02   8.38071603E-01   1.60463711E-01   5.31344914E-04   7.83207768E-04   1.21711618E-04   2.29810986E-05   0.00000000E+00   4.22061566E-06  
  66               2.20075951E+01   5.70913844E+02   8.38069087E-01   1.60463226E-01   5.31343309E-04   7.83205404E-04   1.21701409E-04   2.29810292E-05   0.00000000E+00   4.22060291E-06  
  67               2.50003135E+01   5.93096043E+02   8.38071864E-01   1.60463465E-01   5.31344100E-04   7.80196818E-04   1.21685354E-04   2.29810634E-05   0.00000000E+00   4.22060920E-06  
  68               2.83467047E+01   6.15899303E+02   8.38071882E-01   1.60463461E-01   5.31344086E-04   7.80196819E-04   1.21659146E-04   2.29810628E-05   0.00000000E+00   4.22060909E-06  
  69               3.20737842E+01   6.39047784E+02   8.38071908E-01   1.60463455E-01   5.31344064E-04   7.80196828E-04   1.21618920E-04   2.29810619E-05   0.00000000E+00   4.22060892E-06  
  70               3.62332739E+01   6.62856469E+02   8.38071948E-01   1.60463445E-01   5.31344031E-04   7.80196856E-04   1.21557935E-04   2.29810605E-05   0.00000000E+00   4.22060866E-06  
  71               4.08754851E+01   6.87130190E+02   8.38072006E-01   1.60463430E-01   5.31343983E-04   7.80196921E-04   1.21469314E-04   2.29810585E-05   0.00000000E+00   4.22060828E-06  
  72               4.60466803E+01   7.12101379E+02   8.38072090E-01   1.60463410E-01   5.31343914E-04   7.80197054E-04   1.21342102E-04   2.29810555E-05   0.00000000E+00   4.22060774E-06  
  73               5.17905717E+01   7.37482198E+02   8.38072205E-01   1.60463382E-01   5.31343819E-04   7.80197305E-04   1.21167454E-04   2.29810515E-05   0.00000000E+00   4.22060700E-06  
  74               5.81507936E+01   7.63487347E+02   8.38072356E-01   1.60463343E-01   5.31343686E-04   7.80197746E-04   1.20930450E-04   2.29810459E-05   0.00000000E+00   4.22060598E-06  
  75               6.51929978E+01   7.89878890E+02   8.38072558E-01   1.60463293E-01   5.31343515E-04   7.80198489E-04   1.20621980E-04   2.29810387E-05   0.00000000E+00   4.22060466E-06  
  76               7.30380216E+01   8.17123778E+02   8.38072784E-01   1.60463221E-01   5.31343267E-04   7.80199670E-04   1.20220250E-04   2.29810283E-05   0.00000000E+00   4.22060277E-06  
  77               8.17965482E+01   8.45028831E+02   8.38073115E-01   1.60463140E-01   5.31342980E-04   7.80201532E-04   1.19716435E-04   2.29810165E-05   0.00000000E+00   4.22060064E-06  
  78               9.15603840E+01   8.73859486E+02   8.38073318E-01   1.60462999E-01   5.31342477E-04   7.80204221E-04   1.19088266E-04   2.29809960E-05   0.00000000E+00   4.22059693E-06  
  79               1.02397664E+02   9.03230557E+02   8.38073806E-01   1.60462878E-01   5.31342008E-04   7.80207690E-04   1.18339436E-04   2.29809780E-05   0.00000000E+00   4.22059374E-06  
  80               1.14348506E+02   9.33267974E+02   8.38074193E-01   1.60462699E-01   5.31341288E-04   7.80212690E-04   1.17456461E-04   2.29834143E-05   0.00000000E+00   4.22058905E-06  
  81               1.27445519E+02   9.63527948E+02   8.38074826E-01   1.60462537E-01   5.31340514E-04   7.80220869E-04   1.16463201E-04   2.29833888E-05   0.00000000E+00   4.22058477E-06  
  82               1.41826015E+02   9.94397064E+02   8.38075517E-01   1.60462351E-01   5.31339472E-04   7.80229805E-04   1.15346384E-04   2.29949344E-05   0.00000000E+00   4.22057989E-06  
  83               1.57640940E+02   1.02564340E+03   8.38076219E-01   1.60462144E-01   5.31338039E-04   7.80239881E-04   1.14138831E-04   2.30193738E-05   0.00000000E+00   4.22057444E-06  
  84               1.75016413E+02   1.05758070E+03   8.38076889E-01   1.60461908E-01   5.31335969E-04   7.80250100E-04   1.12831858E-04   2.30717241E-05   0.00000000E+00   4.22056823E-06  
  85               1.94058936E+02   1.08980091E+03   8.38077402E-01   1.60461639E-01   5.31332958E-04   7.80258445E-04   1.11479356E-04   2.31788003E-05   0.00000000E+00   4.22056115E-06  
  86               2.14861195E+02   1.12260868E+03   8.38077606E-01   1.60461314E-01   5.31328447E-04   7.80262216E-04   1.10071015E-04   2.33913710E-05   0.00000000E+00   4.22055262E-06  
  87               2.37507776E+02   1.15551206E+03   8.38077385E-01   1.60460948E-01   5.31321923E-04   7.80257311E-04   1.08673869E-04   2.37885636E-05   0.00000000E+00   4.22054299E-06  
  88               2.62102465E+02   1.18889727E+03   8.38077394E-01   1.60460643E-01   5.31312800E-04   7.80259193E-04   1.07266637E-04   2.42856623E-05   0.00000000E+00   4.22053497E-06  
  89               2.88959866E+02   1.22251033E+03   8.38078230E-01   1.60460416E-01   5.31300134E-04   7.80317669E-04   1.05909819E-04   2.42855339E-05   0.00000000E+00   4.22052900E-06  
  90               3.18392966E+02   1.25698669E+03   8.38079054E-01   1.60460188E-01   5.31281832E-04   7.80378601E-04   1.04562151E-04   2.42853622E-05   0.00000000E+00   4.22052299E-06  
  91               3.50641109E+02   1.29179681E+03   8.38079816E-01   1.60459969E-01   5.31256391E-04   7.80439513E-04   1.03298711E-04   2.42851359E-05   0.00000000E+00   4.22051724E-06  
  92               3.85899500E+02   1.32743567E+03   8.38080543E-01   1.60459752E-01   5.31220815E-04   7.80499193E-04   1.02075255E-04   2.42848306E-05   0.00000000E+00   4.22051154E-06  
  93               4.24328000E+02   1.36323712E+03   8.38081182E-01   1.60459548E-01   5.31173272E-04   7.80553549E-04   1.00968363E-04   2.42844286E-05   0.00000000E+00   4.22050617E-06  
  94               4.66087526E+02   1.39969768E+03   8.38081762E-01   1.60459346E-01   5.31109454E-04   7.80599727E-04   9.99261571E-05   2.42838907E-05   0.00000000E+00   4.22050085E-06  
  95               5.11440764E+02   1.43621810E+03   8.38082231E-01   1.60459156E-01   5.31027509E-04   7.80633167E-04   9.90171354E-05   2.42831871E-05   0.00000000E+00   4.22049585E-06  
  96               5.59690288E+02   1.47269503E+03   8.38082612E-01   1.60458969E-01   5.30923615E-04   7.80652178E-04   9.81966841E-05   2.42821520E-05   0.00000000E+00   4.22049093E-06  
  97               6.11766350E+02   1.50909463E+03   8.38082849E-01   1.60458786E-01   5.30795785E-04   7.80647902E-04   9.75105246E-05   2.42810509E-05   0.00000000E+00   4.22048613E-06  
  98               6.68648148E+02   1.54646062E+03   8.38082971E-01   1.60458599E-01   5.30634717E-04   7.80639443E-04   9.68934589E-05   2.42786896E-05   0.00000000E+00   4.22048121E-06  
  99               7.31388368E+02   1.58457411E+03   8.38082837E-01   1.60458389E-01   5.30437595E-04   7.80576266E-04   9.63978199E-05   2.42769072E-05   0.00000000E+00   4.22047567E-06  
  100              8.01164823E+02   1.62429396E+03   8.38082504E-01   1.60458178E-01   5.30191313E-04   7.80593189E-04   9.59748144E-05   2.42692845E-05   0.00000000E+00   4.22047013E-06  
  101              8.79347250E+02   1.66537374E+03   8.37987291E-01   1.60439817E-01   5.29832353E-04   7.80361268E-04   9.56635828E-05   2.42636833E-05   0.00000000E+00   4.21998718E-06  
