# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               CH4             
  50               8.56389137E-01   1.39174595E+03   8.38823303E-01   1.60276822E-01   4.27092187E-06   5.16491713E-04   2.66359078E-04   6.05593928E-05   1.25938184E-08   1.41359811E-05  
  51               1.03727280E+00   1.44874047E+03   8.38821952E-01   1.60274641E-01   8.32270680E-06   5.20864863E-04   2.63163084E-04   6.05563181E-05   6.10858144E-08   9.75895677E-06  
  52               1.24819197E+00   1.48999665E+03   8.38802198E-01   1.60270931E-01   1.27154975E-05   5.22254173E-04   2.64341447E-04   6.05399196E-05   1.65553592E-07   8.35655735E-06  
  53               1.48464754E+00   1.55115237E+03   8.38775471E-01   1.60268685E-01   2.38496279E-05   5.25194260E-04   2.81587459E-04   6.05387249E-05   5.55081982E-07   5.40706506E-06  
  54               1.73843141E+00   1.59524854E+03   8.38756887E-01   1.60266276E-01   3.57077091E-05   5.26060434E-04   2.83355701E-04   6.05264735E-05   2.27928284E-06   4.53066350E-06  
  55               2.00148237E+00   1.65631735E+03   8.38692768E-01   1.60258925E-01   6.22598701E-05   5.27531971E-04   2.98974471E-04   6.05257419E-05   1.33087138E-05   3.03245010E-06  
  56               2.24738339E+00   1.70816167E+03   8.38585509E-01   1.60249333E-01   9.65944908E-05   5.28496266E-04   3.41320488E-04   6.05241905E-05   4.12617427E-05   2.03247866E-06  
  57               2.46072631E+00   1.74957203E+03   8.38482936E-01   1.60240209E-01   1.34479933E-04   5.28988891E-04   3.78425324E-04   6.05215331E-05   6.55768260E-05   1.50621256E-06  
  58               2.64940841E+00   1.78385086E+03   8.38446238E-01   1.60236921E-01   1.74677963E-04   5.29188127E-04   3.78141650E-04   6.05188660E-05   6.54966179E-05   1.29512560E-06  
  59               2.81193116E+00   1.81176669E+03   8.38409854E-01   1.60233689E-01   2.14437975E-04   5.29317958E-04   3.77940381E-04   6.05160606E-05   6.54288173E-05   1.15347332E-06  
  60               3.00291832E+00   1.84298079E+03   8.38329681E-01   1.60223372E-01   2.67580454E-04   5.29415494E-04   3.77726194E-04   6.05100131E-05   6.53479980E-05   1.02018975E-06  
  61               3.15556255E+00   1.86671568E+03   8.38286224E-01   1.60219553E-01   3.14947081E-04   5.29487757E-04   3.77589578E-04   6.05066312E-05   6.52864530E-05   9.33826261E-07  
  62               3.27192434E+00   1.88427265E+03   8.38250089E-01   1.60216378E-01   3.54315215E-04   5.29533265E-04   3.77495899E-04   6.05038859E-05   6.52399677E-05   8.76602374E-07  
  63               3.41149144E+00   1.90456467E+03   8.38203768E-01   1.60212314E-01   4.04755754E-04   5.29577613E-04   3.77395897E-04   6.05003495E-05   6.51849288E-05   8.17250344E-07  
  64               3.57761663E+00   1.92792620E+03   8.38143782E-01   1.60207057E-01   4.70046082E-04   5.29619383E-04   3.77291229E-04   6.04958941E-05   6.51201309E-05   7.56111907E-07  
  65               3.77364873E+00   1.95424948E+03   8.38066918E-01   1.60200328E-01   5.53664928E-04   5.29654908E-04   3.77189098E-04   6.04902381E-05   6.50448793E-05   6.95830026E-07  
  66               4.00266173E+00   1.98367222E+03   8.37968065E-01   1.60191685E-01   6.61180988E-04   5.29682010E-04   3.77096381E-04   6.04831961E-05   6.49582560E-05   6.37031971E-07  
  67               4.26936073E+00   2.01606244E+03   8.37841922E-01   1.60180663E-01   7.98461697E-04   5.29696954E-04   3.76952827E-04   6.04743743E-05   6.48593232E-05   5.81782260E-07  
  68               4.58038701E+00   2.05180295E+03   8.37678904E-01   1.60166428E-01   9.75848417E-04   5.29697128E-04   3.76797700E-04   6.04633738E-05   6.47460817E-05   5.29770096E-07  
  69               4.94120426E+00   2.09057623E+03   8.37470556E-01   1.60148242E-01   1.20253590E-03   5.29678360E-04   3.76631008E-04   6.04496743E-05   6.46177247E-05   4.82562335E-07  
  70               5.35783477E+00   2.13246314E+03   8.37203807E-01   1.60124966E-01   1.49274330E-03   5.29636983E-04   3.76448813E-04   6.04327666E-05   6.44728397E-05   4.39880451E-07  
  71               5.83697728E+00   2.17701839E+03   8.36867046E-01   1.60095588E-01   1.85909851E-03   5.29568551E-04   3.76249704E-04   6.04119897E-05   6.43106948E-05   4.02610633E-07  
  72               6.38612311E+00   2.22431973E+03   8.36441928E-01   1.60058510E-01   2.32155720E-03   5.29468318E-04   3.76027647E-04   6.03866476E-05   6.41297240E-05   3.69982372E-07  
  73               7.01370997E+00   2.27379778E+03   8.35914731E-01   1.60012534E-01   2.89504366E-03   5.29331553E-04   3.75780415E-04   6.03559474E-05   6.39293291E-05   3.42504374E-07  
  74               7.72934142E+00   2.32551169E+03   8.35260849E-01   1.59955310E-01   3.60417030E-03   5.29151075E-04   3.75499733E-04   6.03188544E-05   6.37076954E-05   3.19279961E-07  
  75               8.54344399E+00   2.37883984E+03   8.34462069E-01   1.59886169E-01   4.46362295E-03   5.28931282E-04   3.81728283E-04   6.02757393E-05   6.34646566E-05   2.95386490E-07  
  76               9.46834814E+00   2.43395232E+03   8.33506538E-01   1.59802860E-01   5.50289155E-03   5.28651134E-04   3.81462702E-04   6.02236391E-05   6.31983225E-05   2.80353392E-07  
  77               1.05184229E+01   2.49022347E+03   8.32375471E-01   1.59704252E-01   6.73310720E-03   5.28313258E-04   3.81129609E-04   6.01625008E-05   6.29082813E-05   2.69031082E-07  
  78               1.17097505E+01   2.54789800E+03   8.31039361E-01   1.59587773E-01   8.18635540E-03   5.27909454E-04   3.80724639E-04   6.00910220E-05   6.25924766E-05   2.60573011E-07  
  79               1.30602035E+01   2.60633457E+03   8.29495555E-01   1.59453195E-01   9.86550963E-03   5.27438086E-04   3.80253021E-04   6.00084179E-05   6.22510528E-05   2.55240374E-07  
  80               1.45899542E+01   2.66573204E+03   8.27718691E-01   1.59298306E-01   1.17981440E-02   5.26891719E-04   3.79711484E-04   5.99132544E-05   6.18823057E-05   2.52432653E-07  
  81               1.63216078E+01   2.72564126E+03   8.25710496E-01   1.59123260E-01   1.39823658E-02   5.26269878E-04   3.79106642E-04   5.98046030E-05   6.14864103E-05   2.52299788E-07  
  82               1.82804469E+01   2.78610421E+03   8.23457910E-01   1.58926920E-01   1.64323669E-02   5.25568096E-04   3.78439865E-04   5.96808823E-05   6.10624501E-05   2.54569130E-07  
  83               2.04942345E+01   2.84687959E+03   8.20965346E-01   1.58709672E-01   1.91433294E-02   5.24786485E-04   3.77719120E-04   5.95406066E-05   6.06106284E-05   2.59293565E-07  
  84               2.29932490E+01   2.90806633E+03   8.18222685E-01   1.58470635E-01   2.21262429E-02   5.23921044E-04   3.76947466E-04   5.93812523E-05   6.01303516E-05   2.66267670E-07  
  85               2.58104821E+01   2.96933290E+03   8.15250262E-01   1.58211584E-01   2.53589693E-02   5.22975959E-04   3.76138995E-04   5.92003775E-05   5.96227813E-05   2.75717417E-07  
  86               2.89817504E+01   3.03086963E+03   8.12037907E-01   1.57931634E-01   2.88525474E-02   5.21946795E-04   3.75296884E-04   5.89932481E-05   5.90875007E-05   2.87450549E-07  
  87               3.25432869E+01   3.09226687E+03   8.08622207E-01   1.57633975E-01   3.25671621E-02   5.20841953E-04   3.74440005E-04   5.87550955E-05   5.85268386E-05   3.01801123E-07  
  88               3.65316158E+01   3.15365731E+03   8.05001096E-01   1.57318428E-01   3.65050373E-02   5.19658953E-04   3.73572193E-04   5.84773698E-05   5.79414512E-05   3.18625430E-07  
  89               4.09867421E+01   3.21475476E+03   8.01211617E-01   1.56988222E-01   4.06258605E-02   5.18405915E-04   3.72709260E-04   5.81499882E-05   5.73337904E-05   3.38226974E-07  
  90               4.59529232E+01   3.27576258E+03   7.97248647E-01   1.56642910E-01   4.49351791E-02   5.17078805E-04   3.71849967E-04   5.77566044E-05   5.67042413E-05   3.60519624E-07  
  91               5.14796006E+01   3.33641680E+03   7.93155064E-01   1.56286228E-01   4.93863314E-02   5.15686605E-04   3.71007447E-04   5.72781711E-05   5.60552062E-05   3.85936946E-07  
  92               5.76221152E+01   3.39706063E+03   7.88911166E-01   1.55916457E-01   5.40007186E-02   5.14220264E-04   3.70169711E-04   5.66845380E-05   5.53862561E-05   4.14368637E-07  
  93               6.44424796E+01   3.45744715E+03   7.84562296E-01   1.55537545E-01   5.87289911E-02   5.12688454E-04   3.69345249E-04   5.59420658E-05   5.46996222E-05   4.46377852E-07  
  94               7.20096817E+01   3.51793661E+03   7.80083400E-01   1.55147303E-01   6.35983573E-02   5.11079518E-04   3.68513902E-04   5.50000742E-05   5.39946002E-05   4.81921078E-07  
  95               8.04016179E+01   3.57830922E+03   7.75519504E-01   1.54749652E-01   6.85598032E-02   5.09400852E-04   3.67679264E-04   5.38044167E-05   5.32731878E-05   5.21686058E-07  
  96               8.97067273E+01   3.63895721E+03   7.70838050E-01   1.54341743E-01   7.36486798E-02   5.07637340E-04   3.66813128E-04   5.22768171E-05   5.25342668E-05   5.65698773E-07  
  97               1.00025738E+02   3.69963608E+03   7.66090170E-01   1.53928027E-01   7.88093145E-02   5.05796652E-04   3.65919317E-04   5.03430969E-05   5.17797743E-05   6.14885253E-07  
  98               1.11473305E+02   3.76079845E+03   7.61231777E-01   1.53504648E-01   8.40895774E-02   5.03858894E-04   3.64961812E-04   4.78996171E-05   5.10080802E-05   6.69320288E-07  
  99               1.24179600E+02   3.82222406E+03   7.56312623E-01   1.53075934E-01   8.94352985E-02   5.01829714E-04   3.63944735E-04   4.48705921E-05   5.02208852E-05   7.30131070E-07  
  100              1.38291575E+02   3.88435157E+03   7.51286569E-01   1.52637849E-01   9.48965890E-02   4.99686902E-04   3.62830068E-04   4.11665346E-05   4.94165852E-05   7.97533757E-07  
  101              1.53975180E+02   3.94694611E+03   7.46207026E-01   1.52195047E-01   1.00415363E-01   4.97434852E-04   3.61628249E-04   3.67863711E-05   4.85969744E-05   8.72939741E-07  
