# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CH4              CO               N2               Mg              
  49               2.72772303E-01   1.00654600E+03   8.38367927E-01   1.60389990E-01   4.71133636E-09   6.13875120E-04   3.64384874E-04   1.66541282E-04   6.03878419E-05   5.37798923E-16  
  50               3.22787911E-01   1.05590461E+03   8.38493854E-01   1.60359292E-01   1.50008682E-08   5.18818735E-04   2.68832442E-04   2.61974115E-04   6.04336193E-05   1.01273575E-14  
  51               3.89229983E-01   1.09640804E+03   8.38572467E-01   1.60340095E-01   3.48639572E-08   4.59471198E-04   2.09080544E-04   3.21672002E-04   6.04430017E-05   8.62344143E-14  
  52               4.77059518E-01   1.14716784E+03   8.38656369E-01   1.60319583E-01   9.29159053E-08   3.96112051E-04   1.45260866E-04   3.85443314E-04   6.04577542E-05   1.03664683E-12  
  53               5.89972501E-01   1.18653117E+03   8.38693794E-01   1.60310396E-01   1.81568322E-07   3.67785516E-04   1.16687870E-04   4.14000911E-04   6.04466032E-05   5.56104164E-12  
  54               7.30606445E-01   1.23578991E+03   8.38736027E-01   1.60299994E-01   4.02336419E-07   3.35728320E-04   8.43768643E-05   4.46292979E-04   6.04450521E-05   4.05001745E-11  
  55               9.01310068E-01   1.27391196E+03   8.38753241E-01   1.60295672E-01   6.94743768E-07   3.22480114E-04   7.09982171E-05   4.59665402E-04   6.04248832E-05   1.55782560E-10  
  56               1.10370009E+00   1.32254897E+03   8.38776024E-01   1.60289863E-01   1.36564715E-06   3.04753076E-04   5.31122525E-05   4.77539805E-04   6.04172729E-05   8.18546724E-10  
  57               1.33974824E+00   1.35999934E+03   8.38784364E-01   1.60287477E-01   2.17225137E-06   2.97740203E-04   4.59718001E-05   4.84674642E-04   6.03937349E-05   2.53163496E-09  
  58               1.61039093E+00   1.40820080E+03   8.38796128E-01   1.60283838E-01   3.90626882E-06   2.87429747E-04   3.52942513E-05   4.95341637E-04   6.03836454E-05   1.04679294E-08  
  59               1.91767996E+00   1.44521060E+03   8.38795861E-01   1.60281646E-01   5.84846438E-06   2.83654709E-04   3.10794079E-05   4.99546955E-04   6.03586640E-05   2.76043031E-08  
  60               2.26176601E+00   1.49349459E+03   8.38796633E-01   1.60278906E-01   9.85612907E-06   2.81281991E-04   2.39602676E-05   5.06653482E-04   6.03481357E-05   6.04009367E-08  
  61               2.64357080E+00   1.53088077E+03   8.38782021E-01   1.60275021E-01   1.41865135E-05   2.78817081E-04   2.12151018E-05   5.09379991E-04   6.03231134E-05   2.25076144E-07  
  62               3.05325657E+00   1.58042233E+03   8.38763033E-01   1.60272230E-01   2.29767910E-05   2.91683904E-04   1.56113096E-05   5.14968238E-04   6.03165822E-05   5.49275530E-07  
  63               3.48192058E+00   1.61983077E+03   8.38750893E-01   1.60269966E-01   3.26491950E-05   2.91547107E-04   1.33862092E-05   5.17178422E-04   6.02993056E-05   1.89180979E-06  
  64               3.91704776E+00   1.67217118E+03   8.38711604E-01   1.60264269E-01   5.19806023E-05   2.98645857E-04   9.81526444E-06   5.20723893E-04   6.02994566E-05   8.71034472E-06  
  65               4.31688581E+00   1.71606204E+03   8.38645896E-01   1.60257183E-01   7.49892672E-05   3.20974963E-04   7.33546337E-06   5.23175754E-04   6.02983277E-05   2.45643988E-05  
  66               4.64863650E+00   1.75038112E+03   8.38564224E-01   1.60249594E-01   9.85519776E-05   3.54727728E-04   5.65018138E-06   5.24833673E-04   6.02975258E-05   4.72450572E-05  
  67               4.98955558E+00   1.78324055E+03   8.38486368E-01   1.60242076E-01   1.26626379E-04   3.81418970E-04   4.55023820E-06   5.25905767E-04   6.02946343E-05   6.50289025E-05  
  68               5.27388582E+00   1.80955872E+03   8.38462038E-01   1.60239757E-01   1.53743702E-04   3.80903030E-04   4.07844466E-06   5.26365978E-04   6.02913327E-05   6.49439840E-05  
  69               5.49238516E+00   1.82868328E+03   8.38441675E-01   1.60237857E-01   1.76299703E-04   3.80575950E-04   3.78371312E-06   5.26651252E-04   6.02881641E-05   6.48801300E-05  
  70               5.73875947E+00   1.84988790E+03   8.38416079E-01   1.60235500E-01   2.04546871E-04   3.80243129E-04   3.48692237E-06   5.26936553E-04   6.02845953E-05   6.48085372E-05  
  71               6.01545379E+00   1.87244838E+03   8.38385169E-01   1.60232690E-01   2.38539282E-04   3.79930568E-04   3.21251485E-06   5.27197342E-04   6.02799107E-05   6.47298308E-05  
  72               6.32489646E+00   1.89708999E+03   8.38314365E-01   1.60223068E-01   2.80986094E-04   3.79606377E-04   2.94385080E-06   5.27429172E-04   6.02722842E-05   6.46400909E-05  
  73               6.55095463E+00   1.91413376E+03   8.38284420E-01   1.60220401E-01   3.13755172E-04   3.79416252E-04   2.78124416E-06   5.27579192E-04   6.02679166E-05   6.45777583E-05  
  74               6.70918290E+00   1.92610318E+03   8.38261601E-01   1.60218367E-01   3.38705767E-04   3.79293562E-04   2.67192099E-06   5.27679113E-04   6.02649775E-05   6.45340158E-05  
  75               6.89055189E+00   1.93911503E+03   8.38235251E-01   1.60216026E-01   3.67502561E-04   3.79161608E-04   2.56484677E-06   5.27775311E-04   6.02611858E-05   6.44849367E-05  
  76               7.09762412E+00   1.95404783E+03   8.38202578E-01   1.60213129E-01   4.03163429E-04   3.79033345E-04   2.44604622E-06   5.27880917E-04   6.02570313E-05   6.44287647E-05  
  77               7.33310255E+00   1.97016819E+03   8.38164613E-01   1.60209773E-01   4.44602755E-04   3.78886990E-04   2.33142824E-06   5.27980231E-04   6.02518393E-05   6.43662096E-05  
  78               7.60016422E+00   1.98837643E+03   8.38117704E-01   1.60205632E-01   4.95737472E-04   3.78745120E-04   2.20841190E-06   5.28084719E-04   6.02460611E-05   6.42953637E-05  
  79               7.90072218E+00   2.00781632E+03   8.38063023E-01   1.60200819E-01   5.55283677E-04   3.78631725E-04   2.09182692E-06   5.28179833E-04   6.02390428E-05   6.42173026E-05  
  80               8.23822489E+00   2.02936896E+03   8.37996112E-01   1.60194939E-01   6.28221519E-04   3.78465911E-04   1.97127531E-06   5.28274581E-04   6.02311764E-05   6.41300953E-05  
  81               8.61796865E+00   2.05231482E+03   8.37917480E-01   1.60188040E-01   7.13895181E-04   3.78303874E-04   1.85866721E-06   5.28357066E-04   6.02217288E-05   6.40341359E-05  
  82               9.04386503E+00   2.07751597E+03   8.37821048E-01   1.60179590E-01   8.18931170E-04   3.78133456E-04   1.74470370E-06   5.28434728E-04   6.02110336E-05   6.39274384E-05  
  83               9.52006591E+00   2.10408087E+03   8.37707740E-01   1.60169674E-01   9.42307484E-04   3.77967639E-04   1.64048537E-06   5.28496600E-04   6.01983805E-05   6.38109578E-05  
  84               1.00509971E+01   2.13286683E+03   8.37569539E-01   1.60157588E-01   1.09275805E-03   3.77794712E-04   1.53765498E-06   5.28548597E-04   6.01840277E-05   6.36826342E-05  
  85               1.06413953E+01   2.16291509E+03   8.37407638E-01   1.60143442E-01   1.26896866E-03   3.77626148E-04   1.44557556E-06   5.28581541E-04   6.01672584E-05   6.35435869E-05  
  86               1.12963536E+01   2.19509973E+03   8.37211459E-01   1.60126310E-01   1.48245876E-03   3.77450221E-04   1.35656656E-06   5.28599900E-04   6.01482412E-05   6.33916322E-05  
  87               1.20213679E+01   2.22840026E+03   8.36982841E-01   1.60106355E-01   1.73121429E-03   3.77277177E-04   1.27842272E-06   5.28596217E-04   6.01262616E-05   6.32280701E-05  
  88               1.28223975E+01   2.26370917E+03   8.36708079E-01   1.60082380E-01   2.03015455E-03   3.77095173E-04   1.20416755E-06   5.28573313E-04   6.01013689E-05   6.30505737E-05  
  89               1.37059253E+01   2.29993468E+03   8.36388527E-01   1.60054301E-01   2.37563823E-03   3.76912988E-04   1.14038244E-06   5.28524087E-04   6.00727213E-05   6.28605283E-05  
  90               1.46785704E+01   2.33799013E+03   8.36002387E-01   1.60021145E-01   2.78650815E-03   3.83041171E-04   1.06288328E-06   5.28473487E-04   6.00421184E-05   6.26557334E-05  
  91               1.57481361E+01   2.37673756E+03   8.35570242E-01   1.59983467E-01   3.25646653E-03   3.82947447E-04   1.01342590E-06   5.28373372E-04   6.00057250E-05   6.24379292E-05  
  92               1.69235490E+01   2.41718154E+03   8.35061500E-01   1.59939114E-01   3.80974663E-03   3.82825333E-04   9.67758009E-07   5.28244303E-04   5.99647206E-05   6.22041762E-05  
  93               1.82140850E+01   2.45811379E+03   8.34486080E-01   1.59888955E-01   4.43554848E-03   3.82683621E-04   9.30721614E-07   5.28083963E-04   5.99185335E-05   6.19565714E-05  
  94               1.96299632E+01   2.50059410E+03   8.33816315E-01   1.59830574E-01   5.16396914E-03   3.82512405E-04   8.97010554E-07   5.27889262E-04   5.98666869E-05   6.16920259E-05  
  95               2.11825804E+01   2.54335574E+03   8.33068117E-01   1.59765363E-01   5.97768881E-03   3.82323376E-04   8.71042831E-07   5.27659950E-04   5.98087298E-05   6.14129849E-05  
  96               2.28844429E+01   2.58754183E+03   8.32207154E-01   1.59690326E-01   6.91405187E-03   3.82104899E-04   8.47915894E-07   5.27390491E-04   5.97439062E-05   6.11159833E-05  
  97               2.47493391E+01   2.63180727E+03   8.31258041E-01   1.59607613E-01   7.94627204E-03   3.81872014E-04   8.31837409E-07   5.27083250E-04   5.96719458E-05   6.08039577E-05  
  98               2.67924167E+01   2.67739150E+03   8.30178351E-01   1.59513523E-01   9.12049773E-03   3.81610907E-04   8.18189381E-07   5.26729918E-04   5.95917277E-05   6.04730217E-05  
  99               2.90302351E+01   2.72287333E+03   8.29003945E-01   1.59411187E-01   1.03977083E-02   3.81340627E-04   8.11069725E-07   5.26336083E-04   5.95032104E-05   6.01266870E-05  
  100              3.14807620E+01   2.76958194E+03   8.27683026E-01   1.59296085E-01   1.18342431E-02   3.81045038E-04   8.06078125E-07   5.25890328E-04   5.94047804E-05   5.97606660E-05  
  101              3.41633995E+01   2.81598010E+03   8.26267023E-01   1.59172707E-01   1.33741465E-02   3.80748522E-04   8.07389570E-07   5.25402504E-04   5.92966933E-05   5.93792847E-05  
