# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              CH4              N2               Mg              
  1                1.00000000E-05   5.07696607E+02   8.38155838E-01   1.60443404E-01   4.46797923E-18   1.36405698E-06   7.77335444E-04   5.29760335E-04   6.08465460E-05   0.00000000E+00  
  2                1.19023765E-05   5.58324033E+02   8.38261577E-01   1.60418507E-01   4.56452659E-16   7.57574276E-05   6.96614227E-04   4.52177337E-04   6.08416997E-05   0.00000000E+00  
  3                1.43746718E-05   5.73953835E+02   8.38351758E-01   1.60396831E-01   1.50656873E-15   1.42068876E-04   6.27970170E-04   3.84676793E-04   6.08338011E-05   0.00000000E+00  
  4                1.78439353E-05   5.93153286E+02   8.38489355E-01   1.60363580E-01   6.00316082E-15   2.45225359E-04   5.23758435E-04   2.80953950E-04   6.08215301E-05   0.00000000E+00  
  5                2.26109413E-05   6.03473991E+02   8.38527613E-01   1.60354126E-01   1.14301179E-14   2.74923711E-04   4.94749486E-04   2.51585855E-04   6.08177966E-05   0.00000000E+00  
  6                2.89656384E-05   6.18291817E+02   8.38599750E-01   1.60336509E-01   2.88707372E-14   3.30317429E-04   4.40299476E-04   1.96633650E-04   6.08111100E-05   0.00000000E+00  
  7                3.71670313E-05   6.25894354E+02   8.38601624E-01   1.60335969E-01   4.28602151E-14   3.32333204E-04   4.38963575E-04   1.94952202E-04   6.08105529E-05   0.00000000E+00  
  8                4.75350349E-05   6.38846884E+02   8.38645013E-01   1.60325331E-01   8.93212427E-14   3.65924526E-04   4.06254390E-04   1.61774004E-04   6.08063844E-05   0.00000000E+00  
  9                6.04875420E-05   6.45319216E+02   8.38636762E-01   1.60327273E-01   1.19983382E-13   3.60095785E-04   4.12551524E-04   1.67834692E-04   6.08066475E-05   0.00000000E+00  
  10               7.65093708E-05   6.57379870E+02   8.38668250E-01   1.60319542E-01   2.26487251E-13   3.84526716E-04   3.88823486E-04   1.43726150E-04   6.08035060E-05   0.00000000E+00  
  11               9.62424370E-05   6.63327334E+02   8.38657150E-01   1.60322191E-01   2.89801567E-13   3.76428543E-04   3.97258535E-04   1.51991896E-04   6.08039281E-05   0.00000000E+00  
  12               1.20427613E-04   6.75016126E+02   8.38683000E-01   1.60315841E-01   5.17344082E-13   3.96478307E-04   3.77779428E-04   1.32195365E-04   6.08012499E-05   0.00000000E+00  
  13               1.50017821E-04   6.80729069E+02   8.38671189E-01   1.60318672E-01   6.44389260E-13   3.87772410E-04   3.86741259E-04   1.41028956E-04   6.08016224E-05   0.00000000E+00  
  14               1.86096833E-04   6.92244949E+02   8.38693404E-01   1.60313213E-01   1.10575618E-12   4.04990274E-04   3.69998433E-04   1.24012824E-04   6.07992147E-05   0.00000000E+00  
  15               2.30032042E-04   6.97809302E+02   8.38681207E-01   1.60316143E-01   1.34976761E-12   3.95946151E-04   3.79242653E-04   1.33157384E-04   6.07994820E-05   0.00000000E+00  
  16               2.83377377E-04   7.09235096E+02   8.38700664E-01   1.60311357E-01   2.24310781E-12   4.11019105E-04   3.64573543E-04   1.18246817E-04   6.07972479E-05   0.00000000E+00  
  17               3.48085578E-04   7.14713638E+02   8.38688238E-01   1.60314346E-01   2.69577971E-12   4.01771696E-04   3.73981139E-04   1.27575457E-04   6.07973649E-05   0.00000000E+00  
  18               4.26400196E-04   7.26160142E+02   8.38705761E-01   1.60310029E-01   4.37257720E-12   4.15343434E-04   3.60761463E-04   1.14136200E-04   6.07952129E-05   0.00000000E+00  
  19               5.21128650E-04   7.31640490E+02   8.38693354E-01   1.60313013E-01   5.20053684E-12   4.06093753E-04   3.70142945E-04   1.23453465E-04   6.07951237E-05   0.00000000E+00  
  20               6.35501992E-04   7.43196454E+02   8.38709451E-01   1.60309038E-01   8.27837888E-12   4.18568325E-04   3.57982414E-04   1.11088174E-04   6.07929874E-05   0.00000000E+00  
  21               7.73543550E-04   7.48743543E+02   8.38697175E-01   1.60311985E-01   9.77673484E-12   4.09413912E-04   3.67247612E-04   1.20300046E-04   6.07926412E-05   0.00000000E+00  
  22               9.39939212E-04   7.60523515E+02   8.38712339E-01   1.60308225E-01   1.53626740E-11   4.21186111E-04   3.55762480E-04   1.08619002E-04   6.07904555E-05   0.00000000E+00  
  23               1.14057066E-03   7.66231631E+02   8.38700404E-01   1.60311078E-01   1.80903107E-11   4.12300615E-04   3.64743768E-04   1.17554357E-04   6.07897889E-05   0.00000000E+00  
  24               1.38231862E-03   7.78327424E+02   8.38714852E-01   1.60307470E-01   2.81660240E-11   4.23564578E-04   3.53747540E-04   1.06366997E-04   6.07875049E-05   0.00000000E+00  
  25               1.67381289E-03   7.84326013E+02   8.38703544E-01   1.60310146E-01   3.32337416E-11   4.15188970E-04   3.62209338E-04   1.14786668E-04   6.07864433E-05   0.00000000E+00  
