# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              CO               H                NH3              N2              
  22               7.93481856E-03   2.62999428E+02   8.38074098E-01   1.60463844E-01   7.81725317E-04   5.31345356E-04   2.09816609E-31   3.79441259E-39   1.21723992E-04   7.95161605E-12  
  23               9.32860485E-03   2.68677031E+02   8.38074098E-01   1.60463844E-01   7.81725317E-04   5.31345356E-04   1.12155820E-30   2.86527364E-38   1.21723979E-04   1.45873748E-11  
  24               1.09616512E-02   2.75807415E+02   8.38074098E-01   1.60463844E-01   7.81725317E-04   5.31345356E-04   7.68825833E-30   2.89862832E-37   1.21723952E-04   2.79854843E-11  
  25               1.28741315E-02   2.81905628E+02   8.38074098E-01   1.60463844E-01   7.81725316E-04   5.31345356E-04   3.93832055E-29   2.07951288E-36   1.21723907E-04   5.03247160E-11  
  26               1.51132723E-02   2.89479466E+02   8.38074098E-01   1.60463844E-01   7.81725316E-04   5.31345356E-04   2.54886937E-28   1.96266273E-35   1.21723819E-04   9.45620309E-11  
  27               1.77340631E-02   2.96032330E+02   8.38074098E-01   1.60463844E-01   7.81725285E-04   5.31345356E-04   1.30819736E-27   1.40559577E-34   1.21723669E-04   1.69177346E-10  
  28               2.08003871E-02   3.04145776E+02   8.38074098E-01   1.60463844E-01   7.81725254E-04   5.31345355E-04   8.44669264E-27   1.31192174E-33   1.21723372E-04   3.17638387E-10  
  29               2.43859837E-02   3.11404696E+02   8.38074098E-01   1.60463844E-01   7.81725119E-04   5.31345355E-04   4.43697115E-26   9.57050495E-33   1.21722861E-04   5.73020649E-10  
  30               2.85767668E-02   3.20341771E+02   8.38074099E-01   1.60463844E-01   7.81724983E-04   5.31345354E-04   2.88399315E-25   8.90132723E-32   1.21721838E-04   1.08488291E-09  
  31               3.34725440E-02   3.28492264E+02   8.38074100E-01   1.60463844E-01   7.81724486E-04   5.31345353E-04   1.57377188E-24   6.71487815E-31   1.21720026E-04   1.99037935E-09  
  32               3.91889715E-02   3.38415415E+02   8.38074101E-01   1.60463843E-01   7.81724017E-04   5.31345350E-04   1.04691206E-23   6.32660043E-30   1.21716346E-04   3.83030374E-09  
  33               4.58593586E-02   3.47697707E+02   8.38074106E-01   1.60463841E-01   7.81722282E-04   5.31345346E-04   5.95304269E-23   4.94177599E-29   1.21709654E-04   7.17575096E-09  
  34               5.36389223E-02   3.58871224E+02   8.38074077E-01   1.60463832E-01   7.81720610E-04   5.31345314E-04   4.04646140E-22   4.70294977E-28   1.21695883E-04   1.40577420E-08  
  35               6.27080932E-02   3.69518007E+02   8.38074098E-01   1.60463824E-01   7.81673096E-04   5.31345288E-04   2.43977817E-21   3.87348430E-27   1.21669902E-04   2.70451190E-08  
  36               7.32766218E-02   3.82185795E+02   8.38074139E-01   1.60463811E-01   7.81625923E-04   5.31345246E-04   1.77574838E-20   3.91003407E-26   1.21614538E-04   5.47221468E-08  
  37               8.55865891E-02   3.94624341E+02   8.38074216E-01   1.60463790E-01   7.81578765E-04   5.31345176E-04   1.18490611E-19   3.54119448E-25   1.21504229E-04   1.09868919E-07  
  38               9.99189034E-02   4.09461674E+02   8.38074373E-01   1.60463746E-01   7.81534204E-04   5.31345030E-04   9.43067703E-19   3.86291501E-24   1.21260446E-04   2.31743472E-07  
  39               1.16601746E-01   4.24445854E+02   8.38074060E-01   1.60463543E-01   7.81517262E-04   5.31344359E-04   6.86970202E-18   3.78222244E-23   1.20759524E-04   4.82127578E-07  
  40               1.36043110E-01   4.42185232E+02   8.38074356E-01   1.60463301E-01   7.81216163E-04   5.31343556E-04   5.55612067E-17   4.13783272E-22   1.19687602E-04   1.01799644E-06  
  41               1.58771035E-01   4.60329686E+02   8.38075325E-01   1.60462895E-01   7.80914268E-04   5.31342212E-04   4.17573142E-16   4.14910567E-21   1.17598726E-04   2.06228063E-06  
  42               1.85510579E-01   4.81199342E+02   8.38077504E-01   1.60462196E-01   7.80610893E-04   5.31339897E-04   3.38965078E-15   4.51449431E-20   1.13682394E-04   4.02018156E-06  
  43               2.17273383E-01   5.03007638E+02   8.38081255E-01   1.60461119E-01   7.80304242E-04   5.31336330E-04   2.48150493E-14   4.39511972E-19   1.07402062E-04   7.15993919E-06  
  44               2.55475109E-01   5.27940382E+02   8.38087526E-01   1.60459720E-01   7.79967654E-04   5.31331699E-04   1.84212001E-13   4.36519331E-18   9.83418850E-05   1.16894971E-05  
  45               3.02059732E-01   5.53948747E+02   8.38095020E-01   1.60457903E-01   7.79958883E-04   5.31325682E-04   1.21445135E-12   3.83434991E-17   8.70188655E-05   1.73503178E-05  
  46               3.59534088E-01   5.83111935E+02   8.38103538E-01   1.60455838E-01   7.79949002E-04   5.31318837E-04   7.78442277E-12   3.28675166E-16   7.41479666E-05   2.37849840E-05  
  47               4.30839094E-01   6.13538921E+02   8.38112123E-01   1.60453756E-01   7.79939247E-04   5.31311906E-04   4.33455065E-11   2.42791643E-15   6.11737330E-05   3.02713111E-05  
  48               5.19096145E-01   6.47123310E+02   8.38120115E-01   1.60451814E-01   7.79930583E-04   5.31305288E-04   2.28529920E-10   1.69384679E-14   4.90822985E-05   3.63162917E-05  
  49               6.27408192E-01   6.81645742E+02   8.38126846E-01   1.60450160E-01   7.79923834E-04   5.31298956E-04   1.07587167E-09   1.04163931E-13   3.88336172E-05   4.14400048E-05  
  50               7.58385493E-01   7.19140508E+02   8.38132312E-01   1.60448794E-01   7.79917987E-04   5.31290532E-04   4.96039286E-09   6.22348318E-13   3.04399818E-05   4.56363045E-05  
  51               9.13778046E-01   7.57884237E+02   8.38136501E-01   1.60447735E-01   7.79907793E-04   5.31272813E-04   1.91245470E-08   3.04145365E-12   2.39837749E-05   4.88640062E-05  
  52               1.09480691E+00   8.00637018E+02   8.38139743E-01   1.60446895E-01   7.79871451E-04   5.31220733E-04   6.82999864E-08   1.36580014E-11   1.89884032E-05   5.13613730E-05  
  53               1.30325038E+00   8.41886823E+02   8.38142177E-01   1.60446217E-01   7.79756798E-04   5.31079063E-04   2.07446120E-07   5.12706518E-11   1.52596340E-05   5.32254986E-05  
  54               1.54072097E+00   8.85638184E+02   8.38144096E-01   1.60445575E-01   7.79414570E-04   5.30693650E-04   5.90111621E-07   1.79672323E-10   1.24350961E-05   5.46375177E-05  
  55               1.80865117E+00   9.27064200E+02   8.38145859E-01   1.60444876E-01   7.78588941E-04   5.29806424E-04   1.47382959E-06   5.47107192E-10   1.04014092E-05   5.56540801E-05  
  56               2.10935583E+00   9.71078427E+02   8.38148789E-01   1.60443886E-01   7.76655311E-04   5.27778499E-04   3.49618121E-06   1.59255011E-09   8.84370142E-06   5.64325161E-05  
  57               2.44683285E+00   1.01252168E+03   8.38153994E-01   1.60442342E-01   7.72823955E-04   5.23819321E-04   7.44639409E-06   4.16298979E-09   7.69000844E-06   5.70086813E-05  
  58               2.82616357E+00   1.05728614E+03   8.38163972E-01   1.60439659E-01   7.65338539E-04   5.16164250E-04   1.50862047E-05   1.05949481E-08   6.76889101E-06   5.74680063E-05  
  59               3.25379197E+00   1.09947314E+03   8.38179376E-01   1.60435751E-01   7.53831848E-04   5.04457575E-04   2.67713339E-05   2.35803615E-08   6.08854306E-06   5.78063077E-05  
  60               3.73790720E+00   1.14591576E+03   8.38202205E-01   1.60430133E-01   7.36872485E-04   4.87265643E-04   4.39335057E-05   4.97646347E-08   5.55608981E-06   5.80697151E-05  
  61               4.29149662E+00   1.18516509E+03   8.38230234E-01   1.60423244E-01   7.15881029E-04   4.66035589E-04   6.51282841E-05   9.47980084E-08   5.19151952E-06   5.82483552E-05  
  62               4.93138580E+00   1.22711813E+03   8.38264091E-01   1.60414928E-01   6.90400404E-04   4.40310493E-04   9.08120766E-05   1.74382448E-07   4.93142425E-06   5.83736952E-05  
  63               5.67588061E+00   1.26294584E+03   8.38299226E-01   1.60406292E-01   6.63848908E-04   4.13531408E-04   1.17549105E-04   2.98318440E-07   4.79954403E-06   5.84342930E-05  
  64               6.54454946E+00   1.30265392E+03   8.38336508E-01   1.60397110E-01   6.35580682E-04   3.85041867E-04   1.45994110E-04   5.01544814E-07   4.72448930E-06   5.84655001E-05  
  65               7.55690429E+00   1.33717811E+03   8.38371385E-01   1.60388484E-01   6.09010343E-04   3.58269810E-04   1.72723488E-04   8.02770673E-07   4.72416037E-06   5.84588356E-05  
  66               8.73523058E+00   1.37669600E+03   8.38406442E-01   1.60379751E-01   5.82150896E-04   3.31204220E-04   1.99743880E-04   1.28069984E-06   4.74722648E-06   5.84392940E-05  
  67               1.01030171E+01   1.41187197E+03   8.38437940E-01   1.60371781E-01   5.57755406E-04   3.06586902E-04   2.24316425E-04   1.97981538E-06   4.81451477E-06   5.83968495E-05  
  68               1.16847000E+01   1.45304713E+03   8.38469330E-01   1.60363625E-01   5.33066386E-04   2.81581485E-04   2.49271405E-04   3.08225971E-06   4.88303208E-06   5.83519731E-05  
  69               1.35009144E+01   1.49085949E+03   8.38496808E-01   1.60355950E-01   5.10544402E-04   2.58557345E-04   2.72241421E-04   4.70350318E-06   4.97388873E-06   5.82944206E-05  
  70               1.55667959E+01   1.53549635E+03   8.38521086E-01   1.60347399E-01   4.87874193E-04   2.34713103E-04   2.96019827E-04   7.25568459E-06   5.04929353E-06   5.82416994E-05  
  71               1.78942061E+01   1.57744579E+03   8.38539608E-01   1.60338968E-01   4.69588399E-04   2.11670561E-04   3.18988826E-04   1.10233007E-05   5.12852131E-06   5.81850702E-05  
  72               2.04768640E+01   1.62637929E+03   8.38556001E-01   1.60330029E-01   4.51084925E-04   1.87963404E-04   3.42608541E-04   1.68974973E-05   5.17737397E-06   5.81401798E-05  
  73               2.32728097E+01   1.67281961E+03   8.38564563E-01   1.60320862E-01   4.35414713E-04   1.65479323E-04   3.64994009E-04   2.54946498E-05   5.21360114E-06   5.80990488E-05  
  74               2.62111542E+01   1.72581218E+03   8.38561893E-01   1.60310918E-01   4.24219467E-04   1.43512973E-04   3.86852235E-04   3.73620791E-05   5.22927600E-06   5.80666077E-05  
  75               2.91939162E+01   1.77588806E+03   8.38543539E-01   1.60300656E-01   4.21440304E-04   1.23442951E-04   4.06814401E-04   5.26302542E-05   5.24259858E-06   5.80364200E-05  
  76               3.21241835E+01   1.82110434E+03   8.38512272E-01   1.60290174E-01   4.23877645E-04   1.05559419E-04   4.24592779E-04   7.15873341E-05   5.24831931E-06   5.80115141E-05  
  77               3.49128454E+01   1.86127154E+03   8.38474823E-01   1.60280706E-01   4.29288741E-04   9.11461557E-05   4.38907079E-04   9.35863633E-05   5.26523500E-06   5.79827478E-05  
  78               3.76561729E+01   1.89832065E+03   8.38433252E-01   1.60272105E-01   4.36080910E-04   7.98447755E-05   4.50117523E-04   1.17626452E-04   5.29040831E-06   5.79519633E-05  
  79               4.02078291E+01   1.93085637E+03   8.38395070E-01   1.60265090E-01   4.41485734E-04   7.13297466E-05   4.58550303E-04   1.43092157E-04   5.32023515E-06   5.79205290E-05  
  80               4.24168435E+01   1.95775636E+03   8.38365868E-01   1.60259992E-01   4.42234587E-04   6.53737132E-05   4.64428989E-04   1.69816175E-04   5.35273176E-06   5.78880591E-05  
  81               4.44863923E+01   1.98183144E+03   8.38343446E-01   1.60256109E-01   4.38270507E-04   6.13544068E-05   4.68371996E-04   1.97548211E-04   5.38693908E-06   5.78543628E-05  
  82               4.65318350E+01   2.00489744E+03   8.38318692E-01   1.60252316E-01   4.34978653E-04   5.80090306E-05   4.71642649E-04   2.26848106E-04   5.42242670E-06   5.78206386E-05  
  83               4.85950571E+01   2.02713587E+03   8.38293465E-01   1.60248888E-01   4.32115090E-04   5.50901047E-05   4.74487426E-04   2.58344621E-04   5.46015084E-06   5.77860255E-05  
  84               5.07740778E+01   2.04999106E+03   8.38259939E-01   1.60244230E-01   4.29595418E-04   5.25136402E-05   4.76985816E-04   2.91522797E-04   5.49860274E-06   5.77508142E-05  
  85               5.29675187E+01   2.07200041E+03   8.38224992E-01   1.60239595E-01   4.27397425E-04   5.02611407E-05   4.79161202E-04   3.25774333E-04   5.53770122E-06   5.77156694E-05  
  86               5.48974746E+01   2.09094052E+03   8.38188868E-01   1.60234975E-01   4.25472374E-04   4.82769514E-05   4.81069556E-04   3.60910891E-04   5.57631544E-06   5.76812084E-05  
  87               5.67042891E+01   2.10798875E+03   8.38152198E-01   1.60230426E-01   4.23820127E-04   4.65693200E-05   4.82703637E-04   3.96252978E-04   5.61448487E-06   5.76476064E-05  
  88               5.84645183E+01   2.12437116E+03   8.38114681E-01   1.60225893E-01   4.22371174E-04   4.50685837E-05   4.84132292E-04   4.32228313E-04   5.65173573E-06   5.76149205E-05  
  89               6.02263783E+01   2.14015723E+03   8.38081069E-01   1.60222406E-01   4.21037038E-04   4.36846769E-05   4.85445812E-04   4.70642415E-04   5.69082738E-06   5.75814711E-05  
  90               6.20943231E+01   2.15669854E+03   8.38043199E-01   1.60218559E-01   4.19740434E-04   4.23350666E-05   4.86719285E-04   5.13639869E-04   5.73281288E-06   5.75456086E-05  
  91               6.42246951E+01   2.17483622E+03   8.37999485E-01   1.60214212E-01   4.18454880E-04   4.09987561E-05   4.87970842E-04   5.62975938E-04   5.77995049E-06   5.75056765E-05  
  92               6.66490495E+01   2.19510489E+03   8.37947665E-01   1.60209152E-01   4.17147313E-04   3.96334260E-05   4.89239502E-04   6.21153281E-04   5.83316796E-06   5.74606226E-05  
  93               6.93995377E+01   2.21712883E+03   8.37885968E-01   1.60203231E-01   4.15832305E-04   3.82519789E-05   4.90509826E-04   6.90073701E-04   5.89452216E-06   5.74090057E-05  
  94               7.25100808E+01   2.24140311E+03   8.37812262E-01   1.60196264E-01   4.14511308E-04   3.68544500E-05   4.91779548E-04   7.72054334E-04   5.96418143E-06   5.73504084E-05  
  95               7.60169388E+01   2.26748929E+03   8.37724381E-01   1.60188036E-01   4.13219127E-04   3.54742849E-05   4.93012970E-04   8.68969663E-04   6.04374292E-06   5.72837381E-05  
  96               7.99588240E+01   2.29586412E+03   8.37618408E-01   1.60178330E-01   4.13076690E-04   3.40332493E-05   4.94291608E-04   9.83847571E-04   6.13346799E-06   5.72097925E-05  
  97               8.43774112E+01   2.32602816E+03   8.37493543E-01   1.60167011E-01   4.13024040E-04   3.26429342E-05   4.95496186E-04   1.11913561E-03   6.23498924E-06   5.71262590E-05  
  98               8.93177300E+01   2.35844928E+03   8.37346024E-01   1.60153751E-01   4.13061134E-04   3.13019527E-05   4.96624427E-04   1.27892495E-03   6.34866764E-06   5.70324514E-05  
  99               9.48286384E+01   2.39256759E+03   8.37172947E-01   1.60138311E-01   4.13215386E-04   3.00368334E-05   4.97646583E-04   1.46633311E-03   6.47625995E-06   5.69270957E-05  
  100              1.00991607E+02   2.42902312E+03   8.37003472E-01   1.60123216E-01   4.13371822E-04   2.87497079E-05   4.98695300E-04   1.65025850E-03   6.60204098E-06   5.68232332E-05  
  101              1.07840191E+02   2.46704589E+03   8.36773945E-01   1.60102921E-01   4.12664364E-04   2.77361925E-05   4.99392290E-04   1.90075894E-03   6.75962262E-06   5.66914624E-05  
